[2025-02-03 15:03:39.996615] [0x0000007f988c6010] [MocapTag] [0x000071d2] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 15:03:53.546192] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4893] , 14.5424, 2.24284, 0.0465191, -1.1047, -0.948814, 0.00118999, 0.0288665, 0.314511, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.548723] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4894] , 14.5424, 2.24284, 0.0465191, -1.1047, -0.948814, 0.00118999, 0.0288665, 0.314511, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.551259] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4895] , 14.5424, 2.24799, 0.0420807, -1.10513, -0.947275, 0.00156821, 0.0293888, 0.319066, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.554757] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4896] , 14.5524, 2.24799, 0.0420807, -1.10513, -0.947275, 0.00156821, 0.0293888, 0.319066, 0.514332, -0.443842, -0.04354, -0.131202, 0.064953, 0.966156, 
[2025-02-03 15:03:53.558644] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4898] , 14.5524, 2.24799, 0.0420807, -1.10513, -0.947275, 0.00156821, 0.0293888, 0.319066, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.560894] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4899] , 14.5524, 2.25315, 0.0376674, -1.10553, -0.945675, 0.00217709, 0.0298989, 0.323728, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.563810] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4900] , 14.5624, 2.25315, 0.0376674, -1.10553, -0.945675, 0.00217709, 0.0298989, 0.323728, 0.516115, -0.441328, -0.0395367, -0.175452, 0.0462472, 0.991631, 
[2025-02-03 15:03:53.566180] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4902] , 14.5624, 2.25315, 0.0376674, -1.10553, -0.945675, 0.00217709, 0.0298989, 0.323728, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.569417] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4903] , 14.5624, 2.25315, 0.0376674, -1.10553, -0.945675, 0.00217709, 0.0298989, 0.323728, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.573047] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4904] , 14.5725, 2.25831, 0.0331458, -1.10588, -0.944132, 0.00215482, 0.0295526, 0.328233, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.575791] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4906] , 14.5725, 2.25831, 0.0331458, -1.10588, -0.944132, 0.00215482, 0.0295526, 0.328233, 0.516653, -0.452156, -0.0352996, 0, -0.0752248, 0.95188, 
[2025-02-03 15:03:53.579977] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4907] , 14.5725, 2.25831, 0.0331458, -1.10588, -0.944132, 0.00215482, 0.0295526, 0.328233, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.580535] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4908] , 14.5725, 2.26352, 0.0286493, -1.10621, -0.942529, 0.00308924, 0.0299751, 0.332762, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.583585] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4909] , 14.5824, 2.26352, 0.0286493, -1.10621, -0.942529, 0.00308924, 0.0299751, 0.332762, 0.520583, -0.449656, -0.0333072, -0.230765, 0, 0.967592, 
[2025-02-03 15:03:53.588526] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4911] , 14.5824, 2.26352, 0.0286493, -1.10621, -0.942529, 0.00308924, 0.0299751, 0.332762, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.591014] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4912] , 14.5824, 2.26872, 0.0241825, -1.10662, -0.940939, 0.00385609, 0.0300136, 0.337222, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.593827] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4913] , 14.5924, 2.26872, 0.0241825, -1.10662, -0.940939, 0.00385609, 0.0300136, 0.337222, 0.52015, -0.446678, -0.0403785, -0.172901, -0.0568539, 0.951439, 
[2025-02-03 15:03:53.596303] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4915] , 14.5924, 2.26872, 0.0241825, -1.10662, -0.940939, 0.00385609, 0.0300136, 0.337222, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.598893] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4916] , 14.5924, 2.26872, 0.0241825, -1.10662, -0.940939, 0.00385609, 0.0300136, 0.337222, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.601198] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4917] , 14.5924, 2.27398, 0.0196886, -1.10706, -0.939337, 0.00454356, 0.0296416, 0.341683, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.604629] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4918] , 14.6024, 2.27398, 0.0196886, -1.10706, -0.939337, 0.00454356, 0.0296416, 0.341683, 0.525496, -0.449386, -0.0442538, -0.129318, -0.130092, 0.949907, 
[2025-02-03 15:03:53.610322] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4920] , 14.6024, 2.27398, 0.0196886, -1.10706, -0.939337, 0.00454356, 0.0296416, 0.341683, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.610860] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4921] , 14.6024, 2.27398, 0.0196886, -1.10706, -0.939337, 0.00454356, 0.0296416, 0.341683, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.612033] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4922] , 14.6024, 2.27927, 0.0152059, -1.10751, -0.937708, 0.0053149, 0.0290966, 0.346163, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.615043] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4923] , 14.6124, 2.27927, 0.0152059, -1.10751, -0.937708, 0.0053149, 0.0290966, 0.346163, 0.529248, -0.448276, -0.0446713, -0.131965, -0.169575, 0.954872, 
[2025-02-03 15:03:53.617253] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4925] , 14.6124, 2.27927, 0.0152059, -1.10751, -0.937708, 0.0053149, 0.0290966, 0.346163, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.621396] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4926] , 14.6124, 2.27927, 0.0152059, -1.10751, -0.937708, 0.0053149, 0.0290966, 0.346163, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.622979] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4927] , 14.6225, 2.28459, 0.010681, -1.10784, -0.936089, 0.00634841, 0.0286169, 0.350539, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.625618] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4929] , 14.6225, 2.28459, 0.010681, -1.10784, -0.936089, 0.00634841, 0.0286169, 0.350539, 0.531595, -0.452483, -0.0332033, -0.183654, -0.176557, 0.935245, 
[2025-02-03 15:03:53.628142] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4930] , 14.6225, 2.28459, 0.010681, -1.10784, -0.936089, 0.00634841, 0.0286169, 0.350539, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.630696] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4931] , 14.6225, 2.28992, 0.00616028, -1.10802, -0.934436, 0.00782172, 0.0282064, 0.354926, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.635174] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4932] , 14.6324, 2.28992, 0.00616028, -1.10802, -0.934436, 0.00782172, 0.0282064, 0.354926, 0.53309, -0.452076, -0.0180801, -0.269365, -0.196563, 0.941384, 
[2025-02-03 15:03:53.637716] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4934] , 14.6324, 2.28992, 0.00616028, -1.10802, -0.934436, 0.00782172, 0.0282064, 0.354926, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.640107] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4935] , 14.6324, 2.29525, 0.00167745, -1.10813, -0.932769, 0.00929551, 0.0273832, 0.359312, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.642814] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4936] , 14.6424, 2.29525, 0.00167745, -1.10813, -0.932769, 0.00929551, 0.0273832, 0.359312, 0.533132, -0.448283, -0.0108138, -0.23787, -0.27603, 0.939262, 
[2025-02-03 15:03:53.645234] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4937] , 14.6424, 2.29525, 0.00167745, -1.10813, -0.932769, 0.00929551, 0.0273832, 0.359312, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.648946] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4939] , 14.6424, 2.29525, 0.00167745, -1.10813, -0.932769, 0.00929551, 0.0273832, 0.359312, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.652122] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4940] , 14.6424, 2.3006, -0.00284845, -1.10822, -0.9311, 0.0107052, 0.0263334, 0.363654, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.654943] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4941] , 14.6524, 2.3006, -0.00284845, -1.10822, -0.9311, 0.0107052, 0.0263334, 0.363654, 0.535696, -0.45259, -0.00915474, -0.206661, -0.315526, 0.929135, 
[2025-02-03 15:03:53.657269] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4943] , 14.6524, 2.3006, -0.00284845, -1.10822, -0.9311, 0.0107052, 0.0263334, 0.363654, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.660261] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4944] , 14.6524, 2.30595, -0.00740949, -1.10832, -0.929382, 0.0119422, 0.025097, 0.368072, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.663677] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4945] , 14.6624, 2.30595, -0.00740949, -1.10832, -0.929382, 0.0119422, 0.025097, 0.368072, 0.534051, -0.456104, -0.0102946, -0.158191, -0.339661, 0.944722, 
[2025-02-03 15:03:53.666476] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4947] , 14.6624, 2.30595, -0.00740949, -1.10832, -0.929382, 0.0119422, 0.025097, 0.368072, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.668644] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4948] , 14.6624, 2.30595, -0.00740949, -1.10832, -0.929382, 0.0119422, 0.025097, 0.368072, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.671136] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4949] , 14.6624, 2.31132, -0.0120251, -1.10844, -0.927637, 0.0130185, 0.0236092, 0.372509, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.674002] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4950] , 14.6725, 2.31132, -0.0120251, -1.10844, -0.927637, 0.0130185, 0.0236092, 0.372509, 0.537004, -0.461558, -0.0118007, -0.106573, -0.375815, 0.948131, 
[2025-02-03 15:03:53.676601] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4952] , 14.6725, 2.31132, -0.0120251, -1.10844, -0.927637, 0.0130185, 0.0236092, 0.372509, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.680717] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4953] , 14.6725, 2.31132, -0.0120251, -1.10844, -0.927637, 0.0130185, 0.0236092, 0.372509, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.683258] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4954] , 14.6824, 2.31664, -0.0166249, -1.10851, -0.925863, 0.014058, 0.0220072, 0.376956, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.686361] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4956] , 14.6824, 2.31664, -0.0166249, -1.10851, -0.925863, 0.014058, 0.0220072, 0.376956, 0.53268, -0.459979, -0.00661467, -0.0876665, -0.395164, 0.950909, 
[2025-02-03 15:03:53.688617] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4957] , 14.6824, 2.31664, -0.0166249, -1.10851, -0.925863, 0.014058, 0.0220072, 0.376956, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.691011] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4958] , 14.6824, 2.32204, -0.0213623, -1.10859, -0.924148, 0.0151062, 0.0201125, 0.381207, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.693841] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4959] , 14.6925, 2.32204, -0.0213623, -1.10859, -0.924148, 0.0151062, 0.0201125, 0.381207, 0.539685, -0.473741, -0.00799992, -0.0627041, -0.4498, 0.908297, 
[2025-02-03 15:03:53.697458] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4961] , 14.6925, 2.32204, -0.0213623, -1.10859, -0.924148, 0.0151062, 0.0201125, 0.381207, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.700768] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4962] , 14.6925, 2.32756, -0.0258309, -1.10864, -0.922358, 0.0167604, 0.0185339, 0.385527, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.703138] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4963] , 14.7024, 2.32756, -0.0258309, -1.10864, -0.922358, 0.0167604, 0.0185339, 0.385527, 0.55175, -0.446865, -0.00493465, -0.195217, -0.439133, 0.928175, 
[2025-02-03 15:03:53.705231] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4964] , 14.7024, 2.32756, -0.0258309, -1.10864, -0.922358, 0.0167604, 0.0185339, 0.385527, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.707748] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4966] , 14.7024, 2.32756, -0.0258309, -1.10864, -0.922358, 0.0167604, 0.0185339, 0.385527, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.710138] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4967] , 14.7024, 2.33284, -0.0305761, -1.10834, -0.920521, 0.0178318, 0.0171159, 0.38991, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.713552] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4968] , 14.7124, 2.33284, -0.0305761, -1.10834, -0.920521, 0.0178318, 0.0171159, 0.38991, 0.528646, -0.474523, 0.0294622, -0.0965357, -0.366172, 0.94322, 
[2025-02-03 15:03:53.715934] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4970] , 14.7124, 2.33284, -0.0305761, -1.10834, -0.920521, 0.0178318, 0.0171159, 0.38991, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.718898] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4971] , 14.7124, 2.33284, -0.0305761, -1.10834, -0.920521, 0.0178318, 0.0171159, 0.38991, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.721297] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4972] , 14.7124, 2.33811, -0.0352954, -1.10817, -0.918667, 0.0189421, 0.0154595, 0.394276, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.724255] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4973] , 14.7224, 2.33811, -0.0352954, -1.10817, -0.918667, 0.0189421, 0.0154595, 0.394276, 0.526298, -0.471925, 0.0171075, -0.0815153, -0.413847, 0.939989, 
[2025-02-03 15:03:53.728497] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4975] , 14.7224, 2.33811, -0.0352954, -1.10817, -0.918667, 0.0189421, 0.0154595, 0.394276, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.731120] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4976] , 14.7224, 2.34332, -0.0400469, -1.10803, -0.916809, 0.0199154, 0.0135146, 0.398601, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.733947] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4977] , 14.7324, 2.34332, -0.0400469, -1.10803, -0.916809, 0.0199154, 0.0135146, 0.398601, 0.521782, -0.475146, 0.0140168, 0, -0.456373, 0.931084, 
[2025-02-03 15:03:53.736044] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4979] , 14.7324, 2.34332, -0.0400469, -1.10803, -0.916809, 0.0199154, 0.0135146, 0.398601, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.738639] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4980] , 14.7324, 2.34332, -0.0400469, -1.10803, -0.916809, 0.0199154, 0.0135146, 0.398601, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.740972] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4981] , 14.7324, 2.34856, -0.0450185, -1.10761, -0.914813, 0.0214799, 0.0124555, 0.403114, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.745279] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4982] , 14.7424, 2.34856, -0.0450185, -1.10761, -0.914813, 0.0214799, 0.0124555, 0.403114, 0.523243, -0.497168, 0.0422026, -0.205255, -0.34329, 0.979686, 
[2025-02-03 15:03:53.747956] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4984] , 14.7424, 2.34856, -0.0450185, -1.10761, -0.914813, 0.0214799, 0.0124555, 0.403114, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.750414] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4985] , 14.7424, 2.35372, -0.0496083, -1.10775, -0.912879, 0.0224733, 0.00999382, 0.407488, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.752993] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4986] , 14.7525, 2.35372, -0.0496083, -1.10775, -0.912879, 0.0224733, 0.00999382, 0.407488, 0.516105, -0.458974, -0.0142514, 0, -0.554021, 0.943154, 
[2025-02-03 15:03:53.755450] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4988] , 14.7525, 2.35372, -0.0496083, -1.10775, -0.912879, 0.0224733, 0.00999382, 0.407488, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.758696] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4989] , 14.7525, 2.35372, -0.0496083, -1.10775, -0.912879, 0.0224733, 0.00999382, 0.407488, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.762995] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4990] , 14.7624, 2.35898, -0.0544443, -1.10767, -0.911087, 0.023215, 0.00657603, 0.411508, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.763638] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4991] , 14.7624, 2.35898, -0.0544443, -1.10767, -0.911087, 0.023215, 0.00657603, 0.411508, 0.525926, -0.483603, 0.00809487, 0.146222, -0.705474, 0.863743, 
[2025-02-03 15:03:53.766367] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4993] , 14.7624, 2.35898, -0.0544443, -1.10767, -0.911087, 0.023215, 0.00657603, 0.411508, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.769030] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4994] , 14.7624, 2.35898, -0.0544443, -1.10767, -0.911087, 0.023215, 0.00657603, 0.411508, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.771383] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4995] , 14.7624, 2.36392, -0.0592248, -1.10729, -0.909008, 0.0239078, 0.00489843, 0.416063, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.774118] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4996] , 14.7725, 2.36392, -0.0592248, -1.10729, -0.909008, 0.0239078, 0.00489843, 0.416063, 0.49396, -0.478045, 0.0375517, 0, -0.386544, 0.992584, 
[2025-02-03 15:03:53.777578] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4998] , 14.7725, 2.36392, -0.0592248, -1.10729, -0.909008, 0.0239078, 0.00489843, 0.416063, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.780190] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4999] , 14.7725, 2.36908, -0.0640988, -1.10706, -0.907109, 0.0245981, 0.00244266, 0.42017, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.782837] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [5000] , 14.7824, 2.36908, -0.0640988, -1.10706, -0.907109, 0.0245981, 0.00244266, 0.42017, 0.516554, -0.487405, 0.0234123, 0.0859499, -0.525086, 0.893402, 
[2025-02-03 15:03:53.785693] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [5002] , 14.7824, 2.36908, -0.0640988, -1.10706, -0.907109, 0.0245981, 0.00244266, 0.42017, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.789013] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [5003] , 14.7824, 2.36908, -0.0640988, -1.10706, -0.907109, 0.0245981, 0.00244266, 0.42017, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.792833] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [5004] , 14.7925, 2.37424, -0.0688037, -1.10677, -0.905157, 0.0258642, 0.000727364, 0.424289, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.795361] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [5006] , 14.7925, 2.37424, -0.0688037, -1.10677, -0.905157, 0.0258642, 0.000727364, 0.424289, 0.515869, -0.470492, 0.0291424, -0.0765562, -0.439254, 0.900775, 
[2025-02-03 15:03:53.798163] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [5007] , 14.7925, 2.37424, -0.0688037, -1.10677, -0.905157, 0.0258642, 0.000727364, 0.424289, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.800577] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [5008] , 14.7925, 2.37926, -0.0737071, -1.10659, -0.90323, 0.0262906, -0.00188855, 0.428346, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.803259] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [5009] , 14.8025, 2.37926, -0.0737071, -1.10659, -0.90323, 0.0262906, -0.00188855, 0.428346, 0.502291, -0.490341, 0.0180168, 0.156093, -0.530493, 0.887984, 
[2025-02-03 15:03:53.806555] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [5011] , 14.8025, 2.37926, -0.0737071, -1.10659, -0.90323, 0.0262906, -0.00188855, 0.428346, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.810674] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [5012] , 14.8025, 2.37926, -0.0737071, -1.10659, -0.90323, 0.0262906, -0.00188855, 0.428346, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.811265] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [5013] , 14.8025, 2.38404, -0.0786991, -1.10625, -0.901221, 0.0266013, -0.00393743, 0.432524, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.814377] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [5014] , 14.8124, 2.38404, -0.0786991, -1.10625, -0.901221, 0.0266013, -0.00393743, 0.432524, 0.477655, -0.499197, 0.0339954, 0.133038, -0.417556, 0.920081, 
[2025-02-03 15:03:53.816960] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [5016] , 14.8124, 2.38404, -0.0786991, -1.10625, -0.901221, 0.0266013, -0.00393743, 0.432524, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.818848] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [5017] , 14.8124, 2.38404, -0.0786991, -1.10625, -0.901221, 0.0266013, -0.00393743, 0.432524, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.822168] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [5018] , 14.8124, 2.38888, -0.083653, -1.106, -0.899267, 0.0265894, -0.00618053, 0.436548, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.825421] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [5019] , 14.8225, 2.38888, -0.083653, -1.106, -0.899267, 0.0265894, -0.00618053, 0.436548, 0.483738, -0.495384, 0.0243118, 0.211263, -0.422477, 0.889176, 
[2025-02-03 15:03:53.829130] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [5021] , 14.8225, 2.38888, -0.083653, -1.106, -0.899267, 0.0265894, -0.00618053, 0.436548, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.830438] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [5022] , 14.8225, 2.39367, -0.0886647, -1.10568, -0.897272, 0.0268571, -0.00782178, 0.44059, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.833772] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [5023] , 14.8325, 2.39367, -0.0886647, -1.10568, -0.897272, 0.0268571, -0.00782178, 0.44059, 0.479339, -0.501172, 0.0323287, 0.111866, -0.337368, 0.896746, 
[2025-02-03 15:03:53.836150] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [5025] , 14.8325, 2.39367, -0.0886647, -1.10568, -0.897272, 0.0268571, -0.00782178, 0.44059, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.840585] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [5026] , 14.8325, 2.39367, -0.0886647, -1.10568, -0.897272, 0.0268571, -0.00782178, 0.44059, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.843114] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [5027] , 14.8425, 2.39849, -0.0936136, -1.10544, -0.895304, 0.02699, -0.00965582, 0.444533, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.845824] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [5029] , 14.8425, 2.39849, -0.0936136, -1.10544, -0.895304, 0.02699, -0.00965582, 0.444533, 0.481764, -0.494898, 0.0246019, 0.155687, -0.358594, 0.877559, 
[2025-02-03 15:03:53.848581] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [5030] , 14.8425, 2.39849, -0.0936136, -1.10544, -0.895304, 0.02699, -0.00965582, 0.444533, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:53.850961] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [5031] , 14.8425, 2.40317, -0.0985657, -1.10489, -0.893258, 0.0277632, -0.0110045, 0.448551, 0, 0, 0, 0, 0, 0, 
