[2025-02-03 15:03:39.996615] [0x0000007f988c6010] [MocapTag] [0x000071d2] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 15:03:40.002087] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [3] , 0, -0.00295665, -0.188581, -0.150342, -0.999665, 0.00735597, 0.00896481, 0.0231294, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.002768] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [4] , 1.00137, -0.00295463, -0.188569, -0.150339, -0.999666, 0.00732358, 0.00897095, 0.0231165, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.005250] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [5] , 1.00242, -0.00295463, -0.188569, -0.150339, -0.999666, 0.00732358, 0.00897095, 0.0231165, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.008082] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [6] , 1.00242, -0.00295463, -0.188569, -0.150339, -0.999666, 0.00732358, 0.00897095, 0.0231165, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.010672] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [7] , 1.00242, -0.00295858, -0.188553, -0.150334, -0.999666, 0.00729187, 0.00895941, 0.0231138, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.016232] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [8] , 1.01242, -0.00295858, -0.188553, -0.150334, -0.999666, 0.00729187, 0.00895941, 0.0231138, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.018530] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [9] , 1.01242, -0.00295858, -0.188553, -0.150334, -0.999666, 0.00729187, 0.00895941, 0.0231138, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.021346] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [10] , 1.01242, -0.00296375, -0.188548, -0.150343, -0.999666, 0.00730827, 0.00897011, 0.0231148, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.024180] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [11] , 1.02243, -0.00296375, -0.188548, -0.150343, -0.999666, 0.00730827, 0.00897011, 0.0231148, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.027086] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [12] , 1.02243, -0.00296375, -0.188548, -0.150343, -0.999666, 0.00730827, 0.00897011, 0.0231148, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.031458] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [13] , 1.02243, -0.00296375, -0.188548, -0.150343, -0.999666, 0.00730827, 0.00897011, 0.0231148, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.034098] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [14] , 1.03242, -0.00296245, -0.188542, -0.150342, -0.999666, 0.00731643, 0.00896998, 0.0231182, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.038314] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [15] , 1.03242, -0.00296245, -0.188542, -0.150342, -0.999666, 0.00731643, 0.00896998, 0.0231182, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.039765] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [16] , 1.03242, -0.00296245, -0.188542, -0.150342, -0.999666, 0.00731643, 0.00896998, 0.0231182, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.042587] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [17] , 1.03242, -0.00296923, -0.188544, -0.150341, -0.999666, 0.00729517, 0.00893954, 0.0231309, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.047839] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [18] , 1.04243, -0.00296923, -0.188544, -0.150341, -0.999666, 0.00729517, 0.00893954, 0.0231309, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.050814] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [19] , 1.04243, -0.00296941, -0.188556, -0.150352, -0.999666, 0.00731285, 0.00892457, 0.0231245, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.053592] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [20] , 1.05254, -0.00296941, -0.188556, -0.150352, -0.999666, 0.00731285, 0.00892457, 0.0231245, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.056502] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [21] , 1.05254, -0.00296941, -0.188556, -0.150352, -0.999666, 0.00731285, 0.00892457, 0.0231245, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.059236] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [22] , 1.05254, -0.00296941, -0.188556, -0.150352, -0.999666, 0.00731285, 0.00892457, 0.0231245, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.063674] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [23] , 1.06244, -0.00297477, -0.188558, -0.150343, -0.999666, 0.00732469, 0.00888838, 0.0231404, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.066527] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [24] , 1.06244, -0.00297477, -0.188558, -0.150343, -0.999666, 0.00732469, 0.00888838, 0.0231404, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.071081] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [25] , 1.06244, -0.00297477, -0.188558, -0.150343, -0.999666, 0.00732469, 0.00888838, 0.0231404, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.072800] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [26] , 1.07245, -0.00297047, -0.188568, -0.150345, -0.999665, 0.00734262, 0.00891177, 0.023146, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.075723] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [27] , 1.07245, -0.00297047, -0.188568, -0.150345, -0.999665, 0.00734262, 0.00891177, 0.023146, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.079577] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [28] , 1.07245, -0.00297047, -0.188568, -0.150345, -0.999665, 0.00734262, 0.00891177, 0.023146, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.082189] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [29] , 1.07245, -0.00297336, -0.188573, -0.150337, -0.999665, 0.00736086, 0.00892099, 0.0231461, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.085313] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [30] , 1.08245, -0.00297336, -0.188573, -0.150337, -0.999665, 0.00736086, 0.00892099, 0.0231461, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.088059] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [31] , 1.08245, -0.00297336, -0.188573, -0.150337, -0.999665, 0.00736086, 0.00892099, 0.0231461, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.090825] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [32] , 1.08245, -0.00297013, -0.188575, -0.150339, -0.999665, 0.00738237, 0.00897946, 0.0231423, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.095432] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [33] , 1.09243, -0.00297013, -0.188575, -0.150339, -0.999665, 0.00738237, 0.00897946, 0.0231423, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.098199] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [34] , 1.09243, -0.00297013, -0.188575, -0.150339, -0.999665, 0.00738237, 0.00897946, 0.0231423, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.101272] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [35] , 1.09243, -0.00296638, -0.188564, -0.150326, -0.999664, 0.00738031, 0.00899451, 0.0231469, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.103802] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [36] , 1.10243, -0.00296638, -0.188564, -0.150326, -0.999664, 0.00738031, 0.00899451, 0.0231469, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.106537] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [37] , 1.10243, -0.00296638, -0.188564, -0.150326, -0.999664, 0.00738031, 0.00899451, 0.0231469, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.110983] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [38] , 1.10243, -0.00296638, -0.188564, -0.150326, -0.999664, 0.00738031, 0.00899451, 0.0231469, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.113550] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [39] , 1.11243, -0.00296394, -0.188559, -0.150321, -0.999664, 0.00739831, 0.00901388, 0.023129, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.116482] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [40] , 1.11243, -0.00296394, -0.188559, -0.150321, -0.999664, 0.00739831, 0.00901388, 0.023129, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.119674] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [41] , 1.11243, -0.00296394, -0.188559, -0.150321, -0.999664, 0.00739831, 0.00901388, 0.023129, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.122179] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [42] , 1.11243, -0.00296406, -0.188551, -0.150323, -0.999665, 0.00736722, 0.00903902, 0.0231202, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.128253] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [43] , 1.12244, -0.00296406, -0.188551, -0.150323, -0.999665, 0.00736722, 0.00903902, 0.0231202, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.130948] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [44] , 1.12244, -0.00296568, -0.188546, -0.15033, -0.999665, 0.00736902, 0.0090055, 0.0231158, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.133950] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [45] , 1.13244, -0.00296568, -0.188546, -0.15033, -0.999665, 0.00736902, 0.0090055, 0.0231158, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.136525] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [46] , 1.13244, -0.00296568, -0.188546, -0.15033, -0.999665, 0.00736902, 0.0090055, 0.0231158, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.139768] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [47] , 1.13244, -0.00296568, -0.188546, -0.15033, -0.999665, 0.00736902, 0.0090055, 0.0231158, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.144346] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [48] , 1.14244, -0.00296419, -0.188548, -0.150337, -0.999665, 0.00734195, 0.00899382, 0.0231101, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.145781] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [49] , 1.14244, -0.00296419, -0.188548, -0.150337, -0.999665, 0.00734195, 0.00899382, 0.0231101, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.148856] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [50] , 1.14244, -0.00296419, -0.188548, -0.150337, -0.999665, 0.00734195, 0.00899382, 0.0231101, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.151361] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [51] , 1.14244, -0.00296083, -0.188558, -0.150354, -0.999666, 0.00732577, 0.00900659, 0.023101, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.154281] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [52] , 1.15243, -0.00296083, -0.188558, -0.150354, -0.999666, 0.00732577, 0.00900659, 0.023101, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.158749] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [53] , 1.15243, -0.00296083, -0.188558, -0.150354, -0.999666, 0.00732577, 0.00900659, 0.023101, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.161318] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [54] , 1.15243, -0.00296105, -0.18856, -0.150357, -0.999666, 0.00732928, 0.0089777, 0.0231126, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.164193] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [55] , 1.16243, -0.00296105, -0.18856, -0.150357, -0.999666, 0.00732928, 0.0089777, 0.0231126, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.166779] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [56] , 1.16243, -0.00296105, -0.18856, -0.150357, -0.999666, 0.00732928, 0.0089777, 0.0231126, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.170322] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [57] , 1.16243, -0.00296105, -0.18856, -0.150357, -0.999666, 0.00732928, 0.0089777, 0.0231126, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.173913] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [58] , 1.17243, -0.00295882, -0.188571, -0.150372, -0.999666, 0.00732315, 0.00897414, 0.023111, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.176765] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [59] , 1.17243, -0.00295882, -0.188571, -0.150372, -0.999666, 0.00732315, 0.00897414, 0.023111, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.179549] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [60] , 1.17243, -0.00295882, -0.188571, -0.150372, -0.999666, 0.00732315, 0.00897414, 0.023111, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.182531] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [61] , 1.17243, -0.00296559, -0.188574, -0.150361, -0.999667, 0.0072882, 0.00892587, 0.0231104, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.185227] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [62] , 1.18244, -0.00296559, -0.188574, -0.150361, -0.999667, 0.0072882, 0.00892587, 0.0231104, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.189789] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [63] , 1.18244, -0.00296559, -0.188574, -0.150361, -0.999667, 0.0072882, 0.00892587, 0.0231104, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.192487] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [64] , 1.18244, -0.00296498, -0.188567, -0.150357, -0.999666, 0.00733416, 0.00890649, 0.0231307, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.195301] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [65] , 1.19244, -0.00296498, -0.188567, -0.150357, -0.999666, 0.00733416, 0.00890649, 0.0231307, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.199246] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [66] , 1.19244, -0.00296498, -0.188567, -0.150357, -0.999666, 0.00733416, 0.00890649, 0.0231307, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.201037] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [67] , 1.19244, -0.00296214, -0.188575, -0.150348, -0.999665, 0.00733383, 0.00895448, 0.0231313, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.203859] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [68] , 1.20244, -0.00296214, -0.188575, -0.150348, -0.999665, 0.00733383, 0.00895448, 0.0231313, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.208576] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [69] , 1.20244, -0.00296214, -0.188575, -0.150348, -0.999665, 0.00733383, 0.00895448, 0.0231313, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.211831] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [70] , 1.20244, -0.00296671, -0.188565, -0.150345, -0.999666, 0.00733949, 0.0089086, 0.0231397, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.214157] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [71] , 1.21244, -0.00296671, -0.188565, -0.150345, -0.999666, 0.00733949, 0.0089086, 0.0231397, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.216928] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [72] , 1.21244, -0.00296671, -0.188565, -0.150345, -0.999666, 0.00733949, 0.0089086, 0.0231397, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.219825] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [73] , 1.21244, -0.00296671, -0.188565, -0.150345, -0.999666, 0.00733949, 0.0089086, 0.0231397, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.222771] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [74] , 1.21244, -0.00296589, -0.188566, -0.150347, -0.999665, 0.00736814, 0.00897563, 0.023131, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.225568] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [75] , 1.22244, -0.00296589, -0.188566, -0.150347, -0.999665, 0.00736814, 0.00897563, 0.023131, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.228655] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [76] , 1.22244, -0.00296589, -0.188566, -0.150347, -0.999665, 0.00736814, 0.00897563, 0.023131, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.231838] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [77] , 1.22244, -0.00296585, -0.188553, -0.150336, -0.999665, 0.00737444, 0.00898251, 0.0231364, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.234035] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [78] , 1.23244, -0.00296585, -0.188553, -0.150336, -0.999665, 0.00737444, 0.00898251, 0.0231364, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.238424] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [79] , 1.23244, -0.00296585, -0.188553, -0.150336, -0.999665, 0.00737444, 0.00898251, 0.0231364, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.241009] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [80] , 1.23244, -0.00297098, -0.188551, -0.150338, -0.999665, 0.00737357, 0.00896959, 0.0231324, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.243801] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [81] , 1.24244, -0.00297098, -0.188551, -0.150338, -0.999665, 0.00737357, 0.00896959, 0.0231324, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.246541] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [82] , 1.24244, -0.00297098, -0.188551, -0.150338, -0.999665, 0.00737357, 0.00896959, 0.0231324, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.249149] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [83] , 1.24244, -0.00297098, -0.188551, -0.150338, -0.999665, 0.00737357, 0.00896959, 0.0231324, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.254208] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [84] , 1.25244, -0.00296357, -0.188557, -0.150349, -0.999664, 0.00741146, 0.00903129, 0.0231343, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.256939] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [85] , 1.25244, -0.00296357, -0.188557, -0.150349, -0.999664, 0.00741146, 0.00903129, 0.0231343, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.259579] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [86] , 1.25244, -0.00296357, -0.188557, -0.150349, -0.999664, 0.00741146, 0.00903129, 0.0231343, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.262154] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [87] , 1.25244, -0.00296309, -0.188561, -0.150352, -0.999664, 0.00741617, 0.00899955, 0.023137, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.265105] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [88] , 1.26245, -0.00296309, -0.188561, -0.150352, -0.999664, 0.00741617, 0.00899955, 0.023137, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.270085] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [89] , 1.26245, -0.00296309, -0.188561, -0.150352, -0.999664, 0.00741617, 0.00899955, 0.023137, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.272796] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [90] , 1.27245, -0.00295935, -0.188574, -0.150353, -0.999665, 0.00735514, 0.00900629, 0.0231346, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.276003] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [91] , 1.27245, -0.00295935, -0.188574, -0.150353, -0.999665, 0.00735514, 0.00900629, 0.0231346, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.278588] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [92] , 1.27245, -0.00295935, -0.188574, -0.150353, -0.999665, 0.00735514, 0.00900629, 0.0231346, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.281189] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [93] , 1.27245, -0.00295959, -0.188583, -0.150356, -0.999665, 0.0073779, 0.00898316, 0.0231316, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.286425] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [94] , 1.28244, -0.00295959, -0.188583, -0.150356, -0.999665, 0.0073779, 0.00898316, 0.0231316, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.289288] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [95] , 1.28244, -0.00295959, -0.188583, -0.150356, -0.999665, 0.0073779, 0.00898316, 0.0231316, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.291955] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [96] , 1.28244, -0.00296506, -0.18859, -0.15036, -0.999666, 0.00730962, 0.00893048, 0.0231149, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.294981] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [97] , 1.29244, -0.00296506, -0.18859, -0.15036, -0.999666, 0.00730962, 0.00893048, 0.0231149, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.298395] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [98] , 1.29244, -0.00296506, -0.18859, -0.15036, -0.999666, 0.00730962, 0.00893048, 0.0231149, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.302166] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [99] , 1.29244, -0.00296552, -0.188585, -0.150362, -0.999666, 0.00733686, 0.00892937, 0.0231176, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.305156] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [100] , 1.30244, -0.00296552, -0.188585, -0.150362, -0.999666, 0.00733686, 0.00892937, 0.0231176, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.307827] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [101] , 1.30244, -0.00296552, -0.188585, -0.150362, -0.999666, 0.00733686, 0.00892937, 0.0231176, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.310458] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [102] , 1.30244, -0.00295944, -0.188571, -0.15035, -0.999666, 0.00730967, 0.00893837, 0.0231207, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.313304] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [103] , 1.31244, -0.00295944, -0.188571, -0.15035, -0.999666, 0.00730967, 0.00893837, 0.0231207, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.317960] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [104] , 1.31244, -0.00295944, -0.188571, -0.15035, -0.999666, 0.00730967, 0.00893837, 0.0231207, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.320717] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [105] , 1.31244, -0.00295997, -0.188564, -0.150356, -0.999665, 0.0073336, 0.0089705, 0.023124, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.324068] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [106] , 1.32244, -0.00295997, -0.188564, -0.150356, -0.999665, 0.0073336, 0.0089705, 0.023124, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.326469] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [107] , 1.32244, -0.00295997, -0.188564, -0.150356, -0.999665, 0.0073336, 0.0089705, 0.023124, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.329167] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [108] , 1.32244, -0.00295997, -0.188564, -0.150356, -0.999665, 0.0073336, 0.0089705, 0.023124, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.333600] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [109] , 1.33242, -0.00296697, -0.188554, -0.150347, -0.999666, 0.00732101, 0.00894645, 0.0231271, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.336413] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [110] , 1.33242, -0.00296697, -0.188554, -0.150347, -0.999666, 0.00732101, 0.00894645, 0.0231271, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.339320] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [111] , 1.33242, -0.00296697, -0.188554, -0.150347, -0.999666, 0.00732101, 0.00894645, 0.0231271, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.342062] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [112] , 1.33242, -0.00296395, -0.188549, -0.150353, -0.999665, 0.00735295, 0.00897674, 0.0231386, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.344980] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [113] , 1.34243, -0.00296395, -0.188549, -0.150353, -0.999665, 0.00735295, 0.00897674, 0.0231386, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.349456] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [114] , 1.34243, -0.00296395, -0.188549, -0.150353, -0.999665, 0.00735295, 0.00897674, 0.0231386, 0, 0, 0, 0, 0, 0, 
[2025-02-03 15:03:40.353206] [0x0000007f77e959a0] [MocapTag] [0x000071d2] [115] , 1.35242, -0.00296683, -0.188552, -0.150361, -0.999665, 0.0073739, 0.00896115, 0.0231276, 0, 0, 0, 0, 0, 0, 
