[2025-02-03 17:46:46.202679] [0x0000007fb948d010] [MocapTag] [0x0000550f] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 17:46:53.573118] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2496] , 7.56565, 0.0214115, -0.214635, -0.145831, -0.999761, 0.0112951, 0.0182734, 0.00417602, -0.0157988, 0.00661601, -0.0194706, 0.0772238, -0.217866, 0, 
[2025-02-03 17:46:53.575604] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2497] , 7.56565, 0.0214115, -0.214635, -0.145831, -0.999761, 0.0112951, 0.0182734, 0.00417602, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.578616] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2498] , 7.57566, 0.0214513, -0.214624, -0.145734, -0.99976, 0.0112947, 0.0182917, 0.00431414, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.582844] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2499] , 7.57566, 0.0214513, -0.214624, -0.145734, -0.99976, 0.0112947, 0.0182917, 0.00431414, 0.00397664, 0, 0.00970697, 0, 0, 0, 
[2025-02-03 17:46:53.585615] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2500] , 7.57566, 0.0214513, -0.214624, -0.145734, -0.99976, 0.0112947, 0.0182917, 0.00431414, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.588185] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2501] , 7.58565, 0.0214513, -0.214624, -0.145734, -0.99976, 0.0112947, 0.0182917, 0.00431414, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.594619] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2502] , 7.58565, 0.0197846, -0.213987, -0.151477, -0.999972, -0.00421528, 0.000173073, 0.0062195, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.595250] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2503] , 7.58565, 0.0197846, -0.213987, -0.151477, -0.999972, -0.00421528, 0.000173073, 0.0062195, -0.166669, 0.0636343, -0.574355, -625.2, -3.60867, 0.339196, 
[2025-02-03 17:46:53.596562] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2504] , 7.59565, 0.0197846, -0.213987, -0.151477, -0.999972, -0.00421528, 0.000173073, 0.0062195, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.600290] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2505] , 7.59565, 0.0209398, -0.214662, -0.148326, -0.999911, 0.00538912, 0.0108583, 0.00557566, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.604510] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2506] , 7.59565, 0.0209398, -0.214662, -0.148326, -0.999911, 0.00538912, 0.0108583, 0.00557566, 0.115522, -0.067483, 0.315124, 626.386, 2.12576, -0.116727, 
[2025-02-03 17:46:53.605616] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2507] , 7.59565, 0.0209398, -0.214662, -0.148326, -0.999911, 0.00538912, 0.0108583, 0.00557566, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.608499] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2508] , 7.60566, 0.0209398, -0.214662, -0.148326, -0.999911, 0.00538912, 0.0108583, 0.00557566, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.610873] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2509] , 7.60566, 0.0207751, -0.214938, -0.148413, -0.999896, 0.00467493, 0.0125747, 0.00529573, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.616146] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2510] , 7.61564, 0.0207751, -0.214938, -0.148413, -0.999896, 0.00467493, 0.0125747, 0.00529573, -0.0164761, -0.0275826, -0.00868064, 0.141597, 0.344364, -0.0558734, 
[2025-02-03 17:46:53.618996] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2511] , 7.61564, 0.0208189, -0.214812, -0.14845, -0.999898, 0.00507438, 0.0122238, 0.00533405, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.621836] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2512] , 7.61564, 0.0208189, -0.214812, -0.14845, -0.999898, 0.00507438, 0.0122238, 0.00533405, 0.00438118, 0.0126148, -0.00368758, -0.0796318, -0.0706412, 0, 
[2025-02-03 17:46:53.624740] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2513] , 7.61564, 0.0208189, -0.214812, -0.14845, -0.999898, 0.00507438, 0.0122238, 0.00533405, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.628034] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2514] , 7.62565, 0.0208189, -0.214812, -0.14845, -0.999898, 0.00507438, 0.0122238, 0.00533405, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.631251] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2515] , 7.62565, 0.0204347, -0.214891, -0.148458, -0.999904, 0.00501583, 0.0115426, 0.00582833, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.634149] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2516] , 7.62565, 0.0204347, -0.214891, -0.148458, -0.999904, 0.00501583, 0.0115426, 0.00582833, -0.0384144, -0.0078773, 0, 0, -0.136697, 0.0980236, 
[2025-02-03 17:46:53.637048] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2517] , 7.63563, 0.0204347, -0.214891, -0.148458, -0.999904, 0.00501583, 0.0115426, 0.00582833, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.639505] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2518] , 7.63563, 0.0207933, -0.215001, -0.148875, -0.999896, 0.00517331, 0.0123656, 0.00529949, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.642286] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2519] , 7.63563, 0.0207933, -0.215001, -0.148875, -0.999896, 0.00517331, 0.0123656, 0.00529949, 0.035854, -0.010997, -0.041691, 0, 0.164975, -0.104543, 
[2025-02-03 17:46:53.646951] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2520] , 7.64564, 0.0207933, -0.215001, -0.148875, -0.999896, 0.00517331, 0.0123656, 0.00529949, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.649355] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2521] , 7.64564, 0.0208255, -0.214542, -0.148595, -0.999937, 0.00541523, 0.00841666, 0.00515992, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.652168] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2522] , 7.64564, 0.0208255, -0.214542, -0.148595, -0.999937, 0.00541523, 0.00841666, 0.00515992, 0.00322224, 0.045827, 0.0280337, -0.0438213, -0.789907, 0, 
[2025-02-03 17:46:53.655494] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2523] , 7.64564, 0.0208255, -0.214542, -0.148595, -0.999937, 0.00541523, 0.00841666, 0.00515992, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.657618] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2524] , 7.65566, 0.0208255, -0.214542, -0.148595, -0.999937, 0.00541523, 0.00841666, 0.00515992, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.660267] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2525] , 7.65566, 0.020678, -0.215039, -0.148813, -0.9999, 0.00523811, 0.0120391, 0.00535157, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.663542] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2526] , 7.65566, 0.020678, -0.215039, -0.148813, -0.9999, 0.00523811, 0.0120391, 0.00535157, -0.0147466, -0.0496342, -0.0218187, 0, 0.724494, 0.0419528, 
[2025-02-03 17:46:53.665965] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2527] , 7.66565, 0.020678, -0.215039, -0.148813, -0.9999, 0.00523811, 0.0120391, 0.00535157, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.668553] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2528] , 7.66565, 0.0207047, -0.214834, -0.148759, -0.9999, 0.00539105, 0.011933, 0.00541208, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.671287] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2529] , 7.66565, 0.0207047, -0.214834, -0.148759, -0.9999, 0.00539105, 0.011933, 0.00541208, 0.00267056, 0.0204688, 0.00544427, 0, 0, 0, 
[2025-02-03 17:46:53.673732] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2530] , 7.66565, 0.0207047, -0.214834, -0.148759, -0.9999, 0.00539105, 0.011933, 0.00541208, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.677680] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2531] , 7.67565, 0.0207047, -0.214834, -0.148759, -0.9999, 0.00539105, 0.011933, 0.00541208, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.680754] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2532] , 7.67565, 0.0207673, -0.214994, -0.149006, -0.999905, 0.0055578, 0.0114231, 0.00534164, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.683607] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2533] , 7.67565, 0.0207673, -0.214994, -0.149006, -0.999905, 0.0055578, 0.0114231, 0.00534164, 0.00625397, -0.0160201, -0.0247298, 0, -0.102086, 0, 
[2025-02-03 17:46:53.686211] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2534] , 7.68563, 0.0207673, -0.214994, -0.149006, -0.999905, 0.0055578, 0.0114231, 0.00534164, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.688960] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2535] , 7.68563, 0.0207072, -0.215083, -0.148852, -0.999897, 0.00518151, 0.0122421, 0.00538843, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.692009] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2536] , 7.68563, 0.0207072, -0.215083, -0.148852, -0.999897, 0.00518151, 0.0122421, 0.00538843, -0.00600395, -0.00887339, 0.0153861, 0.0742435, 0.164155, 0, 
[2025-02-03 17:46:53.695440] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2537] , 7.68563, 0.0207072, -0.215083, -0.148852, -0.999897, 0.00518151, 0.0122421, 0.00538843, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.698083] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2538] , 7.69565, 0.0207072, -0.215083, -0.148852, -0.999897, 0.00518151, 0.0122421, 0.00538843, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.700625] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2539] , 7.69565, 0.0208245, -0.214918, -0.148556, -0.99988, 0.00566608, 0.0134359, 0.00531697, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.703733] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2540] , 7.69565, 0.0208245, -0.214918, -0.148556, -0.99988, 0.00566608, 0.0134359, 0.00531697, 0.0117302, 0.0164888, 0.0296022, -0.0980854, 0.238328, 0, 
[2025-02-03 17:46:53.705946] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2541] , 7.69565, 0.0208245, -0.214918, -0.148556, -0.99988, 0.00566608, 0.0134359, 0.00531697, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.708446] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2542] , 7.70564, 0.0205293, -0.214996, -0.148711, -0.999896, 0.00542917, 0.0120012, 0.00586506, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.713917] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2543] , 7.70564, 0.0205293, -0.214996, -0.148711, -0.999896, 0.00542917, 0.0120012, 0.00586506, -0.0295239, -0.00775739, -0.0154826, 0.0476837, -0.287296, 0.107389, 
[2025-02-03 17:46:53.716668] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2544] , 7.71565, 0.0205293, -0.214996, -0.148711, -0.999896, 0.00542917, 0.0120012, 0.00586506, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.719154] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2545] , 7.71565, 0.020677, -0.214978, -0.148679, -0.999886, 0.00582369, 0.0127264, 0.00562576, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.721763] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2546] , 7.71565, 0.020677, -0.214978, -0.148679, -0.999886, 0.00582369, 0.0127264, 0.00562576, 0.0147724, 0, 0.00320501, -0.0792027, 0.144848, -0.0460489, 
[2025-02-03 17:46:53.724389] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2547] , 7.71565, 0.020677, -0.214978, -0.148679, -0.999886, 0.00582369, 0.0127264, 0.00562576, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.729058] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2548] , 7.72563, 0.0204317, -0.216236, -0.149387, -0.999914, 0.00728727, 0.00946135, 0.00548795, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.732661] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2549] , 7.72563, 0.0204317, -0.216236, -0.149387, -0.999914, 0.00728727, 0.00946135, 0.00548795, -0.0245335, -0.125826, -0.0708612, -0.288701, -0.654483, 0, 
[2025-02-03 17:46:53.734469] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2550] , 7.72563, 0.0204317, -0.216236, -0.149387, -0.999914, 0.00728727, 0.00946135, 0.00548795, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.737460] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2551] , 7.73565, 0.0204317, -0.216236, -0.149387, -0.999914, 0.00728727, 0.00946135, 0.00548795, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.739878] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2552] , 7.73565, 0.0201527, -0.21644, -0.149371, -0.999918, 0.0079161, 0.00867298, 0.00514987, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.744405] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2553] , 7.73565, 0.0201527, -0.21644, -0.149371, -0.999918, 0.0079161, 0.00867298, 0.00514987, -0.027901, -0.0203828, 0, -0.124288, -0.157835, -0.0677092, 
[2025-02-03 17:46:53.747052] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2554] , 7.74563, 0.0201527, -0.21644, -0.149371, -0.999918, 0.0079161, 0.00867298, 0.00514987, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.748646] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2555] , 7.74563, 0.0202112, -0.216594, -0.149501, -0.999915, 0.00837338, 0.00847792, 0.00529854, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.751396] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2556] , 7.74563, 0.0202112, -0.216594, -0.149501, -0.999915, 0.00837338, 0.00847792, 0.00529854, 0.00585189, -0.015447, -0.0130092, -0.0915289, -0.0397395, 0, 
[2025-02-03 17:46:53.753896] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2557] , 7.74563, 0.0202112, -0.216594, -0.149501, -0.999915, 0.00837338, 0.00847792, 0.00529854, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.758850] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2558] , 7.75564, 0.0202112, -0.216594, -0.149501, -0.999915, 0.00837338, 0.00847792, 0.00529854, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.761251] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2559] , 7.75564, 0.0200592, -0.216065, -0.149345, -0.999919, 0.00805117, 0.00832003, 0.00533807, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.764132] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2560] , 7.75564, 0.0200592, -0.216065, -0.149345, -0.999919, 0.00805117, 0.00832003, 0.00533807, -0.0151949, 0.0529052, 0.0156271, 0.0645638, 0, 0, 
[2025-02-03 17:46:53.766953] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2561] , 7.76563, 0.0200592, -0.216065, -0.149345, -0.999919, 0.00805117, 0.00832003, 0.00533807, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.769371] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2562] , 7.76563, 0.0200082, -0.216375, -0.149334, -0.999912, 0.00806607, 0.00881248, 0.00577306, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.774296] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2563] , 7.76563, 0.0200082, -0.216375, -0.149334, -0.999912, 0.00806607, 0.00881248, 0.00577306, -0.00510326, -0.0309444, 0, 0, 0.0977665, 0.0878395, 
[2025-02-03 17:46:53.777040] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2564] , 7.77564, 0.0200082, -0.216375, -0.149334, -0.999912, 0.00806607, 0.00881248, 0.00577306, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.780769] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2565] , 7.77564, 0.0198768, -0.216584, -0.149275, -0.999896, 0.00856677, 0.00997028, 0.0059736, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.782251] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2566] , 7.77564, 0.0198768, -0.216584, -0.149275, -0.999896, 0.00856677, 0.00997028, 0.0059736, -0.0131438, -0.0208844, 0.00594713, -0.101948, 0.230625, 0.043012, 
[2025-02-03 17:46:53.784839] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2567] , 7.77564, 0.0198768, -0.216584, -0.149275, -0.999896, 0.00856677, 0.00997028, 0.0059736, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.789586] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2568] , 7.78566, 0.0198768, -0.216584, -0.149275, -0.999896, 0.00856677, 0.00997028, 0.0059736, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.792313] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2569] , 7.78566, 0.0200794, -0.216296, -0.149345, -0.999914, 0.00797377, 0.00849622, 0.00597735, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.795187] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2570] , 7.78566, 0.0200794, -0.216296, -0.149345, -0.999914, 0.00797377, 0.00849622, 0.00597735, 0.0202592, 0.0287973, -0.0069955, 0.120449, -0.294096, 0, 
[2025-02-03 17:46:53.799111] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2571] , 7.79564, 0.0200794, -0.216296, -0.149345, -0.999914, 0.00797377, 0.00849622, 0.00597735, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.800492] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2572] , 7.79564, 0.0201856, -0.216372, -0.149436, -0.999911, 0.00798562, 0.00940784, 0.00507429, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.802864] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2573] , 7.79564, 0.0201856, -0.216372, -0.149436, -0.999911, 0.00798562, 0.00940784, 0.00507429, 0.0106269, -0.00765587, -0.00907052, 0, 0.183758, -0.179128, 
[2025-02-03 17:46:53.808175] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2574] , 7.80563, 0.0201856, -0.216372, -0.149436, -0.999911, 0.00798562, 0.00940784, 0.00507429, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.810804] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2575] , 7.80563, 0.0201199, -0.216488, -0.149142, -0.999901, 0.00816085, 0.00974046, 0.00600157, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.813503] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2576] , 7.80563, 0.0201199, -0.216488, -0.149142, -0.999901, 0.00816085, 0.00974046, 0.00600157, -0.00657241, -0.0115231, 0.0293754, -0.0371933, 0.0648199, 0.18636, 
[2025-02-03 17:46:53.816316] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2577] , 7.81564, 0.0201199, -0.216488, -0.149142, -0.999901, 0.00816085, 0.00974046, 0.00600157, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.821066] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2578] , 7.81564, 0.0199351, -0.216407, -0.149317, -0.999912, 0.00805488, 0.00891458, 0.00567761, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.823650] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2579] , 7.81564, 0.0199351, -0.216407, -0.149317, -0.999912, 0.00805488, 0.00891458, 0.00567761, -0.0184801, 0.00805332, -0.017485, 0, -0.16452, -0.0663622, 
[2025-02-03 17:46:53.826863] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2580] , 7.82563, 0.0199351, -0.216407, -0.149317, -0.999912, 0.00805488, 0.00891458, 0.00567761, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.829015] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2581] , 7.82563, 0.0203331, -0.216408, -0.149196, -0.999915, 0.00812167, 0.008536, 0.0054974, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.831857] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2582] , 7.82563, 0.0203331, -0.216408, -0.149196, -0.999915, 0.00812167, 0.008536, 0.0054974, 0.0397978, 0, 0.0120149, 0, -0.0754982, -0.0365523, 
[2025-02-03 17:46:53.835592] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2583] , 7.82563, 0.0203331, -0.216408, -0.149196, -0.999915, 0.00812167, 0.008536, 0.0054974, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.838505] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2584] , 7.83566, 0.020374, -0.216333, -0.149204, -0.999914, 0.00785699, 0.00909606, 0.00533283, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.841250] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2585] , 7.83566, 0.020374, -0.216333, -0.149204, -0.999914, 0.00785699, 0.00909606, 0.00533283, 0.00409014, 0.00750672, 0, 0.052619, 0.112567, 0, 
[2025-02-03 17:46:53.843741] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2586] , 7.83566, 0.020374, -0.216333, -0.149204, -0.999914, 0.00785699, 0.00909606, 0.00533283, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.846822] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2587] , 7.84564, 0.020374, -0.216333, -0.149204, -0.999914, 0.00785699, 0.00909606, 0.00533283, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.850798] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2588] , 7.84564, 0.0203692, -0.216338, -0.149277, -0.999913, 0.00809083, 0.00919005, 0.0049471, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.853654] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2589] , 7.84564, 0.0203692, -0.216338, -0.149277, -0.999913, 0.00809083, 0.00919005, 0.0049471, 0, 0, -0.00726646, -0.0461817, 0, -0.0765773, 
[2025-02-03 17:46:53.857675] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2590] , 7.85565, 0.0203692, -0.216338, -0.149277, -0.999913, 0.00809083, 0.00919005, 0.0049471, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.859121] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2591] , 7.85565, 0.0202243, -0.216509, -0.149405, -0.99992, 0.00805377, 0.00814894, 0.0053397, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.861953] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2592] , 7.85565, 0.0202243, -0.216509, -0.149405, -0.99992, 0.00805377, 0.00814894, 0.0053397, -0.014491, -0.0171682, -0.0128319, 0, -0.208819, 0.0767537, 
[2025-02-03 17:46:53.866135] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2593] , 7.86566, 0.0202243, -0.216509, -0.149405, -0.99992, 0.00805377, 0.00814894, 0.0053397, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.868761] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2594] , 7.86566, 0.0202751, -0.216127, -0.149851, -0.999911, 0.00720373, 0.00976813, 0.00549893, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.871495] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2595] , 7.86566, 0.0202751, -0.216127, -0.149851, -0.999911, 0.00720373, 0.00976813, 0.00549893, 0.00508709, 0.0382711, -0.044615, 0.167918, 0.324526, 0, 
[2025-02-03 17:46:53.874298] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2596] , 7.86566, 0.0202751, -0.216127, -0.149851, -0.999911, 0.00720373, 0.00976813, 0.00549893, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.877046] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2597] , 7.87565, 0.0202751, -0.216127, -0.149851, -0.999911, 0.00720373, 0.00976813, 0.00549893, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.881301] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2598] , 7.87565, 0.0202643, -0.216306, -0.149258, -0.999923, 0.00839777, 0.00731457, 0.00552683, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.884500] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2599] , 7.87565, 0.0202643, -0.216306, -0.149258, -0.999923, 0.00839777, 0.00731457, 0.00552683, 0, -0.0179879, 0.05928, -0.236082, -0.492083, 0, 
[2025-02-03 17:46:53.887151] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2600] , 7.88565, 0.0202643, -0.216306, -0.149258, -0.999923, 0.00839777, 0.00731457, 0.00552683, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.889916] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2601] , 7.88565, 0.0202389, -0.216274, -0.149343, -0.999922, 0.0077668, 0.00825163, 0.0051952, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:46:53.892703] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [2602] , 7.88565, 0.0202389, -0.216274, -0.149343, -0.999922, 0.0077668, 0.00825163, 0.0051952, -0.00254494, 0.00323432, -0.0084831, 0.125694, 0.188631, -0.0657692, 
