[2025-02-03 17:46:46.202679] [0x0000007fb948d010] [MocapTag] [0x0000550f] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 17:47:16.303068] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12272] , 30.2957, 0.0881782, -0.23602, -1.11301, -0.991282, 0.0100049, -0.00443167, 0.131305, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.305910] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12273] , 30.2957, 0.0881782, -0.23602, -1.11301, -0.991282, 0.0100049, -0.00443167, 0.131305, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.308429] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12274] , 30.3056, 0.0883977, -0.235388, -1.11061, -0.991311, 0.00133638, -0.00985024, 0.131167, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.312134] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12276] , 30.3056, 0.0883977, -0.235388, -1.11061, -0.991311, 0.00133638, -0.00985024, 0.131167, 0.021949, 0.0631507, 0.240028, 1.86083, -0.846748, 0, 
[2025-02-03 17:47:16.314796] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12277] , 30.3056, 0.0883977, -0.235388, -1.11061, -0.991311, 0.00133638, -0.00985024, 0.131167, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.319621] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12279] , 30.3157, 0.0884009, -0.235751, -1.11041, -0.991319, 0.000804905, -0.0099, 0.131105, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.320254] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12280] , 30.3157, 0.0884009, -0.235751, -1.11041, -0.991319, 0.000804905, -0.0099, 0.131105, 0, -0.036243, 0.0205917, -628.212, 0, 0, 
[2025-02-03 17:47:16.322859] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12281] , 30.3157, 0.0884009, -0.235751, -1.11041, -0.991319, 0.000804905, -0.0099, 0.131105, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.327582] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12282] , 30.3257, 0.0884009, -0.235751, -1.11041, -0.991319, 0.000804905, -0.0099, 0.131105, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.330117] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12284] , 30.3257, 0.0886052, -0.236184, -1.11037, -0.99137, 1.90802e-05, -0.0100613, 0.130706, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.332892] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12285] , 30.3257, 0.0886052, -0.236184, -1.11037, -0.99137, 1.90802e-05, -0.0100613, 0.130706, 0.0204328, -0.0433651, 0.00377285, 0.15924, 0, -0.0788152, 
[2025-02-03 17:47:16.335553] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12286] , 30.3257, 0.0886052, -0.236184, -1.11037, -0.99137, 1.90802e-05, -0.0100613, 0.130706, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.338092] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12287] , 30.3357, 0.0885443, -0.236593, -1.11023, -0.99132, -0.00073197, -0.00980834, 0.131101, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.342985] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12289] , 30.3357, 0.0885443, -0.236593, -1.11023, -0.99132, -0.00073197, -0.00980834, 0.131101, -0.00609326, -0.0408674, 0.0143931, 0.143099, 0.0699531, 0.0807673, 
[2025-02-03 17:47:16.345553] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12290] , 30.3357, 0.0885443, -0.236593, -1.11023, -0.99132, -0.00073197, -0.00980834, 0.131101, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.348165] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12291] , 30.3457, 0.0880123, -0.236299, -1.10982, -0.991482, -0.00439971, 0.00609865, 0.130023, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.350955] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12293] , 30.3457, 0.0880123, -0.236299, -1.10982, -0.991482, -0.00439971, 0.00609865, 0.130023, -0.0532043, 0.0293826, 0.0406408, 0.311542, 3.24936, -0.226524, 
[2025-02-03 17:47:16.353511] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12294] , 30.3457, 0.0880123, -0.236299, -1.10982, -0.991482, -0.00439971, 0.00609865, 0.130023, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.356180] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12295] , 30.3557, 0.0880123, -0.236299, -1.10982, -0.991482, -0.00439971, 0.00609865, 0.130023, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.360082] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12297] , 30.3557, 0.0880382, -0.236602, -1.10987, -0.991388, -0.00564046, 0.00905947, 0.130524, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.362656] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12298] , 30.3557, 0.0880382, -0.236602, -1.10987, -0.991388, -0.00564046, 0.00905947, 0.130524, 0.00259278, -0.0303018, -0.00531848, 0.168157, 0.619864, 0.0980586, 
[2025-02-03 17:47:16.365386] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12299] , 30.3557, 0.0880382, -0.236602, -1.10987, -0.991388, -0.00564046, 0.00905947, 0.130524, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.368064] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12300] , 30.3657, 0.0881071, -0.236839, -1.11004, -0.991399, -0.00652376, 0.0079364, 0.130471, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.370687] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12302] , 30.3657, 0.0881071, -0.236839, -1.11004, -0.991399, -0.00652376, 0.0079364, 0.130471, 0.00689483, -0.0237284, -0.0164155, 0.204563, -0.199708, 0, 
[2025-02-03 17:47:16.376691] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12303] , 30.3756, 0.0881071, -0.236839, -1.11004, -0.991399, -0.00652376, 0.0079364, 0.130471, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.377834] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12304] , 30.3756, 0.0881443, -0.237326, -1.10989, -0.991449, -0.00722208, 0.00642422, 0.130133, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.381015] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12306] , 30.3756, 0.0881443, -0.237326, -1.10989, -0.991449, -0.00722208, 0.00642422, 0.130133, 0.00371921, -0.0486295, 0.0144491, 0.178409, -0.282071, -0.0680894, 
[2025-02-03 17:47:16.383010] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12307] , 30.3756, 0.0881443, -0.237326, -1.10989, -0.991449, -0.00722208, 0.00642422, 0.130133, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.385664] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12308] , 30.3756, 0.0881443, -0.237326, -1.10989, -0.991449, -0.00722208, 0.00642422, 0.130133, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.388214] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12309] , 30.3856, 0.0881864, -0.237722, -1.10985, -0.991449, -0.00779029, 0.00615356, 0.13012, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.392062] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12311] , 30.3856, 0.0881864, -0.237722, -1.10985, -0.991449, -0.00779029, 0.00615356, 0.13012, 0.00420476, -0.0396782, 0.00420093, 0.119734, -0.0389064, 0, 
[2025-02-03 17:47:16.394658] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12312] , 30.3856, 0.0881864, -0.237722, -1.10985, -0.991449, -0.00779029, 0.00615356, 0.13012, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.397359] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12313] , 30.3957, 0.0889507, -0.239128, -1.10974, -0.991238, -0.00540563, -0.0117652, 0.13145, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.399823] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12315] , 30.3957, 0.0889507, -0.239128, -1.10974, -0.991238, -0.00540563, -0.0117652, 0.13145, 0.0764361, -0.140541, 0.0111187, 0, -3.61346, 0.294188, 
[2025-02-03 17:47:16.402768] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12316] , 30.3957, 0.0889507, -0.239128, -1.10974, -0.991238, -0.00540563, -0.0117652, 0.13145, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.407441] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12317] , 30.4056, 0.0889507, -0.239128, -1.10974, -0.991238, -0.00540563, -0.0117652, 0.13145, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.409951] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12319] , 30.4056, 0.0889702, -0.239852, -1.10937, -0.991209, -0.00496087, -0.0110685, 0.131751, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.413048] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12320] , 30.4056, 0.0889702, -0.239852, -1.10937, -0.991209, -0.00496087, -0.0110685, 0.131751, 0, -0.072454, 0.0365939, -0.105929, 0.126826, 0.0585675, 
[2025-02-03 17:47:16.415669] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12321] , 30.4056, 0.0889702, -0.239852, -1.10937, -0.991209, -0.00496087, -0.0110685, 0.131751, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.418374] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12322] , 30.4157, 0.0888755, -0.240099, -1.10969, -0.991222, -0.00489769, -0.0110232, 0.131654, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.424826] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12324] , 30.4157, 0.0888755, -0.240099, -1.10969, -0.991222, -0.00489769, -0.0110232, 0.131654, -0.00946883, -0.0246318, -0.0316436, 0, 0, 0, 
[2025-02-03 17:47:16.425639] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12325] , 30.4157, 0.0888755, -0.240099, -1.10969, -0.991222, -0.00489769, -0.0110232, 0.131654, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.428129] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12326] , 30.4257, 0.0888808, -0.240427, -1.1098, -0.991239, -0.0052314, -0.0118658, 0.131443, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.430931] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12328] , 30.4257, 0.0888808, -0.240427, -1.1098, -0.991239, -0.0052314, -0.0118658, 0.131443, 0, -0.0328067, -0.0107564, 0.0879288, -0.158553, -0.0404, 
[2025-02-03 17:47:16.433586] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12329] , 30.4257, 0.0888808, -0.240427, -1.1098, -0.991239, -0.0052314, -0.0118658, 0.131443, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.436220] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12330] , 30.4357, 0.0888808, -0.240427, -1.1098, -0.991239, -0.0052314, -0.0118658, 0.131443, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.440187] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12332] , 30.4357, 0.08901, -0.240908, -1.10981, -0.991273, -0.00549721, -0.0119743, 0.131168, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.443009] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12333] , 30.4357, 0.08901, -0.240908, -1.10981, -0.991273, -0.00549721, -0.0119743, 0.131168, 0.0129177, -0.0481072, 0, 0.0549555, 0, -0.0547707, 
[2025-02-03 17:47:16.447830] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12334] , 30.4456, 0.08901, -0.240908, -1.10981, -0.991273, -0.00549721, -0.0119743, 0.131168, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.448460] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12335] , 30.4456, 0.0881129, -0.240556, -1.1085, -0.991474, -0.00835375, 0.00112362, 0.130033, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.450821] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12337] , 30.4456, 0.0881129, -0.240556, -1.1085, -0.991474, -0.00835375, 0.00112362, 0.130033, -0.0897084, 0.0351975, 0.131292, 0.222993, 2.66999, -0.249553, 
[2025-02-03 17:47:16.455663] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12338] , 30.4456, 0.0881129, -0.240556, -1.1085, -0.991474, -0.00835375, 0.00112362, 0.130033, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.458008] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12339] , 30.4557, 0.0881146, -0.241059, -1.10832, -0.991428, -0.00802581, 0.00135184, 0.130402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.460671] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12341] , 30.4557, 0.0881146, -0.241059, -1.10832, -0.991428, -0.00802581, 0.00135184, 0.130402, 0, -0.0503396, 0.0175991, -0.0711441, 0.0373058, 0.0742614, 
[2025-02-03 17:47:16.463133] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12342] , 30.4557, 0.0881146, -0.241059, -1.10832, -0.991428, -0.00802581, 0.00135184, 0.130402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.465968] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12343] , 30.4656, 0.0881146, -0.241059, -1.10832, -0.991428, -0.00802581, 0.00135184, 0.130402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.470239] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12345] , 30.4656, 0.0880302, -0.241472, -1.1084, -0.991406, -0.00807892, 0.000670812, 0.130567, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.473020] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12346] , 30.4656, 0.0880302, -0.241472, -1.1084, -0.991406, -0.00807892, 0.000670812, 0.130567, -0.00843964, -0.0413148, -0.00738273, 0, -0.13339, 0, 
[2025-02-03 17:47:16.476337] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12347] , 30.4757, 0.0880302, -0.241472, -1.1084, -0.991406, -0.00807892, 0.000670812, 0.130567, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.479065] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12349] , 30.4757, 0.0879192, -0.241912, -1.10848, -0.991388, -0.0084, 0.000130365, 0.130687, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.481210] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12350] , 30.4757, 0.0879192, -0.241912, -1.10848, -0.991388, -0.0084, 0.000130365, 0.130687, -0.0111028, -0.0439463, -0.00772087, 0.0777483, -0.0985754, 0, 
[2025-02-03 17:47:16.483947] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12351] , 30.4757, 0.0879192, -0.241912, -1.10848, -0.991388, -0.0084, 0.000130365, 0.130687, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.487319] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12352] , 30.4857, 0.0879192, -0.241912, -1.10848, -0.991388, -0.0084, 0.000130365, 0.130687, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.490048] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12354] , 30.4857, 0.0880067, -0.242321, -1.10871, -0.991413, -0.0090599, -0.000953636, 0.13045, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.492573] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12355] , 30.4857, 0.0880067, -0.242321, -1.10871, -0.991413, -0.0090599, -0.000953636, 0.13045, 0.00874701, -0.0408887, -0.0234811, 0.159216, -0.19812, -0.0460804, 
[2025-02-03 17:47:16.495402] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12356] , 30.4857, 0.0880067, -0.242321, -1.10871, -0.991413, -0.0090599, -0.000953636, 0.13045, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.498048] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12357] , 30.4957, 0.0879817, -0.242772, -1.10872, -0.991393, -0.00939581, -0.00121548, 0.130577, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.502027] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12359] , 30.4957, 0.0879817, -0.242772, -1.10872, -0.991393, -0.00939581, -0.00121548, 0.130577, -0.00250031, -0.0450829, 0, 0.0734329, -0.0429111, 0, 
[2025-02-03 17:47:16.504284] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12360] , 30.4957, 0.0879817, -0.242772, -1.10872, -0.991393, -0.00939581, -0.00121548, 0.130577, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.508992] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12362] , 30.5057, 0.087894, -0.243295, -1.10877, -0.991322, -0.00975121, -0.00180597, 0.131079, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.510794] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12363] , 30.5057, 0.087894, -0.243295, -1.10877, -0.991322, -0.00975121, -0.00180597, 0.131079, -0.00876412, -0.0523294, -0.00469351, 0.0859499, -0.106794, 0.10258, 
[2025-02-03 17:47:16.512467] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12364] , 30.5057, 0.087894, -0.243295, -1.10877, -0.991322, -0.00975121, -0.00180597, 0.131079, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.516560] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12365] , 30.5157, 0.087894, -0.243295, -1.10877, -0.991322, -0.00975121, -0.00180597, 0.131079, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.519103] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12367] , 30.5157, 0.0878076, -0.243726, -1.10877, -0.991306, -0.0102866, -0.0018561, 0.131163, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.521844] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12368] , 30.5157, 0.0878076, -0.243726, -1.10877, -0.991306, -0.0102866, -0.0018561, 0.131163, -0.00864672, -0.043098, 0, 0.107479, 0, 0, 
[2025-02-03 17:47:16.524247] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12369] , 30.5157, 0.0878076, -0.243726, -1.10877, -0.991306, -0.0102866, -0.0018561, 0.131163, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.527822] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12370] , 30.5257, 0.0877364, -0.244358, -1.10871, -0.991264, -0.0106483, -0.00115062, 0.13146, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.529829] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12372] , 30.5257, 0.0877364, -0.244358, -1.10871, -0.991264, -0.0106483, -0.00115062, 0.13146, -0.00711895, -0.0632424, 0.00581875, 0.0531912, 0.15, 0.0584781, 
[2025-02-03 17:47:16.534311] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12373] , 30.5257, 0.0877364, -0.244358, -1.10871, -0.991264, -0.0106483, -0.00115062, 0.13146, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.536898] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12374] , 30.5357, 0.0880701, -0.245487, -1.10804, -0.991456, -0.0108848, -0.00543822, 0.129871, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.539535] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12376] , 30.5357, 0.0880701, -0.245487, -1.10804, -0.991456, -0.0108848, -0.00543822, 0.129871, 0.0333769, -0.112841, 0.0670935, 0.158429, -0.847488, -0.310495, 
[2025-02-03 17:47:16.542211] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12377] , 30.5357, 0.0880701, -0.245487, -1.10804, -0.991456, -0.0108848, -0.00543822, 0.129871, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.546487] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12378] , 30.5457, 0.0880701, -0.245487, -1.10804, -0.991456, -0.0108848, -0.00543822, 0.129871, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.549671] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12380] , 30.5457, 0.0885898, -0.24632, -1.11012, -0.990985, -0.00937063, -0.0141622, 0.132889, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.551846] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12381] , 30.5457, 0.0885898, -0.24632, -1.11012, -0.990985, -0.00937063, -0.0141622, 0.132889, 0.0519686, -0.0833786, -0.208401, -0.0653505, -1.76251, 0.630328, 
[2025-02-03 17:47:16.554367] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12382] , 30.5457, 0.0885898, -0.24632, -1.11012, -0.990985, -0.00937063, -0.0141622, 0.132889, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.557038] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12383] , 30.5557, 0.0884345, -0.246733, -1.11008, -0.990965, -0.00960273, -0.0140181, 0.133037, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.565130] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12385] , 30.5557, 0.0884345, -0.246733, -1.11008, -0.990965, -0.00960273, -0.0140181, 0.133037, -0.0155311, -0.0412837, 0.00418939, 0.0425577, 0.0350865, 0, 
[2025-02-03 17:47:16.565708] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12386] , 30.5557, 0.0884345, -0.246733, -1.11008, -0.990965, -0.00960273, -0.0140181, 0.133037, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.572336] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12388] , 30.5657, 0.0883591, -0.247321, -1.10997, -0.990957, -0.00977723, -0.0134039, 0.133152, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.572893] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12389] , 30.5657, 0.0883591, -0.247321, -1.10997, -0.990957, -0.00977723, -0.0134039, 0.133152, -0.00754364, -0.0588147, 0.011284, 0, 0.126657, 0, 
[2025-02-03 17:47:16.575940] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12390] , 30.5657, 0.0883591, -0.247321, -1.10997, -0.990957, -0.00977723, -0.0134039, 0.133152, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.579061] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12392] , 30.5756, 0.0883591, -0.247321, -1.10997, -0.990957, -0.00977723, -0.0134039, 0.133152, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.579634] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12393] , 30.5756, 0.0884985, -0.247938, -1.10995, -0.99096, -0.0104012, -0.0121056, 0.133203, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.581305] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12394] , 30.5756, 0.0884985, -0.247938, -1.10995, -0.99096, -0.0104012, -0.0121056, 0.133203, 0.013946, -0.0616955, 0, 0.0891209, 0.274092, 0, 
[2025-02-03 17:47:16.584042] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12395] , 30.5756, 0.0884985, -0.247938, -1.10995, -0.99096, -0.0104012, -0.0121056, 0.133203, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.593375] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12397] , 30.5857, 0.0884985, -0.247938, -1.10995, -0.99096, -0.0104012, -0.0121056, 0.133203, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.601303] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12399] , 30.5956, 0.0883085, -0.248341, -1.11005, -0.990952, -0.0110345, -0.0123311, 0.133193, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.613217] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12401] , 30.6057, 0.0883085, -0.248341, -1.11005, -0.990952, -0.0110345, -0.0123311, 0.133193, -0.0190013, -0.0402351, -0.00968265, 0.131559, 0, 0, 
[2025-02-03 17:47:16.613824] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12402] , 30.6057, 0.0883085, -0.248341, -1.11005, -0.990952, -0.0110345, -0.0123311, 0.133193, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.614366] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12403] , 30.6057, 0.0874699, -0.248439, -1.1091, -0.991292, -0.0145827, -0.00850836, 0.130597, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.615374] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12404] , 30.6057, 0.0874699, -0.248439, -1.1091, -0.991292, -0.0145827, -0.00850836, 0.130597, -0.0838661, -0.00981996, 0.0949442, 0.597882, 0.844124, -0.530306, 
[2025-02-03 17:47:16.616048] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12405] , 30.6157, 0.0874699, -0.248439, -1.1091, -0.991292, -0.0145827, -0.00850836, 0.130597, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.616660] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12406] , 30.6157, 0.0874699, -0.248439, -1.1091, -0.991292, -0.0145827, -0.00850836, 0.130597, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.617263] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12407] , 30.6157, 0.0871612, -0.248665, -1.10877, -0.991266, -0.0144969, -0.00619238, 0.130933, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.617880] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12408] , 30.6157, 0.0871612, -0.248665, -1.10877, -0.991266, -0.0144969, -0.00619238, 0.130933, -0.0308637, -0.0226333, 0.0325689, -0.077343, 0.457954, 0.0598341, 
[2025-02-03 17:47:16.618587] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12409] , 30.6157, 0.0871612, -0.248665, -1.10877, -0.991266, -0.0144969, -0.00619238, 0.130933, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:47:16.619105] [0x0000007fb4a669a0] [MocapTag] [0x0000550f] [12411] , 30.6157, 0.0871453, -0.249456, -1.10819, -0.991203, -0.0144003, -0.00329955, 0.131522, 0, 0, 0, 0, 0, 0, 
