[2024-07-23 13:58:09.584664] [0x0000007fa7966010] [MocapTag] [0x00003de4] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-23 13:58:10.912925] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [455] , 1.91162, 0.0189646, -0.249419, -0.17463, -0.999837, -0.00303219, -0.00841078, -0.015699, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:10.915645] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [456] , 1.91162, 0.0189646, -0.249419, -0.17463, -0.999837, -0.00303219, -0.00841078, -0.015699, 0, -0.00895341, -0.00744183, 0.046277, 0.0721049, 0, 
[2024-07-23 13:58:10.927611] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [457] , 1.92162, 0.0189646, -0.249419, -0.17463, -0.999837, -0.00303219, -0.00841078, -0.015699, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:10.928259] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [458] , 1.92162, 0.0189646, -0.249419, -0.17463, -0.999837, -0.00303219, -0.00841078, -0.015699, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:10.928828] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [459] , 1.92162, 0.0189651, -0.249329, -0.174542, -0.999837, -0.00281272, -0.00879671, -0.0155399, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:10.929325] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [460] , 1.92162, 0.0189651, -0.249329, -0.174542, -0.999837, -0.00281272, -0.00879671, -0.0155399, 0, 0.00904556, 0.00880114, -0.0448227, -0.0764046, 0, 
[2024-07-23 13:58:10.930738] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [461] , 1.92162, 0.0189651, -0.249329, -0.174542, -0.999837, -0.00281272, -0.00879671, -0.0155399, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:10.933423] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [462] , 1.93163, 0.018975, -0.249484, -0.174608, -0.999841, -0.00283622, -0.00814008, -0.0156085, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:10.936144] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [463] , 1.93163, 0.018975, -0.249484, -0.174608, -0.999841, -0.00283622, -0.00814008, -0.0156085, 0, -0.0155702, -0.00656132, 0, 0.131203, 0, 
[2024-07-23 13:58:10.939536] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [464] , 1.93163, 0.018975, -0.249484, -0.174608, -0.999841, -0.00283622, -0.00814008, -0.0156085, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:10.943949] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [465] , 1.94163, 0.0189637, -0.249419, -0.174624, -0.999836, -0.0030504, -0.00844732, -0.015699, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:10.948300] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [466] , 1.94163, 0.0189637, -0.249419, -0.174624, -0.999836, -0.0030504, -0.00844732, -0.015699, 0, 0.00656494, 0, 0.0417233, -0.0621624, 0, 
[2024-07-23 13:58:10.949358] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [467] , 1.94163, 0.0189637, -0.249419, -0.174624, -0.999836, -0.0030504, -0.00844732, -0.015699, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:10.951986] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [468] , 1.95163, 0.0189651, -0.249327, -0.174541, -0.999836, -0.00281046, -0.00883341, -0.0155409, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:10.954797] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [469] , 1.95163, 0.0189651, -0.249327, -0.174541, -0.999836, -0.00281046, -0.00883341, -0.0155409, 0, 0.00911534, 0.00838364, -0.0489235, -0.0763746, 0, 
[2024-07-23 13:58:10.957437] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [470] , 1.95163, 0.0189651, -0.249327, -0.174541, -0.999836, -0.00281046, -0.00883341, -0.0155409, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:10.963499] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [471] , 1.96168, 0.0189651, -0.249327, -0.174541, -0.999836, -0.00281046, -0.00883341, -0.0155409, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:10.964181] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [472] , 1.96168, 0.0189695, -0.24933, -0.174551, -0.999836, -0.00280406, -0.00882353, -0.0155382, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:10.966465] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [473] , 1.96168, 0.0189695, -0.24933, -0.174551, -0.999836, -0.00280406, -0.00882353, -0.0155382, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:10.969007] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [474] , 1.96168, 0.0189695, -0.24933, -0.174551, -0.999836, -0.00280406, -0.00882353, -0.0155382, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:10.971580] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [475] , 1.96168, 0.0189763, -0.24933, -0.174551, -0.999837, -0.00281013, -0.00882925, -0.0155269, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:10.976292] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [476] , 1.97164, 0.0189763, -0.24933, -0.174551, -0.999837, -0.00281013, -0.00882925, -0.0155269, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:10.978871] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [477] , 1.97164, 0.0189763, -0.24933, -0.174551, -0.999837, -0.00281013, -0.00882925, -0.0155269, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:10.981224] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [478] , 1.97164, 0.0189763, -0.24933, -0.174551, -0.999837, -0.00281013, -0.00882925, -0.0155269, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:10.983804] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [479] , 1.98163, 0.0189801, -0.249329, -0.174556, -0.999837, -0.00281606, -0.00882111, -0.015525, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:10.986593] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [480] , 1.98163, 0.0189801, -0.249329, -0.174556, -0.999837, -0.00281606, -0.00882111, -0.015525, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:10.989266] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [481] , 1.98163, 0.0189801, -0.249329, -0.174556, -0.999837, -0.00281606, -0.00882111, -0.015525, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:10.992626] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [482] , 1.99162, 0.0189712, -0.249422, -0.174648, -0.999837, -0.00302499, -0.0084222, -0.0156921, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:10.996753] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [483] , 1.99162, 0.0189712, -0.249422, -0.174648, -0.999837, -0.00302499, -0.0084222, -0.0156921, 0, -0.00926807, -0.00919759, 0.0427485, 0.07903, 0, 
[2024-07-23 13:58:10.998118] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [484] , 1.99162, 0.0189712, -0.249422, -0.174648, -0.999837, -0.00302499, -0.0084222, -0.0156921, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.000735] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [485] , 1.99162, 0.0189712, -0.249422, -0.174648, -0.999837, -0.00302499, -0.0084222, -0.0156921, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.003990] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [486] , 2.00163, 0.0189709, -0.249424, -0.174648, -0.999837, -0.00303498, -0.00841287, -0.0156916, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.007761] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [487] , 2.00163, 0.0189709, -0.249424, -0.174648, -0.999837, -0.00303498, -0.00841287, -0.0156916, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.011487] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [488] , 2.00163, 0.0189709, -0.249424, -0.174648, -0.999837, -0.00303498, -0.00841287, -0.0156916, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.014352] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [489] , 2.01164, 0.018972, -0.249333, -0.174565, -0.999837, -0.0028037, -0.00880216, -0.0155348, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.015930] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [490] , 2.01164, 0.018972, -0.249333, -0.174565, -0.999837, -0.0028037, -0.00880216, -0.0155348, 0, 0.00905971, 0.00833156, -0.0472069, -0.0770411, 0, 
[2024-07-23 13:58:11.018998] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [491] , 2.01164, 0.018972, -0.249333, -0.174565, -0.999837, -0.0028037, -0.00880216, -0.0155348, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.021088] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [492] , 2.01164, 0.018972, -0.249333, -0.174565, -0.999837, -0.0028037, -0.00880216, -0.0155348, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.024744] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [493] , 2.02163, 0.0189733, -0.249335, -0.174567, -0.999837, -0.00280127, -0.00879653, -0.0155398, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.027903] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [494] , 2.02163, 0.0189733, -0.249335, -0.174567, -0.999837, -0.00280127, -0.00879653, -0.0155398, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.030618] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [495] , 2.02163, 0.0189733, -0.249335, -0.174567, -0.999837, -0.00280127, -0.00879653, -0.0155398, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.033259] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [496] , 2.03163, 0.0189639, -0.249424, -0.174642, -0.999836, -0.00303306, -0.00844453, -0.0157031, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.035970] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [497] , 2.03163, 0.0189639, -0.249424, -0.174642, -0.999836, -0.00303306, -0.00844453, -0.0157031, 0, -0.00895417, -0.00751169, 0.047183, 0.0695799, 0, 
[2024-07-23 13:58:11.040691] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [498] , 2.03163, 0.0189639, -0.249424, -0.174642, -0.999836, -0.00303306, -0.00844453, -0.0157031, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.043104] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [499] , 2.04166, 0.0189699, -0.249427, -0.174639, -0.999837, -0.00303849, -0.00843397, -0.0156937, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.047370] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [500] , 2.04166, 0.0189699, -0.249427, -0.174639, -0.999837, -0.00303849, -0.00843397, -0.0156937, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.048707] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [501] , 2.04166, 0.0189699, -0.249427, -0.174639, -0.999837, -0.00303849, -0.00843397, -0.0156937, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.051470] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [502] , 2.04166, 0.0189699, -0.249427, -0.174639, -0.999837, -0.00303849, -0.00843397, -0.0156937, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.056075] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [503] , 2.05166, 0.0189645, -0.249424, -0.174633, -0.999836, -0.00304376, -0.00844279, -0.0157021, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.058674] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [504] , 2.05166, 0.0189645, -0.249424, -0.174633, -0.999836, -0.00304376, -0.00844279, -0.0157021, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.061532] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [505] , 2.05166, 0.0189645, -0.249424, -0.174633, -0.999836, -0.00304376, -0.00844279, -0.0157021, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.064057] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [506] , 2.06166, 0.0189726, -0.249328, -0.174543, -0.999837, -0.00280027, -0.00881341, -0.0155328, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.066823] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [507] , 2.06166, 0.0189726, -0.249328, -0.174543, -0.999837, -0.00280027, -0.00881341, -0.0155328, 0, 0.00960015, 0.00899552, -0.0495672, -0.0732636, 0, 
[2024-07-23 13:58:11.069458] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [508] , 2.06166, 0.0189726, -0.249328, -0.174543, -0.999837, -0.00280027, -0.00881341, -0.0155328, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.073300] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [509] , 2.07166, 0.0189726, -0.24942, -0.174624, -0.999837, -0.00303087, -0.00843267, -0.0156938, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.075740] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [510] , 2.07166, 0.0189726, -0.24942, -0.174624, -0.999837, -0.00303087, -0.00843267, -0.0156938, 0, -0.00919656, -0.00806395, 0.0470161, 0.0753328, 0, 
[2024-07-23 13:58:11.078478] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [511] , 2.07166, 0.0189726, -0.24942, -0.174624, -0.999837, -0.00303087, -0.00843267, -0.0156938, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.080973] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [512] , 2.07166, 0.0189726, -0.24942, -0.174624, -0.999837, -0.00303087, -0.00843267, -0.0156938, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.083702] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [513] , 2.08167, 0.0189679, -0.249414, -0.174618, -0.999837, -0.00304931, -0.00843838, -0.0156928, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.088055] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [514] , 2.08167, 0.0189679, -0.249414, -0.174618, -0.999837, -0.00304931, -0.00843838, -0.0156928, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.090903] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [515] , 2.08167, 0.0189679, -0.249414, -0.174618, -0.999837, -0.00304931, -0.00843838, -0.0156928, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.093425] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [516] , 2.09165, 0.0189758, -0.249327, -0.174541, -0.999837, -0.0028114, -0.0088037, -0.0155265, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.096234] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [517] , 2.09165, 0.0189758, -0.249327, -0.174541, -0.999837, -0.0028114, -0.0088037, -0.0155265, 0, 0.00866702, 0.00775915, -0.0484467, -0.0722239, 0, 
[2024-07-23 13:58:11.098491] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [518] , 2.09165, 0.0189758, -0.249327, -0.174541, -0.999837, -0.0028114, -0.0088037, -0.0155265, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.102636] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [519] , 2.10163, 0.0189758, -0.249327, -0.174541, -0.999837, -0.0028114, -0.0088037, -0.0155265, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.104300] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [520] , 2.10163, 0.0189736, -0.249418, -0.174622, -0.999837, -0.00303833, -0.00841881, -0.0156919, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.106986] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [521] , 2.10163, 0.0189736, -0.249418, -0.174622, -0.999837, -0.00303833, -0.00841881, -0.0156919, 0, -0.0090646, -0.00816008, 0.0463009, 0.0761721, 0, 
[2024-07-23 13:58:11.109594] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [522] , 2.10163, 0.0189736, -0.249418, -0.174622, -0.999837, -0.00303833, -0.00841881, -0.0156919, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.112181] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [523] , 2.11162, 0.0189793, -0.249334, -0.174553, -0.999837, -0.00279775, -0.00877799, -0.0155204, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.115040] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [524] , 2.11162, 0.0189793, -0.249334, -0.174553, -0.999837, -0.00279775, -0.00877799, -0.0155204, 0, 0.00835166, 0.00686507, -0.0489235, -0.0709834, 0, 
[2024-07-23 13:58:11.119106] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [525] , 2.11162, 0.0189793, -0.249334, -0.174553, -0.999837, -0.00279775, -0.00877799, -0.0155204, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.121866] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [526] , 2.11162, 0.0189675, -0.249419, -0.174635, -0.999836, -0.00305795, -0.00844868, -0.0156984, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.124665] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [527] , 2.12163, 0.0189675, -0.249419, -0.174635, -0.999836, -0.00305795, -0.00844868, -0.0156984, 0, -0.00844732, -0.00814994, 0.0527382, 0.0649458, -0.0353126, 
[2024-07-23 13:58:11.127113] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [528] , 2.12163, 0.0189675, -0.249419, -0.174635, -0.999836, -0.00305795, -0.00844868, -0.0156984, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.129866] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [529] , 2.12163, 0.0189675, -0.249419, -0.174635, -0.999836, -0.00305795, -0.00844868, -0.0156984, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.134069] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [530] , 2.13162, 0.0189758, -0.249335, -0.174567, -0.999837, -0.00279537, -0.00879892, -0.0155313, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.136794] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [531] , 2.13162, 0.0189758, -0.249335, -0.174567, -0.999837, -0.00279537, -0.00879892, -0.0155313, 0, 0.00839632, 0.00678726, -0.0533104, -0.0691304, 0, 
[2024-07-23 13:58:11.139344] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [532] , 2.13162, 0.0189758, -0.249335, -0.174567, -0.999837, -0.00279537, -0.00879892, -0.0155313, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.141955] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [533] , 2.13162, 0.0189708, -0.249334, -0.17457, -0.999837, -0.00279747, -0.00880723, -0.0155306, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.146042] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [534] , 2.14162, 0.0189708, -0.249334, -0.17457, -0.999837, -0.00279747, -0.00880723, -0.0155306, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.148993] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [535] , 2.14162, 0.0189708, -0.249334, -0.17457, -0.999837, -0.00279747, -0.00880723, -0.0155306, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.151676] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [536] , 2.14162, 0.0189777, -0.249337, -0.174573, -0.999837, -0.00279581, -0.00880131, -0.0155328, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.154399] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [537] , 2.15163, 0.0189777, -0.249337, -0.174573, -0.999837, -0.00279581, -0.00880131, -0.0155328, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.157066] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [538] , 2.15163, 0.0189777, -0.249337, -0.174573, -0.999837, -0.00279581, -0.00880131, -0.0155328, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.159484] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [539] , 2.15163, 0.0189777, -0.249337, -0.174573, -0.999837, -0.00279581, -0.00880131, -0.0155328, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.162128] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [540] , 2.16163, 0.0189724, -0.249425, -0.174655, -0.999837, -0.00303221, -0.00842069, -0.0156892, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.165880] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [541] , 2.16163, 0.0189724, -0.249425, -0.174655, -0.999837, -0.00303221, -0.00842069, -0.0156892, 0, -0.00883177, -0.0081944, 0.0482082, 0.075293, 0, 
[2024-07-23 13:58:11.168383] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [542] , 2.16163, 0.0189724, -0.249425, -0.174655, -0.999837, -0.00303221, -0.00842069, -0.0156892, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.172286] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [543] , 2.17163, 0.0189724, -0.249425, -0.174655, -0.999837, -0.00303221, -0.00842069, -0.0156892, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.173457] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [544] , 2.17163, 0.0189721, -0.249423, -0.174643, -0.999837, -0.00302851, -0.00843686, -0.0156896, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.176541] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [545] , 2.17163, 0.0189721, -0.249423, -0.174643, -0.999837, -0.00302851, -0.00843686, -0.0156896, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.180748] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [546] , 2.17163, 0.0189721, -0.249423, -0.174643, -0.999837, -0.00302851, -0.00843686, -0.0156896, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.183398] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [547] , 2.18163, 0.0189768, -0.249331, -0.174556, -0.999837, -0.00279374, -0.00882204, -0.0155232, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.186163] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [548] , 2.18163, 0.0189768, -0.249331, -0.174556, -0.999837, -0.00279374, -0.00882204, -0.0155232, 0, 0.00920054, 0.00862451, -0.0478506, -0.0762057, 0, 
[2024-07-23 13:58:11.188608] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [549] , 2.18163, 0.0189768, -0.249331, -0.174556, -0.999837, -0.00279374, -0.00882204, -0.0155232, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.191229] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [550] , 2.18163, 0.0189768, -0.249331, -0.174556, -0.999837, -0.00279374, -0.00882204, -0.0155232, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.194222] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [551] , 2.19164, 0.0189676, -0.249335, -0.174545, -0.999837, -0.00281274, -0.0087864, -0.015536, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.197751] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [552] , 2.19164, 0.0189676, -0.249335, -0.174545, -0.999837, -0.00281274, -0.0087864, -0.015536, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.201031] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [553] , 2.19164, 0.0189676, -0.249335, -0.174545, -0.999837, -0.00281274, -0.0087864, -0.015536, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.204392] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [554] , 2.20164, 0.0189698, -0.249337, -0.174543, -0.999837, -0.00280691, -0.00877063, -0.0155308, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.205943] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [555] , 2.20164, 0.0189698, -0.249337, -0.174543, -0.999837, -0.00280691, -0.00877063, -0.0155308, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.208471] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [556] , 2.20164, 0.0189698, -0.249337, -0.174543, -0.999837, -0.00280691, -0.00877063, -0.0155308, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.213783] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [557] , 2.21163, 0.0189698, -0.249337, -0.174543, -0.999837, -0.00280691, -0.00877063, -0.0155308, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.215236] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [558] , 2.21163, 0.0189703, -0.249332, -0.174542, -0.999837, -0.00281292, -0.00880617, -0.0155288, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.218125] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [559] , 2.21163, 0.0189703, -0.249332, -0.174542, -0.999837, -0.00281292, -0.00880617, -0.0155288, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.220727] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [560] , 2.21163, 0.0189703, -0.249332, -0.174542, -0.999837, -0.00281292, -0.00880617, -0.0155288, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.223242] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [561] , 2.22163, 0.0189648, -0.249427, -0.17462, -0.999837, -0.00303475, -0.00839983, -0.0156911, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:11.227190] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [562] , 2.22163, 0.0189648, -0.249427, -0.17462, -0.999837, -0.00303475, -0.00839983, -0.0156911, 0, -0.00957412, -0.00782186, 0.0453472, 0.0804784, 0, 
[2024-07-23 13:58:11.229716] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [563] , 2.22163, 0.0189648, -0.249427, -0.17462, -0.999837, -0.00303475, -0.00839983, -0.0156911, 0, 0, 0, 0, 0, 0, 
