[2024-07-23 13:58:09.584664] [0x0000007fa7966010] [MocapTag] [0x00003de4] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-23 13:58:09.588938] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [3] , 0, 0.0189727, -0.249421, -0.174639, -0.999837, -0.00303701, -0.00841692, -0.0156863, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.591130] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [4] , 0.588702, 0.0189727, -0.249421, -0.174639, -0.999837, -0.00303701, -0.00841692, -0.0156863, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.596971] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [5] , 0.591618, 0.0189807, -0.249423, -0.174643, -0.999837, -0.00301684, -0.00842937, -0.0156795, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.602641] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [6] , 0.601611, 0.0189807, -0.249423, -0.174643, -0.999837, -0.00301684, -0.00842937, -0.0156795, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.603244] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [7] , 0.601611, 0.0189807, -0.249423, -0.174643, -0.999837, -0.00301684, -0.00842937, -0.0156795, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.604091] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [8] , 0.601611, 0.0189745, -0.24933, -0.174565, -0.999837, -0.00279519, -0.00881199, -0.0155276, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.607010] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [9] , 0.601611, 0.0189745, -0.24933, -0.174565, -0.999837, -0.00279519, -0.00881199, -0.0155276, 0, 0.0092442, 0.00780695, -0.0452518, -0.0757426, 0, 
[2024-07-23 13:58:09.611108] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [10] , 0.601611, 0.0189745, -0.24933, -0.174565, -0.999837, -0.00279519, -0.00881199, -0.0155276, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.613845] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [11] , 0.611659, 0.0189732, -0.249328, -0.174563, -0.999837, -0.0028038, -0.00881418, -0.015534, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.618818] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [12] , 0.611659, 0.0189732, -0.249328, -0.174563, -0.999837, -0.0028038, -0.00881418, -0.015534, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.619398] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [13] , 0.611659, 0.0189732, -0.249328, -0.174563, -0.999837, -0.0028038, -0.00881418, -0.015534, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.621731] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [14] , 0.611659, 0.0189738, -0.249332, -0.174564, -0.999837, -0.00279802, -0.00883304, -0.015522, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.628209] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [15] , 0.621633, 0.0189738, -0.249332, -0.174564, -0.999837, -0.00279802, -0.00883304, -0.015522, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.628800] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [16] , 0.621633, 0.0189738, -0.249332, -0.174564, -0.999837, -0.00279802, -0.00883304, -0.015522, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.630496] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [17] , 0.621633, 0.0189738, -0.249332, -0.174564, -0.999837, -0.00279802, -0.00883304, -0.015522, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.633339] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [18] , 0.631612, 0.0189695, -0.249329, -0.174559, -0.999836, -0.00279728, -0.00883239, -0.0155309, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.635866] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [19] , 0.631612, 0.0189695, -0.249329, -0.174559, -0.999836, -0.00279728, -0.00883239, -0.0155309, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.641321] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [20] , 0.631612, 0.0189695, -0.249329, -0.174559, -0.999836, -0.00279728, -0.00883239, -0.0155309, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.644290] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [21] , 0.641616, 0.0189695, -0.249329, -0.174559, -0.999836, -0.00279728, -0.00883239, -0.0155309, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.645354] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [22] , 0.641616, 0.0189684, -0.249332, -0.174553, -0.999837, -0.00278882, -0.00880503, -0.0155329, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.648285] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [23] , 0.641616, 0.0189684, -0.249332, -0.174553, -0.999837, -0.00278882, -0.00880503, -0.0155329, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.650978] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [24] , 0.641616, 0.0189684, -0.249332, -0.174553, -0.999837, -0.00278882, -0.00880503, -0.0155329, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.656286] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [25] , 0.651609, 0.0189727, -0.249333, -0.174554, -0.999837, -0.00280258, -0.00880381, -0.0155287, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.656880] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [26] , 0.651609, 0.0189727, -0.249333, -0.174554, -0.999837, -0.00280258, -0.00880381, -0.0155287, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.659348] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [27] , 0.651609, 0.0189727, -0.249333, -0.174554, -0.999837, -0.00280258, -0.00880381, -0.0155287, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.662095] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [28] , 0.661628, 0.0189866, -0.249489, -0.174617, -0.999842, -0.00282397, -0.00810049, -0.0155938, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.664830] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [29] , 0.661628, 0.0189866, -0.249489, -0.174617, -0.999842, -0.00282397, -0.00810049, -0.0155938, 0, -0.0155888, -0.00625859, 0, 0.14055, 0, 
[2024-07-23 13:58:09.667607] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [30] , 0.661628, 0.0189866, -0.249489, -0.174617, -0.999842, -0.00282397, -0.00810049, -0.0155938, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.670208] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [31] , 0.661628, 0.0189866, -0.249489, -0.174617, -0.999842, -0.00282397, -0.00810049, -0.0155938, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.674604] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [32] , 0.67163, 0.0189705, -0.249329, -0.174548, -0.999837, -0.00279649, -0.00880577, -0.0155343, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.677380] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [33] , 0.67163, 0.0189705, -0.249329, -0.174548, -0.999837, -0.00279649, -0.00880577, -0.0155343, 0, 0.0159934, 0.00686893, 0, -0.140925, 0, 
[2024-07-23 13:58:09.680199] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [34] , 0.67163, 0.0189705, -0.249329, -0.174548, -0.999837, -0.00279649, -0.00880577, -0.0155343, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.683819] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [35] , 0.68163, 0.0189692, -0.24933, -0.174543, -0.999837, -0.00281311, -0.00881565, -0.0155314, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.685728] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [36] , 0.68163, 0.0189692, -0.24933, -0.174543, -0.999837, -0.00281311, -0.00881565, -0.0155314, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.688717] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [37] , 0.68163, 0.0189692, -0.24933, -0.174543, -0.999837, -0.00281311, -0.00881565, -0.0155314, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.693224] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [38] , 0.691612, 0.018969, -0.24933, -0.174544, -0.999837, -0.00280326, -0.00880513, -0.0155422, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.695716] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [39] , 0.691612, 0.018969, -0.24933, -0.174544, -0.999837, -0.00280326, -0.00880513, -0.0155422, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.698383] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [40] , 0.691612, 0.018969, -0.24933, -0.174544, -0.999837, -0.00280326, -0.00880513, -0.0155422, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.701083] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [41] , 0.691612, 0.018969, -0.24933, -0.174544, -0.999837, -0.00280326, -0.00880513, -0.0155422, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.703583] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [42] , 0.701627, 0.0189733, -0.249326, -0.174549, -0.999837, -0.00280687, -0.00882052, -0.0155334, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.706848] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [43] , 0.701627, 0.0189733, -0.249326, -0.174549, -0.999837, -0.00280687, -0.00882052, -0.0155334, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.709639] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [44] , 0.701627, 0.0189733, -0.249326, -0.174549, -0.999837, -0.00280687, -0.00882052, -0.0155334, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.712398] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [45] , 0.711614, 0.0189749, -0.249418, -0.174635, -0.999837, -0.00302414, -0.00841268, -0.015694, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.715013] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [46] , 0.711614, 0.0189749, -0.249418, -0.174635, -0.999837, -0.00302414, -0.00841268, -0.015694, 0, -0.00917442, -0.00860887, 0.0444412, 0.0807932, 0, 
[2024-07-23 13:58:09.717668] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [47] , 0.711614, 0.0189749, -0.249418, -0.174635, -0.999837, -0.00302414, -0.00841268, -0.015694, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.720208] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [48] , 0.711614, 0.0189749, -0.249418, -0.174635, -0.999837, -0.00302414, -0.00841268, -0.015694, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.725052] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [49] , 0.721634, 0.0189783, -0.24933, -0.174557, -0.999837, -0.00278352, -0.00880805, -0.0155186, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.727884] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [50] , 0.721634, 0.0189783, -0.24933, -0.174557, -0.999837, -0.00278352, -0.00880805, -0.0155186, 0, 0.0087968, 0.00781168, -0.0490665, -0.0782203, 0, 
[2024-07-23 13:58:09.731230] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [51] , 0.721634, 0.0189783, -0.24933, -0.174557, -0.999837, -0.00278352, -0.00880805, -0.0155186, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.733251] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [52] , 0.731635, 0.0189794, -0.24942, -0.174644, -0.999837, -0.00302639, -0.008427, -0.0157004, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.735990] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [53] , 0.731635, 0.0189794, -0.24942, -0.174644, -0.999837, -0.00302639, -0.008427, -0.0157004, 0, -0.00899769, -0.0087741, 0.049448, 0.075346, -0.0361368, 
[2024-07-23 13:58:09.738632] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [54] , 0.731635, 0.0189794, -0.24942, -0.174644, -0.999837, -0.00302639, -0.008427, -0.0157004, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.741364] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [55] , 0.731635, 0.0189794, -0.24942, -0.174644, -0.999837, -0.00302639, -0.008427, -0.0157004, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.743923] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [56] , 0.741634, 0.0189791, -0.249423, -0.174652, -0.999837, -0.00301765, -0.00840068, -0.0156843, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.746894] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [57] , 0.741634, 0.0189791, -0.249423, -0.174652, -0.999837, -0.00301765, -0.00840068, -0.0156843, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.749470] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [58] , 0.741634, 0.0189791, -0.249423, -0.174652, -0.999837, -0.00301765, -0.00840068, -0.0156843, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.753377] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [59] , 0.751626, 0.0189771, -0.249328, -0.174559, -0.999837, -0.00279925, -0.0087999, -0.0155238, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.755120] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [60] , 0.751626, 0.0189771, -0.249328, -0.174559, -0.999837, -0.00279925, -0.0087999, -0.0155238, 0, 0.00948248, 0.00927095, -0.044632, -0.0790663, 0, 
[2024-07-23 13:58:09.757522] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [61] , 0.751626, 0.0189771, -0.249328, -0.174559, -0.999837, -0.00279925, -0.0087999, -0.0155238, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.760360] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [62] , 0.751626, 0.0189771, -0.249328, -0.174559, -0.999837, -0.00279925, -0.0087999, -0.0155238, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.763038] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [63] , 0.761639, 0.0189877, -0.249486, -0.174624, -0.999841, -0.00283507, -0.00814132, -0.0156028, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.765847] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [64] , 0.761639, 0.0189877, -0.249486, -0.174624, -0.999841, -0.00283507, -0.00814132, -0.0156028, 0, -0.0157687, -0.00641829, 0, 0.13155, 0, 
[2024-07-23 13:58:09.770132] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [65] , 0.761639, 0.0189877, -0.249486, -0.174624, -0.999841, -0.00283507, -0.00814132, -0.0156028, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.772627] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [66] , 0.771629, 0.0189731, -0.249332, -0.174557, -0.999837, -0.00280594, -0.00880927, -0.0155236, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.775734] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [67] , 0.771629, 0.0189731, -0.249332, -0.174557, -0.999837, -0.00280594, -0.00880927, -0.0155236, 0, 0.0154342, 0.00664057, 0, -0.133444, 0, 
[2024-07-23 13:58:09.778241] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [68] , 0.771629, 0.0189731, -0.249332, -0.174557, -0.999837, -0.00280594, -0.00880927, -0.0155236, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.782396] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [69] , 0.781635, 0.0189731, -0.249332, -0.174557, -0.999837, -0.00280594, -0.00880927, -0.0155236, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.783931] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [70] , 0.781635, 0.0189681, -0.249331, -0.17455, -0.999836, -0.00281781, -0.00881084, -0.0155406, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.788357] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [71] , 0.781635, 0.0189681, -0.249331, -0.17455, -0.999836, -0.00281781, -0.00881084, -0.0155406, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.791074] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [72] , 0.781635, 0.0189681, -0.249331, -0.17455, -0.999836, -0.00281781, -0.00881084, -0.0155406, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.793928] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [73] , 0.791632, 0.0189686, -0.249425, -0.174639, -0.999837, -0.00302502, -0.00840993, -0.0156922, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.797018] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [74] , 0.791632, 0.0189686, -0.249425, -0.174639, -0.999837, -0.00302502, -0.00840993, -0.0156922, 0, -0.0094213, -0.00892215, 0.0424385, 0.0794457, 0, 
[2024-07-23 13:58:09.801914] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [75] , 0.791632, 0.0189686, -0.249425, -0.174639, -0.999837, -0.00302502, -0.00840993, -0.0156922, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.804853] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [76] , 0.801625, 0.0189681, -0.249326, -0.174549, -0.999837, -0.00280323, -0.00880851, -0.0155328, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.808375] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [77] , 0.801625, 0.0189681, -0.249326, -0.174549, -0.999837, -0.00280323, -0.00880851, -0.0155328, 0, 0.00986731, 0.00903169, -0.0453234, -0.0789305, 0, 
[2024-07-23 13:58:09.809817] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [78] , 0.801625, 0.0189681, -0.249326, -0.174549, -0.999837, -0.00280323, -0.00880851, -0.0155328, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.812562] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [79] , 0.811626, 0.0189834, -0.249388, -0.174528, -0.999842, -0.00258895, -0.00846684, -0.0154358, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.815273] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [80] , 0.811626, 0.0189834, -0.249388, -0.174528, -0.999842, -0.00258895, -0.00846684, -0.0154358, 0, -0.00613368, 0.00216204, -0.0416517, 0.0690425, 0, 
[2024-07-23 13:58:09.818089] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [81] , 0.811626, 0.0189834, -0.249388, -0.174528, -0.999842, -0.00258895, -0.00846684, -0.0154358, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.821015] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [82] , 0.811626, 0.0189834, -0.249388, -0.174528, -0.999842, -0.00258895, -0.00846684, -0.0154358, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.823510] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [83] , 0.821636, 0.0189754, -0.249328, -0.174545, -0.999837, -0.00279055, -0.00881496, -0.0155364, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.826497] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [84] , 0.821636, 0.0189754, -0.249328, -0.174545, -0.999837, -0.00279055, -0.00881496, -0.0155364, 0, 0.00602797, 0, 0.0390768, -0.0702951, 0, 
[2024-07-23 13:58:09.829130] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [85] , 0.821636, 0.0189754, -0.249328, -0.174545, -0.999837, -0.00279055, -0.00881496, -0.0155364, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.834380] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [86] , 0.831633, 0.018972, -0.249324, -0.174544, -0.999837, -0.00280701, -0.00880328, -0.0155369, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.837318] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [87] , 0.831633, 0.018972, -0.249324, -0.174544, -0.999837, -0.00280701, -0.00880328, -0.0155369, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.839969] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [88] , 0.831633, 0.018972, -0.249324, -0.174544, -0.999837, -0.00280701, -0.00880328, -0.0155369, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.844493] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [89] , 0.84163, 0.0189704, -0.24932, -0.174537, -0.999836, -0.00281961, -0.00884386, -0.0155313, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.845487] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [90] , 0.84163, 0.0189704, -0.24932, -0.174537, -0.999836, -0.00281961, -0.00884386, -0.0155313, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.848935] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [91] , 0.84163, 0.0189704, -0.24932, -0.174537, -0.999836, -0.00281961, -0.00884386, -0.0155313, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.852416] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [92] , 0.85161, 0.0189746, -0.249325, -0.174548, -0.999837, -0.00280593, -0.00878078, -0.0155445, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.854320] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [93] , 0.85161, 0.0189746, -0.249325, -0.174548, -0.999837, -0.00280593, -0.00878078, -0.0155445, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.857032] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [94] , 0.85161, 0.0189746, -0.249325, -0.174548, -0.999837, -0.00280593, -0.00878078, -0.0155445, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.859591] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [95] , 0.85161, 0.0189746, -0.249325, -0.174548, -0.999837, -0.00280593, -0.00878078, -0.0155445, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.863873] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [96] , 0.861626, 0.0189721, -0.249323, -0.174551, -0.999836, -0.00281666, -0.00885115, -0.0155325, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.866640] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [97] , 0.861626, 0.0189721, -0.249323, -0.174551, -0.999836, -0.00281666, -0.00885115, -0.0155325, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.869230] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [98] , 0.861626, 0.0189721, -0.249323, -0.174551, -0.999836, -0.00281666, -0.00885115, -0.0155325, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.871887] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [99] , 0.861626, 0.0189715, -0.249417, -0.174637, -0.999837, -0.00302808, -0.00843143, -0.0156926, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.874767] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [100] , 0.871631, 0.0189715, -0.249417, -0.174637, -0.999837, -0.00302808, -0.00843143, -0.0156926, 0, -0.00944939, -0.0086062, 0.0432968, 0.0831876, 0, 
[2024-07-23 13:58:09.877301] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [101] , 0.871631, 0.0189715, -0.249417, -0.174637, -0.999837, -0.00302808, -0.00843143, -0.0156926, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.881122] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [102] , 0.871631, 0.0189715, -0.249417, -0.174637, -0.999837, -0.00302808, -0.00843143, -0.0156926, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.883593] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [103] , 0.881636, 0.0189721, -0.249416, -0.174641, -0.999837, -0.00303914, -0.00846049, -0.0156845, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.887616] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [104] , 0.881636, 0.0189721, -0.249416, -0.174641, -0.999837, -0.00303914, -0.00846049, -0.0156845, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.888214] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [105] , 0.881636, 0.0189721, -0.249416, -0.174641, -0.999837, -0.00303914, -0.00846049, -0.0156845, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.891026] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [106] , 0.881636, 0.0189721, -0.249416, -0.174641, -0.999837, -0.00303914, -0.00846049, -0.0156845, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.895932] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [107] , 0.891631, 0.0189696, -0.249326, -0.174559, -0.999836, -0.00281268, -0.00883886, -0.015538, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.898006] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [108] , 0.891631, 0.0189696, -0.249326, -0.174559, -0.999836, -0.00281268, -0.00883886, -0.015538, 0, 0.00896579, 0.00814459, -0.0462055, -0.0748789, 0, 
[2024-07-23 13:58:09.902177] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [109] , 0.901626, 0.0189696, -0.249326, -0.174559, -0.999836, -0.00281268, -0.00883886, -0.015538, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.904507] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [110] , 0.901626, 0.0189735, -0.249424, -0.174647, -0.999837, -0.00301854, -0.00840886, -0.0156854, 0, 0, 0, 0, 0, 0, 
[2024-07-23 13:58:09.907351] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [111] , 0.901626, 0.0189735, -0.249424, -0.174647, -0.999837, -0.00301854, -0.00840886, -0.0156854, 0, -0.00978762, -0.00878196, 0.0422478, 0.085268, 0, 
[2024-07-23 13:58:09.908600] [0x0000007f8eefe9a0] [MocapTag] [0x00003de4] [112] , 0.901626, 0.0189735, -0.249424, -0.174647, -0.999837, -0.00301854, -0.00840886, -0.0156854, 0, 0, 0, 0, 0, 0, 
