[2025-02-03 14:43:07.888250] [0x0000007f9f196010] [MocapTag] [0x00005057] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 14:43:18.494292] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3526] , 11.4867, -0.00957919, -0.190937, -0.143373, -0.999865, -0.00358071, 0.0137047, 0.00827845, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.497288] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3527] , 11.4967, -0.00957919, -0.190937, -0.143373, -0.999865, -0.00358071, 0.0137047, 0.00827845, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.500051] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3529] , 11.4967, -0.00957919, -0.190937, -0.143373, -0.999865, -0.00358071, 0.0137047, 0.00827845, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.502718] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3530] , 11.4967, -0.00958087, -0.190935, -0.143367, -0.999866, -0.00355651, 0.0136922, 0.0082646, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.508394] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3531] , 11.5067, -0.00958087, -0.190935, -0.143367, -0.999866, -0.00355651, 0.0136922, 0.0082646, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.509974] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3533] , 11.5067, -0.00958087, -0.190935, -0.143367, -0.999866, -0.00355651, 0.0136922, 0.0082646, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.512691] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3534] , 11.5067, -0.0095783, -0.190933, -0.143363, -0.999866, -0.00351756, 0.0136653, 0.00825307, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.515581] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3535] , 11.5067, -0.0095783, -0.190933, -0.143363, -0.999866, -0.00351756, 0.0136653, 0.00825307, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.518688] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3536] , 11.5167, -0.0095783, -0.190933, -0.143363, -0.999866, -0.00351756, 0.0136653, 0.00825307, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.522984] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3538] , 11.5167, -0.00957961, -0.190936, -0.143359, -0.999866, -0.0035068, 0.0137153, 0.00824178, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.526062] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3539] , 11.5167, -0.00957961, -0.190936, -0.143359, -0.999866, -0.0035068, 0.0137153, 0.00824178, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.529017] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3540] , 11.5267, -0.00957961, -0.190936, -0.143359, -0.999866, -0.0035068, 0.0137153, 0.00824178, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.531604] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3542] , 11.5267, -0.00957326, -0.190939, -0.143346, -0.999865, -0.00351036, 0.0137536, 0.00824028, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.534596] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3543] , 11.5267, -0.00957326, -0.190939, -0.143346, -0.999865, -0.00351036, 0.0137536, 0.00824028, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.538283] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3544] , 11.5367, -0.00957326, -0.190939, -0.143346, -0.999865, -0.00351036, 0.0137536, 0.00824028, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.540992] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3546] , 11.5367, -0.00957245, -0.190931, -0.143353, -0.999864, -0.00351377, 0.0138402, 0.00823571, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.543706] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3547] , 11.5367, -0.00957245, -0.190931, -0.143353, -0.999864, -0.00351377, 0.0138402, 0.00823571, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.546447] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3548] , 11.5367, -0.00957245, -0.190931, -0.143353, -0.999864, -0.00351377, 0.0138402, 0.00823571, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.549260] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3549] , 11.5467, -0.00957245, -0.190931, -0.143353, -0.999864, -0.00351377, 0.0138402, 0.00823571, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.552463] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3551] , 11.5467, -0.00956962, -0.190925, -0.143354, -0.999862, -0.00354975, 0.0139735, 0.00825601, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.555503] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3552] , 11.5467, -0.00956962, -0.190925, -0.143354, -0.999862, -0.00354975, 0.0139735, 0.00825601, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.558687] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3553] , 11.5567, -0.00956962, -0.190925, -0.143354, -0.999862, -0.00354975, 0.0139735, 0.00825601, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.561265] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3555] , 11.5567, -0.00956725, -0.19092, -0.143362, -0.999861, -0.00357384, 0.0140175, 0.00825942, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.564077] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3556] , 11.5567, -0.00956725, -0.19092, -0.143362, -0.999861, -0.00357384, 0.0140175, 0.00825942, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.568810] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3557] , 11.5667, -0.00956725, -0.19092, -0.143362, -0.999861, -0.00357384, 0.0140175, 0.00825942, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.571630] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3559] , 11.5667, -0.00956362, -0.190915, -0.143375, -0.999861, -0.003589, 0.0140236, 0.00826799, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.574288] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3560] , 11.5667, -0.00956362, -0.190915, -0.143375, -0.999861, -0.003589, 0.0140236, 0.00826799, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.578441] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3561] , 11.5766, -0.00956362, -0.190915, -0.143375, -0.999861, -0.003589, 0.0140236, 0.00826799, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.579843] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3563] , 11.5766, -0.00956362, -0.190915, -0.143375, -0.999861, -0.003589, 0.0140236, 0.00826799, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.585030] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3564] , 11.5766, -0.00956415, -0.190915, -0.143366, -0.99986, -0.00362029, 0.0140792, 0.00829211, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.586396] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3565] , 11.5766, -0.00956415, -0.190915, -0.143366, -0.99986, -0.00362029, 0.0140792, 0.00829211, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.589631] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3567] , 11.5867, -0.00956415, -0.190915, -0.143366, -0.99986, -0.00362029, 0.0140792, 0.00829211, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.591975] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3568] , 11.5867, -0.009568, -0.190916, -0.143372, -0.999861, -0.00363043, 0.0139983, 0.00827993, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.594875] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3569] , 11.5867, -0.009568, -0.190916, -0.143372, -0.999861, -0.00363043, 0.0139983, 0.00827993, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.598431] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3570] , 11.5967, -0.009568, -0.190916, -0.143372, -0.999861, -0.00363043, 0.0139983, 0.00827993, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.600867] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3572] , 11.5967, -0.00956607, -0.190923, -0.143372, -0.999863, -0.00362541, 0.0138898, 0.00827688, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.603678] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3573] , 11.5967, -0.00956607, -0.190923, -0.143372, -0.999863, -0.00362541, 0.0138898, 0.00827688, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.607280] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3574] , 11.6067, -0.00956607, -0.190923, -0.143372, -0.999863, -0.00362541, 0.0138898, 0.00827688, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.609263] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3575] , 11.6067, -0.00956607, -0.190923, -0.143372, -0.999863, -0.00362541, 0.0138898, 0.00827688, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.613766] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3577] , 11.6067, -0.00958141, -0.190938, -0.143369, -0.999863, -0.00365375, 0.0138822, 0.00828654, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.616706] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3578] , 11.6067, -0.00958141, -0.190938, -0.143369, -0.999863, -0.00365375, 0.0138822, 0.00828654, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.619551] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3580] , 11.6167, -0.00958141, -0.190938, -0.143369, -0.999863, -0.00365375, 0.0138822, 0.00828654, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.622388] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3581] , 11.6167, -0.00958561, -0.190937, -0.143376, -0.999864, -0.00362181, 0.0138069, 0.00829379, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.625220] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3582] , 11.6167, -0.00958561, -0.190937, -0.143376, -0.999864, -0.00362181, 0.0138069, 0.00829379, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.630421] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3584] , 11.6267, -0.00958561, -0.190937, -0.143376, -0.999864, -0.00362181, 0.0138069, 0.00829379, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.633188] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3585] , 11.6267, -0.00958003, -0.190933, -0.143386, -0.999865, -0.00358127, 0.0137458, 0.00826672, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.635215] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3586] , 11.6267, -0.00958003, -0.190933, -0.143386, -0.999865, -0.00358127, 0.0137458, 0.00826672, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.638153] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3587] , 11.6367, -0.00958003, -0.190933, -0.143386, -0.999865, -0.00358127, 0.0137458, 0.00826672, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.640851] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3589] , 11.6367, -0.00958278, -0.190938, -0.143392, -0.999865, -0.00357107, 0.0137559, 0.00827453, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.645463] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3590] , 11.6367, -0.00958278, -0.190938, -0.143392, -0.999865, -0.00357107, 0.0137559, 0.00827453, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.648379] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3591] , 11.6467, -0.00958278, -0.190938, -0.143392, -0.999865, -0.00357107, 0.0137559, 0.00827453, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.651024] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3593] , 11.6467, -0.00958951, -0.190931, -0.143393, -0.999865, -0.0035398, 0.0137634, 0.00826683, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.653924] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3594] , 11.6467, -0.00958951, -0.190931, -0.143393, -0.999865, -0.0035398, 0.0137634, 0.00826683, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.656655] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3595] , 11.6467, -0.00958951, -0.190931, -0.143393, -0.999865, -0.0035398, 0.0137634, 0.00826683, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.663368] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3597] , 11.6567, -0.00958951, -0.190931, -0.143393, -0.999865, -0.0035398, 0.0137634, 0.00826683, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.663936] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3598] , 11.6567, -0.00958348, -0.190925, -0.143379, -0.999865, -0.0035256, 0.0137918, 0.00825551, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.666728] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3599] , 11.6567, -0.00958348, -0.190925, -0.143379, -0.999865, -0.0035256, 0.0137918, 0.00825551, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.669754] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3601] , 11.6667, -0.00958348, -0.190925, -0.143379, -0.999865, -0.0035256, 0.0137918, 0.00825551, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.672365] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3602] , 11.6667, -0.00958537, -0.190929, -0.143364, -0.999864, -0.00351064, 0.0138104, 0.00824612, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.676954] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3603] , 11.6667, -0.00958537, -0.190929, -0.143364, -0.999864, -0.00351064, 0.0138104, 0.00824612, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.679912] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3605] , 11.6767, -0.00958537, -0.190929, -0.143364, -0.999864, -0.00351064, 0.0138104, 0.00824612, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.682861] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3606] , 11.6767, -0.00957573, -0.190921, -0.143346, -0.999864, -0.00354967, 0.0138291, 0.00824261, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.685332] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3607] , 11.6767, -0.00957573, -0.190921, -0.143346, -0.999864, -0.00354967, 0.0138291, 0.00824261, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.688388] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3608] , 11.6867, -0.00957573, -0.190921, -0.143346, -0.999864, -0.00354967, 0.0138291, 0.00824261, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.690789] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3610] , 11.6867, -0.00956698, -0.190932, -0.143329, -0.999863, -0.00355279, 0.0138945, 0.00826004, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.695584] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3611] , 11.6867, -0.00956698, -0.190932, -0.143329, -0.999863, -0.00355279, 0.0138945, 0.00826004, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.698829] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3612] , 11.6967, -0.00956698, -0.190932, -0.143329, -0.999863, -0.00355279, 0.0138945, 0.00826004, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.701210] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3614] , 11.6967, -0.00956462, -0.190929, -0.143319, -0.999863, -0.00355702, 0.0139007, 0.00823679, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.704031] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3615] , 11.6967, -0.00956462, -0.190929, -0.143319, -0.999863, -0.00355702, 0.0139007, 0.00823679, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.710301] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3617] , 11.7066, -0.00956462, -0.190929, -0.143319, -0.999863, -0.00355702, 0.0139007, 0.00823679, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.711709] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3618] , 11.7066, -0.00956224, -0.190922, -0.143324, -0.999863, -0.00358705, 0.0139275, 0.00824858, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.714608] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3619] , 11.7066, -0.00956224, -0.190922, -0.143324, -0.999863, -0.00358705, 0.0139275, 0.00824858, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.718231] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3620] , 11.7167, -0.00956224, -0.190922, -0.143324, -0.999863, -0.00358705, 0.0139275, 0.00824858, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.720298] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3622] , 11.7167, -0.00956224, -0.190922, -0.143324, -0.999863, -0.00358705, 0.0139275, 0.00824858, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.724891] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3623] , 11.7167, -0.00957363, -0.190937, -0.143341, -0.999862, -0.00358778, 0.0139383, 0.00828048, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.728383] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3624] , 11.7267, -0.00957363, -0.190937, -0.143341, -0.999862, -0.00358778, 0.0139383, 0.00828048, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.730434] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3626] , 11.7267, -0.00957363, -0.190937, -0.143341, -0.999862, -0.00358778, 0.0139383, 0.00828048, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.733699] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3627] , 11.7267, -0.00957018, -0.190928, -0.143362, -0.999862, -0.00359638, 0.013924, 0.00828514, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.737092] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3628] , 11.7267, -0.00957018, -0.190928, -0.143362, -0.999862, -0.00359638, 0.013924, 0.00828514, 0, 0, -0.00215913, 0, 0, 0, 
[2025-02-03 14:43:18.741997] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3630] , 11.7367, -0.00957018, -0.190928, -0.143362, -0.999862, -0.00359638, 0.013924, 0.00828514, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.744521] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3631] , 11.7367, -0.00957783, -0.19093, -0.143389, -0.999862, -0.00359687, 0.0139056, 0.00829074, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.747487] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3632] , 11.7467, -0.00957783, -0.19093, -0.143389, -0.999862, -0.00359687, 0.0139056, 0.00829074, 0, 0, -0.00270794, 0, 0, 0, 
[2025-02-03 14:43:18.751171] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3634] , 11.7467, -0.00957783, -0.19093, -0.143389, -0.999862, -0.00359687, 0.0139056, 0.00829074, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.753104] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3635] , 11.7467, -0.009581, -0.19093, -0.14341, -0.999864, -0.00358501, 0.0138087, 0.00828171, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.757613] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3636] , 11.7567, -0.009581, -0.19093, -0.14341, -0.999864, -0.00358501, 0.0138087, 0.00828171, 0, 0, -0.00200753, 0, 0, 0, 
[2025-02-03 14:43:18.761604] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3638] , 11.7567, -0.009581, -0.19093, -0.14341, -0.999864, -0.00358501, 0.0138087, 0.00828171, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.763011] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3639] , 11.7567, -0.00959164, -0.190944, -0.143413, -0.999864, -0.00358465, 0.0137964, 0.00830991, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.765878] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3640] , 11.7567, -0.00959164, -0.190944, -0.143413, -0.999864, -0.00358465, 0.0137964, 0.00830991, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.769569] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3641] , 11.7667, -0.00959164, -0.190944, -0.143413, -0.999864, -0.00358465, 0.0137964, 0.00830991, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.773180] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3643] , 11.7667, -0.00959143, -0.19094, -0.143409, -0.999865, -0.00357536, 0.0137355, 0.00827617, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.776029] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3644] , 11.7667, -0.00959143, -0.19094, -0.143409, -0.999865, -0.00357536, 0.0137355, 0.00827617, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.780229] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3646] , 11.7767, -0.00959143, -0.19094, -0.143409, -0.999865, -0.00357536, 0.0137355, 0.00827617, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.781475] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3647] , 11.7767, -0.00959036, -0.190939, -0.143396, -0.999865, -0.00356433, 0.0137384, 0.0082643, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.785195] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3648] , 11.7767, -0.00959036, -0.190939, -0.143396, -0.999865, -0.00356433, 0.0137384, 0.0082643, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.790187] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3650] , 11.7867, -0.00959036, -0.190939, -0.143396, -0.999865, -0.00356433, 0.0137384, 0.0082643, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.791874] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3651] , 11.7867, -0.0095821, -0.190939, -0.143388, -0.999865, -0.00356941, 0.0137253, 0.00825719, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.794731] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3652] , 11.7867, -0.0095821, -0.190939, -0.143388, -0.999865, -0.00356941, 0.0137253, 0.00825719, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.797220] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3653] , 11.7967, -0.0095821, -0.190939, -0.143388, -0.999865, -0.00356941, 0.0137253, 0.00825719, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.799890] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3655] , 11.7967, -0.0095821, -0.190939, -0.143388, -0.999865, -0.00356941, 0.0137253, 0.00825719, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.802509] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3656] , 11.7967, -0.00957478, -0.190929, -0.143369, -0.999865, -0.00357209, 0.0137668, 0.00824206, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.805728] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3657] , 11.7967, -0.00957478, -0.190929, -0.143369, -0.999865, -0.00357209, 0.0137668, 0.00824206, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.808516] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3658] , 11.8067, -0.00957478, -0.190929, -0.143369, -0.999865, -0.00357209, 0.0137668, 0.00824206, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.811359] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3660] , 11.8067, -0.00956752, -0.190921, -0.143354, -0.999863, -0.00356415, 0.0138728, 0.00826199, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.813966] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3661] , 11.8067, -0.00956752, -0.190921, -0.143354, -0.999863, -0.00356415, 0.0138728, 0.00826199, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.817539] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3662] , 11.8167, -0.00956752, -0.190921, -0.143354, -0.999863, -0.00356415, 0.0138728, 0.00826199, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.821425] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3664] , 11.8167, -0.00956752, -0.190921, -0.143354, -0.999863, -0.00356415, 0.0138728, 0.00826199, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.824403] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3665] , 11.8167, -0.00956391, -0.190922, -0.143344, -0.999863, -0.003573, 0.0139077, 0.00825452, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.827572] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3666] , 11.8267, -0.00956391, -0.190922, -0.143344, -0.999863, -0.003573, 0.0139077, 0.00825452, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.831135] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3668] , 11.8267, -0.00956391, -0.190922, -0.143344, -0.999863, -0.003573, 0.0139077, 0.00825452, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.832918] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3669] , 11.8267, -0.00956073, -0.190918, -0.143339, -0.999862, -0.00358792, 0.0139742, 0.0082645, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:18.838334] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [3670] , 11.8367, -0.00956073, -0.190918, -0.143339, -0.999862, -0.00358792, 0.0139742, 0.0082645, 0, 0, 0, 0, 0, 0, 
