[2025-02-03 14:43:07.888250] [0x0000007f9f196010] [MocapTag] [0x00005057] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 14:43:38.555564] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11684] , 31.5467, -0.00958022, -0.190931, -0.143354, -0.999864, -0.00356436, 0.0138407, 0.00827253, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.560267] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11685] , 31.5567, -0.00958022, -0.190931, -0.143354, -0.999864, -0.00356436, 0.0138407, 0.00827253, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.564649] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11686] , 31.5567, -0.00958049, -0.190931, -0.143365, -0.999863, -0.00358981, 0.0138842, 0.00828968, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.565712] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11687] , 31.5567, -0.00958049, -0.190931, -0.143365, -0.999863, -0.00358981, 0.0138842, 0.00828968, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.568579] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11688] , 31.5667, -0.00958049, -0.190931, -0.143365, -0.999863, -0.00358981, 0.0138842, 0.00828968, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.571134] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11689] , 31.5667, -0.00957116, -0.19092, -0.143382, -0.999862, -0.00360327, 0.0139147, 0.00829598, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.575572] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11690] , 31.5667, -0.00957116, -0.19092, -0.143382, -0.999862, -0.00360327, 0.0139147, 0.00829598, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.578371] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11691] , 31.5767, -0.00957116, -0.19092, -0.143382, -0.999862, -0.00360327, 0.0139147, 0.00829598, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.580897] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11692] , 31.5767, -0.00956613, -0.190924, -0.143396, -0.999862, -0.00360624, 0.0138988, 0.00829988, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.583832] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11693] , 31.5767, -0.00956613, -0.190924, -0.143396, -0.999862, -0.00360624, 0.0138988, 0.00829988, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.586794] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11694] , 31.5767, -0.00956613, -0.190924, -0.143396, -0.999862, -0.00360624, 0.0138988, 0.00829988, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.590460] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11695] , 31.5867, -0.00956411, -0.190913, -0.143401, -0.999862, -0.00360116, 0.0139068, 0.0082895, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.593296] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11696] , 31.5867, -0.00956411, -0.190913, -0.143401, -0.999862, -0.00360116, 0.0139068, 0.0082895, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.595955] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11697] , 31.5867, -0.00956411, -0.190913, -0.143401, -0.999862, -0.00360116, 0.0139068, 0.0082895, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.598861] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11698] , 31.5967, -0.00956411, -0.190913, -0.143401, -0.999862, -0.00360116, 0.0139068, 0.0082895, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.601505] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11699] , 31.5967, -0.00956197, -0.190922, -0.143398, -0.999862, -0.00360848, 0.0139141, 0.00830547, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.606204] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11700] , 31.5967, -0.00956197, -0.190922, -0.143398, -0.999862, -0.00360848, 0.0139141, 0.00830547, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.608953] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11701] , 31.6067, -0.00956061, -0.190923, -0.143387, -0.999862, -0.00359466, 0.0139276, 0.00829117, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.611804] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11702] , 31.6067, -0.00956061, -0.190923, -0.143387, -0.999862, -0.00359466, 0.0139276, 0.00829117, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.614385] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11703] , 31.6067, -0.00956061, -0.190923, -0.143387, -0.999862, -0.00359466, 0.0139276, 0.00829117, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.617566] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11704] , 31.6167, -0.00956061, -0.190923, -0.143387, -0.999862, -0.00359466, 0.0139276, 0.00829117, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.621877] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11705] , 31.6167, -0.00957295, -0.19092, -0.143381, -0.999862, -0.00359044, 0.0139017, 0.00829454, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.625061] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11706] , 31.6167, -0.00957295, -0.19092, -0.143381, -0.999862, -0.00359044, 0.0139017, 0.00829454, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.627705] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11707] , 31.6267, -0.00957295, -0.19092, -0.143381, -0.999862, -0.00359044, 0.0139017, 0.00829454, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.630547] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11708] , 31.6267, -0.00957566, -0.190923, -0.143361, -0.999863, -0.00356811, 0.0138692, 0.00828746, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.633080] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11709] , 31.6267, -0.00957566, -0.190923, -0.143361, -0.999863, -0.00356811, 0.0138692, 0.00828746, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.638115] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11710] , 31.6367, -0.00957566, -0.190923, -0.143361, -0.999863, -0.00356811, 0.0138692, 0.00828746, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.640635] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11711] , 31.6367, -0.00957378, -0.190927, -0.143348, -0.999863, -0.00356261, 0.0138723, 0.00826925, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.643321] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11712] , 31.6367, -0.00957378, -0.190927, -0.143348, -0.999863, -0.00356261, 0.0138723, 0.00826925, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.645903] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11713] , 31.6367, -0.00957378, -0.190927, -0.143348, -0.999863, -0.00356261, 0.0138723, 0.00826925, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.648856] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11714] , 31.6467, -0.00957378, -0.190927, -0.143348, -0.999863, -0.00356261, 0.0138723, 0.00826925, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.654333] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11715] , 31.6467, -0.00957485, -0.190919, -0.143335, -0.999863, -0.00355302, 0.0138735, 0.00826803, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.656277] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11716] , 31.6467, -0.00957485, -0.190919, -0.143335, -0.999863, -0.00355302, 0.0138735, 0.00826803, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.659153] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11717] , 31.6567, -0.00957388, -0.190928, -0.143334, -0.999864, -0.00355726, 0.0138188, 0.00827112, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.662088] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11718] , 31.6567, -0.00957388, -0.190928, -0.143334, -0.999864, -0.00355726, 0.0138188, 0.00827112, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.665321] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11719] , 31.6567, -0.00957388, -0.190928, -0.143334, -0.999864, -0.00355726, 0.0138188, 0.00827112, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.674630] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11720] , 31.6667, -0.00957388, -0.190928, -0.143334, -0.999864, -0.00355726, 0.0138188, 0.00827112, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.675407] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11721] , 31.6667, -0.0095783, -0.190926, -0.143339, -0.999864, -0.00354922, 0.0138446, 0.00826153, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.676040] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11722] , 31.6667, -0.0095783, -0.190926, -0.143339, -0.999864, -0.00354922, 0.0138446, 0.00826153, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.677528] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11723] , 31.6767, -0.0095783, -0.190926, -0.143339, -0.999864, -0.00354922, 0.0138446, 0.00826153, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.680222] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11724] , 31.6767, -0.00957527, -0.190936, -0.143351, -0.999864, -0.00354582, 0.0138351, 0.00828491, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.682964] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11725] , 31.6767, -0.00957527, -0.190936, -0.143351, -0.999864, -0.00354582, 0.0138351, 0.00828491, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.686328] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11726] , 31.6767, -0.00957527, -0.190936, -0.143351, -0.999864, -0.00354582, 0.0138351, 0.00828491, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.688953] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11727] , 31.6867, -0.00957008, -0.190919, -0.143358, -0.999863, -0.00356268, 0.0138587, 0.00826627, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.692343] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11728] , 31.6867, -0.00957008, -0.190919, -0.143358, -0.999863, -0.00356268, 0.0138587, 0.00826627, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.694526] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11729] , 31.6867, -0.00957008, -0.190919, -0.143358, -0.999863, -0.00356268, 0.0138587, 0.00826627, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.697419] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11730] , 31.6967, -0.00957008, -0.190919, -0.143358, -0.999863, -0.00356268, 0.0138587, 0.00826627, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.702340] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11731] , 31.6967, -0.00958118, -0.190925, -0.143368, -0.999863, -0.00356584, 0.0138627, 0.00828134, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.708437] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11732] , 31.7067, -0.00958118, -0.190925, -0.143368, -0.999863, -0.00356584, 0.0138627, 0.00828134, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.709016] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11733] , 31.7067, -0.00958118, -0.190925, -0.143368, -0.999863, -0.00356584, 0.0138627, 0.00828134, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.710754] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11734] , 31.7067, -0.00957512, -0.190921, -0.143372, -0.999863, -0.00357716, 0.0138549, 0.00829123, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.714643] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11735] , 31.7067, -0.00957512, -0.190921, -0.143372, -0.999863, -0.00357716, 0.0138549, 0.00829123, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.719122] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11736] , 31.7167, -0.00957512, -0.190921, -0.143372, -0.999863, -0.00357716, 0.0138549, 0.00829123, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.721824] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11737] , 31.7167, -0.00956792, -0.190922, -0.143385, -0.999863, -0.00361016, 0.013865, 0.00829519, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.724870] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11738] , 31.7167, -0.00956792, -0.190922, -0.143385, -0.999863, -0.00361016, 0.013865, 0.00829519, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.727557] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11739] , 31.7267, -0.00956792, -0.190922, -0.143385, -0.999863, -0.00361016, 0.013865, 0.00829519, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.730720] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11740] , 31.7267, -0.0095665, -0.190926, -0.143385, -0.999863, -0.00359856, 0.0138597, 0.00829472, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.734661] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11741] , 31.7267, -0.0095665, -0.190926, -0.143385, -0.999863, -0.00359856, 0.0138597, 0.00829472, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.737150] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11742] , 31.7367, -0.0095665, -0.190926, -0.143385, -0.999863, -0.00359856, 0.0138597, 0.00829472, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.740217] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11743] , 31.7367, -0.00957552, -0.190928, -0.143383, -0.999862, -0.00360878, 0.0138921, 0.00830233, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.742835] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11744] , 31.7367, -0.00957552, -0.190928, -0.143383, -0.999862, -0.00360878, 0.0138921, 0.00830233, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.747254] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11745] , 31.7467, -0.00957552, -0.190928, -0.143383, -0.999862, -0.00360878, 0.0138921, 0.00830233, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.750435] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11746] , 31.7467, -0.00957552, -0.190928, -0.143383, -0.999862, -0.00360878, 0.0138921, 0.00830233, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.753157] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11747] , 31.7467, -0.00957777, -0.190925, -0.143377, -0.999863, -0.00358187, 0.0138603, 0.00828417, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.756716] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11748] , 31.7467, -0.00957777, -0.190925, -0.143377, -0.999863, -0.00358187, 0.0138603, 0.00828417, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.758846] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11749] , 31.7567, -0.00957777, -0.190925, -0.143377, -0.999863, -0.00358187, 0.0138603, 0.00828417, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.762938] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11750] , 31.7567, -0.00958029, -0.190929, -0.143374, -0.999863, -0.00359138, 0.0138745, 0.00827954, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.766547] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11751] , 31.7567, -0.00958029, -0.190929, -0.143374, -0.999863, -0.00359138, 0.0138745, 0.00827954, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.769227] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11752] , 31.7667, -0.00958099, -0.190928, -0.143364, -0.999864, -0.00356861, 0.0138447, 0.00827035, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.773295] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11753] , 31.7667, -0.00958099, -0.190928, -0.143364, -0.999864, -0.00356861, 0.0138447, 0.00827035, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.774992] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11754] , 31.7667, -0.00958099, -0.190928, -0.143364, -0.999864, -0.00356861, 0.0138447, 0.00827035, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.777959] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11755] , 31.7767, -0.00958099, -0.190928, -0.143364, -0.999864, -0.00356861, 0.0138447, 0.00827035, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.785013] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11756] , 31.7767, -0.0095847, -0.190935, -0.143358, -0.999864, -0.00355143, 0.0138083, 0.00827432, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.786084] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11757] , 31.7767, -0.0095847, -0.190935, -0.143358, -0.999864, -0.00355143, 0.0138083, 0.00827432, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.788256] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11758] , 31.7867, -0.0095847, -0.190935, -0.143358, -0.999864, -0.00355143, 0.0138083, 0.00827432, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.790395] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11759] , 31.7867, -0.00958254, -0.190924, -0.143353, -0.999864, -0.00353765, 0.0138072, 0.00826189, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.793316] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11760] , 31.7867, -0.00958254, -0.190924, -0.143353, -0.999864, -0.00353765, 0.0138072, 0.00826189, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.802246] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11761] , 31.7967, -0.00958254, -0.190924, -0.143353, -0.999864, -0.00353765, 0.0138072, 0.00826189, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.802799] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11762] , 31.7967, -0.0095785, -0.190928, -0.143345, -0.999863, -0.00355431, 0.013879, 0.00827446, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.803651] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11763] , 31.7967, -0.0095785, -0.190928, -0.143345, -0.999863, -0.00355431, 0.013879, 0.00827446, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.806348] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11764] , 31.7967, -0.0095785, -0.190928, -0.143345, -0.999863, -0.00355431, 0.013879, 0.00827446, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.810959] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11765] , 31.8067, -0.00957981, -0.190924, -0.143351, -0.999863, -0.00355357, 0.0138682, 0.00827735, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.813693] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11766] , 31.8067, -0.00957981, -0.190924, -0.143351, -0.999863, -0.00355357, 0.0138682, 0.00827735, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.817557] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11767] , 31.8167, -0.00957981, -0.190924, -0.143351, -0.999863, -0.00355357, 0.0138682, 0.00827735, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.821740] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11768] , 31.8167, -0.00956939, -0.190923, -0.143351, -0.999864, -0.00355069, 0.0138475, 0.00826812, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.822294] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11769] , 31.8167, -0.00956939, -0.190923, -0.143351, -0.999864, -0.00355069, 0.0138475, 0.00826812, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.824948] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11770] , 31.8167, -0.00956939, -0.190923, -0.143351, -0.999864, -0.00355069, 0.0138475, 0.00826812, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.829462] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11771] , 31.8267, -0.00956939, -0.190923, -0.143351, -0.999864, -0.00355069, 0.0138475, 0.00826812, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.832292] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11772] , 31.8267, -0.00956951, -0.190929, -0.143351, -0.999862, -0.00359884, 0.0139204, 0.00828942, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.835344] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11773] , 31.8267, -0.00956951, -0.190929, -0.143351, -0.999862, -0.00359884, 0.0139204, 0.00828942, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.839462] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11774] , 31.8367, -0.00956951, -0.190929, -0.143351, -0.999862, -0.00359884, 0.0139204, 0.00828942, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.846899] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11775] , 31.8367, -0.00958215, -0.190921, -0.143351, -0.999862, -0.00361716, 0.0139577, 0.00829175, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.847613] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11776] , 31.8467, -0.00958215, -0.190921, -0.143351, -0.999862, -0.00361716, 0.0139577, 0.00829175, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.848795] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11777] , 31.8467, -0.00958215, -0.190921, -0.143351, -0.999862, -0.00361716, 0.0139577, 0.00829175, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.851528] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11778] , 31.8467, -0.00956487, -0.190918, -0.143366, -0.999862, -0.00359842, 0.0139382, 0.00828506, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.857624] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11779] , 31.8567, -0.00956487, -0.190918, -0.143366, -0.999862, -0.00359842, 0.0139382, 0.00828506, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.858395] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11780] , 31.8567, -0.00956487, -0.190918, -0.143366, -0.999862, -0.00359842, 0.0139382, 0.00828506, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.861743] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11781] , 31.8567, -0.00957331, -0.190915, -0.143379, -0.999863, -0.00360088, 0.0138882, 0.00829032, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.865039] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11782] , 31.8567, -0.00957331, -0.190915, -0.143379, -0.999863, -0.00360088, 0.0138882, 0.00829032, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.867209] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11783] , 31.8667, -0.00957331, -0.190915, -0.143379, -0.999863, -0.00360088, 0.0138882, 0.00829032, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.872563] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11784] , 31.8667, -0.00957139, -0.190914, -0.143389, -0.999863, -0.00358498, 0.0138907, 0.00827705, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.873360] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11785] , 31.8667, -0.00957139, -0.190914, -0.143389, -0.999863, -0.00358498, 0.0138907, 0.00827705, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.877739] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11786] , 31.8767, -0.00957139, -0.190914, -0.143389, -0.999863, -0.00358498, 0.0138907, 0.00827705, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.880987] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11787] , 31.8767, -0.00957186, -0.190926, -0.14339, -0.999862, -0.00358765, 0.0139047, 0.0082933, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.884045] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11788] , 31.8767, -0.00957186, -0.190926, -0.14339, -0.999862, -0.00358765, 0.0139047, 0.0082933, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.885985] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11789] , 31.8767, -0.00957186, -0.190926, -0.14339, -0.999862, -0.00358765, 0.0139047, 0.0082933, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.888968] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11790] , 31.8867, -0.00957739, -0.190927, -0.143384, -0.999863, -0.00357672, 0.0138905, 0.00829734, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.893547] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11791] , 31.8867, -0.00957739, -0.190927, -0.143384, -0.999863, -0.00357672, 0.0138905, 0.00829734, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.896143] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11792] , 31.8867, -0.00957739, -0.190927, -0.143384, -0.999863, -0.00357672, 0.0138905, 0.00829734, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.899048] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11793] , 31.8967, -0.00957739, -0.190927, -0.143384, -0.999863, -0.00357672, 0.0138905, 0.00829734, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:43:38.902073] [0x0000007f8e6fd9a0] [MocapTag] [0x00005057] [11794] , 31.8967, -0.00957364, -0.190921, -0.143374, -0.999863, -0.00358017, 0.0138477, 0.00828006, 0, 0, 0, 0, 0, 0, 
