[2024-10-16 17:54:22.609861] [0x0000007f8e48c010] [VioTag] [0x000063df] [3] , Controller time [s], VIO Position x [m], VIO Position y [m], VIO Position z [m], VIO velocity x [m/s], VIO velocity y [m/s], VIO velocity z [m/s], VIO acceleration x [m/s^2], VIO acceleration y [m/s^2], VIO acceleration z [m/s^2], VIO Quaternion q0 [-], VIO Quaternion q1 [-], VIO Quaternion q2 [-], VIO Quaternion q3 [-], VIO Angular velocity x [rad/s], VIO Angular velocity y [rad/s], VIO Angular velocity z [rad/s], VIO Angular acceleration x [rad/s], VIO Angular acceleration y [rad/s], VIO Angular acceleration z [rad/s], VIO pose confidence level [-], VIO map confidence level [-], 
[2024-10-16 17:54:43.701892] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12294] , 26.6965, 0.0786342, 0.0195286, -0.923608, 0.0323487, -0.00183962, -0.0970042, 0.113964, -0.251553, -0.305227, 0.997011, 0.00433356, -0.0528482, 0.056186, 0.0472708, 0.296034, 0.0668016, 0.0472708, 0.296034, 0.0668016, 3, 0, 
[2024-10-16 17:54:43.706580] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12296] , 26.6965, 0.0788268, 0.0195283, -0.924152, 0.0368036, -0.00144607, -0.105985, 0.411803, -0.120983, -0.880533, 0.997045, 0.0045546, -0.0520996, 0.0562673, 0.042224, 0.29976, 0.0788378, 0.042224, 0.29976, 0.0788378, 3, 0, 
[2024-10-16 17:54:43.711636] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12300] , 26.7065, 0.0790164, 0.0195201, -0.924692, 0.0385729, -0.00208089, -0.109927, 0.385091, -0.123831, -0.83857, 0.997078, 0.00477412, -0.0513308, 0.0563756, 0.0156841, 0.343545, 0.0540212, 0.0156841, 0.343545, 0.0540212, 3, 0, 
[2024-10-16 17:54:43.716516] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12303] , 26.7065, 0.0780673, 0.0186917, -0.923634, 0.0361044, -0.0072946, -0.110072, 0.470716, -0.12108, -0.753244, 0.997121, 0.0049518, -0.0503601, 0.0564772, 0.0147303, 0.33996, 0.0536258, 0.0147303, 0.33996, 0.0536258, 3, 0, 
[2024-10-16 17:54:43.721713] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12305] , 26.7165, 0.0782231, 0.0186364, -0.924185, 0.034944, -0.0099837, -0.11309, 0.238934, -0.258606, -0.703859, 0.997157, 0.00511233, -0.0495236, 0.0565682, 0.00682379, 0.358161, 0.0417352, 0.00682379, 0.358161, 0.0417352, 3, 0, 
[2024-10-16 17:54:43.726695] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12309] , 26.7165, 0.078402, 0.0185837, -0.924764, 0.036169, -0.0112721, -0.117178, 0.240196, -0.258431, -0.731875, 0.9972, 0.00519098, -0.0485873, 0.0566069, 0.00305889, 0.372654, 0.00592544, 0.00305889, 0.372654, 0.00592544, 3, 0, 
[2024-10-16 17:54:43.731834] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12313] , 26.7265, 0.078581, 0.0185235, -0.925364, 0.0369311, -0.0126123, -0.12121, 0.222728, -0.260277, -0.746494, 0.997244, 0.00524712, -0.0476744, 0.056606, -0.014039, 0.368133, 0.00227559, -0.014039, 0.368133, 0.00227559, 3, 0, 
[2024-10-16 17:54:43.736590] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12315] , 26.7265, 0.0787783, 0.0184745, -0.925992, 0.0395876, -0.0114473, -0.126087, 0.354077, -0.0623587, -0.813194, 0.997285, 0.00526443, -0.0467485, 0.0566492, -0.0164782, 0.364656, 0.01733, -0.0164782, 0.364656, 0.01733, 3, 0, 
[2024-10-16 17:54:43.744154] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12319] , 26.7365, 0.0789813, 0.0184166, -0.926634, 0.0412777, -0.0117683, -0.129954, 0.345838, -0.0632947, -0.793351, 0.997325, 0.0053259, -0.045829, 0.0566935, -0.00490704, 0.383509, 0.0123453, -0.00490704, 0.383509, 0.0123453, 3, 0, 
[2024-10-16 17:54:43.746667] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12322] , 26.7365, 0.0780614, 0.0170945, -0.926252, 0.0408123, -0.0185648, -0.13318, 0.55812, -0.0408388, -0.785783, 0.997364, 0.00543385, -0.0449246, 0.0567284, -0.0193263, 0.365281, -0.00870851, -0.0193263, 0.365281, -0.00870851, 3, 0, 
[2024-10-16 17:54:43.751691] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12325] , 26.7465, 0.0782687, 0.0169975, -0.92691, 0.043248, -0.018832, -0.136446, 0.549413, -0.0417817, -0.771347, 0.997403, 0.00541598, -0.0440224, 0.0567474, -0.0328452, 0.368513, 0.00481732, -0.0328452, 0.368513, 0.00481732, 3, 0, 
[2024-10-16 17:54:43.756641] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12328] , 26.7465, 0.0784433, 0.0169067, -0.927588, 0.0419463, -0.018353, -0.138861, 0.331988, 0.00124778, -0.68958, 0.997443, 0.00542937, -0.0430321, 0.0568091, -0.0212447, 0.425978, 0.011223, -0.0212447, 0.425978, 0.011223, 3, 0, 
[2024-10-16 17:54:43.761767] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12332] , 26.7565, 0.0786514, 0.0168141, -0.9283, 0.043757, -0.0183304, -0.141964, 0.344903, 0.00252892, -0.661138, 0.997486, 0.00544323, -0.0419838, 0.0568374, -0.0329361, 0.381384, -0.00739537, -0.0329361, 0.381384, -0.00739537, 3, 0, 
[2024-10-16 17:54:43.766824] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12334] , 26.7565, 0.0788696, 0.0167238, -0.929022, 0.0451324, -0.0183438, -0.144524, 0.327131, 0.000461103, -0.619363, 0.99752, 0.00542266, -0.0410712, 0.0568935, -0.0307655, 0.385041, 0.0354303, -0.0307655, 0.385041, 0.0354303, 3, 0, 
[2024-10-16 17:54:43.771701] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12338] , 26.7665, 0.0790969, 0.0166506, -0.929725, 0.0464991, -0.0161442, -0.142973, 0.339546, 0.178098, -0.282398, 0.997555, 0.00547189, -0.0400645, 0.0569945, -0.0283771, 0.393866, -0.00165092, -0.0283771, 0.393866, -0.00165092, 3, 0, 
[2024-10-16 17:54:43.777164] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12341] , 26.7665, 0.0793429, 0.0165761, -0.930453, 0.0492623, -0.015117, -0.14531, 0.422387, 0.187265, -0.353717, 0.997594, 0.00544352, -0.0390994, 0.0569971, -0.0245708, 0.393475, 0.0147684, -0.0245708, 0.393475, 0.0147684, 3, 0, 
[2024-10-16 17:54:43.781781] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12344] , 26.7765, 0.0793903, 0.0151441, -0.929345, 0.0620195, -0.0196097, -0.152443, 0.690484, 0.216476, -0.737495, 0.997625, 0.00549174, -0.0381529, 0.0570838, -0.0591161, 0.403429, -0.0194663, -0.0591161, 0.403429, -0.0194663, 3, 0, 
[2024-10-16 17:54:43.786955] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12346] , 26.7765, 0.0797764, 0.0150185, -0.9302, 0.0718882, -0.0225348, -0.16465, 1.07636, -0.0411839, -1.25003, 0.997664, 0.00533225, -0.0371678, 0.0570697, -0.064267, 0.362305, -0.0417283, -0.064267, 0.362305, -0.0417283, 3, 0, 
[2024-10-16 17:54:43.791729] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12350] , 26.7865, 0.0801473, 0.0149084, -0.931031, 0.0765529, -0.0228021, -0.169886, 1.03359, -0.0460559, -1.19185, 0.997698, 0.00520266, -0.0362882, 0.0570591, -0.0675085, 0.35168, -0.0643513, -0.0675085, 0.35168, -0.0643513, 3, 0, 
[2024-10-16 17:54:43.797316] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12353] , 26.7965, 0.0805326, 0.0147963, -0.931881, 0.0804603, -0.0231521, -0.174538, 0.976324, -0.052497, -1.13337, 0.997733, 0.00502595, -0.0353853, 0.0570235, -0.0606218, 0.349251, -0.0108725, -0.0606218, 0.349251, -0.0108725, 3, 0, 
[2024-10-16 17:54:43.802143] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12357] , 26.7965, 0.0808881, 0.014703, -0.932689, 0.0778896, -0.0204342, -0.169877, 0.4414, 0.190901, -0.361492, 0.997758, 0.00498337, -0.0345391, 0.057116, -0.0506698, 0.326575, -0.00684728, -0.0506698, 0.326575, -0.00684728, 3, 0, 
[2024-10-16 17:54:43.806667] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12359] , 26.7965, 0.0812855, 0.0146048, -0.933545, 0.0806263, -0.019411, -0.172302, 0.487797, 0.19609, -0.416318, 0.997785, 0.00489396, -0.0337718, 0.0571052, -0.025456, 0.269445, -0.0260879, -0.025456, 0.269445, -0.0260879, 3, 0, 
[2024-10-16 17:54:43.811722] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12363] , 26.8065, 0.081697, 0.0145111, -0.934415, 0.0831441, -0.0184147, -0.175005, 0.492101, 0.196678, -0.454685, 0.997808, 0.00486151, -0.0331098, 0.0570983, -0.0402504, 0.287953, -0.0198788, -0.0402504, 0.287953, -0.0198788, 3, 0, 
[2024-10-16 17:54:43.816698] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12365] , 26.8065, 0.0820652, 0.0146671, -0.931409, 0.0812602, -0.0178628, -0.158787, 0.508144, 0.216673, -0.76514, 0.99784, 0.00482084, -0.0321697, 0.0570799, -0.0577902, 0.30744, 0.000339767, -0.0577902, 0.30744, 0.000339767, 3, 0, 
[2024-10-16 17:54:43.821837] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12369] , 26.8165, 0.0824836, 0.0145803, -0.932215, 0.0840096, -0.0167604, -0.162918, 0.516652, 0.21765, -0.779398, 0.997858, 0.00479499, -0.0313908, 0.0572012, -0.0409477, 0.326771, 0.0597162, -0.0409477, 0.326771, 0.0597162, 3, 0, 
[2024-10-16 17:54:43.828199] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12373] , 26.8165, 0.0829313, 0.0144978, -0.933054, 0.0877122, -0.0155705, -0.168007, 0.556685, 0.222159, -0.823951, 0.997872, 0.00483769, -0.0306, 0.0573766, -0.0436387, 0.269824, 0.0304142, -0.0436387, 0.269824, 0.0304142, 3, 0, 
[2024-10-16 17:54:43.831976] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12375] , 26.8265, 0.08339, 0.0144225, -0.933915, 0.0910473, -0.0144072, -0.172874, 0.57307, 0.224026, -0.847613, 0.997887, 0.00477062, -0.0299935, 0.0574328, -0.0448653, 0.243793, -0.0164656, -0.0448653, 0.243793, -0.0164656, 3, 0, 
[2024-10-16 17:54:43.837030] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12378] , 26.8365, 0.0838011, 0.0142936, -0.934638, 0.0877271, -0.0201909, -0.158954, 0.164856, -0.235161, 0.381145, 0.997905, 0.00466805, -0.0293905, 0.057453, -0.069193, 0.200763, -0.0285604, -0.069193, 0.200763, -0.0285604, 3, 0, 
[2024-10-16 17:54:43.842029] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12382] , 26.8365, 0.0842515, 0.0141897, -0.935453, 0.0889432, -0.0213263, -0.158683, 0.178743, -0.233432, 0.319572, 0.997917, 0.00450466, -0.0288806, 0.0575108, -0.0730462, 0.246026, 0.00319584, -0.0730462, 0.246026, 0.00319584, 3, 0, 
[2024-10-16 17:54:43.846764] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12384] , 26.8365, 0.0859805, 0.0144526, -0.932489, 0.0926737, -0.0252127, -0.132356, 0.171994, -0.233118, 0.232368, 0.997935, 0.00446722, -0.0280699, 0.057611, -0.0659112, 0.241743, -0.0138821, -0.0659112, 0.241743, -0.0138821, 3, 0, 
[2024-10-16 17:54:43.851839] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12388] , 26.8465, 0.0864593, 0.0143253, -0.933219, 0.0938162, -0.0261031, -0.138601, 0.175242, -0.217293, -0.197578, 0.99795, 0.00430605, -0.0275083, 0.0576202, -0.0707445, 0.223382, -0.0502931, -0.0707445, 0.223382, -0.0502931, 3, 0, 
[2024-10-16 17:54:43.856810] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12391] , 26.8465, 0.0869349, 0.014192, -0.933911, 0.0946276, -0.0272021, -0.139405, 0.169558, -0.217938, -0.187114, 0.997969, 0.00410204, -0.0269323, 0.0575877, -0.0784775, 0.207013, -0.0723203, -0.0784775, 0.207013, -0.0723203, 3, 0, 
[2024-10-16 17:54:43.861833] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12394] , 26.8565, 0.0874126, 0.0140522, -0.934606, 0.0952753, -0.0283239, -0.139981, 0.15886, -0.219145, -0.170455, 0.997987, 0.0038605, -0.0264147, 0.0575258, -0.0783811, 0.216028, -0.0740058, -0.0783811, 0.216028, -0.0740058, 3, 0, 
[2024-10-16 17:54:43.866936] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12397] , 26.8565, 0.087855, 0.0139305, -0.935275, 0.090461, -0.0263114, -0.136223, -0.296134, 0.0281394, 0.202183, 0.998005, 0.00366955, -0.0258282, 0.0574995, -0.0614646, 0.227187, -0.0284512, -0.0614646, 0.227187, -0.0284512, 3, 0, 
[2024-10-16 17:54:43.872266] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12401] , 26.8665, 0.0883027, 0.0138014, -0.93595, 0.0884933, -0.02621, -0.13459, -0.336921, 0.0235996, 0.253522, 0.998018, 0.00353333, -0.0252679, 0.0575215, -0.0734149, 0.22015, -0.0498013, -0.0734149, 0.22015, -0.0498013, 3, 0, 
[2024-10-16 17:54:43.876780] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12403] , 26.8665, 0.0887374, 0.0136722, -0.936615, 0.0861844, -0.0261487, -0.132601, -0.373677, 0.0195164, 0.295648, 0.998034, 0.00331845, -0.0247088, 0.0575012, -0.0765086, 0.210098, -0.0362463, -0.0765086, 0.210098, -0.0362463, 3, 0, 
[2024-10-16 17:54:43.882077] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12407] , 26.8765, 0.0898766, 0.0136304, -0.932364, 0.0832334, -0.0257316, -0.103105, -0.402731, 0.0645373, 0.514125, 0.998048, 0.00309361, -0.0241753, 0.0575068, -0.0903033, 0.152519, -0.0633902, -0.0903033, 0.152519, -0.0633902, 3, 0, 
[2024-10-16 17:54:43.886859] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12410] , 26.8765, 0.0902959, 0.013513, -0.9329, 0.0825553, -0.0251964, -0.102562, -0.331778, 0.0722873, 0.411494, 0.998059, 0.00283887, -0.0237868, 0.0574787, -0.0688382, 0.181941, -0.0261499, -0.0688382, 0.181941, -0.0261499, 3, 0, 
[2024-10-16 17:54:43.891915] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12414] , 26.8865, 0.0907121, 0.0133955, -0.933438, 0.0818876, -0.0246803, -0.102425, -0.28969, 0.0768889, 0.334106, 0.998067, 0.00273774, -0.0232992, 0.0575578, -0.0724525, 0.164179, -0.00816195, -0.0724525, 0.164179, -0.00816195, 3, 0, 
[2024-10-16 17:54:43.898906] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12418] , 26.8965, 0.0911252, 0.0132798, -0.933988, 0.0813615, -0.0238213, -0.104657, -0.23614, 0.110687, 0.0821166, 0.998072, 0.00256151, -0.0229342, 0.057618, -0.0695765, 0.150698, -0.0082256, -0.0695765, 0.150698, -0.0082256, 3, 0, 
[2024-10-16 17:54:43.901901] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12420] , 26.8965, 0.0915298, 0.0131657, -0.934513, 0.0797517, -0.0232909, -0.103309, -0.276903, 0.106251, 0.172396, 0.998079, 0.00240685, -0.0224985, 0.0576738, -0.0984179, 0.177652, -0.0585472, -0.0984179, 0.177652, -0.0585472, 3, 0, 
[2024-10-16 17:54:43.906869] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12423] , 26.8965, 0.0919251, 0.0130545, -0.935024, 0.0776617, -0.0228124, -0.10117, -0.323019, 0.101231, 0.254669, 0.99809, 0.00210652, -0.022079, 0.0576628, -0.0909641, 0.131438, -0.0375324, -0.0909641, 0.131438, -0.0375324, 3, 0, 
[2024-10-16 17:54:43.911798] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12426] , 26.9065, 0.0921068, 0.0129098, -0.93536, 0.0466419, -0.0272639, -0.0763376, -2.65179, -0.293923, 2.1048, 0.998093, 0.00194761, -0.0217231, 0.0577401, -0.0845561, 0.180766, -0.0162086, -0.0845561, 0.180766, -0.0162086, 3, 0, 
[2024-10-16 17:54:43.916803] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12429] , 26.9065, 0.0925248, 0.0134701, -0.93206, 0.0300913, -0.0269568, -0.0511786, -2.28821, -0.251918, 1.41621, 0.998102, 0.0017317, -0.0212069, 0.0577826, -0.0752786, 0.0771895, -0.0162714, -0.0752786, 0.0771895, -0.0162714, 3, 0, 
[2024-10-16 17:54:43.921965] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12433] , 26.9165, 0.0926561, 0.0133357, -0.932289, 0.0185148, -0.0282157, -0.0437832, -2.29899, -0.253097, 1.43078, 0.998102, 0.00156406, -0.0211145, 0.0578288, -0.0742361, 0.0671996, -0.0390558, -0.0742361, 0.0671996, -0.0390558, 3, 0, 
[2024-10-16 17:54:43.926770] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12435] , 26.9165, 0.0927246, 0.0131937, -0.932485, 0.00673853, -0.0295006, -0.0364352, -2.3129, -0.254615, 1.4377, 0.998108, 0.00133139, -0.020851, 0.0578322, -0.0913286, 0.0674705, -0.0412757, -0.0913286, 0.0674705, -0.0412757, 3, 0, 
[2024-10-16 17:54:43.932121] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12439] , 26.9265, 0.0926471, 0.0130316, -0.932579, -0.0132746, -0.0319993, -0.022681, -2.79448, -0.324841, 1.81336, 0.998107, 0.00110452, -0.020728, 0.057889, -0.0906148, 0.06375, -0.0246377, -0.0906148, 0.06375, -0.0246377, 3, 0, 
[2024-10-16 17:54:43.937042] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12441] , 26.9265, 0.0925458, 0.0128673, -0.932664, -0.0273611, -0.0336359, -0.0133228, -2.79956, -0.325353, 1.82644, 0.998109, 0.000886734, -0.020522, 0.057938, -0.0866536, 0.0526738, -0.0389239, -0.0866536, 0.0526738, -0.0389239, 3, 0, 
[2024-10-16 17:54:43.941978] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12445] , 26.9365, 0.0923724, 0.0126946, -0.932705, -0.0414985, -0.0352781, -0.00399059, -2.8044, -0.32586, 1.83364, 0.99811, 0.000651045, -0.0204557, 0.0579507, -0.0816768, 0.00679487, -0.048143, -0.0816768, 0.00679487, -0.048143, 3, 0, 
[2024-10-16 17:54:43.946903] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12448] , 26.9365, 0.0959052, 0.0143921, -0.92901, 0.0136766, -0.0263598, 0.00230847, -0.236526, -0.150068, 0.584673, 0.998117, 0.00039414, -0.0203331, 0.0578652, -0.0967227, 0.00617731, -0.0701941, -0.0967227, 0.00617731, -0.0701941, 3, 0, 
[2024-10-16 17:54:43.951942] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12452] , 26.9465, 0.0959741, 0.0142558, -0.929004, 0.0127975, -0.0270976, 0.0046256, -0.225479, -0.148946, 0.563738, 0.998119, 0.000104217, -0.0202904, 0.0578482, -0.0835366, 0.000961037, -0.0438589, -0.0835366, 0.000961037, -0.0438589, 3, 0, 
[2024-10-16 17:54:43.956881] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12454] , 26.9465, 0.0960409, 0.0141164, -0.928986, 0.0120299, -0.0278215, 0.00685338, -0.214477, -0.147815, 0.546302, 0.998118, -0.000108927, -0.0202807, 0.0578708, -0.0850223, 0.0116264, -0.0525734, -0.0850223, 0.0116264, -0.0525734, 3, 0, 
[2024-10-16 17:54:43.961961] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12458] , 26.9565, 0.096189, 0.0140117, -0.92916, 0.0201145, -0.0245024, -0.0127392, 0.345011, 0.104515, -0.826831, 0.998121, -0.000378516, -0.0201889, 0.0578539, -0.0856343, 0.0462087, -0.0529703, -0.0856343, 0.0462087, -0.0529703, 3, 0, 
[2024-10-16 17:54:43.968788] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12462] , 26.9665, 0.0962922, 0.0138893, -0.929228, 0.0214901, -0.0240179, -0.0160084, 0.324499, 0.102559, -0.776695, 0.998122, -0.000620723, -0.0200682, 0.0578662, -0.101262, 0.0262074, -0.057388, -0.101262, 0.0262074, -0.057388, 3, 0, 
[2024-10-16 17:54:43.971982] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12465] , 26.9665, 0.0964027, 0.0137695, -0.929309, 0.0229861, -0.0235171, -0.0189932, 0.318695, 0.102157, -0.73621, 0.998123, -0.000925586, -0.0200367, 0.057863, -0.090473, -0.0105257, -0.0584477, -0.090473, -0.0105257, -0.0584477, 3, 0, 
[2024-10-16 17:54:43.976912] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12467] , 26.9665, 0.0965208, 0.0136463, -0.929416, 0.0245337, -0.0239282, -0.0233829, 0.317098, 0.0287286, -0.818142, 0.998123, -0.00116909, -0.0200449, 0.0578524, -0.0850641, 0.0037855, -0.0587488, -0.0850641, 0.0037855, -0.0587488, 3, 0, 
[2024-10-16 17:54:43.982036] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12471] , 26.9765, 0.0975135, 0.0146427, -0.925148, 0.0285923, -0.0198021, -0.0141447, 0.304039, 0.0333591, -1.11181, 0.998122, -0.00144215, -0.0200102, 0.0578875, -0.112634, -0.054899, -0.0534625, -0.112634, -0.054899, -0.0534625, 3, 0, 
[2024-10-16 17:54:43.987054] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12474] , 26.9865, 0.0976552, 0.0145419, -0.925239, 0.0299786, -0.0196569, -0.019802, 0.298206, 0.0327018, -1.11491, 0.998117, -0.00178589, -0.0201576, 0.057909, -0.1153, -0.0311866, -0.0817073, -0.1153, -0.0311866, -0.0817073, 3, 0, 
[2024-10-16 17:54:43.991966] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12477] , 26.9865, 0.0977325, 0.014435, -0.92531, 0.0231564, -0.0202877, -0.0200692, -0.244042, -0.0185296, -0.764009, 0.998119, -0.00213905, -0.0201915, 0.0578466, -0.100934, -0.0612866, -0.0924643, -0.100934, -0.0612866, -0.0924643, 3, 0, 
[2024-10-16 17:54:43.997374] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12481] , 26.9965, 0.0978429, 0.0143325, -0.925427, 0.0220438, -0.0203715, -0.0241923, -0.237807, -0.0179662, -0.777096, 0.998117, -0.00246268, -0.020352, 0.0578078, -0.099593, -0.0232094, -0.0623716, -0.099593, -0.0232094, -0.0623716, 3, 0, 
[2024-10-16 17:54:44.002696] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12484] , 26.9965, 0.097948, 0.0142296, -0.925562, 0.0208565, -0.0204631, -0.0281789, -0.237172, -0.0179252, -0.780221, 0.998116, -0.00272591, -0.0203047, 0.0578413, -0.0928335, 0.00189528, -0.0226586, -0.0928335, 0.00189528, -0.0226586, 3, 0, 
[2024-10-16 17:54:44.007159] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12486] , 27.0065, 0.0980896, 0.0141312, -0.925725, 0.0260041, -0.0198103, -0.0340948, 0.290826, 0.0439144, -0.953334, 0.998109, -0.0029401, -0.0203763, 0.0579137, -0.0815089, -0.0562526, -0.0291908, -0.0815089, -0.0562526, -0.0291908, 3, 0, 
[2024-10-16 17:54:44.011957] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12490] , 27.0065, 0.098223, 0.0140322, -0.925907, 0.0277162, -0.019567, -0.0390831, 0.316318, 0.046464, -0.975324, 0.998106, -0.00315717, -0.0204716, 0.0579325, -0.0700413, -0.00934374, -0.0330281, -0.0700413, -0.00934374, -0.0330281, 3, 0, 
[2024-10-16 17:54:44.018527] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12494] , 27.0165, 0.100388, 0.0149161, -0.922392, 0.0354293, -0.0161182, -0.024257, 0.142666, 0.0335285, -0.870923, 0.998102, -0.00338381, -0.0204967, 0.0579687, -0.106291, -0.0298472, -0.0587737, -0.106291, -0.0298472, -0.0587737, 3, 0, 
[2024-10-16 17:54:44.022210] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12496] , 27.0165, 0.10057, 0.014832, -0.922519, 0.0358516, -0.0159988, -0.0276946, 0.127829, 0.0324267, -0.827856, 0.998096, -0.00369819, -0.0206228, 0.0580098, -0.0965737, -0.0567302, -0.0111039, -0.0965737, -0.0567302, -0.0111039, 3, 0, 
[2024-10-16 17:54:44.027145] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12499] , 27.0265, 0.100757, 0.0147357, -0.922565, 0.0368786, -0.0171424, -0.0214023, 0.161295, -0.0410834, -0.235532, 0.998087, -0.00386645, -0.0207298, 0.0581137, -0.0734212, -0.0508327, -0.0276899, -0.0734212, -0.0508327, -0.0276899, 3, 0, 
[2024-10-16 17:54:44.032432] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12503] , 27.0265, 0.100969, 0.0146488, -0.922694, 0.0395983, -0.0171761, -0.0240961, 0.255898, -0.0316456, -0.310685, 0.998082, -0.00407373, -0.0208476, 0.058143, -0.0697742, -0.041713, 0.0104152, -0.0697742, -0.041713, 0.0104152, 3, 0, 
[2024-10-16 17:54:44.037040] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12505] , 27.0365, 0.101202, 0.0145624, -0.922848, 0.0430028, -0.0171447, -0.0276459, 0.340063, -0.0234038, -0.389959, 0.998072, -0.00421783, -0.0209458, 0.0582801, -0.0947168, -0.0597537, -0.0342714, -0.0947168, -0.0597537, -0.0342714, 3, 0, 
[2024-10-16 17:54:44.042082] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12509] , 27.0365, 0.101504, 0.0144516, -0.923077, 0.0540434, -0.0206389, -0.0391344, 1.01132, -0.299187, -1.06386, 0.998067, -0.00453429, -0.0211327, 0.0582629, -0.0887913, -0.0970191, -0.0514798, -0.0887913, -0.0970191, -0.0514798, 3, 0, 
[2024-10-16 17:54:44.047260] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12512] , 27.0465, 0.104189, 0.015149, -0.920259, 0.0607063, -0.0230267, -0.0164694, 0.309267, -0.360444, -0.355998, 0.998053, -0.00476979, -0.0214834, 0.0583639, -0.0914248, -0.10316, -0.0406817, -0.0914248, -0.10316, -0.0406817, 3, 0, 
[2024-10-16 17:54:44.052070] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12515] , 27.0465, 0.104496, 0.0150261, -0.920337, 0.0621761, -0.0248521, -0.0177801, 0.307172, -0.360464, -0.343793, 0.998045, -0.00501629, -0.0216972, 0.0584037, -0.0719058, -0.0759236, -0.0171023, -0.0719058, -0.0759236, -0.0171023, 3, 0, 
[2024-10-16 17:54:44.058917] [0x0000007f6dffa9a0] [VioTag] [0x000063df] [12519] , 27.0565, 0.104803, 0.0149493, -0.92046, 0.0629713, -0.0207302, -0.0234098, 0.267313, 0.0141103, -0.606733, 0.998037, -0.00516629, -0.0218716, 0.0584557, -0.0578668, -0.0823047, -0.0220843, -0.0578668, -0.0823047, -0.0220843, 3, 0, 
