[2024-10-16 17:54:18.016659] [0x0000007f8e48c010] [MocapTag] [0x000063df] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-10-16 17:54:35.146430] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6868] , 18.1365, -0.171409, -0.300192, -0.912807, -0.999557, 0.00164567, 0.0289487, -0.00664124, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.150785] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6870] , 18.1465, -0.171409, -0.300192, -0.912807, -0.999557, 0.00164567, 0.0289487, -0.00664124, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.153405] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6872] , 18.1465, -0.171388, -0.300257, -0.913956, -0.999589, 0.000893023, 0.0280166, -0.00601433, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.156253] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6874] , 18.1465, -0.171388, -0.300257, -0.913956, -0.999589, 0.000893023, 0.0280166, -0.00601433, 0.00213575, -0.00655199, -0.114939, 0.14596, -0.187564, 0.121104, 
[2024-10-16 17:54:35.158922] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6876] , 18.1565, -0.171388, -0.300257, -0.913956, -0.999589, 0.000893023, 0.0280166, -0.00601433, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.161482] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6878] , 18.1565, -0.172352, -0.300477, -0.914982, -0.999566, 0.00030154, 0.0289168, -0.005593, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.166446] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6880] , 18.1565, -0.172352, -0.300477, -0.914982, -0.999566, 0.00030154, 0.0289168, -0.005593, -0.0964269, -0.0220029, -0.102548, 0.117087, 0.17937, 0.0810174, 
[2024-10-16 17:54:35.169331] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6882] , 18.1665, -0.172352, -0.300477, -0.914982, -0.999566, 0.00030154, 0.0289168, -0.005593, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.171930] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6884] , 18.1665, -0.174308, -0.300864, -0.915827, -0.999497, -0.000127437, 0.0312877, -0.00526168, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.174668] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6885] , 18.1665, -0.174308, -0.300864, -0.915827, -0.999497, -0.000127437, 0.0312877, -0.00526168, -0.195611, -0.0386309, -0.0845246, -628.232, 0.473936, 0.0635749, 
[2024-10-16 17:54:35.177582] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6888] , 18.1765, -0.174308, -0.300864, -0.915827, -0.999497, -0.000127437, 0.0312877, -0.00526168, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.181748] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6890] , 18.1765, -0.174459, -0.301235, -0.916689, -0.999527, -0.00078319, 0.0302834, -0.00527099, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.184692] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6891] , 18.1765, -0.174459, -0.301235, -0.916689, -0.999527, -0.00078319, 0.0302834, -0.00527099, -0.0151256, -0.0371308, -0.0861639, 0.13032, -0.201639, 0, 
[2024-10-16 17:54:35.187092] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6893] , 18.1865, -0.174459, -0.301235, -0.916689, -0.999527, -0.00078319, 0.0302834, -0.00527099, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.190278] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6895] , 18.1865, -0.174459, -0.301235, -0.916689, -0.999527, -0.00078319, 0.0302834, -0.00527099, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.192400] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6897] , 18.1865, -0.175306, -0.301142, -0.917638, -0.999494, -0.00154788, 0.0314538, -0.00445714, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.197675] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6900] , 18.1965, -0.175306, -0.301142, -0.917638, -0.999494, -0.00154788, 0.0314538, -0.00445714, -0.0846264, 0.00924886, -0.0949634, 0.149274, 0.233651, 0.157895, 
[2024-10-16 17:54:35.201469] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6902] , 18.1965, -0.176266, -0.30142, -0.918397, -0.999468, -0.00202004, 0.0322691, -0.00423858, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.203263] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6903] , 18.1965, -0.176266, -0.30142, -0.918397, -0.999468, -0.00202004, 0.0322691, -0.00423858, -0.0960354, -0.027811, -0.0758867, 0.0939369, 0.162797, 0.0404061, 
[2024-10-16 17:54:35.205968] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6905] , 18.1965, -0.176266, -0.30142, -0.918397, -0.999468, -0.00202004, 0.0322691, -0.00423858, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.208613] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6907] , 18.2065, -0.176266, -0.30142, -0.918397, -0.999468, -0.00202004, 0.0322691, -0.00423858, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.213194] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6909] , 18.2065, -0.177347, -0.301935, -0.919021, -0.999443, -0.00247391, 0.032967, -0.00452647, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.216186] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6911] , 18.2065, -0.177347, -0.301935, -0.919021, -0.999443, -0.00247391, 0.032967, -0.00452647, -0.108103, -0.0514532, -0.062393, 0.0934362, 0.139115, -0.0610125, 
[2024-10-16 17:54:35.218811] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6913] , 18.2165, -0.177347, -0.301935, -0.919021, -0.999443, -0.00247391, 0.032967, -0.00452647, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.221528] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6915] , 18.2165, -0.17821, -0.301903, -0.919752, -0.999406, -0.00305769, 0.0341235, -0.00367163, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.241731] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6922] , 18.2365, -0.17821, -0.301903, -0.919752, -0.999406, -0.00305769, 0.0341235, -0.00367163, -0.0862836, 0.00317807, -0.0731192, 0.112224, 0.231437, 0.166593, 
[2024-10-16 17:54:35.242024] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6923] , 18.2365, -0.17821, -0.301903, -0.919752, -0.999406, -0.00305769, 0.0341235, -0.00367163, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.242196] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6924] , 18.2365, -0.17926, -0.302159, -0.920307, -0.999368, -0.00365544, 0.0351986, -0.00333637, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.242576] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6925] , 18.2365, -0.17926, -0.302159, -0.920307, -0.999368, -0.00365544, 0.0351986, -0.00333637, -0.105014, -0.0255526, -0.0554649, 0.118279, 0.21495, 0.0622156, 
[2024-10-16 17:54:35.242936] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6926] , 18.2365, -0.17926, -0.302159, -0.920307, -0.999368, -0.00365544, 0.0351986, -0.00333637, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.243312] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6927] , 18.2365, -0.17926, -0.302159, -0.920307, -0.999368, -0.00365544, 0.0351986, -0.00333637, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.243685] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6928] , 18.2365, -0.180199, -0.302375, -0.920822, -0.999341, -0.00421203, 0.0359423, -0.00284324, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.245851] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6930] , 18.2365, -0.180199, -0.302375, -0.920822, -0.999341, -0.00421203, 0.0359423, -0.00284324, -0.0938597, -0.0216367, -0.0514688, 0.108528, 0.148867, 0.0942063, 
[2024-10-16 17:54:35.248611] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6932] , 18.2465, -0.180199, -0.302375, -0.920822, -0.999341, -0.00421203, 0.0359423, -0.00284324, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.251058] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6934] , 18.2465, -0.181235, -0.302608, -0.921318, -0.999301, -0.00473126, 0.0369997, -0.00249076, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.253790] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6935] , 18.2465, -0.181235, -0.302608, -0.921318, -0.999301, -0.00473126, 0.0369997, -0.00249076, -0.10366, -0.0232689, -0.0496347, 0.102162, 0.211637, 0.0658239, 
[2024-10-16 17:54:35.256915] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6937] , 18.2565, -0.181235, -0.302608, -0.921318, -0.999301, -0.00473126, 0.0369997, -0.00249076, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.261525] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6940] , 18.2565, -0.181235, -0.302608, -0.921318, -0.999301, -0.00473126, 0.0369997, -0.00249076, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.263667] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6941] , 18.2565, -0.182142, -0.302841, -0.921764, -0.999277, -0.00493403, 0.0376425, -0.00221291, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.267841] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6944] , 18.2665, -0.182142, -0.302841, -0.921764, -0.999277, -0.00493403, 0.0376425, -0.00221291, -0.0907196, -0.0232835, -0.0446204, 0.0389338, 0.128829, 0.0535091, 
[2024-10-16 17:54:35.269315] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6945] , 18.2665, -0.182142, -0.302841, -0.921764, -0.999277, -0.00493403, 0.0376425, -0.00221291, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.272050] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6947] , 18.2665, -0.183059, -0.303068, -0.922154, -0.999246, -0.00521589, 0.0384157, -0.00192332, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.276764] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6949] , 18.2765, -0.183059, -0.303068, -0.922154, -0.999246, -0.00521589, 0.0384157, -0.00192332, -0.0916192, -0.022782, -0.0389541, 0.0546932, 0.154917, 0.0550652, 
[2024-10-16 17:54:35.279422] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6951] , 18.2765, -0.183059, -0.303068, -0.922154, -0.999246, -0.00521589, 0.0384157, -0.00192332, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.281927] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6953] , 18.2765, -0.184762, -0.303396, -0.922474, -0.99916, -0.00523395, 0.0406087, -0.00166277, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.284506] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6954] , 18.2765, -0.184762, -0.303396, -0.922474, -0.99916, -0.00523395, 0.0406087, -0.00166277, -0.170359, -0.0327571, -0.0320227, 0, 0.439207, 0.049682, 
[2024-10-16 17:54:35.287215] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6956] , 18.2865, -0.184762, -0.303396, -0.922474, -0.99916, -0.00523395, 0.0406087, -0.00166277, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.289823] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6958] , 18.2865, -0.184762, -0.303396, -0.922474, -0.99916, -0.00523395, 0.0406087, -0.00166277, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.293414] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6960] , 18.2865, -0.184927, -0.303723, -0.922794, -0.999199, -0.00546516, 0.0396082, -0.0016372, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.296877] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6962] , 18.2865, -0.184927, -0.303723, -0.922794, -0.999199, -0.00546516, 0.0396082, -0.0016372, -0.0164441, -0.0327036, -0.0319735, 0.0457048, -0.200315, 0, 
[2024-10-16 17:54:35.298914] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6964] , 18.2965, -0.184927, -0.303723, -0.922794, -0.999199, -0.00546516, 0.0396082, -0.0016372, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.301455] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6966] , 18.2965, -0.186266, -0.303513, -0.923173, -0.999102, -0.00565725, 0.0419881, -0.000531242, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.304185] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6967] , 18.2965, -0.186266, -0.303513, -0.923173, -0.999102, -0.00565725, 0.0419881, -0.000531242, -0.133905, 0.0210207, -0.0379289, 0, 0.477552, 0.217432, 
[2024-10-16 17:54:35.308568] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6970] , 18.3065, -0.186266, -0.303513, -0.923173, -0.999102, -0.00565725, 0.0419881, -0.000531242, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.311200] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6972] , 18.3065, -0.186581, -0.303832, -0.923467, -0.999128, -0.00576495, 0.0413505, -0.000416354, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.314235] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6973] , 18.3065, -0.186581, -0.303832, -0.923467, -0.999128, -0.00576495, 0.0413505, -0.000416354, -0.0315366, -0.0318697, -0.02936, 0, -0.127499, 0, 
[2024-10-16 17:54:35.316580] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6975] , 18.3065, -0.186581, -0.303832, -0.923467, -0.999128, -0.00576495, 0.0413505, -0.000416354, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.319308] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6977] , 18.3165, -0.186581, -0.303832, -0.923467, -0.999128, -0.00576495, 0.0413505, -0.000416354, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.322936] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6979] , 18.3165, -0.187478, -0.30402, -0.923738, -0.999086, -0.00576094, 0.0423491, -2.3336e-05, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.325538] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6980] , 18.3165, -0.187478, -0.30402, -0.923738, -0.999086, -0.00576094, 0.0423491, -2.3336e-05, -0.0897416, -0.0188693, -0.0271318, 0, 0.200335, 0.0776745, 
[2024-10-16 17:54:35.328494] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6983] , 18.3265, -0.187478, -0.30402, -0.923738, -0.999086, -0.00576094, 0.0423491, -2.3336e-05, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.330829] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6984] , 18.3265, -0.188325, -0.304225, -0.92398, -0.999044, -0.0058328, 0.0433331, 0.000278839, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.333683] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6986] , 18.3265, -0.188325, -0.304225, -0.92398, -0.999044, -0.0058328, 0.0433331, 0.000278839, -0.0846267, -0.0204673, -0.0242411, 0, 0.197327, 0.0588328, 
[2024-10-16 17:54:35.336372] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6988] , 18.3265, -0.188325, -0.304225, -0.92398, -0.999044, -0.0058328, 0.0433331, 0.000278839, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.340967] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6991] , 18.3365, -0.188325, -0.304225, -0.92398, -0.999044, -0.0058328, 0.0433331, 0.000278839, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.343526] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6992] , 18.3365, -0.18912, -0.304648, -0.924218, -0.99901, -0.00569127, 0.0441242, 6.08072e-05, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.346280] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6993] , 18.3365, -0.18912, -0.304648, -0.924218, -0.99901, -0.00569127, 0.0441242, 6.08072e-05, -0.0795392, -0.0422983, -0.0237593, 0, 0.158123, -0.0434073, 
[2024-10-16 17:54:35.349072] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6996] , 18.3465, -0.18912, -0.304648, -0.924218, -0.99901, -0.00569127, 0.0441242, 6.08072e-05, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.351662] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6998] , 18.3465, -0.189883, -0.304795, -0.924455, -0.998972, -0.00568015, 0.0449671, 0.000221157, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.354292] [0x0000007f857f99a0] [MocapTag] [0x000063df] [6999] , 18.3465, -0.189883, -0.304795, -0.924455, -0.998972, -0.00568015, 0.0449671, 0.000221157, -0.0763135, -0.0146832, -0.0236917, 0, 0.168931, 0, 
[2024-10-16 17:54:35.359546] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7002] , 18.3565, -0.189883, -0.304795, -0.924455, -0.998972, -0.00568015, 0.0449671, 0.000221157, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.362418] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7004] , 18.3565, -0.190641, -0.30497, -0.9247, -0.998935, -0.00555839, 0.0457982, 0.000436529, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.366767] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7006] , 18.3665, -0.190641, -0.30497, -0.9247, -0.998935, -0.00555839, 0.0457982, 0.000436529, -0.0757996, -0.0175616, -0.024571, 0, 0.166624, 0.0433791, 
[2024-10-16 17:54:35.368087] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7008] , 18.3665, -0.190641, -0.30497, -0.9247, -0.998935, -0.00555839, 0.0457982, 0.000436529, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.373708] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7010] , 18.3665, -0.192066, -0.304955, -0.924967, -0.998825, -0.0053831, 0.0481519, 0.00102542, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.375015] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7011] , 18.3665, -0.192066, -0.304955, -0.924967, -0.998825, -0.0053831, 0.0481519, 0.00102542, -0.142443, 0, -0.0266817, -0.0407219, 0.471884, 0.117262, 
[2024-10-16 17:54:35.377543] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7014] , 18.3765, -0.192066, -0.304955, -0.924967, -0.998825, -0.0053831, 0.0481519, 0.00102542, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.380237] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7015] , 18.3765, -0.192001, -0.305242, -0.925217, -0.998872, -0.00521101, 0.0471781, 0.000968448, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.383050] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7017] , 18.3765, -0.192001, -0.305242, -0.925217, -0.998872, -0.00521101, 0.0471781, 0.000968448, 0.00644251, -0.0287586, -0.0249991, 0, -0.195075, 0, 
[2024-10-16 17:54:35.385617] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7018] , 18.3765, -0.192001, -0.305242, -0.925217, -0.998872, -0.00521101, 0.0471781, 0.000968448, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.388957] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7021] , 18.3865, -0.192001, -0.305242, -0.925217, -0.998872, -0.00521101, 0.0471781, 0.000968448, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.391615] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7023] , 18.3865, -0.192527, -0.305075, -0.925545, -0.998839, -0.00491582, 0.0478882, 0.00186411, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.395677] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7024] , 18.3865, -0.192527, -0.305075, -0.925545, -0.998839, -0.00491582, 0.0478882, 0.00186411, -0.0525542, 0.016707, -0.0327985, -0.0678778, 0.143014, 0.181859, 
[2024-10-16 17:54:35.397094] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7026] , 18.3965, -0.192527, -0.305075, -0.925545, -0.998839, -0.00491582, 0.0478882, 0.00186411, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.399546] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7028] , 18.3965, -0.192527, -0.305075, -0.925545, -0.998839, -0.00491582, 0.0478882, 0.00186411, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.403911] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7030] , 18.3965, -0.193317, -0.305434, -0.925656, -0.998804, -0.00464796, 0.0486486, 0.00175259, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.407181] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7032] , 18.4065, -0.193317, -0.305434, -0.925656, -0.998804, -0.00464796, 0.0486486, 0.00175259, -0.0790277, -0.0359113, -0.0110922, -0.0528574, 0.152075, 0, 
[2024-10-16 17:54:35.409565] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7034] , 18.4065, -0.193317, -0.305434, -0.925656, -0.998804, -0.00464796, 0.0486486, 0.00175259, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.412165] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7036] , 18.4065, -0.193825, -0.305343, -0.925961, -0.998763, -0.00435674, 0.0494775, 0.00246329, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.414786] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7037] , 18.4065, -0.193825, -0.305343, -0.925961, -0.998763, -0.00435674, 0.0494775, 0.00246329, -0.0507721, 0.00917001, -0.0304454, -0.0657082, 0.16649, 0.144821, 
[2024-10-16 17:54:35.417413] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7040] , 18.4165, -0.193825, -0.305343, -0.925961, -0.998763, -0.00435674, 0.0494775, 0.00246329, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.421768] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7042] , 18.4165, -0.193825, -0.305343, -0.925961, -0.998763, -0.00435674, 0.0494775, 0.00246329, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.423900] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7043] , 18.4165, -0.194399, -0.305698, -0.926159, -0.998746, -0.00382561, 0.0498635, 0.0022681, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.426710] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7045] , 18.4265, -0.194399, -0.305698, -0.926159, -0.998746, -0.00382561, 0.0498635, 0.0022681, -0.0574689, -0.0355493, -0.019839, -0.104809, 0.0769176, 0, 
[2024-10-16 17:54:35.429301] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7047] , 18.4265, -0.194399, -0.305698, -0.926159, -0.998746, -0.00382561, 0.0498635, 0.0022681, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.431803] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7049] , 18.4265, -0.194762, -0.305601, -0.926436, -0.998714, -0.00352686, 0.0504967, 0.00283307, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.436437] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7051] , 18.4265, -0.194762, -0.305601, -0.926436, -0.998714, -0.00352686, 0.0504967, 0.00283307, -0.0362874, 0.00971366, -0.0276568, -0.0659466, 0.127047, 0.116014, 
[2024-10-16 17:54:35.439302] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7053] , 18.4365, -0.194762, -0.305601, -0.926436, -0.998714, -0.00352686, 0.0504967, 0.00283307, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.441926] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7055] , 18.4365, -0.195208, -0.305678, -0.926678, -0.998691, -0.00303896, 0.050971, 0.00305182, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.444677] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7056] , 18.4365, -0.195208, -0.305678, -0.926678, -0.998691, -0.00303896, 0.050971, 0.00305182, -0.0446012, -0.00771632, -0.024194, -0.100422, 0.0948481, 0.0486233, 
[2024-10-16 17:54:35.447201] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7058] , 18.4465, -0.195208, -0.305678, -0.926678, -0.998691, -0.00303896, 0.050971, 0.00305182, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.451811] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7061] , 18.4465, -0.195611, -0.30575, -0.926935, -0.998665, -0.00258179, 0.0514962, 0.00320069, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.454596] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7062] , 18.4465, -0.195611, -0.30575, -0.926935, -0.998665, -0.00258179, 0.0514962, 0.00320069, -0.0402941, -0.00722216, -0.0257416, -0.093627, 0.104989, 0, 
[2024-10-16 17:54:35.457203] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7064] , 18.4565, -0.195611, -0.30575, -0.926935, -0.998665, -0.00258179, 0.0514962, 0.00320069, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.459800] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7066] , 18.4565, -0.195611, -0.30575, -0.926935, -0.998665, -0.00258179, 0.0514962, 0.00320069, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.462279] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7068] , 18.4565, -0.196088, -0.306139, -0.927118, -0.99864, -0.00217086, 0.0520051, 0.00292272, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.465011] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7069] , 18.4565, -0.196088, -0.306139, -0.927118, -0.99864, -0.00217086, 0.0520051, 0.00292272, -0.0476532, -0.0388606, -0.0183211, -0.0798941, 0.101553, -0.0517392, 
[2024-10-16 17:54:35.469045] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7072] , 18.4665, -0.196088, -0.306139, -0.927118, -0.99864, -0.00217086, 0.0520051, 0.00292272, 0, 0, 0, 0, 0, 0, 
[2024-10-16 17:54:35.471582] [0x0000007f857f99a0] [MocapTag] [0x000063df] [7074] , 18.4665, -0.19639, -0.306239, -0.927426, -0.998613, -0.0016872, 0.0525227, 0.00319232, 0, 0, 0, 0, 0, 0, 
