[2024-07-25 21:08:05.118167] [0x0000007f9da45010] [LogDataTag] [0x0000624f] [1] , Controller Time [s], Algorithm Execution Time [us], Position x [m], Position y [m], Position z [m], Velocity x [m/s], Velocity y [m/s], Velocity z [m/s], Phi [rad], Theta [rad], Psi [rad], omega_x [rad/s], omega_y [rad/s], omega_z [rad/s], User Position x [m], User Position y [m], User Position z [m], User Velocity x [m], User Velocity y [m], User Velocity z [m], Desired Phi [rad], Desired Theta [rad], Desired Psi [rad], Deisred Phi rate [rad/s], Deisred Theta rate [rad/s], Deisred Psi rate [rad/s], Desired Omega_x [rad/s], Desired Omega_y [rad/s], Desired Omega_z [rad/s], Desired Alpha_x [rad/s^2], Desired Alpha_y [rad/s^2], Desired Alpha_z [rad/s^2], Error in x [m], Error in y [m], Error in z [m], Integral Error in x [m], Integral Error in y [m], Integral Error in z [m], Error in vx [m/s], Error in vy [m/s], Error in vz [m/s], Error in Phi [rad], Error in Theta [rad], Error in Psi [rad], Integral Error in Phi [rad], Integral Error in Theta [rad], Integral Error in Psi [rad], Error in omega_x [rad/s], Error in omega_y [rad/s], Error in omega_z [rad/s], Virtual Mu x I [N], Virtual Mu y I [N], Virtual Mu z I [N], Virtual Mu x J [N], Virtual Mu y J [N], Virtual Mu z J [N], u1 [N], u2 [Nm], u3 [Nm], u4 [Nm], Thrust Motor 1 [N], Thrust Motor 2 [N], Thrust Motor 3 [N], Thrust Motor 4 [N], Normalized Thrust Motor 1 [-], Normalized Thrust Motor 2 [-], Normalized Thrust Motor 3 [-], Normalized Thrust Motor 4 [-], 
[2024-07-25 21:08:18.571817] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [4983] , 13.5711, 414, 5.37961, -0.0507051, -0.913954, 0.206184, -0.0466327, 0.000795038, -0.00293915, 0.00343155, 0.0843901, 0.104534, 0.0714994, 0.0749653, 5.5, 0, -1, 0, 0, 0, 0.118469, -0.151598, 0, -0.0840906, -0.0697149, 0, -0.0840906, -0.0697146, -0.000204902, 0.498645, 0.174616, -0.00417913, -0.120388, -0.0507051, 0.0860462, -0.811669, -0.110616, 0.0670377, 0.206184, -0.0466327, 0.000795038, -0.121408, 0.15503, 0.0843901, -0.385491, 1.15199, -0.0539632, 0.188625, 0.141214, 0.0751702, 3.52702, 3.29172, -25.4139, 3.87911, 3.05735, -25.3918, 25.8677, 0.0516467, -0.0675368, -0.128361, 5.86159, 6.4412, 6.72596, 6.83898, 0.422956, 0.45108, 0.464509, 0.469779, 
[2024-07-25 21:08:18.581870] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [4988] , 13.5811, 449, 5.37961, -0.0507051, -0.913954, 0.206184, -0.0466327, 0.000795038, -0.00293915, 0.00343155, 0.0843901, 0.104534, 0.0714994, 0.0749653, 5.5, 0, -1, 0, 0, 0, 0.118499, -0.151744, 0, 0.0601364, 0.115181, 0, 0.0601364, 0.11518, 0.000338533, 0.31566, 0.0674974, -0.00257628, -0.120388, -0.0507051, 0.0860462, -0.812873, -0.111123, 0.0678981, 0.206184, -0.0466327, 0.000795038, -0.121438, 0.155176, 0.0843901, -0.386705, 1.15354, -0.0531193, 0.0443978, -0.043681, 0.0746268, 3.53148, 3.29359, -25.4192, 3.88373, 3.05886, -25.3972, 25.8739, 0.0684081, -0.0515376, -0.128027, 5.86711, 6.44039, 6.80555, 6.76081, 0.423229, 0.451041, 0.468224, 0.466137, 
[2024-07-25 21:08:18.591855] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [4992] , 13.5911, 426, 5.38334, -0.0512659, -0.914595, 0.193824, -0.038288, -0.0173316, -0.00334179, 0.00517666, 0.0857863, 0.00672191, 0.0783376, 0.0598427, 5.5, 0, -1, 0, 0, 0, 0.115379, -0.159918, 0, 0.114465, 0.175764, 0, 0.114465, 0.175763, 0.000587363, 0.640357, 0.66364, 0.00130781, -0.116656, -0.0512659, 0.0854052, -0.814077, -0.11163, 0.0687586, 0.193824, -0.038288, -0.0173316, -0.118721, 0.165095, 0.0857863, -0.38792, 1.15509, -0.0522754, -0.107743, -0.097425, 0.0592553, 3.63045, 3.16316, -24.9356, 4.01715, 2.92371, -24.9055, 25.3962, 0.1007, -0.0377333, -0.121955, 5.72509, 6.37346, 6.77955, 6.51815, 0.416155, 0.447851, 0.467012, 0.454732, 
[2024-07-25 21:08:18.601898] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [4996] , 13.6011, 423, 5.38454, -0.0515017, -0.914924, 0.194053, -0.0349096, -0.0203607, -0.00332098, 0.00498933, 0.0862305, 0.0373382, -0.052795, 0.0408218, 5.5, 0, -1, 0, 0, 0, 0.11386, -0.158479, 0, 0.0701377, 0.0435156, 0, 0.0701377, 0.0435154, 0.000144514, 0.927525, 1.17202, 0.00482703, -0.115458, -0.0515017, 0.0850757, -0.815243, -0.112143, 0.0696126, 0.194053, -0.0349096, -0.0203607, -0.117181, 0.163468, 0.0862305, -0.389107, 1.15675, -0.0514175, -0.0327995, -0.0963104, 0.0406773, 3.58736, 3.11184, -24.8441, 3.96594, 2.87374, -24.8152, 25.2939, 0.0970608, -0.0273431, -0.113427, 5.75533, 6.33398, 6.75143, 6.45319, 0.417668, 0.445962, 0.465699, 0.45165, 
[2024-07-25 21:08:18.611902] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [5001] , 13.6111, 471, 5.38583, -0.051664, -0.915126, 0.197589, -0.0239509, -0.00516464, -0.00361956, 0.00496343, 0.0866376, -0.070706, 0.014787, 0.0522586, 5.5, 0, -1, 0, 0, 0, 0.105457, -0.151488, 0, 0.0150978, 0.0013981, 0, 0.0150978, 0.00139809, 5.06051e-06, 0.74479, 0.764373, 0.00459901, -0.114168, -0.051664, 0.0848742, -0.816398, -0.112658, 0.0704634, 0.197589, -0.0239509, -0.00516464, -0.109077, 0.156451, 0.0866376, -0.390279, 1.15838, -0.0505552, -0.0858038, 0.0133889, 0.0522535, 3.4796, 2.91713, -25.2092, 3.84405, 2.69626, -25.1809, 25.6149, 0.0955573, -0.0438331, -0.119441, 5.7819, 6.43832, 6.80078, 6.59389, 0.418994, 0.450943, 0.468001, 0.458309, 
[2024-07-25 21:08:18.621923] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [5005] , 13.6211, 469, 5.38846, -0.0520581, -0.915681, 0.199326, -0.0360799, -0.000230118, -0.00424712, 0.00440523, 0.0876123, 0.0274031, -0.0560172, 0.0597558, 5.5, 0, -1, 0, 0, 0, 0.115404, -0.146625, 0, -0.145981, 0.0944951, 0, -0.145981, 0.0944942, 0.00040133, 0.215142, 0.109605, 0.00275529, -0.111541, -0.0520581, 0.084319, -0.81754, -0.113175, 0.0713121, 0.199326, -0.0360799, -0.000230118, -0.119651, 0.15103, 0.0876123, -0.39137, 1.15994, -0.0496888, 0.173384, -0.150511, 0.0593544, 3.35694, 3.15949, -25.2981, 3.73193, 2.96098, -25.2696, 25.7147, 0.0442466, -0.0388675, -0.124078, 5.92408, 6.32325, 6.73397, 6.7334, 0.426045, 0.445448, 0.464883, 0.464857, 
[2024-07-25 21:08:18.631964] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [5010] , 13.6311, 473, 5.38846, -0.0520581, -0.915681, 0.199326, -0.0360799, -0.000230118, -0.00424712, 0.00440523, 0.0876123, 0.0274031, -0.0560172, 0.0597558, 5.5, 0, -1, 0, 0, 0, 0.115439, -0.146762, 0, -0.0343534, 0.198147, 0, -0.0343534, 0.198145, 0.000841552, -0.839923, -0.0597617, 0.00216969, -0.111541, -0.0520581, 0.084319, -0.818655, -0.113695, 0.0721553, 0.199326, -0.0360799, -0.000230118, -0.119686, 0.151167, 0.0876123, -0.392566, 1.16146, -0.0488127, 0.0617565, -0.254163, 0.0589142, 3.36107, 3.16142, -25.3034, 3.73624, 2.96257, -25.2748, 25.7206, 0.0289679, -0.0320626, -0.123931, 5.97788, 6.27314, 6.71803, 6.75159, 0.428693, 0.443042, 0.464138, 0.465707, 
[2024-07-25 21:08:18.642006] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [5014] , 13.6411, 477, 5.38975, -0.0522138, -0.915921, 0.183342, -0.0220568, -0.0271892, -0.00503869, 0.00451355, 0.0883419, -0.140654, -0.0210263, 0.0714648, 5.5, 0, -1, 0, 0, 0, 0.108074, -0.159958, 0, 0.0208207, 0.20986, 0, 0.0208207, 0.209857, 0.00105741, -1.00264, 0.216846, 0.0028389, -0.110252, -0.0522138, 0.0840786, -0.81977, -0.114216, 0.0729985, 0.183342, -0.0220568, -0.0271892, -0.113112, 0.164471, 0.0883419, -0.393763, 1.16297, -0.0479366, -0.161475, -0.230883, 0.0704074, 3.61492, 2.90969, -24.6297, 3.96866, 2.70339, -24.5988, 25.0631, 0.055281, -0.0331746, -0.130221, 5.73575, 6.15557, 6.62568, 6.54608, 0.416689, 0.437365, 0.459806, 0.456053, 
[2024-07-25 21:08:18.651891] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [5019] , 13.6511, 470, 5.3911, -0.05236, -0.916279, 0.211452, -0.0326225, -0.00645259, -0.00561321, 0.00340078, 0.088726, -0.0123149, -0.139036, 0.0414553, 5.5, 0, -1, 0, 0, 0, 0.116821, -0.134632, 0, -0.0760751, -0.0296967, 0, -0.0760751, -0.0296962, -0.000166693, -0.667114, 0.414009, 0.00344056, -0.108905, -0.05236, 0.083721, -0.820873, -0.114738, 0.0738393, 0.211452, -0.0326225, -0.00645259, -0.122434, 0.138033, 0.088726, -0.394894, 1.16461, -0.0470532, 0.0637602, -0.10934, 0.041622, 3.04957, 3.11323, -25.1204, 3.39884, 2.97166, -25.0927, 25.4956, 0.0353986, -0.0327316, -0.116898, 5.92266, 6.25041, 6.65729, 6.66522, 0.425975, 0.441948, 0.461291, 0.461663, 
[2024-07-25 21:08:18.661839] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [5023] , 13.6611, 419, 5.39257, -0.0525671, -0.91645, 0.188465, -0.029293, -0.010636, -0.00577926, 0.00336782, 0.0893823, -0.0445803, 0.0318595, 0.0953086, 5.5, 0, -1, 0, 0, 0, 0.113815, -0.149791, 0, 0.0334251, 0.274853, 0, 0.0334251, 0.274849, 0.00158844, -0.61205, -0.439947, -0.00155873, -0.107433, -0.0525671, 0.0835496, -0.821962, -0.115261, 0.0746765, 0.188465, -0.029293, -0.010636, -0.119595, 0.153158, 0.0893823, -0.396118, 1.16599, -0.0461659, -0.0780054, -0.242989, 0.0937201, 3.42652, 3.06171, -25.0111, 3.77035, 2.88805, -24.9823, 25.4297, 0.0577959, -0.0412724, -0.142645, 5.77043, 6.24314, 6.73281, 6.68337, 0.418422, 0.441598, 0.464829, 0.462514, 
[2024-07-25 21:08:18.671825] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [5028] , 13.6711, 414, 5.39534, -0.0529237, -0.917022, 0.218964, -0.0275667, -0.000643716, -0.00683078, 0.00120878, 0.090436, -0.022826, -0.117822, 0.0493765, 5.5, 0, -1, 0, 0, 0, 0.11592, -0.120823, 0, 0.0281622, 0.122347, 0, 0.0281622, 0.122345, 0.000835721, -0.00711459, 0.171617, 0.00166323, -0.10466, -0.0529237, 0.0829777, -0.823036, -0.115787, 0.075512, 0.218964, -0.0275667, -0.000643716, -0.122751, 0.122032, 0.090436, -0.397314, 1.16752, -0.0452721, -0.0509882, -0.240166, 0.0485407, 2.76536, 3.04586, -25.2231, 3.05963, 2.95587, -25.1998, 25.5564, 0.0738117, -0.0194757, -0.122127, 5.87224, 6.30553, 6.80609, 6.57254, 0.423483, 0.444598, 0.468249, 0.457302, 
[2024-07-25 21:08:18.681856] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [5032] , 13.6811, 431, 5.39684, -0.0530714, -0.917235, 0.187594, -0.0266898, -0.0261953, -0.00803641, 0.000590741, 0.0911658, -0.13678, -0.0684671, 0.0784826, 5.5, 0, -1, 0, 0, 0, 0.117197, -0.1445, 0, 0.0550141, 0.499144, 0, 0.0550141, 0.499128, 0.00401129, 0.42863, 0.015495, 0.000841198, -0.103164, -0.0530714, 0.0827651, -0.824083, -0.116316, 0.0763418, 0.187594, -0.0266898, -0.0261953, -0.125233, 0.145091, 0.0911658, -0.398542, 1.16874, -0.0443677, -0.191794, -0.567595, 0.0744713, 3.29664, 3.03745, -24.5859, 3.574, 2.92218, -24.5611, 24.9912, 0.110423, 0.0021893, -0.135384, 5.6712, 6.15878, 6.83561, 6.32558, 0.41345, 0.43752, 0.469622, 0.44556, 
[2024-07-25 21:08:18.691841] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [5037] , 13.6911, 427, 5.39825, -0.053283, -0.917515, 0.196274, -0.0300188, -0.0135316, -0.00790116, -0.000568463, 0.0914066, 0.0570975, -0.13145, 0.0250118, 5.5, 0, -1, 0, 0, 0, 0.11946, -0.133757, 0, 0.0784565, 0.206238, 0, 0.0784565, 0.206232, 0.00162951, 0.748976, 1.30747, 0.0119227, -0.10175, -0.053283, 0.0824849, -0.825114, -0.116847, 0.0771694, 0.196274, -0.0300188, -0.0135316, -0.127361, 0.133188, 0.0914066, -0.399794, 1.17019, -0.0434561, -0.021359, -0.337682, 0.0233823, 3.08866, 3.10952, -24.8833, 3.34545, 3.01114, -24.8621, 25.2663, 0.0950314, 0.0087682, -0.110673, 5.85236, 6.23667, 6.82575, 6.35151, 0.422498, 0.441286, 0.469164, 0.446801, 
[2024-07-25 21:08:18.701901] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [5042] , 13.7011, 477, 5.39979, -0.0534744, -0.917746, 0.191576, -0.0189357, -0.0187547, -0.00844533, -0.00166203, 0.0918376, -0.123432, -0.136986, 0.0543764, 5.5, 0, -1, 0, 0, 0, 0.112698, -0.134135, 0, 0.112434, 0.216261, 0, 0.112434, 0.216254, 0.00182637, 0.8899, 0.85122, 0.00832154, -0.100208, -0.0534744, 0.0822536, -0.826132, -0.11738, 0.0779943, 0.191576, -0.0189357, -0.0187547, -0.121143, 0.132473, 0.0918376, -0.401068, 1.17153, -0.042542, -0.235866, -0.35324, 0.05255, 3.12387, 2.91374, -24.7443, 3.33679, 2.8239, -24.727, 25.1104, 0.129454, 0.00159718, -0.125449, 5.68092, 6.2575, 6.88245, 6.28949, 0.413939, 0.44229, 0.471798, 0.443828, 
[2024-07-25 21:08:18.711867] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [5046] , 13.7111, 452, 5.39979, -0.0534744, -0.917746, 0.191576, -0.0189357, -0.0187547, -0.00844533, -0.00166203, 0.0918376, -0.123432, -0.136986, 0.0543764, 5.5, 0, -1, 0, 0, 0, 0.112739, -0.134262, 0, 0.00119629, 0.180012, 0, 0.00119629, 0.180005, 0.00152024, 0.900533, 0.33381, 0.00427851, -0.100208, -0.0534744, 0.0822536, -0.827134, -0.117915, 0.0788168, 0.191576, -0.0189357, -0.0187547, -0.121184, 0.1326, 0.0918376, -0.402279, 1.17285, -0.0416236, -0.124628, -0.316992, 0.0528562, 3.12759, 2.91572, -24.7495, 3.34067, 2.82557, -24.7321, 25.1161, 0.112542, -0.012175, -0.125785, 5.68442, 6.25523, 6.81121, 6.36526, 0.414115, 0.44218, 0.468487, 0.447459, 
[2024-07-25 21:08:18.721845] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [5051] , 13.7211, 436, 5.40281, -0.0537485, -0.918135, 0.178968, -0.0315885, -0.0189563, -0.00907214, -0.0040417, 0.0923499, -0.0211859, -0.0489306, 0.0310629, 5.5, 0, -1, 0, 0, 0, 0.122584, -0.138079, 0, -0.0472797, 0.13324, 0, -0.0472797, 0.133235, 0.00120876, 0.266234, -0.27363, -0.00097139, -0.0971856, -0.0537485, 0.0818647, -0.828136, -0.118449, 0.0796394, 0.178968, -0.0315885, -0.0189563, -0.131656, 0.134038, 0.0923499, -0.403491, 1.17418, -0.0407052, 0.0260937, -0.182165, 0.0298542, 3.25599, 3.16307, -24.7232, 3.43386, 3.07363, -24.7105, 25.1365, 0.0749931, -0.0378569, -0.115447, 5.7339, 6.26678, 6.64025, 6.49561, 0.416597, 0.442736, 0.46049, 0.453664, 
[2024-07-25 21:08:18.731850] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [5055] , 13.7311, 429, 5.40428, -0.0539592, -0.918427, 0.209094, -0.0221864, -0.00543037, -0.00928521, -0.0060069, 0.0928543, -0.00514093, -0.278093, 0.0516125, 5.5, 0, -1, 0, 0, 0, 0.117518, -0.110011, 0, 0.0964758, 0.0302556, 0, 0.0964758, 0.0302543, 0.000280925, -0.457834, -0.836193, -0.00583403, -0.0957248, -0.0539592, 0.0815734, -0.829108, -0.118987, 0.080458, 0.209094, -0.0221864, -0.00543037, -0.126804, 0.104004, 0.0928543, -0.404808, 1.17552, -0.0397817, -0.101617, -0.308348, 0.0513316, 2.6487, 2.99922, -25.041, 2.76491, 2.97326, -25.0316, 25.3587, 0.0697194, -0.0267852, -0.126476, 5.80263, 6.25491, 6.73937, 6.56178, 0.420027, 0.442165, 0.465136, 0.456794, 
[2024-07-25 21:08:18.741846] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [5059] , 13.7411, 428, 5.40598, -0.0540424, -0.918507, 0.198669, -0.0125554, -0.0026687, -0.00960757, -0.0067852, 0.0929803, -0.0487274, -0.0271701, 0.0108623, 5.5, 0, -1, 0, 0, 0, 0.110243, -0.113591, 0, 0.0632407, 0.4292, 0, 0.0632407, 0.42918, 0.0041235, -0.347343, -1.43524, -0.0115019, -0.0940168, -0.0540424, 0.0814927, -0.830065, -0.119526, 0.0812737, 0.198669, -0.0125554, -0.0026687, -0.11985, 0.106806, 0.0929803, -0.406076, 1.17656, -0.0388532, -0.111968, -0.45635, 0.00673878, 2.78385, 2.82607, -25.1085, 2.86378, 2.79669, -25.1028, 25.4199, 0.0714776, -0.0249312, -0.105519, 5.87024, 6.32096, 6.71189, 6.51686, 0.423384, 0.445338, 0.463851, 0.45467, 
[2024-07-25 21:08:18.751837] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [5064] , 13.7511, 431, 5.40902, -0.054391, -0.918914, 0.209689, -0.0175862, 0.0049035, -0.00898292, -0.00886017, 0.0933799, 0.0697806, -0.0793015, 0.0308809, 5.5, 0, -1, 0, 0, 0, 0.114437, -0.099098, 0, -0.0779132, 0.478778, 0, -0.0779132, 0.478759, 0.00430077, -0.302271, -0.0297502, 0.00153236, -0.0909772, -0.054391, 0.0810856, -0.831005, -0.120067, 0.0820887, 0.209689, -0.0175862, 0.0049035, -0.12342, 0.0902379, 0.0933799, -0.407274, 1.17763, -0.0379234, 0.147694, -0.55806, 0.0265802, 2.47356, 2.93516, -25.2721, 2.51245, 2.91884, -25.2701, 25.5619, 0.0343108, 0.0180339, -0.114975, 6.07658, 6.1391, 6.79684, 6.54938, 0.433524, 0.436565, 0.467818, 0.456208, 
[2024-07-25 21:08:18.761930] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [5068] , 13.7611, 483, 5.40902, -0.054391, -0.918914, 0.209689, -0.0175862, 0.0049035, -0.00898292, -0.00886017, 0.0933799, 0.0697806, -0.0793015, 0.0308809, 5.5, 0, -1, 0, 0, 0, 0.11448, -0.0992154, 0, -0.0604467, 0.655878, 0, -0.0604467, 0.655852, 0.00589162, -0.722226, 1.21773, 0.0115897, -0.0909772, -0.054391, 0.0810856, -0.831915, -0.120611, 0.0828995, 0.209689, -0.0175862, 0.0049035, -0.123463, 0.0903552, 0.0933799, -0.408508, 1.17853, -0.0369896, 0.130227, -0.735153, 0.0249893, 2.47693, 2.93718, -25.2771, 2.51595, 2.92058, -25.2752, 25.5675, 0.0240516, 0.0599007, -0.113884, 6.21117, 6.01266, 6.87972, 6.46392, 0.440055, 0.430399, 0.471671, 0.45216, 
[2024-07-25 21:08:18.771829] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [5073] , 13.771, 431, 5.41226, -0.054641, -0.919229, 0.200515, -0.03169, -0.00101622, -0.00862576, -0.00967935, 0.0933999, 0.196808, -0.0485223, 0.0149432, 5.5, 0, -1, 0, 0, 0, 0.125177, -0.102317, 0, -0.042395, 0.626984, 0, -0.042395, 0.626961, 0.00540815, -0.791137, 2.513, 0.022201, -0.0877383, -0.054641, 0.0807713, -0.832825, -0.121155, 0.0837104, 0.200515, -0.03169, -0.00101622, -0.133803, 0.0926379, 0.0933999, -0.409743, 1.17943, -0.0360558, 0.239203, -0.675483, 0.00953508, 2.53355, 3.21049, -25.1154, 2.5787, 3.17696, -25.115, 25.4462, 0.0103215, 0.0787386, -0.106126, 6.27922, 5.9221, 6.84761, 6.39723, 0.443335, 0.425947, 0.47018, 0.448986, 
[2024-07-25 21:08:18.781916] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [5077] , 13.7811, 457, 5.4139, -0.0548024, -0.919335, 0.190355, -0.00883454, -0.0086564, -0.00817358, -0.00953575, 0.0937806, -0.0294294, 0.00448794, 0.0432538, 5.5, 0, -1, 0, 0, 0, 0.10874, -0.107016, 0, 0.143475, 0.464324, 0, 0.143475, 0.464308, 0.00379514, -0.577342, 2.74787, 0.0227962, -0.0860977, -0.0548024, 0.0806649, -0.833702, -0.121701, 0.0845181, 0.190355, -0.00883454, -0.0086564, -0.116914, 0.0974798, 0.0937806, -0.411081, 1.18036, -0.0351218, -0.172904, -0.45982, 0.0394587, 2.66594, 2.79542, -24.9254, 2.67819, 2.73735, -24.9305, 25.223, 0.0723287, 0.0606062, -0.120833, 6.00073, 6.01668, 6.92152, 6.28402, 0.429815, 0.430596, 0.473608, 0.443565, 
[2024-07-25 21:08:18.791860] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [5081] , 13.7911, 463, 5.41557, -0.0548682, -0.919477, 0.204082, -0.0154018, 0.000755486, -0.00818956, -0.0100204, 0.0937817, 0.0373943, -0.0446538, -0.000205295, 5.5, 0, -1, 0, 0, 0, 0.114069, -0.0937683, 0, -0.0606852, 0.243289, 0, -0.0606852, 0.243281, 0.00199241, 0.424353, 1.6271, 0.0114948, -0.0844262, -0.0548682, 0.080523, -0.834563, -0.122249, 0.0853247, 0.204082, -0.0154018, 0.000755486, -0.122258, 0.0837478, 0.0937817, -0.41225, 1.18133, -0.034184, 0.0980795, -0.287934, -0.0021977, 2.35451, 2.92176, -25.1521, 2.36561, 2.89453, -25.1542, 25.4305, 0.0640111, 0.0261379, -0.101343, 6.03094, 6.18606, 6.81833, 6.39515, 0.431294, 0.438841, 0.468819, 0.448887, 
[2024-07-25 21:08:18.801889] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [5086] , 13.8011, 456, 5.41729, -0.0550518, -0.919569, 0.191809, -0.0228311, -0.013498, -0.00728493, -0.00949609, 0.0939528, 0.102272, 0.0787761, 0.0373781, 5.5, 0, -1, 0, 0, 0, 0.1197, -0.103014, 0, -0.0555503, 0.319063, 0, -0.0555503, 0.319055, 0.00232433, 0.303935, -0.4491, -0.00661527, -0.08271, -0.0550518, 0.0804309, -0.835408, -0.122798, 0.08613, 0.191809, -0.0228311, -0.013498, -0.126985, 0.093518, 0.0939528, -0.413473, 1.18217, -0.0332462, 0.157822, -0.240279, 0.0350538, 2.52319, 3.06877, -24.8006, 2.56433, 2.9993, -24.8049, 25.1168, 0.0534711, -0.022528, -0.120138, 5.80534, 6.1624, 6.63753, 6.51151, 0.420162, 0.437696, 0.460363, 0.454417, 
[2024-07-25 21:08:18.811848] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [5090] , 13.8111, 431, 5.41893, -0.0552176, -0.919761, 0.192971, -0.0150674, -0.0128702, -0.00709787, -0.00901442, 0.0940423, 0.022658, 0.0203729, 0.00188146, 5.5, 0, -1, 0, 0, 0, 0.114476, -0.0998837, 0, 0.0456973, 0.153421, 0, 0.0456973, 0.153417, 0.00108895, 0.156893, -1.60982, -0.0172992, -0.0810704, -0.0552176, 0.0802394, -0.836235, -0.123348, 0.0869343, 0.192971, -0.0150674, -0.0128702, -0.121574, 0.0908692, 0.0940423, -0.414743, 1.18311, -0.0323067, -0.0230393, -0.133044, 0.000792506, 2.44563, 2.93354, -24.808, 2.48656, 2.8671, -24.8117, 25.1003, 0.0742449, -0.0549989, -0.104138, 5.71038, 6.32778, 6.55775, 6.50439, 0.415418, 0.445665, 0.456604, 0.45408, 
[2024-07-25 21:08:18.821909] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [5094] , 13.8211, 469, 5.42071, -0.0553547, -0.919832, 0.205006, -0.0156555, -0.00188185, -0.00671858, -0.00858494, 0.0939026, 0.0390545, 0.0867548, -0.00920981, 5.5, 0, -1, 0, 0, 0, 0.11487, -0.0880259, 0, -0.000652419, 0.106078, 0, -0.000652419, 0.106075, 0.000712686, 0.387067, -2.69905, -0.0256201, -0.0792904, -0.0553547, 0.0801683, -0.837045, -0.123901, 0.0877367, 0.205006, -0.0156555, -0.00188185, -0.121588, 0.079441, 0.0939026, -0.415958, 1.18401, -0.0313662, 0.039707, -0.0193206, -0.00992249, 2.16146, 2.95194, -25.0783, 2.21334, 2.90483, -25.0793, 25.3438, 0.0716426, -0.0838702, -0.0992144, 5.71521, 6.46889, 6.52661, 6.63305, 0.41566, 0.452396, 0.455132, 0.460152, 
[2024-07-25 21:08:18.831870] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [5099] , 13.8311, 452, 5.42246, -0.055516, -0.919981, 0.185334, -0.0194757, -0.0213916, -0.00677136, -0.00706736, 0.0939007, -0.0160059, 0.195319, -0.0075781, 5.5, 0, -1, 0, 0, 0, 0.118874, -0.103929, 0, -0.0146405, 0.257998, 0, -0.0146405, 0.257992, 0.00174699, 0.28912, -3.01874, -0.0268667, -0.0775359, -0.055516, 0.0800194, -0.837838, -0.124454, 0.0885384, 0.185334, -0.0194757, -0.0213916, -0.125645, 0.0968612, 0.0939007, -0.417174, 1.18481, -0.0304272, -0.00136534, -0.0626737, -0.00932508, 2.46569, 3.0312, -24.5937, 2.56516, 2.95325, -24.593, 24.9022, 0.077065, -0.0915485, -0.0994727, 5.57224, 6.38979, 6.4094, 6.53072, 0.408452, 0.448631, 0.449566, 0.455326, 
[2024-07-25 21:08:18.841890] [0x0000007f7b7fd9a0] [LogDataTag] [0x0000624f] [5104] , 13.8411, 451, 5.42447, -0.0557303, -0.920209, 0.187122, -0.0223881, -0.0196676, -0.00601511, -0.0056253, 0.0937014, 0.122527, 0.15393, -0.0241857, 5.5, 0, -1, 0, 0, 0, 0.120995, -0.101335, 0, 0.0456184, 0.0291207, 0, 0.0456184, 0.0291202, 0.000175163, 0.0909236, -1.93414, -0.0172064, -0.0755255, -0.0557303, 0.079791, -0.838614, -0.125009, 0.0893385, 0.187122, -0.0223881, -0.0196676, -0.12701, 0.0957093, 0.0937014, -0.418431, 1.18578, -0.0294882, 0.0769089, 0.12481, -0.0243609, 2.36295, 3.09576, -24.6255, 2.50367, 3.00925, -24.6224, 24.9316, 0.059458, -0.0882684, -0.0920048, 5.64613, 6.36733, 6.36705, 6.55108, 0.412188, 0.447558, 0.447545, 0.456289, 
