[2024-10-16 17:54:17.983659] [0x0000007f8e48c010] [LogDataTag] [0x000063df] [1] , Controller Time [s], Algorithm Execution Time [us], Position x [m], Position y [m], Position z [m], Velocity x [m/s], Velocity y [m/s], Velocity z [m/s], Phi [rad], Theta [rad], Psi [rad], omega_x [rad/s], omega_y [rad/s], omega_z [rad/s], User Position x [m], User Position y [m], User Position z [m], User Velocity x [m], User Velocity y [m], User Velocity z [m], Desired Phi [rad], Desired Theta [rad], Desired Psi [rad], Deisred Phi rate [rad/s], Deisred Theta rate [rad/s], Deisred Psi rate [rad/s], Desired Omega_x [rad/s], Desired Omega_y [rad/s], Desired Omega_z [rad/s], Desired Alpha_x [rad/s^2], Desired Alpha_y [rad/s^2], Desired Alpha_z [rad/s^2], Error in x [m], Error in y [m], Error in z [m], Integral Error in x [m], Integral Error in y [m], Integral Error in z [m], Error in vx [m/s], Error in vy [m/s], Error in vz [m/s], Error in Phi [rad], Error in Theta [rad], Error in Psi [rad], Integral Error in Phi [rad], Integral Error in Theta [rad], Integral Error in Psi [rad], Error in omega_x [rad/s], Error in omega_y [rad/s], Error in omega_z [rad/s], Virtual Mu x I [N], Virtual Mu y I [N], Virtual Mu z I [N], Virtual Mu x J [N], Virtual Mu y J [N], Virtual Mu z J [N], u1 [N], u2 [Nm], u3 [Nm], u4 [Nm], Thrust Motor 1 [N], Thrust Motor 2 [N], Thrust Motor 3 [N], Thrust Motor 4 [N], Normalized Thrust Motor 1 [-], Normalized Thrust Motor 2 [-], Normalized Thrust Motor 3 [-], Normalized Thrust Motor 4 [-], 
[2024-10-16 17:54:53.747264] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18658] , 36.7465, 485, 0.00390229, 0.0279379, -0.106499, 0.000855078, 0.0243699, 0.237158, -0.00851973, -0.031519, 0.0888828, -0.2052, 0.103224, -0.0756161, 0, 0, -0.144044, 0, 0, 0.348684, -0.00153628, 0.0323275, 0, 0.0272041, 0.25008, 0, 0.0272041, 0.250071, 0.00213059, 0.66958, 1.22011, 0.0105433, 0.00390229, 0.0279379, 0.0375447, -0.0452311, -0.367891, 1.48184, 0.000855078, 0.0243699, -0.111526, -0.00698345, -0.0638465, 0.0888828, -1.62618, 0.311519, 1.75184, -0.232404, -0.146848, -0.0777467, 0.00240609, -0.284325, -28.1953, -0.911369, -0.0433181, -28.1819, 28.1967, 0.074614, 0.0617888, -0.0856213, 6.82859, 6.8488, 7.58659, 6.93271, 0.469296, 0.470235, 0.503987, 0.474126, 
[2024-10-16 17:54:53.757269] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18664] , 36.7565, 489, 0.00390229, 0.0279379, -0.106499, 0.000855078, 0.0243699, 0.237158, -0.00851973, -0.031519, 0.0888828, -0.2052, 0.103224, -0.0756161, 0, 0, -0.140575, 0, 0, 0.344131, -0.00161441, 0.0323392, 0, 0.0897249, 0.0636297, 0, 0.0897249, 0.0636274, 0.000542101, 0.758651, 0.682689, 0.0124428, 0.00390229, 0.0279379, 0.034076, -0.045192, -0.367611, 1.48221, 0.000855078, 0.0243699, -0.106973, -0.00690533, -0.0638582, 0.0888828, -1.62625, 0.310881, 1.75273, -0.294925, 0.0395962, -0.0761582, 0.00226266, -0.285352, -28.0775, -0.907892, -0.0453309, -28.0642, 28.0789, 0.0873014, 0.0305611, -0.0859287, 6.68968, 6.92733, 7.5065, 6.95543, 0.462811, 0.473877, 0.500364, 0.475177, 
[2024-10-16 17:54:53.767329] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18670] , 36.7665, 498, 0.0053913, 0.028611, -0.10431, 0.0324598, 0.0330965, 0.240028, -0.0103241, -0.0303396, 0.0880608, -0.229089, 0.134698, -0.0927433, 0, 0, -0.137155, 0, 0, 0.339564, -0.00469503, 0.0554096, 0, 0.101628, -0.028402, 0, 0.101628, -0.0284005, -0.00029322, 0.870244, -0.590215, 0.00479994, 0.0053913, 0.028611, 0.0328452, -0.045153, -0.367332, 1.48255, 0.0324598, 0.0330965, -0.0995351, -0.00562907, -0.0857493, 0.0880608, -1.62632, 0.310242, 1.75361, -0.330717, 0.163098, -0.0924501, -0.667146, -0.483698, -28.1928, -1.562, -0.132422, -28.1613, 28.2049, 0.0960064, -0.00197762, -0.0769416, 6.64017, 7.08399, 7.45213, 7.02859, 0.460487, 0.481102, 0.497901, 0.478553, 
[2024-10-16 17:54:53.777289] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18677] , 36.7765, 526, 0.00821768, 0.0298044, -0.100195, 0.0156313, 0.0294666, 0.220022, -0.0137051, -0.0277046, 0.0865507, -0.181515, 0.132231, -0.0876422, 0, 0, -0.133785, 0, 0, 0.334982, -0.00151066, 0.0451416, 0, 0.0413149, 0.304775, 0, 0.0413149, 0.304746, 0.00417684, 0.781015, -1.74244, -0.00526465, 0.00821768, 0.0298044, 0.0335898, -0.0450991, -0.367046, 1.48288, 0.0156313, 0.0294666, -0.114959, -0.0121944, -0.0728463, 0.0865507, -1.62638, 0.309385, 1.7545, -0.22283, -0.172515, -0.0918191, -0.447554, -0.464048, -27.8603, -1.25757, -0.0420987, -27.8393, 27.8677, 0.079556, 0.00473339, -0.0765432, 6.61122, 6.94632, 7.34691, 6.96327, 0.459125, 0.474756, 0.493122, 0.475539, 
[2024-10-16 17:54:53.787311] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18683] , 36.7865, 503, 0.0111422, 0.0309735, -0.0966029, 0.00575946, 0.0237699, 0.203403, -0.0168657, -0.0240978, 0.0850103, -0.155827, 0.235408, -0.0918288, 0, 0, -0.130463, 0, 0, 0.330386, 0.00341361, 0.0385828, 0, 0.0591167, 0.238321, 0, 0.0591167, 0.238287, 0.00401926, 0.292665, -0.921704, 0.00526578, 0.0111422, 0.0309735, 0.03386, -0.0450169, -0.366748, 1.48322, 0.00575946, 0.0237699, -0.126983, -0.0202793, -0.0626806, 0.0850103, -1.6265, 0.308656, 1.75536, -0.214944, -0.00287902, -0.0958481, -0.366716, -0.403339, -27.5816, -1.06411, 0.0941708, -27.5663, 27.587, 0.0669888, 0.000612556, -0.0727078, 6.56828, 6.86774, 7.22834, 6.9226, 0.457101, 0.471115, 0.487716, 0.473658, 
[2024-10-16 17:54:53.797367] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18689] , 36.7965, 496, 0.0111422, 0.0309735, -0.0966029, 0.00575946, 0.0237699, 0.203403, -0.0168657, -0.0240978, 0.0850103, -0.155827, 0.235408, -0.0918288, 0, 0, -0.127161, 0, 0, 0.325737, 0.00332297, 0.0386557, 0, 0.136279, 0.0660087, 0, 0.136279, 0.0659993, 0.00111323, -0.0800068, -0.324947, 0.0112562, 0.0111422, 0.0309735, 0.0305581, -0.0449055, -0.366438, 1.48356, 0.00575946, 0.0237699, -0.122335, -0.0201887, -0.0627535, 0.0850103, -1.6267, 0.30803, 1.75621, -0.292107, 0.169408, -0.0929421, -0.367125, -0.404477, -27.4781, -1.06212, 0.0913267, -27.4628, 27.4835, 0.0673291, -0.0049829, -0.0739054, 6.52436, 6.85405, 7.19185, 6.91326, 0.455025, 0.470479, 0.486048, 0.473226, 
[2024-10-16 17:54:53.807320] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18696] , 36.8065, 540, 0.0124331, 0.03154, -0.0948846, 0.0228049, 0.0347602, 0.202936, -0.0179858, -0.0228837, 0.0842066, -0.097118, 0.157001, -0.0803044, 0, 0, -0.123937, 0, 0, 0.32112, -0.00302782, 0.0519042, 0, 0.146976, -0.0192043, 0, 0.146976, -0.0192012, -0.000345386, -0.0501499, -0.44222, 0.00203742, 0.0124331, 0.03154, 0.0290526, -0.0447941, -0.366128, 1.48386, 0.0228049, 0.0347602, -0.118184, -0.014958, -0.0747879, 0.0842066, -1.62691, 0.307402, 1.75706, -0.244094, 0.176203, -0.079959, -0.746897, -0.642406, -27.4892, -1.42707, -0.0832858, -27.4697, 27.5069, 0.0579411, -0.00391871, -0.0802508, 6.53853, 6.82035, 7.19481, 6.95317, 0.455696, 0.468913, 0.486183, 0.475073, 
[2024-10-16 17:54:53.817312] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18702] , 36.8165, 491, 0.0152254, 0.032596, -0.0918114, 0.0216421, 0.0268848, 0.195038, -0.0202275, -0.0197366, 0.0821613, -0.114377, 0.218343, -0.145581, 0, 0, -0.120752, 0, 0, 0.316478, 0.00325106, 0.0515063, 0, 0.0265534, 0.158351, 0, 0.0265534, 0.158318, 0.00320282, 0.0248923, -0.739122, -0.0108559, 0.0152254, 0.032596, 0.0289403, -0.0446697, -0.365813, 1.48415, 0.0216421, 0.0268848, -0.12144, -0.0234786, -0.071243, 0.0821613, -1.62705, 0.306654, 1.7579, -0.140931, 0.0600247, -0.148783, -0.830167, -0.534781, -27.4087, -1.41201, 0.0891652, -27.39, 27.4265, 0.0490655, 0.000838536, -0.0449318, 6.6375, 6.85484, 7.08005, 6.85411, 0.460361, 0.470516, 0.480921, 0.470482, 
[2024-10-16 17:54:53.827333] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18709] , 36.8265, 521, 0.0152254, 0.032596, -0.0918114, 0.0216421, 0.0268848, 0.195038, -0.0202275, -0.0197366, 0.0821613, -0.114377, 0.218343, -0.145581, 0, 0, -0.117613, 0, 0, 0.311825, 0.00315189, 0.0516372, 0, 0.0697813, 0.204773, 0, 0.0697813, 0.204732, 0.00414178, -0.376633, -0.111319, -0.00450607, 0.0152254, 0.032596, 0.0258014, -0.0445175, -0.365487, 1.48444, 0.0216421, 0.0268848, -0.116787, -0.0233794, -0.0713739, 0.0821613, -1.62729, 0.305942, 1.75872, -0.184158, 0.0136115, -0.149722, -0.830727, -0.535979, -27.3166, -1.41085, 0.0861553, -27.298, 27.3345, 0.0431498, 0.0191643, -0.0444381, 6.67607, 6.77272, 7.08946, 6.79628, 0.462172, 0.466693, 0.481354, 0.467792, 
[2024-10-16 17:54:53.837326] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18715] , 36.8365, 499, 0.0180383, 0.0335591, -0.0891114, 0.0270938, 0.0224676, 0.180912, -0.0219709, -0.0159395, 0.0796843, -0.1119, 0.168135, -0.140773, 0, 0, -0.114502, 0, 0, 0.307135, 0.00690629, 0.055794, 0, 0.0760497, 0.19453, 0, 0.0760497, 0.194483, 0.00427366, -0.421514, 0.561412, 0.00490386, 0.0180383, 0.0335591, 0.0253906, -0.0443652, -0.365161, 1.4847, 0.0270938, 0.0224676, -0.126222, -0.0288772, -0.0717335, 0.0796843, -1.62752, 0.305228, 1.75955, -0.18795, -0.0263478, -0.145046, -1.04318, -0.491612, -27.0559, -1.51011, 0.187024, -27.0376, 27.0804, 0.0453619, 0.0378417, -0.0435942, 6.65751, 6.66838, 7.07675, 6.6778, 0.461301, 0.461811, 0.480769, 0.462253, 
[2024-10-16 17:54:53.847322] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18720] , 36.8465, 491, 0.0180383, 0.0335591, -0.0891114, 0.0270938, 0.0224676, 0.180912, -0.0219709, -0.0159395, 0.0796843, -0.1119, 0.168135, -0.140773, 0, 0, -0.111468, 0, 0, 0.302481, 0.00681536, 0.0559472, 0, 0.12671, 0.225406, 0, 0.12671, 0.225352, 0.00495198, -0.326289, 0.887176, 0.0112299, 0.0180383, 0.0335591, 0.0223568, -0.0441849, -0.364825, 1.48495, 0.0270938, 0.0224676, -0.121569, -0.0287863, -0.0718867, 0.0796843, -1.62781, 0.304511, 1.76034, -0.238611, -0.0572166, -0.145725, -1.04384, -0.492846, -26.9711, -1.50951, 0.183984, -26.9529, 26.9958, 0.0563786, 0.0481003, -0.0426804, 6.64001, 6.64803, 7.10452, 6.6032, 0.460479, 0.460856, 0.482045, 0.458747, 
[2024-10-16 17:54:53.857288] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18727] , 36.8565, 484, 0.0209058, 0.0343937, -0.086745, 0.0360879, 0.0189508, 0.152095, -0.0234081, -0.0119147, 0.0766078, -0.0928356, 0.258098, -0.150077, 0, 0, -0.108474, 0, 0, 0.29781, 0.00978748, 0.0634901, 0, 0.127272, 0.205378, 0, 0.127272, 0.205321, 0.00480707, 0.0166783, 1.02546, 0.0157107, 0.0209058, 0.0343937, 0.0217288, -0.0440045, -0.36449, 1.48518, 0.0360879, 0.0189508, -0.145715, -0.0331956, -0.0754048, 0.0766078, -1.6281, 0.303792, 1.76114, -0.220108, 0.0527768, -0.154884, -1.32718, -0.460623, -26.3161, -1.67199, 0.257931, -26.2992, 26.3536, 0.0666002, 0.0406045, -0.0341626, 6.4581, 6.55073, 6.9269, 6.41785, 0.451883, 0.456273, 0.473858, 0.449968, 
[2024-10-16 17:54:53.867341] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18733] , 36.8665, 492, 0.0209058, 0.0343937, -0.086745, 0.0360879, 0.0189508, 0.152095, -0.0234081, -0.0119147, 0.0766078, -0.0928356, 0.258098, -0.150077, 0, 0, -0.105502, 0, 0, 0.293096, 0.0097008, 0.0636776, 0, 0.15471, 0.284392, 0, 0.15471, 0.284314, 0.00665647, 0.271842, 0.797697, 0.0146002, 0.0209058, 0.0343937, 0.0187573, -0.0437954, -0.364146, 1.4854, 0.0360879, 0.0189508, -0.141, -0.0331089, -0.0755923, 0.0766078, -1.62843, 0.303038, 1.76191, -0.247546, -0.0262157, -0.156733, -1.32795, -0.461887, -26.2372, -1.67191, 0.254883, -26.2204, 26.2749, 0.0790196, 0.0442251, -0.0329098, 6.42273, 6.5529, 6.94148, 6.35775, 0.450201, 0.456375, 0.474532, 0.4471, 
[2024-10-16 17:54:53.877291] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18739] , 36.8765, 486, 0.025657, 0.0354682, -0.0840127, 0.0496841, 0.021538, 0.140871, -0.0250065, -0.00406114, 0.0714613, -0.0488413, 0.306834, -0.181433, 0, 0, -0.10261, 0, 0, 0.288429, 0.0084784, 0.0732653, 0, 0.140642, 0.276655, 0, 0.140642, 0.276568, 0.00691745, 0.498146, 0.723671, 0.0170525, 0.025657, 0.0354682, 0.0185973, -0.0435864, -0.363802, 1.48558, 0.0496841, 0.021538, -0.147558, -0.0334849, -0.0773264, 0.0714613, -1.62876, 0.302282, 1.76267, -0.189484, 0.0302651, -0.18835, -1.77175, -0.5581, -26.0678, -1.91293, 0.221571, -26.0629, 26.1339, 0.077506, 0.0373104, -0.0116718, 6.42539, 6.58418, 6.83289, 6.29146, 0.450328, 0.457851, 0.469496, 0.443922, 
[2024-10-16 17:54:53.887285] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18746] , 36.8865, 494, 0.025657, 0.0354682, -0.0840127, 0.0496841, 0.021538, 0.140871, -0.0250065, -0.00406114, 0.0714613, -0.0488413, 0.306834, -0.181433, 0, 0, -0.0997422, 0, 0, 0.283722, 0.00838538, 0.0734956, 0, 0.0923911, 0.382389, 0, 0.0923911, 0.382269, 0.0095612, 0.490583, 0.458188, 0.0156073, 0.025657, 0.0354682, 0.0157294, -0.0433298, -0.363447, 1.48577, 0.0496841, 0.021538, -0.142851, -0.0333919, -0.0775568, 0.0714613, -1.6291, 0.301509, 1.76339, -0.141232, -0.0754357, -0.190994, -1.77269, -0.559403, -25.9959, -1.91367, 0.218539, -25.991, 26.0622, 0.0696029, 0.0429878, -0.0106997, 6.44227, 6.53625, 6.80928, 6.27444, 0.451131, 0.455588, 0.468397, 0.443105, 
[2024-10-16 17:54:53.897381] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18752] , 36.8965, 554, 0.0274116, 0.035821, -0.0832315, 0.0502703, 0.0186543, 0.144611, -0.0253041, -0.000712527, 0.0694785, -0.00429831, 0.454014, -0.210903, 0, 0, -0.0969326, 0, 0, 0.279034, 0.0103343, 0.0727794, 0, 0.0548898, 0.371415, 0, 0.0548898, 0.371296, 0.00939732, 0.181323, 0.540907, 0.0205356, 0.0274116, 0.035821, 0.0137011, -0.0430732, -0.363093, 1.48593, 0.0502703, 0.0186543, -0.134423, -0.0356384, -0.0734919, 0.0694785, -1.62943, 0.300733, 1.7641, -0.0591881, 0.0827176, -0.2203, -1.85122, -0.519462, -26.0791, -1.90139, 0.270237, -26.0793, 26.1499, 0.0477881, 0.0265871, 0.00526911, 6.51066, 6.5902, 6.70063, 6.34843, 0.454377, 0.458135, 0.463323, 0.446654, 
[2024-10-16 17:54:53.907331] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18758] , 36.9065, 509, 0.0305748, 0.0363838, -0.0818782, 0.0578224, 0.0177696, 0.135786, -0.0259883, 0.00654976, 0.0657734, -0.04414, 0.394007, -0.214365, 0, 0, -0.0941651, 0, 0, 0.274337, 0.0110243, 0.0762516, 0, 0.0607899, 0.2957, 0, 0.0607899, 0.2956, 0.00768388, -0.236582, 0.42657, 0.0184834, 0.0305748, 0.0363838, 0.0122869, -0.0427991, -0.362734, 1.48606, 0.0578224, 0.0177696, -0.138551, -0.0370126, -0.0697018, 0.0657734, -1.62979, 0.299998, 1.7648, -0.10493, 0.0984061, -0.222048, -2.11808, -0.527063, -25.8828, -1.97857, 0.286347, -25.8977, 25.9747, 0.0428183, 0.0211155, 0.0102021, 6.47618, 6.56133, 6.61945, 6.31775, 0.452742, 0.456773, 0.459512, 0.445184, 
[2024-10-16 17:54:53.917327] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18765] , 36.9165, 501, 0.0305748, 0.0363838, -0.0818782, 0.0578224, 0.0177696, 0.135786, -0.0259883, 0.00654976, 0.0657734, -0.04414, 0.394007, -0.214365, 0, 0, -0.0914305, 0, 0, 0.269618, 0.0109394, 0.0764975, 0, 0.0646991, 0.270629, 0, 0.0646991, 0.270538, 0.0070324, -0.468741, -0.0496836, 0.00589803, 0.0305748, 0.0363838, 0.00955229, -0.0424934, -0.36237, 1.48619, 0.0578224, 0.0177696, -0.133832, -0.0369277, -0.0699477, 0.0657734, -1.63016, 0.299301, 1.76545, -0.108839, 0.123469, -0.221397, -2.11921, -0.5284, -25.8203, -1.98019, 0.283463, -25.8352, 25.9125, 0.0360194, 0.00842351, 0.0091806, 6.44095, 6.56046, 6.55852, 6.35262, 0.451068, 0.456732, 0.45664, 0.446854, 
[2024-10-16 17:54:53.927257] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18771] , 36.9265, 484, 0.0339377, 0.0367811, -0.0808896, 0.0588331, 0.0160924, 0.116586, -0.0263203, 0.0149386, 0.0619718, -0.0202661, 0.479457, -0.183701, 0, 0, -0.0887732, 0, 0, 0.264955, 0.0116103, 0.0753606, 0, 0.0547095, 0.220231, 0, 0.0547095, 0.220155, 0.00579589, -0.511015, -0.488439, -0.00745861, 0.0339377, 0.0367811, 0.00788362, -0.0421876, -0.362007, 1.48628, 0.0588331, 0.0160924, -0.148369, -0.0379306, -0.060422, 0.0619718, -1.63053, 0.298602, 1.76611, -0.0749756, 0.259302, -0.189497, -2.26684, -0.513748, -25.3378, -1.91555, 0.295408, -25.3703, 25.4442, 0.0294754, -0.018645, -0.00292871, 6.23948, 6.46823, 6.38703, 6.34949, 0.441421, 0.452365, 0.448499, 0.446705, 
[2024-10-16 17:54:53.937385] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18778] , 36.9365, 542, 0.0356462, 0.0369862, -0.0804319, 0.0356425, 0.00510496, 0.120812, -0.0263543, 0.0200347, 0.0600595, 0.016201, 0.629649, -0.19486, 0, 0, -0.0861452, 0, 0, 0.260266, 0.0185903, 0.0544891, 0, 0.0522943, 0.144629, 0, 0.0522943, 0.144579, 0.00381115, -0.452427, -0.88433, -0.0202483, 0.0356462, 0.0369862, 0.00571333, -0.0418482, -0.361639, 1.48636, 0.0356425, 0.00510496, -0.139454, -0.0449445, -0.0344544, 0.0600595, -1.63091, 0.297997, 1.76673, -0.0360933, 0.48507, -0.198671, -1.88269, -0.310506, -25.4231, -1.38825, 0.473923, -25.4523, 25.4946, 0.0284778, -0.0601045, 0.00304232, 6.1627, 6.59954, 6.27638, 6.45594, 0.43771, 0.458575, 0.443198, 0.451781, 
[2024-10-16 17:54:53.947324] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18784] , 36.9465, 537, 0.0356462, 0.0369862, -0.0804319, 0.0356425, 0.00510496, 0.120812, -0.0263543, 0.0200347, 0.0600595, 0.016201, 0.629649, -0.19486, 0, 0, -0.0835621, 0, 0, 0.25558, 0.0185237, 0.0546987, 0, 0.154544, -0.245721, 0, 0.154544, -0.245635, -0.00647503, -0.304437, -1.24358, -0.0322213, 0.0356462, 0.0369862, 0.00313023, -0.0414918, -0.361269, 1.48642, 0.0356425, 0.00510496, -0.134767, -0.0448779, -0.0346641, 0.0600595, -1.63136, 0.297653, 1.76733, -0.138343, 0.875284, -0.188385, -1.884, -0.311866, -25.37, -1.3907, 0.471248, -25.3994, 25.4418, 0.0492178, -0.109132, -0.00177571, 5.96511, 6.74704, 6.19617, 6.53344, 0.428066, 0.465494, 0.43933, 0.455455, 
[2024-10-16 17:54:53.957346] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18790] , 36.9566, 513, 0.0391154, 0.0371873, -0.0796906, 0.038012, 0.0117327, 0.105691, -0.0266049, 0.0286701, 0.0570005, -0.00280392, 0.491206, -0.164934, 0, 0, -0.0810178, 0, 0, 0.250886, 0.0133249, 0.0545721, 0, 0.173742, -0.374805, 0, 0.173742, -0.374672, -0.00997047, 0.266101, -2.66542, -0.0717189, 0.0391154, 0.0371873, 0.00132714, -0.0411353, -0.360899, 1.48645, 0.038012, 0.0117327, -0.145194, -0.0399299, -0.025902, 0.0570005, -1.6318, 0.297306, 1.76793, -0.176546, 0.865878, -0.154964, -2.06219, -0.450172, -24.9834, -1.36745, 0.334078, -25.0328, 25.0724, 0.0710711, -0.141458, -0.0154017, 5.70704, 6.75344, 6.1038, 6.50812, 0.41525, 0.465793, 0.43485, 0.454256, 
[2024-10-16 17:54:53.967318] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18796] , 36.9665, 492, 0.0408392, 0.0372941, -0.0793865, 0.0260832, -0.000392377, 0.108163, -0.0265104, 0.0339302, 0.0555416, 0.00125053, 0.587985, -0.135137, 0, 0, -0.0785463, 0, 0, 0.24625, 0.0218996, 0.0421304, 0, 0.0712101, -0.373659, 0, 0.0712101, -0.373528, -0.00990469, 0.699471, -3.54934, -0.0965203, 0.0408392, 0.0372941, -0.000840246, -0.0407441, -0.360527, 1.48646, 0.0260832, -0.000392377, -0.138087, -0.04841, -0.00820023, 0.0555416, -1.6322, 0.297047, 1.7685, -0.0699596, 0.961513, -0.125232, -1.89728, -0.220778, -25.0218, -1.05668, 0.549518, -25.0663, 25.0946, 0.0720184, -0.176616, -0.0292308, 5.58631, 6.81727, 6.05534, 6.63566, 0.409165, 0.468769, 0.432487, 0.460275, 
[2024-10-16 17:54:53.977294] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18802] , 36.9765, 485, 0.0425032, 0.037277, -0.0791818, 0.0194377, 0.00344538, 0.106279, -0.0265189, 0.0387151, 0.0541562, 0.0199058, 0.519483, -0.148907, 0, 0, -0.0761116, 0, 0, 0.241606, 0.0186566, 0.0351613, 0, 0.151897, -0.512437, 0, 0.151897, -0.512257, -0.0135877, 0.465137, -3.32065, -0.0907445, 0.0425032, 0.037277, -0.00307015, -0.0403358, -0.360154, 1.48645, 0.0194377, 0.00344538, -0.135328, -0.0451755, 0.00355376, 0.0541562, -1.63269, 0.296965, 1.76906, -0.131991, 1.03174, -0.135319, -1.83266, -0.295882, -24.9437, -0.879146, 0.466625, -24.9929, 25.0127, 0.0729648, -0.183319, -0.0225983, 5.56283, 6.83243, 6.00353, 6.61394, 0.407974, 0.469475, 0.429952, 0.459253, 
[2024-10-16 17:54:53.987314] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18808] , 36.9865, 490, 0.045759, 0.0372604, -0.0786234, 0.00327758, -0.00465826, 0.0977155, -0.0261522, 0.047946, 0.0515233, 0.0420181, 0.43321, -0.116903, 0, 0, -0.073714, 0, 0, 0.236957, 0.0239467, 0.0186468, 0, 0.111208, -0.603014, 0, 0.111208, -0.602808, -0.0157684, 0.475679, -2.83921, -0.0775379, 0.045759, 0.0372604, -0.00490934, -0.0399107, -0.359782, 1.48642, 0.00327758, -0.00465826, -0.139241, -0.0500989, 0.0292992, 0.0515233, -1.63314, 0.297001, 1.7696, -0.0691897, 1.03602, -0.101135, -1.6436, -0.139364, -24.7217, -0.461846, 0.593262, -24.7652, 24.7766, 0.0660078, -0.182567, -0.0362077, 5.48799, 6.72231, 5.96417, 6.60216, 0.404164, 0.464338, 0.428019, 0.458698, 
[2024-10-16 17:54:53.997367] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18815] , 36.9965, 507, 0.045759, 0.0372604, -0.0786234, 0.00327758, -0.00465826, 0.0977155, -0.0261522, 0.047946, 0.0515233, 0.0420181, 0.43321, -0.116903, 0, 0, -0.071362, 0, 0, 0.232319, 0.0238914, 0.0188213, 0, 0.160153, -0.810618, 0, 0.160153, -0.810341, -0.0211971, 0.21208, -2.10789, -0.0564259, 0.045759, 0.0372604, -0.00726135, -0.0394531, -0.359409, 1.48637, 0.00327758, -0.00465826, -0.134604, -0.0500436, 0.0291247, 0.0515233, -1.63364, 0.297294, 1.77011, -0.118135, 1.24355, -0.0957059, -1.64528, -0.140733, -24.683, -0.465446, 0.590974, -24.7268, 24.7382, 0.0653368, -0.189018, -0.0380979, 5.45871, 6.72308, 5.94116, 6.61525, 0.402667, 0.464374, 0.426887, 0.459315, 
[2024-10-16 17:54:54.007316] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18821] , 37.0065, 502, 0.0489212, 0.0371853, -0.0779222, -0.00203125, -0.0134534, 0.105942, -0.0251464, 0.0568939, 0.049264, 0.11189, 0.408274, -0.0953172, 0, 0, -0.0690724, 0, 0, 0.227728, 0.0296919, 0.00964391, 0, 0.15518, -0.769473, 0, 0.15518, -0.769229, -0.0193474, 0.144905, -1.81068, -0.0468431, 0.0489212, 0.0371853, -0.00884972, -0.0389955, -0.359036, 1.4863, -0.00203125, -0.0134534, -0.121786, -0.0548383, 0.04725, 0.049264, -1.63414, 0.297585, 1.77063, -0.0432893, 1.1775, -0.0759697, -1.6633, 0.0316344, -24.9089, -0.240644, 0.74113, -24.9522, 24.9643, 0.0538889, -0.182019, -0.0455254, 5.54079, 6.71756, 6.00804, 6.69796, 0.406855, 0.464116, 0.430173, 0.463198, 
[2024-10-16 17:54:54.017347] [0x0000007f537fd9a0] [LogDataTag] [0x000063df] [18828] , 37.0165, 493, 0.0489212, 0.0371853, -0.0779222, -0.00203125, -0.0134534, 0.105942, -0.0251464, 0.0568939, 0.049264, 0.11189, 0.408274, -0.0953172, 0, 0, -0.0668034, 0, 0, 0.223102, 0.0296467, 0.00980739, 0, 0.220971, -0.775092, 0, 0.220971, -0.774847, -0.0194887, 0.0396482, -0.980929, -0.0210091, 0.0489212, 0.0371853, -0.0111188, -0.0385063, -0.358664, 1.48621, -0.00203125, -0.0134534, -0.11716, -0.0547931, 0.0470865, 0.049264, -1.63469, 0.298057, 1.77112, -0.10908, 1.18312, -0.0758285, -1.6651, 0.0302677, -24.8755, -0.244399, 0.73902, -24.9191, 24.9312, 0.0609808, -0.16493, -0.0444012, 5.56307, 6.68425, 6.05683, 6.62708, 0.407987, 0.462556, 0.43256, 0.459871, 
