[2025-02-03 17:33:53.472848] [0x0000007fbb71a010] [MocapTag] [0x000040d4] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 17:34:27.381667] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [13981] , 34.3779, 0.0396473, -0.185697, -0.18106, -0.936649, -0.0151643, -0.0224037, 0.349222, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.383948] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [13983] , 34.3779, 0.0396473, -0.185697, -0.18106, -0.936649, -0.0151643, -0.0224037, 0.349222, -0.0491475, 0.0714584, 0.105145, 1.04582, -0.986343, 0, 
[2025-02-03 17:34:27.386609] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [13984] , 34.3779, 0.0396473, -0.185697, -0.18106, -0.936649, -0.0151643, -0.0224037, 0.349222, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.390324] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [13985] , 34.3879, 0.0396473, -0.185697, -0.18106, -0.936649, -0.0151643, -0.0224037, 0.349222, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.391946] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [13986] , 34.3879, 0.0391111, -0.184823, -0.181395, -0.936787, -0.0132693, -0.0236657, 0.348847, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.395543] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [13988] , 34.3879, 0.0391111, -0.184823, -0.181395, -0.936787, -0.0132693, -0.0236657, 0.348847, -0.0536169, 0.0874298, -0.033534, -0.268102, -0.370622, -0.0763416, 
[2025-02-03 17:34:27.398045] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [13989] , 34.3879, 0.0391111, -0.184823, -0.181395, -0.936787, -0.0132693, -0.0236657, 0.348847, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.400838] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [13990] , 34.3979, 0.0388202, -0.183781, -0.181487, -0.936836, -0.0110709, -0.026177, 0.348612, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.403638] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [13992] , 34.3979, 0.0388202, -0.183781, -0.181487, -0.936836, -0.0110709, -0.026177, 0.348612, -0.0290897, 0.104207, -0.00916312, -0.237226, -0.625125, -0.0394762, 
[2025-02-03 17:34:27.406049] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [13993] , 34.3979, 0.0388202, -0.183781, -0.181487, -0.936836, -0.0110709, -0.026177, 0.348612, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.410735] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [13994] , 34.4079, 0.0388202, -0.183781, -0.181487, -0.936836, -0.0110709, -0.026177, 0.348612, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.413080] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [13996] , 34.4079, 0.0381445, -0.183303, -0.181189, -0.937374, -0.0101716, -0.0288904, 0.346975, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.415879] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [13997] , 34.4079, 0.0381445, -0.183303, -0.181189, -0.937374, -0.0101716, -0.0288904, 0.346975, -0.0675741, 0.0477198, 0.0297841, 0, -0.578112, -0.332993, 
[2025-02-03 17:34:27.418703] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [13998] , 34.418, 0.0381445, -0.183303, -0.181189, -0.937374, -0.0101716, -0.0288904, 0.346975, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.423052] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14000] , 34.418, 0.0375895, -0.182678, -0.181116, -0.937451, -0.010327, -0.0299876, 0.346671, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.425659] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14001] , 34.418, 0.0375895, -0.182678, -0.181116, -0.937451, -0.010327, -0.0299876, 0.346671, -0.055497, 0.0625755, 0.00727509, 0.104189, -0.196222, -0.0560164, 
[2025-02-03 17:34:27.428262] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14002] , 34.418, 0.0375895, -0.182678, -0.181116, -0.937451, -0.010327, -0.0299876, 0.346671, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.431425] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14003] , 34.428, 0.0373243, -0.181692, -0.181012, -0.93749, -0.0090435, -0.031321, 0.346482, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.433544] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14005] , 34.428, 0.0373243, -0.181692, -0.181012, -0.93749, -0.0090435, -0.031321, 0.346482, -0.0265224, 0.0986034, 0.010404, -0.14894, -0.340024, -0.0351131, 
[2025-02-03 17:34:27.436882] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14006] , 34.428, 0.0373243, -0.181692, -0.181012, -0.93749, -0.0090435, -0.031321, 0.346482, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.438858] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14007] , 34.4379, 0.0373243, -0.181692, -0.181012, -0.93749, -0.0090435, -0.031321, 0.346482, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.442589] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14009] , 34.4379, 0.0367078, -0.180813, -0.181757, -0.937607, -0.00797547, -0.0320621, 0.346123, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.445324] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14010] , 34.4379, 0.0367078, -0.180813, -0.181757, -0.937607, -0.00797547, -0.0320621, 0.346123, -0.0616458, 0.0878299, -0.07441, -0.150895, -0.214598, -0.0754893, 
[2025-02-03 17:34:27.447975] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14011] , 34.4379, 0.0367078, -0.180813, -0.181757, -0.937607, -0.00797547, -0.0320621, 0.346123, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.450717] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14012] , 34.4479, 0.0361456, -0.180061, -0.181228, -0.937617, -0.00911414, -0.0340202, 0.345882, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.454604] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14014] , 34.4479, 0.0361456, -0.180061, -0.181228, -0.937617, -0.00911414, -0.0340202, 0.345882, -0.0562216, 0.0752325, 0.0528298, 0.348902, -0.289319, 0, 
[2025-02-03 17:34:27.459097] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14015] , 34.4579, 0.0361456, -0.180061, -0.181228, -0.937617, -0.00911414, -0.0340202, 0.345882, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.460347] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14016] , 34.4579, 0.0357343, -0.179023, -0.182055, -0.937671, -0.00732302, -0.0350713, 0.345671, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.463096] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14018] , 34.4579, 0.0357343, -0.179023, -0.182055, -0.937671, -0.00732302, -0.0350713, 0.345671, -0.0411329, 0.103838, -0.0827059, -0.264478, -0.322273, -0.0448346, 
[2025-02-03 17:34:27.465601] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14019] , 34.4579, 0.0357343, -0.179023, -0.182055, -0.937671, -0.00732302, -0.0350713, 0.345671, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.468725] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14020] , 34.468, 0.0357343, -0.179023, -0.182055, -0.937671, -0.00732302, -0.0350713, 0.345671, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.471332] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14021] , 34.468, 0.0352781, -0.178083, -0.182015, -0.937773, -0.00716832, -0.0349403, 0.345412, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.474597] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14023] , 34.468, 0.0352781, -0.178083, -0.182015, -0.937773, -0.00716832, -0.0349403, 0.345412, -0.0456182, 0.0939028, 0.00398773, -0.0398636, 0, -0.0571907, 
[2025-02-03 17:34:27.477096] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14024] , 34.468, 0.0352781, -0.178083, -0.182015, -0.937773, -0.00716832, -0.0349403, 0.345412, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.480588] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14025] , 34.4779, 0.0346364, -0.177269, -0.181994, -0.937931, -0.00801755, -0.0356701, 0.344891, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.482576] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14027] , 34.4779, 0.0346364, -0.177269, -0.181994, -0.937931, -0.00801755, -0.0356701, 0.344891, -0.064167, 0.0814068, 0.00209859, 0.206947, -0.0803217, -0.100923, 
[2025-02-03 17:34:27.485421] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14028] , 34.4779, 0.0346364, -0.177269, -0.181994, -0.937931, -0.00801755, -0.0356701, 0.344891, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.490314] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14029] , 34.4879, 0.0346364, -0.177269, -0.181994, -0.937931, -0.00801755, -0.0356701, 0.344891, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.492783] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14031] , 34.4879, 0.0340661, -0.176633, -0.182023, -0.937766, -0.00864569, -0.0359417, 0.345296, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.495635] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14032] , 34.4879, 0.0340661, -0.176633, -0.182023, -0.937766, -0.00864569, -0.0359417, 0.345296, -0.0570369, 0.0636649, -0.00285305, 0.13957, 0, 0.091958, 
[2025-02-03 17:34:27.498511] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14033] , 34.498, 0.0340661, -0.176633, -0.182023, -0.937766, -0.00864569, -0.0359417, 0.345296, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.501348] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14034] , 34.498, 0.0337659, -0.175755, -0.182501, -0.937764, -0.00775988, -0.0360202, 0.345313, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.506002] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14036] , 34.498, 0.0337659, -0.175755, -0.182501, -0.937764, -0.00775988, -0.0360202, 0.345313, -0.0300123, 0.0877966, -0.0478369, -0.160837, -0.0760004, 0, 
[2025-02-03 17:34:27.509678] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14037] , 34.5079, 0.0337659, -0.175755, -0.182501, -0.937764, -0.00775988, -0.0360202, 0.345313, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.511363] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14038] , 34.5079, 0.0331231, -0.174983, -0.182793, -0.937783, -0.00861725, -0.0365378, 0.345188, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.513985] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14040] , 34.5079, 0.0331231, -0.174983, -0.182793, -0.937783, -0.00861725, -0.0365378, 0.345188, -0.064285, 0.0771331, -0.0291333, 0.196314, -0.0382904, 0, 
[2025-02-03 17:34:27.516618] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14041] , 34.5079, 0.0331231, -0.174983, -0.182793, -0.937783, -0.00861725, -0.0365378, 0.345188, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.519315] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14042] , 34.5179, 0.0331231, -0.174983, -0.182793, -0.937783, -0.00861725, -0.0365378, 0.345188, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.522838] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14044] , 34.5179, 0.03249, -0.174219, -0.182782, -0.937898, -0.00976658, -0.0370901, 0.344785, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.525166] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14045] , 34.5179, 0.03249, -0.174219, -0.182782, -0.937898, -0.00976658, -0.0370901, 0.344785, -0.0633135, 0.0764923, 0, 0.251722, 0, -0.0751853, 
[2025-02-03 17:34:27.527538] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14046] , 34.5179, 0.03249, -0.174219, -0.182782, -0.937898, -0.00976658, -0.0370901, 0.344785, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.530181] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14047] , 34.528, 0.0319112, -0.173692, -0.182922, -0.937797, -0.0111116, -0.036742, 0.345056, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.532855] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14049] , 34.528, 0.0319112, -0.173692, -0.182922, -0.937797, -0.0111116, -0.036742, 0.345056, -0.0578755, 0.0526374, -0.0140168, 0.230289, 0.159701, 0.0615239, 
[2025-02-03 17:34:27.535546] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14050] , 34.528, 0.0319112, -0.173692, -0.182922, -0.937797, -0.0111116, -0.036742, 0.345056, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.539960] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14051] , 34.5379, 0.0312816, -0.172875, -0.183504, -0.937708, -0.0108219, -0.0378293, 0.345189, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.542680] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14053] , 34.5379, 0.0312816, -0.172875, -0.183504, -0.937708, -0.0108219, -0.0378293, 0.345189, -0.0629579, 0.0817638, -0.0582217, 0, -0.223407, 0.0369787, 
[2025-02-03 17:34:27.545168] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14054] , 34.5379, 0.0312816, -0.172875, -0.183504, -0.937708, -0.0108219, -0.0378293, 0.345189, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.547917] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14055] , 34.5379, 0.0312816, -0.172875, -0.183504, -0.937708, -0.0108219, -0.0378293, 0.345189, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.550710] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14056] , 34.548, 0.0308248, -0.172045, -0.183507, -0.937762, -0.0115857, -0.0368108, 0.345127, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.554240] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14058] , 34.548, 0.0308248, -0.172045, -0.183507, -0.937762, -0.0115857, -0.0368108, 0.345127, -0.0456802, 0.0829854, 0, 0.0720978, 0.243678, 0, 
[2025-02-03 17:34:27.556803] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14059] , 34.548, 0.0308248, -0.172045, -0.183507, -0.937762, -0.0115857, -0.0368108, 0.345127, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.559470] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14060] , 34.5579, 0.030181, -0.171274, -0.183658, -0.937863, -0.0127549, -0.0363078, 0.344866, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.562315] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14062] , 34.5579, 0.030181, -0.171274, -0.183658, -0.937863, -0.0127549, -0.0363078, 0.344866, -0.0643823, 0.077071, -0.0151134, 0.182962, 0.17397, -0.0547469, 
[2025-02-03 17:34:27.564747] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14063] , 34.5579, 0.030181, -0.171274, -0.183658, -0.937863, -0.0127549, -0.0363078, 0.344866, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.569468] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14064] , 34.5679, 0.030181, -0.171274, -0.183658, -0.937863, -0.0127549, -0.0363078, 0.344866, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.571976] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14065] , 34.5679, 0.0294075, -0.1705, -0.183521, -0.938018, -0.0140441, -0.0361459, 0.344411, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.574609] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14067] , 34.5679, 0.0294075, -0.1705, -0.183521, -0.938018, -0.0140441, -0.0361459, 0.344411, -0.0773503, 0.0774175, 0.0137528, 0.228119, 0.117077, -0.0922978, 
[2025-02-03 17:34:27.577110] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14068] , 34.5679, 0.0294075, -0.1705, -0.183521, -0.938018, -0.0140441, -0.0361459, 0.344411, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.579938] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14069] , 34.578, 0.0285888, -0.170118, -0.18366, -0.937947, -0.0158282, -0.0343978, 0.344705, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.582713] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14071] , 34.578, 0.0285888, -0.170118, -0.18366, -0.937947, -0.0158282, -0.0343978, 0.344705, -0.0818655, 0.038144, -0.0138762, 0.215411, 0.452982, 0.0542641, 
[2025-02-03 17:34:27.586633] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14072] , 34.578, 0.0285888, -0.170118, -0.18366, -0.937947, -0.0158282, -0.0343978, 0.344705, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.588830] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14073] , 34.588, 0.0285888, -0.170118, -0.18366, -0.937947, -0.0158282, -0.0343978, 0.344705, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.591420] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14074] , 34.588, 0.0280849, -0.168993, -0.183947, -0.937809, -0.0151926, -0.035994, 0.344947, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.595266] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14076] , 34.588, 0.0280849, -0.168993, -0.183947, -0.937809, -0.0151926, -0.035994, 0.344947, -0.0503913, 0.112569, -0.0287708, 0, -0.342057, 0.0640094, 
[2025-02-03 17:34:27.596619] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14077] , 34.588, 0.0280849, -0.168993, -0.183947, -0.937809, -0.0151926, -0.035994, 0.344947, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.599195] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14078] , 34.5979, 0.0276042, -0.168219, -0.184131, -0.938021, -0.0162319, -0.0338335, 0.344542, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.602803] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14080] , 34.5979, 0.0276042, -0.168219, -0.184131, -0.938021, -0.0162319, -0.0338335, 0.344542, -0.0480781, 0.0773347, -0.0183331, 0.0425577, 0.474885, -0.102472, 
[2025-02-03 17:34:27.605177] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14081] , 34.5979, 0.0276042, -0.168219, -0.184131, -0.938021, -0.0162319, -0.0338335, 0.344542, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.608692] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14082] , 34.608, 0.0276042, -0.168219, -0.184131, -0.938021, -0.0162319, -0.0338335, 0.344542, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.610503] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14083] , 34.608, 0.0269233, -0.167458, -0.18429, -0.938099, -0.0171712, -0.0330283, 0.344361, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.613268] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14085] , 34.608, 0.0269233, -0.167458, -0.18429, -0.938099, -0.0171712, -0.0330283, 0.344361, -0.0680866, 0.076155, -0.015917, 0.119567, 0.214946, -0.042057, 
[2025-02-03 17:34:27.617831] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14086] , 34.608, 0.0269233, -0.167458, -0.18429, -0.938099, -0.0171712, -0.0330283, 0.344361, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.621139] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14087] , 34.618, 0.0260983, -0.166208, -0.185865, -0.938238, -0.0138787, -0.0228082, 0.34496, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.623018] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14089] , 34.618, 0.0260983, -0.166208, -0.185865, -0.938238, -0.0138787, -0.0228082, 0.34496, -0.082494, 0.124989, -0.157523, -1.3247, 1.69325, 0, 
[2025-02-03 17:34:27.625754] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14090] , 34.618, 0.0260983, -0.166208, -0.185865, -0.938238, -0.0138787, -0.0228082, 0.34496, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.628526] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14091] , 34.628, 0.0260983, -0.166208, -0.185865, -0.938238, -0.0138787, -0.0228082, 0.34496, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.631464] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14092] , 34.628, 0.0254994, -0.165449, -0.186005, -0.938345, -0.0147724, -0.0218111, 0.344694, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.634676] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14094] , 34.628, 0.0254994, -0.165449, -0.186005, -0.938345, -0.0147724, -0.0218111, 0.344694, -0.0598919, 0.0758563, -0.013974, 0.0978947, 0.247628, -0.0610232, 
[2025-02-03 17:34:27.637334] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14095] , 34.628, 0.0254994, -0.165449, -0.186005, -0.938345, -0.0147724, -0.0218111, 0.344694, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.639929] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14096] , 34.638, 0.0248003, -0.164593, -0.186144, -0.938472, -0.0158361, -0.0209427, 0.344356, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.642664] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14098] , 34.638, 0.0248003, -0.164593, -0.186144, -0.938472, -0.0158361, -0.0209427, 0.344356, -0.0699134, 0.0856505, -0.0139176, 0.138617, 0.234809, -0.0753582, 
[2025-02-03 17:34:27.645197] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14099] , 34.638, 0.0248003, -0.164593, -0.186144, -0.938472, -0.0158361, -0.0209427, 0.344356, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.649842] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14100] , 34.6479, 0.0248003, -0.164593, -0.186144, -0.938472, -0.0158361, -0.0209427, 0.344356, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.652458] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14102] , 34.6479, 0.0241664, -0.163717, -0.186178, -0.938639, -0.0167241, -0.0197879, 0.343927, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.655593] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14103] , 34.6479, 0.0241664, -0.163717, -0.186178, -0.938639, -0.0167241, -0.0197879, 0.343927, -0.063393, 0.0875952, -0.00342926, 0.085783, 0.275903, -0.0970721, 
[2025-02-03 17:34:27.657919] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14104] , 34.6479, 0.0241664, -0.163717, -0.186178, -0.938639, -0.0167241, -0.0197879, 0.343927, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.660577] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14105] , 34.658, 0.0235592, -0.163537, -0.184912, -0.938885, -0.0218287, -0.0264916, 0.342516, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.664887] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14107] , 34.658, 0.0235592, -0.163537, -0.184912, -0.938885, -0.0218287, -0.0264916, 0.342516, -0.0607181, 0.0180083, 0.126612, 1.41702, -0.915231, -0.236845, 
[2025-02-03 17:34:27.667613] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14108] , 34.658, 0.0235592, -0.163537, -0.184912, -0.938885, -0.0218287, -0.0264916, 0.342516, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.670223] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14109] , 34.6679, 0.0229495, -0.162678, -0.185023, -0.938973, -0.0225308, -0.0252708, 0.34232, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.673027] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14111] , 34.6679, 0.0229495, -0.162678, -0.185023, -0.938973, -0.0225308, -0.0252708, 0.34232, -0.0609702, 0.0858636, -0.01108, 0.047183, 0.27617, -0.0502408, 
[2025-02-03 17:34:27.675517] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14112] , 34.6679, 0.0229495, -0.162678, -0.185023, -0.938973, -0.0225308, -0.0252708, 0.34232, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.678209] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14113] , 34.6679, 0.0229495, -0.162678, -0.185023, -0.938973, -0.0225308, -0.0252708, 0.34232, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.681824] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14114] , 34.678, 0.0225163, -0.161685, -0.184918, -0.939001, -0.0225108, -0.0248015, 0.34228, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.684725] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14116] , 34.678, 0.0225163, -0.161685, -0.184918, -0.939001, -0.0225108, -0.0248015, 0.34228, -0.0433156, 0.0992924, 0.0104564, -0.0361919, 0.0864834, 0, 
[2025-02-03 17:34:27.687219] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14117] , 34.678, 0.0225163, -0.161685, -0.184918, -0.939001, -0.0225108, -0.0248015, 0.34228, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:34:27.689878] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14118] , 34.688, 0.0219628, -0.160859, -0.185039, -0.939078, -0.0227425, -0.0233105, 0.342159, 0, 0, 0, 0, 0, 0, 
