[2025-02-03 17:33:53.472848] [0x0000007fbb71a010] [MocapTag] [0x000040d4] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 17:33:53.480872] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [3] , 0.477833, 0.0366774, -0.196576, -0.150277, -0.999946, 0.000867149, -0.000604717, 0.0103678, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.483006] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [4] , 0.477833, 0.0366736, -0.196575, -0.150271, -0.999946, 0.000851852, -0.000648446, 0.0103707, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.485919] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [5] , 0.477833, 0.0366736, -0.196575, -0.150271, -0.999946, 0.000851852, -0.000648446, 0.0103707, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.488359] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [6] , 0.487935, 0.0366736, -0.196575, -0.150271, -0.999946, 0.000851852, -0.000648446, 0.0103707, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.491061] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [7] , 0.487935, 0.0366736, -0.196575, -0.150271, -0.999946, 0.000851852, -0.000648446, 0.0103707, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.493769] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [8] , 0.487935, 0.0366757, -0.196574, -0.150265, -0.999946, 0.000874881, -0.0006023, 0.0103766, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.497395] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [9] , 0.487935, 0.0366757, -0.196574, -0.150265, -0.999946, 0.000874881, -0.0006023, 0.0103766, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.499751] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [10] , 0.497957, 0.0366757, -0.196574, -0.150265, -0.999946, 0.000874881, -0.0006023, 0.0103766, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.502397] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [11] , 0.497957, 0.0366753, -0.196581, -0.15026, -0.999946, 0.000877551, -0.000632552, 0.0103721, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.505443] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [12] , 0.497957, 0.0366753, -0.196581, -0.15026, -0.999946, 0.000877551, -0.000632552, 0.0103721, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.507682] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [13] , 0.497957, 0.0366753, -0.196581, -0.15026, -0.999946, 0.000877551, -0.000632552, 0.0103721, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.512095] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [14] , 0.507942, 0.0366753, -0.196581, -0.15026, -0.999946, 0.000877551, -0.000632552, 0.0103721, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.514755] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [15] , 0.507942, 0.0366732, -0.196579, -0.150262, -0.999946, 0.000865455, -0.000624854, 0.0103734, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.517553] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [16] , 0.507942, 0.0366732, -0.196579, -0.150262, -0.999946, 0.000865455, -0.000624854, 0.0103734, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.520415] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [17] , 0.517937, 0.0366732, -0.196579, -0.150262, -0.999946, 0.000865455, -0.000624854, 0.0103734, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.522933] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [18] , 0.517937, 0.0366795, -0.196583, -0.150263, -0.999946, 0.000883999, -0.000597991, 0.0103784, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.525763] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [19] , 0.517937, 0.0366795, -0.196583, -0.150263, -0.999946, 0.000883999, -0.000597991, 0.0103784, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.529176] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [20] , 0.52794, 0.0366795, -0.196583, -0.150263, -0.999946, 0.000883999, -0.000597991, 0.0103784, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.531169] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [21] , 0.52794, 0.0366787, -0.196582, -0.150266, -0.999946, 0.000858995, -0.000629963, 0.0103755, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.536273] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [22] , 0.52794, 0.0366787, -0.196582, -0.150266, -0.999946, 0.000858995, -0.000629963, 0.0103755, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.537303] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [23] , 0.52794, 0.0366787, -0.196582, -0.150266, -0.999946, 0.000858995, -0.000629963, 0.0103755, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.540102] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [24] , 0.537939, 0.0366787, -0.196582, -0.150266, -0.999946, 0.000858995, -0.000629963, 0.0103755, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.546794] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [25] , 0.537939, 0.0366776, -0.196586, -0.150275, -0.999946, 0.000890785, -0.000600294, 0.0103691, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.547124] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [26] , 0.537939, 0.0366776, -0.196586, -0.150275, -0.999946, 0.000890785, -0.000600294, 0.0103691, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.549419] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [27] , 0.547938, 0.0366776, -0.196586, -0.150275, -0.999946, 0.000890785, -0.000600294, 0.0103691, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.553426] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [28] , 0.547938, 0.0366762, -0.196581, -0.150278, -0.999946, 0.00089016, -0.00057664, 0.010372, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.555293] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [29] , 0.547938, 0.0366762, -0.196581, -0.150278, -0.999946, 0.00089016, -0.00057664, 0.010372, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.557558] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [30] , 0.547938, 0.0366762, -0.196581, -0.150278, -0.999946, 0.00089016, -0.00057664, 0.010372, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.560728] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [31] , 0.55794, 0.0366762, -0.196581, -0.150278, -0.999946, 0.00089016, -0.00057664, 0.010372, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.563267] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [32] , 0.55794, 0.0366748, -0.196581, -0.150276, -0.999946, 0.000871069, -0.000609877, 0.0103813, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.566073] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [33] , 0.55794, 0.0366748, -0.196581, -0.150276, -0.999946, 0.000871069, -0.000609877, 0.0103813, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.568820] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [34] , 0.567939, 0.0366748, -0.196581, -0.150276, -0.999946, 0.000871069, -0.000609877, 0.0103813, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.571305] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [35] , 0.567939, 0.0366748, -0.196581, -0.150276, -0.999946, 0.000871069, -0.000609877, 0.0103813, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.576402] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [36] , 0.567939, 0.0366759, -0.196576, -0.15028, -0.999946, 0.000882666, -0.000591648, 0.0103751, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.579816] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [37] , 0.577936, 0.0366759, -0.196576, -0.15028, -0.999946, 0.000882666, -0.000591648, 0.0103751, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.581172] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [38] , 0.577936, 0.0366759, -0.196576, -0.15028, -0.999946, 0.000882666, -0.000591648, 0.0103751, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.583905] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [39] , 0.577936, 0.0366764, -0.196574, -0.150277, -0.999946, 0.000876732, -0.000589329, 0.0103683, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.586655] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [40] , 0.577936, 0.0366764, -0.196574, -0.150277, -0.999946, 0.000876732, -0.000589329, 0.0103683, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.589890] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [41] , 0.587945, 0.0366764, -0.196574, -0.150277, -0.999946, 0.000876732, -0.000589329, 0.0103683, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.594646] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [42] , 0.587945, 0.0366726, -0.196578, -0.150272, -0.999946, 0.000858691, -0.000648148, 0.0103648, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.595416] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [43] , 0.587945, 0.0366726, -0.196578, -0.150272, -0.999946, 0.000858691, -0.000648148, 0.0103648, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.598614] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [44] , 0.597942, 0.0366726, -0.196578, -0.150272, -0.999946, 0.000858691, -0.000648148, 0.0103648, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.600711] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [45] , 0.597942, 0.0366726, -0.196578, -0.150272, -0.999946, 0.000858691, -0.000648148, 0.0103648, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.603478] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [46] , 0.597942, 0.0366781, -0.196584, -0.150272, -0.999946, 0.000863936, -0.000610988, 0.010373, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.608705] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [47] , 0.607938, 0.0366781, -0.196584, -0.150272, -0.999946, 0.000863936, -0.000610988, 0.010373, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.610386] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [48] , 0.607938, 0.0366781, -0.196584, -0.150272, -0.999946, 0.000863936, -0.000610988, 0.010373, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.612967] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [49] , 0.607938, 0.0366754, -0.196581, -0.150271, -0.999946, 0.000845619, -0.000654356, 0.0103809, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.615919] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [50] , 0.607938, 0.0366754, -0.196581, -0.150271, -0.999946, 0.000845619, -0.000654356, 0.0103809, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.618570] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [51] , 0.61794, 0.0366754, -0.196581, -0.150271, -0.999946, 0.000845619, -0.000654356, 0.0103809, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.621070] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [52] , 0.61794, 0.0366754, -0.196581, -0.150271, -0.999946, 0.000845619, -0.000654356, 0.0103809, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.624275] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [53] , 0.61794, 0.0366783, -0.196584, -0.150271, -0.999946, 0.000845717, -0.000635934, 0.0103796, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.627162] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [54] , 0.61794, 0.0366783, -0.196584, -0.150271, -0.999946, 0.000845717, -0.000635934, 0.0103796, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.629867] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [55] , 0.627936, 0.0366783, -0.196584, -0.150271, -0.999946, 0.000845717, -0.000635934, 0.0103796, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.632305] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [56] , 0.627936, 0.036679, -0.196581, -0.150267, -0.999946, 0.000855118, -0.000651435, 0.0103775, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.639064] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [57] , 0.637932, 0.036679, -0.196581, -0.150267, -0.999946, 0.000855118, -0.000651435, 0.0103775, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.639796] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [58] , 0.637932, 0.036679, -0.196581, -0.150267, -0.999946, 0.000855118, -0.000651435, 0.0103775, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.642418] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [59] , 0.637932, 0.0366771, -0.19658, -0.15027, -0.999946, 0.000861536, -0.000621826, 0.0103762, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.645409] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [60] , 0.637932, 0.0366771, -0.19658, -0.15027, -0.999946, 0.000861536, -0.000621826, 0.0103762, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.647943] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [61] , 0.637932, 0.0366771, -0.19658, -0.15027, -0.999946, 0.000861536, -0.000621826, 0.0103762, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.650590] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [62] , 0.647942, 0.0366771, -0.19658, -0.15027, -0.999946, 0.000861536, -0.000621826, 0.0103762, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.653643] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [63] , 0.647942, 0.036675, -0.196579, -0.150274, -0.999946, 0.000882858, -0.000601468, 0.0103762, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.656448] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [64] , 0.647942, 0.036675, -0.196579, -0.150274, -0.999946, 0.000882858, -0.000601468, 0.0103762, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.658971] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [65] , 0.657936, 0.036675, -0.196579, -0.150274, -0.999946, 0.000882858, -0.000601468, 0.0103762, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.661530] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [66] , 0.657936, 0.0366771, -0.196575, -0.150269, -0.999946, 0.00088865, -0.000593824, 0.010376, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.664513] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [67] , 0.657936, 0.0366771, -0.196575, -0.150269, -0.999946, 0.00088865, -0.000593824, 0.010376, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.666968] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [68] , 0.657936, 0.0366771, -0.196575, -0.150269, -0.999946, 0.00088865, -0.000593824, 0.010376, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.672165] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [69] , 0.667937, 0.0366771, -0.196575, -0.150269, -0.999946, 0.00088865, -0.000593824, 0.010376, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.674955] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [70] , 0.667937, 0.0366785, -0.196576, -0.150274, -0.999946, 0.000879825, -0.000602055, 0.0103699, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.678581] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [71] , 0.677935, 0.0366785, -0.196576, -0.150274, -0.999946, 0.000879825, -0.000602055, 0.0103699, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.680816] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [72] , 0.677935, 0.0366785, -0.196576, -0.150274, -0.999946, 0.000879825, -0.000602055, 0.0103699, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.683401] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [73] , 0.677935, 0.0366755, -0.196579, -0.150271, -0.999946, 0.000868671, -0.000617361, 0.0103712, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.688044] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [74] , 0.677935, 0.0366755, -0.196579, -0.150271, -0.999946, 0.000868671, -0.000617361, 0.0103712, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.690868] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [75] , 0.687941, 0.0366755, -0.196579, -0.150271, -0.999946, 0.000868671, -0.000617361, 0.0103712, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.693430] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [76] , 0.687941, 0.0366728, -0.19658, -0.150278, -0.999946, 0.000870672, -0.000622554, 0.0103722, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.696421] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [77] , 0.687941, 0.0366728, -0.19658, -0.150278, -0.999946, 0.000870672, -0.000622554, 0.0103722, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.698891] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [78] , 0.697936, 0.0366728, -0.19658, -0.150278, -0.999946, 0.000870672, -0.000622554, 0.0103722, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.703581] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [79] , 0.697936, 0.0366731, -0.196583, -0.150278, -0.999946, 0.000854297, -0.000630378, 0.010371, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.707544] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [80] , 0.697936, 0.0366731, -0.196583, -0.150278, -0.999946, 0.000854297, -0.000630378, 0.010371, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.709019] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [81] , 0.707937, 0.0366731, -0.196583, -0.150278, -0.999946, 0.000854297, -0.000630378, 0.010371, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.712015] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [82] , 0.707937, 0.0366737, -0.196582, -0.150276, -0.999946, 0.0008476, -0.000659848, 0.0103725, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.714681] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [83] , 0.707937, 0.0366737, -0.196582, -0.150276, -0.999946, 0.0008476, -0.000659848, 0.0103725, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.717147] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [84] , 0.707937, 0.0366737, -0.196582, -0.150276, -0.999946, 0.0008476, -0.000659848, 0.0103725, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.720356] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [85] , 0.717941, 0.0366737, -0.196582, -0.150276, -0.999946, 0.0008476, -0.000659848, 0.0103725, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.722925] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [86] , 0.717941, 0.0366765, -0.196587, -0.150282, -0.999946, 0.000871196, -0.000625023, 0.0103659, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.726042] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [87] , 0.717941, 0.0366765, -0.196587, -0.150282, -0.999946, 0.000871196, -0.000625023, 0.0103659, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.728356] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [88] , 0.727938, 0.0366765, -0.196587, -0.150282, -0.999946, 0.000871196, -0.000625023, 0.0103659, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.730937] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [89] , 0.727938, 0.0366765, -0.196587, -0.150282, -0.999946, 0.000871196, -0.000625023, 0.0103659, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.735357] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [90] , 0.727938, 0.0366763, -0.196577, -0.150273, -0.999946, 0.000844899, -0.000657244, 0.0103664, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.738104] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [91] , 0.737951, 0.0366763, -0.196577, -0.150273, -0.999946, 0.000844899, -0.000657244, 0.0103664, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.740897] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [92] , 0.737951, 0.0366763, -0.196577, -0.150273, -0.999946, 0.000844899, -0.000657244, 0.0103664, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.743308] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [93] , 0.737951, 0.0366791, -0.19658, -0.150273, -0.999946, 0.000862257, -0.000608594, 0.010373, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.746284] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [94] , 0.737951, 0.0366791, -0.19658, -0.150273, -0.999946, 0.000862257, -0.000608594, 0.010373, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.748800] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [95] , 0.747944, 0.0366791, -0.19658, -0.150273, -0.999946, 0.000862257, -0.000608594, 0.010373, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.752302] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [96] , 0.747944, 0.0366796, -0.196577, -0.150274, -0.999946, 0.000864783, -0.000622125, 0.0103715, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.755302] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [97] , 0.747944, 0.0366796, -0.196577, -0.150274, -0.999946, 0.000864783, -0.000622125, 0.0103715, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.757694] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [98] , 0.747944, 0.0366796, -0.196577, -0.150274, -0.999946, 0.000864783, -0.000622125, 0.0103715, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.760526] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [99] , 0.757936, 0.0366796, -0.196577, -0.150274, -0.999946, 0.000864783, -0.000622125, 0.0103715, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.762946] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [100] , 0.757936, 0.0366788, -0.196576, -0.150272, -0.999946, 0.000868849, -0.000620531, 0.010375, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.767525] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [101] , 0.757936, 0.0366788, -0.196576, -0.150272, -0.999946, 0.000868849, -0.000620531, 0.010375, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.770360] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [102] , 0.76794, 0.0366788, -0.196576, -0.150272, -0.999946, 0.000868849, -0.000620531, 0.010375, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.772914] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [103] , 0.76794, 0.036678, -0.196579, -0.15027, -0.999946, 0.000874846, -0.000596348, 0.010368, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.775784] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [104] , 0.76794, 0.036678, -0.196579, -0.15027, -0.999946, 0.000874846, -0.000596348, 0.010368, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.778214] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [105] , 0.777952, 0.036678, -0.196579, -0.15027, -0.999946, 0.000874846, -0.000596348, 0.010368, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.780804] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [106] , 0.777952, 0.036678, -0.196579, -0.15027, -0.999946, 0.000874846, -0.000596348, 0.010368, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.784147] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [107] , 0.777952, 0.0366745, -0.196583, -0.150268, -0.999946, 0.000855451, -0.00063154, 0.0103702, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.789048] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [108] , 0.787934, 0.0366745, -0.196583, -0.150268, -0.999946, 0.000855451, -0.00063154, 0.0103702, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.789794] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [109] , 0.787934, 0.0366745, -0.196583, -0.150268, -0.999946, 0.000855451, -0.00063154, 0.0103702, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.792528] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [110] , 0.787934, 0.0366757, -0.196585, -0.150273, -0.999946, 0.000868424, -0.000613849, 0.0103746, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.795356] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [111] , 0.787934, 0.0366757, -0.196585, -0.150273, -0.999946, 0.000868424, -0.000613849, 0.0103746, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.799915] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [112] , 0.797938, 0.0366757, -0.196585, -0.150273, -0.999946, 0.000868424, -0.000613849, 0.0103746, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.802583] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [113] , 0.797938, 0.0366772, -0.19659, -0.150275, -0.999946, 0.000866414, -0.00061246, 0.0103721, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:33:53.806548] [0x0000007faa7fb9a0] [MocapTag] [0x000040d4] [114] , 0.797938, 0.0366772, -0.19659, -0.150275, -0.999946, 0.000866414, -0.00061246, 0.0103721, 0, 0, 0, 0, 0, 0, 
