[2025-02-03 14:47:14.385269] [0x0000007f90848010] [MocapTag] [0x00005722] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 14:47:14.390023] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [3] , 0, -0.0105974, -0.190294, -0.148797, -0.999918, -0.00239592, -0.011585, 0.00488334, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.392106] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [4] , 0.390441, -0.0105986, -0.190301, -0.148782, -0.999918, -0.00238156, -0.0116002, 0.00487167, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.394905] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [5] , 0.390441, -0.0105986, -0.190301, -0.148782, -0.999918, -0.00238156, -0.0116002, 0.00487167, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.399620] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [6] , 0.390441, -0.0105986, -0.190301, -0.148782, -0.999918, -0.00238156, -0.0116002, 0.00487167, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.405050] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [7] , 0.400063, -0.0106015, -0.190302, -0.148754, -0.999918, -0.00237692, -0.0116475, 0.00485255, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.405972] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [8] , 0.400063, -0.0106015, -0.190302, -0.148754, -0.999918, -0.00237692, -0.0116475, 0.00485255, 0, 0, 0.002785, 0, 0, 0, 
[2025-02-03 14:47:14.407699] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [9] , 0.400063, -0.0106015, -0.190302, -0.148754, -0.999918, -0.00237692, -0.0116475, 0.00485255, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.410311] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [10] , 0.400063, -0.0106015, -0.190302, -0.148754, -0.999918, -0.00237692, -0.0116475, 0.00485255, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.414898] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [11] , 0.410074, -0.0106019, -0.190294, -0.148726, -0.999917, -0.00237385, -0.0117051, 0.00484442, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.417809] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [12] , 0.410074, -0.0106019, -0.190294, -0.148726, -0.999917, -0.00237385, -0.0117051, 0.00484442, 0, 0, 0.00275534, 0, 0, 0, 
[2025-02-03 14:47:14.420483] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [13] , 0.420069, -0.0106019, -0.190294, -0.148726, -0.999917, -0.00237385, -0.0117051, 0.00484442, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.423183] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [14] , 0.420069, -0.0106058, -0.190297, -0.148713, -0.999917, -0.00235545, -0.0117377, 0.0048376, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.426042] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [15] , 0.420069, -0.0106058, -0.190297, -0.148713, -0.999917, -0.00235545, -0.0117377, 0.0048376, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.430729] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [16] , 0.430076, -0.0106058, -0.190297, -0.148713, -0.999917, -0.00235545, -0.0117377, 0.0048376, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.433421] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [17] , 0.430076, -0.0106053, -0.19029, -0.148711, -0.999917, -0.00236376, -0.0117385, 0.00484121, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.436268] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [18] , 0.430076, -0.0106053, -0.19029, -0.148711, -0.999917, -0.00236376, -0.0117385, 0.00484121, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.438926] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [19] , 0.430076, -0.0106053, -0.19029, -0.148711, -0.999917, -0.00236376, -0.0117385, 0.00484121, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.441652] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [20] , 0.44007, -0.0106053, -0.19029, -0.148711, -0.999917, -0.00236376, -0.0117385, 0.00484121, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.444165] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [21] , 0.44007, -0.010603, -0.190294, -0.14872, -0.999917, -0.00237745, -0.011704, 0.00485476, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.449368] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [22] , 0.44007, -0.010603, -0.190294, -0.14872, -0.999917, -0.00237745, -0.011704, 0.00485476, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.452066] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [23] , 0.450066, -0.010602, -0.190298, -0.148746, -0.999917, -0.00236401, -0.0116684, 0.00485118, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.454816] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [24] , 0.450066, -0.010602, -0.190298, -0.148746, -0.999917, -0.00236401, -0.0116684, 0.00485118, 0, 0, -0.00254779, 0, 0, 0, 
[2025-02-03 14:47:14.457378] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [25] , 0.450066, -0.010602, -0.190298, -0.148746, -0.999917, -0.00236401, -0.0116684, 0.00485118, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.459802] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [26] , 0.450066, -0.010602, -0.190298, -0.148746, -0.999917, -0.00236401, -0.0116684, 0.00485118, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.463243] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [27] , 0.46008, -0.0105992, -0.1903, -0.148769, -0.999918, -0.0023935, -0.0116023, 0.00486594, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.465928] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [28] , 0.46008, -0.0105992, -0.1903, -0.148769, -0.999918, -0.0023935, -0.0116023, 0.00486594, 0, 0, -0.00232006, 0, 0, 0, 
[2025-02-03 14:47:14.468856] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [29] , 0.46008, -0.0105992, -0.1903, -0.148769, -0.999918, -0.0023935, -0.0116023, 0.00486594, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.471602] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [30] , 0.470076, -0.0105992, -0.1903, -0.148769, -0.999918, -0.0023935, -0.0116023, 0.00486594, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.475171] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [31] , 0.470076, -0.010598, -0.190298, -0.148789, -0.999918, -0.00238553, -0.0115922, 0.0048758, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.478878] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [32] , 0.470076, -0.010598, -0.190298, -0.148789, -0.999918, -0.00238553, -0.0115922, 0.0048758, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.481597] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [33] , 0.480079, -0.010598, -0.190298, -0.148789, -0.999918, -0.00238553, -0.0115922, 0.0048758, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.484353] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [34] , 0.480079, -0.0105984, -0.190296, -0.148801, -0.999918, -0.00238296, -0.0115774, 0.00487869, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.487061] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [35] , 0.480079, -0.0105984, -0.190296, -0.148801, -0.999918, -0.00238296, -0.0115774, 0.00487869, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.490363] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [36] , 0.480079, -0.0105984, -0.190296, -0.148801, -0.999918, -0.00238296, -0.0115774, 0.00487869, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.494059] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [37] , 0.490068, -0.0105977, -0.190281, -0.148801, -0.999918, -0.00240208, -0.0115872, 0.00488413, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.497093] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [38] , 0.490068, -0.0105977, -0.190281, -0.148801, -0.999918, -0.00240208, -0.0115872, 0.00488413, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.500317] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [39] , 0.490068, -0.0105977, -0.190281, -0.148801, -0.999918, -0.00240208, -0.0115872, 0.00488413, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.502287] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [40] , 0.500072, -0.0105984, -0.190276, -0.148792, -0.999918, -0.00240279, -0.0115717, 0.00488447, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.505227] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [41] , 0.500072, -0.0105984, -0.190276, -0.148792, -0.999918, -0.00240279, -0.0115717, 0.00488447, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.507791] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [42] , 0.500072, -0.0105984, -0.190276, -0.148792, -0.999918, -0.00240279, -0.0115717, 0.00488447, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.511877] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [43] , 0.51006, -0.0105984, -0.190276, -0.148792, -0.999918, -0.00240279, -0.0115717, 0.00488447, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.515211] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [44] , 0.51006, -0.010596, -0.190273, -0.148785, -0.999918, -0.00240392, -0.0115788, 0.00489003, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.519093] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [45] , 0.51006, -0.010596, -0.190273, -0.148785, -0.999918, -0.00240392, -0.0115788, 0.00489003, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.520313] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [46] , 0.51006, -0.010596, -0.190273, -0.148785, -0.999918, -0.00240392, -0.0115788, 0.00489003, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.522925] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [47] , 0.52007, -0.0105939, -0.190281, -0.148776, -0.999918, -0.00239349, -0.0115771, 0.00489364, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.527250] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [48] , 0.52007, -0.0105939, -0.190281, -0.148776, -0.999918, -0.00239349, -0.0115771, 0.00489364, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.529845] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [49] , 0.52007, -0.0105939, -0.190281, -0.148776, -0.999918, -0.00239349, -0.0115771, 0.00489364, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.532604] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [50] , 0.530089, -0.0105902, -0.190291, -0.148769, -0.999918, -0.002383, -0.0115588, 0.00488307, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.535479] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [51] , 0.530089, -0.0105902, -0.190291, -0.148769, -0.999918, -0.002383, -0.0115588, 0.00488307, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.538143] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [52] , 0.530089, -0.0105902, -0.190291, -0.148769, -0.999918, -0.002383, -0.0115588, 0.00488307, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.542448] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [53] , 0.540076, -0.0105902, -0.190291, -0.148769, -0.999918, -0.002383, -0.0115588, 0.00488307, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.545174] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [54] , 0.540076, -0.0105911, -0.190297, -0.148763, -0.999918, -0.00239036, -0.0115795, 0.00487886, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.548090] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [55] , 0.540076, -0.0105911, -0.190297, -0.148763, -0.999918, -0.00239036, -0.0115795, 0.00487886, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.550858] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [56] , 0.550057, -0.0105911, -0.190297, -0.148763, -0.999918, -0.00239036, -0.0115795, 0.00487886, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.553310] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [57] , 0.550057, -0.0105983, -0.190305, -0.14875, -0.999918, -0.00237324, -0.0116235, 0.00486736, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.558132] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [58] , 0.550057, -0.0105983, -0.190305, -0.14875, -0.999918, -0.00237324, -0.0116235, 0.00486736, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.560816] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [59] , 0.560067, -0.0105983, -0.190305, -0.14875, -0.999918, -0.00237324, -0.0116235, 0.00486736, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.563553] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [60] , 0.560067, -0.0106022, -0.190305, -0.148731, -0.999917, -0.00236657, -0.0117073, 0.00484542, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.566494] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [61] , 0.560067, -0.0106022, -0.190305, -0.148731, -0.999917, -0.00236657, -0.0117073, 0.00484542, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.569179] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [62] , 0.560067, -0.0106022, -0.190305, -0.148731, -0.999917, -0.00236657, -0.0117073, 0.00484542, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.574118] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [63] , 0.570076, -0.0106097, -0.190298, -0.148724, -0.999917, -0.00235622, -0.0117464, 0.00483494, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.576865] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [64] , 0.570076, -0.0106097, -0.190298, -0.148724, -0.999917, -0.00235622, -0.0117464, 0.00483494, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.579455] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [65] , 0.570076, -0.0106097, -0.190298, -0.148724, -0.999917, -0.00235622, -0.0117464, 0.00483494, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.582455] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [66] , 0.580077, -0.0106142, -0.190295, -0.14872, -0.999916, -0.00234913, -0.0117687, 0.00482402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.585159] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [67] , 0.580077, -0.0106142, -0.190295, -0.14872, -0.999916, -0.00234913, -0.0117687, 0.00482402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.589549] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [68] , 0.580077, -0.0106142, -0.190295, -0.14872, -0.999916, -0.00234913, -0.0117687, 0.00482402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.591907] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [69] , 0.590087, -0.0106142, -0.190295, -0.14872, -0.999916, -0.00234913, -0.0117687, 0.00482402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.594519] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [70] , 0.590087, -0.0106163, -0.190289, -0.14873, -0.999916, -0.00237017, -0.0117629, 0.00482396, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.603374] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [71] , 0.600105, -0.0106163, -0.190289, -0.14873, -0.999916, -0.00237017, -0.0117629, 0.00482396, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.604061] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [72] , 0.600105, -0.0106163, -0.190289, -0.14873, -0.999916, -0.00237017, -0.0117629, 0.00482396, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.604771] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [73] , 0.600105, -0.0106096, -0.190293, -0.14875, -0.999917, -0.00236893, -0.0117132, 0.00484336, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.606844] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [74] , 0.600105, -0.0106096, -0.190293, -0.14875, -0.999917, -0.00236893, -0.0117132, 0.00484336, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.609619] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [75] , 0.600105, -0.0106096, -0.190293, -0.14875, -0.999917, -0.00236893, -0.0117132, 0.00484336, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.612233] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [76] , 0.610124, -0.0106022, -0.190294, -0.148775, -0.999918, -0.00237569, -0.0116488, 0.00486243, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.615292] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [77] , 0.610124, -0.0106022, -0.190294, -0.148775, -0.999918, -0.00237569, -0.0116488, 0.00486243, 0, 0, -0.0024962, 0, 0, 0, 
[2025-02-03 14:47:14.619278] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [78] , 0.610124, -0.0106022, -0.190294, -0.148775, -0.999918, -0.00237569, -0.0116488, 0.00486243, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.621761] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [79] , 0.620107, -0.0106022, -0.190294, -0.148775, -0.999918, -0.00237569, -0.0116488, 0.00486243, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.628422] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [80] , 0.620107, -0.0105951, -0.190293, -0.148796, -0.999918, -0.0023906, -0.0115681, 0.00488368, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.629082] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [81] , 0.620107, -0.0105951, -0.190293, -0.148796, -0.999918, -0.0023906, -0.0115681, 0.00488368, 0, 0, -0.00204622, 0, 0, 0, 
[2025-02-03 14:47:14.629919] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [82] , 0.620107, -0.0105951, -0.190293, -0.148796, -0.999918, -0.0023906, -0.0115681, 0.00488368, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.634143] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [83] , 0.630109, -0.0105914, -0.190289, -0.148804, -0.999919, -0.00240087, -0.0115305, 0.00488653, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.637173] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [84] , 0.630109, -0.0105914, -0.190289, -0.148804, -0.999919, -0.00240087, -0.0115305, 0.00488653, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.640337] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [85] , 0.630109, -0.0105914, -0.190289, -0.148804, -0.999919, -0.00240087, -0.0115305, 0.00488653, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.642494] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [86] , 0.640105, -0.0105853, -0.190285, -0.148802, -0.999919, -0.00240045, -0.0115219, 0.00491024, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.645385] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [87] , 0.640105, -0.0105853, -0.190285, -0.148802, -0.999919, -0.00240045, -0.0115219, 0.00491024, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.648821] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [88] , 0.640105, -0.0105853, -0.190285, -0.148802, -0.999919, -0.00240045, -0.0115219, 0.00491024, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.651611] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [89] , 0.650077, -0.0105853, -0.190285, -0.148802, -0.999919, -0.00240045, -0.0115219, 0.00491024, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.654234] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [90] , 0.650077, -0.0105808, -0.190274, -0.14879, -0.999919, -0.00241303, -0.0115029, 0.00490531, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.657119] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [91] , 0.650077, -0.0105808, -0.190274, -0.14879, -0.999919, -0.00241303, -0.0115029, 0.00490531, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.659573] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [92] , 0.650077, -0.0105808, -0.190274, -0.14879, -0.999919, -0.00241303, -0.0115029, 0.00490531, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.663710] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [93] , 0.660077, -0.0105854, -0.190271, -0.148778, -0.999918, -0.00239519, -0.0115587, 0.00489361, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.666854] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [94] , 0.660077, -0.0105854, -0.190271, -0.148778, -0.999918, -0.00239519, -0.0115587, 0.00489361, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.669179] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [95] , 0.660077, -0.0105854, -0.190271, -0.148778, -0.999918, -0.00239519, -0.0115587, 0.00489361, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.673371] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [96] , 0.670076, -0.0105854, -0.190271, -0.148778, -0.999918, -0.00239519, -0.0115587, 0.00489361, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.674729] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [97] , 0.670076, -0.0105878, -0.190269, -0.148771, -0.999918, -0.00239228, -0.0115783, 0.00488581, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.679118] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [98] , 0.670076, -0.0105878, -0.190269, -0.148771, -0.999918, -0.00239228, -0.0115783, 0.00488581, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.681834] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [99] , 0.680079, -0.0105878, -0.190269, -0.148771, -0.999918, -0.00239228, -0.0115783, 0.00488581, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.684560] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [100] , 0.680079, -0.0105929, -0.190273, -0.148761, -0.999918, -0.00238287, -0.0115905, 0.00487078, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.687499] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [101] , 0.680079, -0.0105929, -0.190273, -0.148761, -0.999918, -0.00238287, -0.0115905, 0.00487078, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.690196] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [102] , 0.680079, -0.0105929, -0.190273, -0.148761, -0.999918, -0.00238287, -0.0115905, 0.00487078, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.692697] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [103] , 0.690075, -0.0105934, -0.190286, -0.148755, -0.999918, -0.00238229, -0.0116414, 0.00486864, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.696115] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [104] , 0.690075, -0.0105934, -0.190286, -0.148755, -0.999918, -0.00238229, -0.0116414, 0.00486864, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.698942] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [105] , 0.690075, -0.0105934, -0.190286, -0.148755, -0.999918, -0.00238229, -0.0116414, 0.00486864, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.702856] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [106] , 0.700076, -0.0105934, -0.190286, -0.148755, -0.999918, -0.00238229, -0.0116414, 0.00486864, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.704950] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [107] , 0.700076, -0.0106, -0.190294, -0.148751, -0.999917, -0.0023823, -0.0116586, 0.00485755, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.707000] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [108] , 0.700076, -0.0106, -0.190294, -0.148751, -0.999917, -0.0023823, -0.0116586, 0.00485755, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.711372] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [109] , 0.710067, -0.0106, -0.190294, -0.148751, -0.999917, -0.0023823, -0.0116586, 0.00485755, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.713981] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [110] , 0.710067, -0.0106007, -0.190302, -0.148745, -0.999917, -0.00235588, -0.0116963, 0.00484553, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.716810] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [111] , 0.710067, -0.0106007, -0.190302, -0.148745, -0.999917, -0.00235588, -0.0116963, 0.00484553, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.719554] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [112] , 0.710067, -0.0106007, -0.190302, -0.148745, -0.999917, -0.00235588, -0.0116963, 0.00484553, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.722260] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [113] , 0.720068, -0.0106073, -0.190312, -0.148747, -0.999917, -0.00234617, -0.0117358, 0.00483908, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.730619] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [114] , 0.730071, -0.0106073, -0.190312, -0.148747, -0.999917, -0.00234617, -0.0117358, 0.00483908, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:14.731183] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [115] , 0.730071, -0.0106073, -0.190312, -0.148747, -0.999917, -0.00234617, -0.0117358, 0.00483908, 0, 0, 0, 0, 0, 0, 
