[2025-02-03 14:47:14.385269] [0x0000007f90848010] [MocapTag] [0x00005722] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 14:47:19.827998] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1759] , 5.82007, -0.0101508, -0.190191, -0.148519, -0.99991, -0.00152903, -0.0120493, 0.00563403, 0.0249019, 0.0243408, 0.0331964, -0.14925, -0.261485, 0.113284, 
[2025-02-03 14:47:19.829796] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1760] , 5.82007, -0.0101508, -0.190191, -0.148519, -0.99991, -0.00152903, -0.0120493, 0.00563403, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.832482] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1761] , 5.83008, -0.0102888, -0.190218, -0.148473, -0.999928, -0.00151302, -0.0106769, 0.00519368, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.835352] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1762] , 5.83008, -0.0102888, -0.190218, -0.148473, -0.999928, -0.00151302, -0.0106769, 0.00519368, -0.0138056, -0.00263584, 0.00466054, 0, 0.274336, -0.0885939, 
[2025-02-03 14:47:19.840282] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1763] , 5.83008, -0.0102888, -0.190218, -0.148473, -0.999928, -0.00151302, -0.0106769, 0.00519368, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.842858] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1764] , 5.84007, -0.0105229, -0.190173, -0.14854, -0.999886, -0.000974988, -0.0140062, 0.00553305, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.845558] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1765] , 5.84007, -0.0105229, -0.190173, -0.14854, -0.999886, -0.000974988, -0.0140062, 0.00553305, -0.0234042, 0.00444932, -0.00668952, -0.103188, -0.666385, 0.0675256, 
[2025-02-03 14:47:19.848441] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1766] , 5.84007, -0.0105229, -0.190173, -0.14854, -0.999886, -0.000974988, -0.0140062, 0.00553305, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.851020] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1767] , 5.85008, -0.0105229, -0.190173, -0.14854, -0.999886, -0.000974988, -0.0140062, 0.00553305, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.855488] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1768] , 5.85008, -0.0104833, -0.190525, -0.148328, -0.999925, -0.00314369, -0.0105514, 0.00531006, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.858335] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1769] , 5.85008, -0.0104833, -0.190525, -0.148328, -0.999925, -0.00314369, -0.0105514, 0.00531006, 0.00395671, -0.0352387, 0.021101, 0.429487, 0.693266, -0.0408483, 
[2025-02-03 14:47:19.861482] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1770] , 5.86009, -0.0104833, -0.190525, -0.148328, -0.999925, -0.00314369, -0.0105514, 0.00531006, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.863812] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1771] , 5.86009, -0.00996434, -0.189371, -0.149946, -0.99994, -0.00875994, -0.00061033, 0.00651801, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.866671] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1772] , 5.86009, -0.00996434, -0.189371, -0.149946, -0.99994, -0.00875994, -0.00061033, 0.00651801, 0.0518946, 0.115431, -0.161769, 1.11272, 1.9963, 0.235806, 
[2025-02-03 14:47:19.871540] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1773] , 5.87006, -0.00996434, -0.189371, -0.149946, -0.99994, -0.00875994, -0.00061033, 0.00651801, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.874043] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1774] , 5.87006, -0.00997366, -0.189507, -0.149653, -0.999937, -0.00867679, 6.17031e-05, 0.00712952, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.876960] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1775] , 5.87006, -0.00997366, -0.189507, -0.149653, -0.999937, -0.00867679, 6.17031e-05, 0.00712952, 0, -0.0135669, 0.0293083, 0, 0.135351, 0.121123, 
[2025-02-03 14:47:19.879870] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1776] , 5.87006, -0.00997366, -0.189507, -0.149653, -0.999937, -0.00867679, 6.17031e-05, 0.00712952, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.882444] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1777] , 5.88008, -0.00985954, -0.189553, -0.1497, -0.999936, -0.00884896, 0.000125562, 0.00705925, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.887120] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1778] , 5.88008, -0.00985954, -0.189553, -0.1497, -0.999936, -0.00884896, 0.000125562, 0.00705925, 0.011412, -0.00464721, -0.00473601, 0, 0, 0, 
[2025-02-03 14:47:19.889722] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1779] , 5.88008, -0.00985954, -0.189553, -0.1497, -0.999936, -0.00884896, 0.000125562, 0.00705925, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.892480] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1780] , 5.89008, -0.00978302, -0.190001, -0.150234, -0.999919, -0.0106389, 0.00215502, 0.00657972, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.895306] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1781] , 5.89008, -0.00978302, -0.190001, -0.150234, -0.999919, -0.0106389, 0.00215502, 0.00657972, 0.00765227, -0.0447992, -0.0533647, 0.355363, 0.407367, -0.10028, 
[2025-02-03 14:47:19.898268] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1782] , 5.89008, -0.00978302, -0.190001, -0.150234, -0.999919, -0.0106389, 0.00215502, 0.00657972, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.900517] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1783] , 5.90009, -0.00978302, -0.190001, -0.150234, -0.999919, -0.0106389, 0.00215502, 0.00657972, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.904651] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1784] , 5.90009, -0.00990351, -0.189894, -0.15038, -0.999924, -0.0104429, 0.00126866, 0.00649634, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.907351] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1785] , 5.90009, -0.00990351, -0.189894, -0.15038, -0.999924, -0.0104429, 0.00126866, 0.00649634, -0.0120486, 0.0107078, -0.0145509, -0.0380278, -0.177691, 0, 
[2025-02-03 14:47:19.910048] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1786] , 5.90009, -0.00990351, -0.189894, -0.15038, -0.999924, -0.0104429, 0.00126866, 0.00649634, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.912770] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1787] , 5.91009, -0.00983335, -0.189886, -0.150322, -0.999923, -0.0104496, 0.001276, 0.00655085, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.916939] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1788] , 5.91009, -0.00983335, -0.189886, -0.150322, -0.999923, -0.0104496, 0.001276, 0.00655085, 0.00701597, 0, 0.00580687, 0, 0, 0, 
[2025-02-03 14:47:19.918798] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1789] , 5.91009, -0.00983335, -0.189886, -0.150322, -0.999923, -0.0104496, 0.001276, 0.00655085, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.921638] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1790] , 5.92008, -0.00983335, -0.189886, -0.150322, -0.999923, -0.0104496, 0.001276, 0.00655085, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.924158] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1791] , 5.92008, -0.010154, -0.189706, -0.15028, -0.999939, -0.00824876, -0.00224036, 0.00704438, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.927238] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1792] , 5.92008, -0.010154, -0.189706, -0.15028, -0.999939, -0.00824876, -0.00224036, 0.00704438, -0.0320643, 0.0179537, 0.00415732, -0.435352, -0.705295, 0.1051, 
[2025-02-03 14:47:19.931171] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1793] , 5.93007, -0.010154, -0.189706, -0.15028, -0.999939, -0.00824876, -0.00224036, 0.00704438, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.933994] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1794] , 5.93007, -0.0101667, -0.189502, -0.149857, -0.999936, -0.00868874, -0.00073124, 0.007194, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.938091] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1795] , 5.93007, -0.0101667, -0.189502, -0.149857, -0.999936, -0.00868874, -0.00073124, 0.007194, 0, 0.020443, 0.042329, 0.0858784, 0.302687, 0, 
[2025-02-03 14:47:19.940163] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1796] , 5.93007, -0.0101667, -0.189502, -0.149857, -0.999936, -0.00868874, -0.00073124, 0.007194, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.942355] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1797] , 5.94007, -0.00990215, -0.189664, -0.15048, -0.999932, -0.00972444, 0.00110871, 0.00638734, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.945110] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1798] , 5.94007, -0.00990215, -0.189664, -0.15048, -0.999932, -0.00972444, 0.00110871, 0.00638734, 0.026453, -0.0162505, -0.0623521, 0.204682, 0.367887, -0.164766, 
[2025-02-03 14:47:19.950130] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1799] , 5.94007, -0.00990215, -0.189664, -0.15048, -0.999932, -0.00972444, 0.00110871, 0.00638734, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.953360] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1800] , 5.95007, -0.00985412, -0.189941, -0.150454, -0.999929, -0.00961266, 0.000595747, 0.00697683, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.955573] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1801] , 5.95007, -0.00985412, -0.189941, -0.150454, -0.999929, -0.00961266, 0.000595747, 0.00697683, 0.00480374, -0.0276113, 0.00264608, 0, -0.101595, 0.118905, 
[2025-02-03 14:47:19.960009] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1802] , 5.95007, -0.00985412, -0.189941, -0.150454, -0.999929, -0.00961266, 0.000595747, 0.00697683, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.961255] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1803] , 5.96007, -0.00985412, -0.189941, -0.150454, -0.999929, -0.00961266, 0.000595747, 0.00697683, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.965805] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1804] , 5.96007, -0.00966644, -0.189862, -0.150016, -0.99992, -0.0104005, 0.00283574, 0.00660974, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.968836] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1805] , 5.96007, -0.00966644, -0.189862, -0.150016, -0.99992, -0.0104005, 0.00283574, 0.00660974, 0.0187678, 0.00781684, 0.0437666, 0.154686, 0.4483, -0.0781637, 
[2025-02-03 14:47:19.971559] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1806] , 5.97008, -0.00999656, -0.189566, -0.149528, -0.999936, -0.0087844, 0.00053654, 0.0070904, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.974304] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1807] , 5.97008, -0.00999656, -0.189566, -0.149528, -0.999936, -0.0087844, 0.00053654, 0.0070904, -0.0330121, 0.0296652, 0.0488349, -0.320292, -0.461096, 0.101091, 
[2025-02-03 14:47:19.977048] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1808] , 5.97008, -0.00999656, -0.189566, -0.149528, -0.999936, -0.0087844, 0.00053654, 0.0070904, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.981792] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1809] , 5.98006, -0.00999656, -0.189566, -0.149528, -0.999936, -0.0087844, 0.00053654, 0.0070904, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.986175] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1810] , 5.98006, -0.0104943, -0.190502, -0.148514, -0.999922, -0.00245127, -0.0111462, 0.00517741, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.987279] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1811] , 5.98006, -0.0104943, -0.190502, -0.148514, -0.999922, -0.00245127, -0.0111462, 0.00517741, -0.0497742, -0.0936517, 0.10136, -1.2542, -2.34646, -0.375952, 
[2025-02-03 14:47:19.989962] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1812] , 5.98006, -0.0104943, -0.190502, -0.148514, -0.999922, -0.00245127, -0.0111462, 0.00517741, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.992508] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1813] , 5.99008, 0.00461109, -0.193499, -0.0849415, -0.919863, 0.225733, -0.315825, -0.0561337, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:19.997006] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1814] , 5.99008, 0.00461109, -0.193499, -0.0849415, -0.919863, 0.225733, -0.315825, -0.0561337, 1.51054, -0.29964, 6.35727, 570.517, -56.6924, -31.0616, 
[2025-02-03 14:47:19.999691] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1815] , 5.99008, 0.00461109, -0.193499, -0.0849415, -0.919863, 0.225733, -0.315825, -0.0561337, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.002486] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1816] , 6.00008, -0.00161848, -0.194983, -0.0964794, -0.946247, 0.184192, -0.262023, -0.0451029, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.005194] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1817] , 6.00008, -0.00161848, -0.194983, -0.0964794, -0.946247, 0.184192, -0.262023, -0.0451029, -0.622958, -0.148458, -1.15379, 13.5037, 8.93781, 9.14592, 
[2025-02-03 14:47:20.007849] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1818] , 6.00008, -0.00161848, -0.194983, -0.0964794, -0.946247, 0.184192, -0.262023, -0.0451029, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.012995] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1819] , 6.01006, -0.00161848, -0.194983, -0.0964794, -0.946247, 0.184192, -0.262023, -0.0451029, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.015723] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1820] , 6.01006, -0.0100059, -0.189571, -0.14989, -0.999935, -0.00915702, 0.000119313, 0.00682637, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.018740] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1821] , 6.01006, -0.0100059, -0.189571, -0.14989, -0.999935, -0.00915702, 0.000119313, 0.00682637, -0.838744, 0.541226, -5.34111, -582.691, 50.0177, 22.2395, 
[2025-02-03 14:47:20.021525] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1822] , 6.02008, -0.0103029, -0.190133, -0.148983, -0.9999, -0.00216329, -0.0130529, 0.00496325, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.024067] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1823] , 6.02008, -0.0103029, -0.190133, -0.148983, -0.9999, -0.00216329, -0.0130529, 0.00496325, -0.0297025, -0.0562015, 0.0907168, -1.3855, -2.64483, -0.366455, 
[2025-02-03 14:47:20.029778] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1824] , 6.02008, -0.0103029, -0.190133, -0.148983, -0.9999, -0.00216329, -0.0130529, 0.00496325, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.031808] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1825] , 6.03007, -0.0103248, -0.190337, -0.148942, -0.999908, -0.00221944, -0.0122572, 0.00534146, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.034289] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1826] , 6.03007, -0.0103248, -0.190337, -0.148942, -0.999908, -0.00221944, -0.0122572, 0.00534146, -0.0021808, -0.0204171, 0.00416049, 0, 0.159378, 0.0754227, 
[2025-02-03 14:47:20.036990] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1827] , 6.03007, -0.0103248, -0.190337, -0.148942, -0.999908, -0.00221944, -0.0122572, 0.00534146, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.041042] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1828] , 6.04007, -0.0103248, -0.190337, -0.148942, -0.999908, -0.00221944, -0.0122572, 0.00534146, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.043849] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1829] , 6.04007, -0.0101335, -0.189836, -0.147929, -0.999931, -0.000813395, -0.0104219, 0.00536942, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.046858] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1830] , 6.04007, -0.0101335, -0.189836, -0.147929, -0.999931, -0.000813395, -0.0104219, 0.00536942, 0.0191258, 0.0501415, 0.10122, -0.283194, 0.365573, 0, 
[2025-02-03 14:47:20.049518] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1831] , 6.04007, -0.0101335, -0.189836, -0.147929, -0.999931, -0.000813395, -0.0104219, 0.00536942, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.052122] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1832] , 6.05008, -0.0103351, -0.190335, -0.148802, -0.999927, -0.00159471, -0.0106318, 0.00548401, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.054961] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1833] , 6.05008, -0.0103351, -0.190335, -0.148802, -0.999927, -0.00159471, -0.0106318, 0.00548401, -0.0201573, -0.0499714, -0.0872811, 0.15676, -0.0410927, 0, 
[2025-02-03 14:47:20.058863] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1834] , 6.05008, -0.0103351, -0.190335, -0.148802, -0.999927, -0.00159471, -0.0106318, 0.00548401, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.060998] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1835] , 6.06008, -0.0103351, -0.190335, -0.148802, -0.999927, -0.00159471, -0.0106318, 0.00548401, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.063691] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1836] , 6.06008, -0.0101996, -0.190423, -0.148587, -0.999918, -0.00330909, -0.0108745, 0.00582244, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.066607] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1837] , 6.06008, -0.0101996, -0.190423, -0.148587, -0.999918, -0.00330909, -0.0108745, 0.00582244, 0.0135477, -0.00877564, 0.0215178, 0.343943, -0.0464244, 0.0715092, 
[2025-02-03 14:47:20.069177] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1838] , 6.06008, -0.0101996, -0.190423, -0.148587, -0.999918, -0.00330909, -0.0108745, 0.00582244, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.071892] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1839] , 6.07008, -0.0100463, -0.190603, -0.147537, -0.999958, -0.00197342, -0.00729646, 0.00526979, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.076441] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1840] , 6.07008, -0.0100463, -0.190603, -0.147537, -0.999958, -0.00197342, -0.00729646, 0.00526979, 0.0153333, -0.0179543, 0.105041, -0.272202, 0.713837, -0.114969, 
[2025-02-03 14:47:20.079268] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1841] , 6.07008, -0.0100463, -0.190603, -0.147537, -0.999958, -0.00197342, -0.00729646, 0.00526979, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.081861] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1842] , 6.08008, -0.00897728, -0.190031, -0.144755, -0.999762, -0.00693675, 0.0186585, 0.00887704, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.084978] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1843] , 6.08008, -0.00897728, -0.190031, -0.144755, -0.999762, -0.00693675, 0.0186585, 0.00887704, 0.106898, 0.0572015, 0.278159, 0.952482, 5.20121, 0.693493, 
[2025-02-03 14:47:20.087233] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1844] , 6.08008, -0.00897728, -0.190031, -0.144755, -0.999762, -0.00693675, 0.0186585, 0.00887704, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.091855] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1845] , 6.09008, -0.00897728, -0.190031, -0.144755, -0.999762, -0.00693675, 0.0186585, 0.00887704, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.094729] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1846] , 6.09008, -0.00906392, -0.189816, -0.144504, -0.99977, -0.00688843, 0.0182868, 0.00888749, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.097292] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1847] , 6.09008, -0.00906392, -0.189816, -0.144504, -0.99977, -0.00688843, 0.0182868, 0.00888749, -0.0086638, 0.0214316, 0.0251085, 0, -0.0744153, 0, 
[2025-02-03 14:47:20.100256] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1848] , 6.09008, -0.00906392, -0.189816, -0.144504, -0.99977, -0.00688843, 0.0182868, 0.00888749, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.102991] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1849] , 6.10007, -0.00903031, -0.189863, -0.144552, -0.999764, -0.0071227, 0.0185061, 0.00882666, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.107857] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1850] , 6.10007, -0.00903031, -0.189863, -0.144552, -0.999764, -0.0071227, 0.0185061, 0.00882666, 0.00336074, -0.00463339, -0.00477246, 0.04673, 0.0441898, 0, 
[2025-02-03 14:47:20.111343] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1851] , 6.11008, -0.00903031, -0.189863, -0.144552, -0.999764, -0.0071227, 0.0185061, 0.00882666, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.113945] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1852] , 6.11008, -0.00902211, -0.189873, -0.144555, -0.999767, -0.00707223, 0.0183974, 0.00884794, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.116671] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1853] , 6.11008, -0.00902211, -0.189873, -0.144555, -0.999767, -0.00707223, 0.0183974, 0.00884794, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.119405] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1854] , 6.11008, -0.00902211, -0.189873, -0.144555, -0.999767, -0.00707223, 0.0183974, 0.00884794, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.123745] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1855] , 6.12008, -0.0100175, -0.189839, -0.150192, -0.999925, -0.0101996, 0.00110242, 0.00674904, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.126763] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1856] , 6.12008, -0.0100175, -0.189839, -0.150192, -0.999925, -0.0101996, 0.00110242, 0.00674904, -0.0995421, 0.00335314, -0.563756, 0.655866, -3.45775, -0.396928, 
[2025-02-03 14:47:20.129737] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1857] , 6.12008, -0.0100175, -0.189839, -0.150192, -0.999925, -0.0101996, 0.00110242, 0.00674904, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.132246] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1858] , 6.13008, -0.0103571, -0.190105, -0.148876, -0.999909, -0.00209184, -0.0123384, 0.00505685, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.135245] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1859] , 6.13008, -0.0103571, -0.190105, -0.148876, -0.999909, -0.00209184, -0.0123384, 0.00505685, -0.0339532, -0.0265733, 0.131596, -1.60749, -2.69983, -0.330736, 
[2025-02-03 14:47:20.140028] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1860] , 6.13008, -0.0103571, -0.190105, -0.148876, -0.999909, -0.00209184, -0.0123384, 0.00505685, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.142537] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1861] , 6.14009, -0.0104138, -0.190168, -0.148455, -0.999902, -0.00110623, -0.0127255, 0.00565919, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.145317] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1862] , 6.14009, -0.0104138, -0.190168, -0.148455, -0.999902, -0.00110623, -0.0127255, 0.00565919, -0.0056768, -0.00628903, 0.0421131, -0.195217, -0.0782855, 0.118169, 
[2025-02-03 14:47:20.148007] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1863] , 6.14009, -0.0104138, -0.190168, -0.148455, -0.999902, -0.00110623, -0.0127255, 0.00565919, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.151031] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1864] , 6.15007, -0.0104138, -0.190168, -0.148455, -0.999902, -0.00110623, -0.0127255, 0.00565919, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:47:20.153455] [0x0000007f777fd9a0] [MocapTag] [0x00005722] [1865] , 6.15007, -0.0102752, -0.190297, -0.148111, -0.999944, -0.00283747, -0.00879604, 0.00520514, 0, 0, 0, 0, 0, 0, 
