[2025-02-03 17:05:33.639958] [0x0000007f81912010] [MocapTag] [0x0000151c] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 17:05:55.886711] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8249] , 22.8854, 0.000500992, -0.214381, -1.11628, -0.99887, -0.0106568, -0.00780613, 0.045654, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:55.890476] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8251] , 22.8854, 0.000184181, -0.214152, -1.11655, -0.99885, -0.011306, -0.00809853, 0.045884, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:55.893275] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8252] , 22.8854, 0.000184181, -0.214152, -1.11655, -0.99885, -0.011306, -0.00809853, 0.045884, -0.0316811, 0.0228616, -0.0269403, 0.132751, -0.05194, 0.0477098, 
[2025-02-03 17:05:55.896395] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8253] , 22.8954, 0.000184181, -0.214152, -1.11655, -0.99885, -0.011306, -0.00809853, 0.045884, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:55.899011] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8255] , 22.8954, 4.60521e-05, -0.214144, -1.11659, -0.998809, -0.0117372, -0.00873046, 0.0465439, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:55.902529] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8256] , 22.8954, 4.60521e-05, -0.214144, -1.11659, -0.998809, -0.0117372, -0.00873046, 0.0465439, -0.0138129, 0, -0.00396898, 0.0930786, -0.120679, 0.1344, 
[2025-02-03 17:05:55.906709] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8257] , 22.9054, 4.60521e-05, -0.214144, -1.11659, -0.998809, -0.0117372, -0.00873046, 0.0465439, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:55.909287] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8259] , 22.9054, 0.000278944, -0.213521, -1.11674, -0.998845, -0.0116004, -0.0100966, 0.045528, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:55.912203] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8260] , 22.9054, 0.000278944, -0.213521, -1.11674, -0.998845, -0.0116004, -0.0100966, 0.045528, 0.0232892, 0.0622951, -0.0151516, 0, -0.27664, -0.200101, 
[2025-02-03 17:05:55.914615] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8261] , 22.9054, 0.000278944, -0.213521, -1.11674, -0.998845, -0.0116004, -0.0100966, 0.045528, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:55.917750] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8262] , 22.9154, 0.000278944, -0.213521, -1.11674, -0.998845, -0.0116004, -0.0100966, 0.045528, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:55.922087] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8264] , 22.9154, -8.48787e-05, -0.21306, -1.11691, -0.998823, -0.0116078, -0.00992662, 0.0460423, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:55.924684] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8265] , 22.9154, -8.48787e-05, -0.21306, -1.11691, -0.998823, -0.0116078, -0.00992662, 0.0460423, -0.0363823, 0.0460951, -0.0171105, 0, 0.035261, 0.102542, 
[2025-02-03 17:05:55.927510] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8266] , 22.9254, -8.48787e-05, -0.21306, -1.11691, -0.998823, -0.0116078, -0.00992662, 0.0460423, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:55.930583] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8268] , 22.9254, -0.00014, -0.212597, -1.11711, -0.998769, -0.0119596, -0.011499, 0.0467402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:55.932898] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8269] , 22.9254, -0.00014, -0.212597, -1.11711, -0.998769, -0.0119596, -0.011499, 0.0467402, -0.00551213, 0.0462598, -0.0192118, 0.0864267, -0.309134, 0.144622, 
[2025-02-03 17:05:55.937765] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8270] , 22.9354, -0.00014, -0.212597, -1.11711, -0.998769, -0.0119596, -0.011499, 0.0467402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:55.940345] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8272] , 22.9354, -7.99584e-05, -0.212459, -1.11703, -0.998795, -0.011814, -0.0111652, 0.0463032, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:55.943152] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8273] , 22.9354, -7.99584e-05, -0.212459, -1.11703, -0.998795, -0.011814, -0.0111652, 0.0463032, 0.00600415, 0.0138607, 0.00786561, 0, 0.064246, -0.0887156, 
[2025-02-03 17:05:55.945992] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8274] , 22.9454, -7.99584e-05, -0.212459, -1.11703, -0.998795, -0.011814, -0.0111652, 0.0463032, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:55.948802] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8276] , 22.9454, -0.000273136, -0.212209, -1.11702, -0.998763, -0.0118607, -0.0114596, 0.0469139, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:55.952725] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8277] , 22.9454, -0.000273136, -0.212209, -1.11702, -0.998763, -0.0118607, -0.0114596, 0.0469139, -0.0193178, 0.024948, 0, 0, -0.0568829, 0.123172, 
[2025-02-03 17:05:55.956802] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8278] , 22.9554, -0.000273136, -0.212209, -1.11702, -0.998763, -0.0118607, -0.0114596, 0.0469139, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:55.958603] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8280] , 22.9554, -0.000571132, -0.211538, -1.11703, -0.998777, -0.0112437, -0.0112132, 0.0468167, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:55.961194] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8281] , 22.9554, -0.000571132, -0.211538, -1.11703, -0.998777, -0.0112437, -0.0112132, 0.0468167, -0.0297996, 0.0671723, 0, -0.125837, 0.0432052, 0, 
[2025-02-03 17:05:55.963924] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8282] , 22.9554, -0.000571132, -0.211538, -1.11703, -0.998777, -0.0112437, -0.0112132, 0.0468167, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:55.967877] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8283] , 22.9654, -0.000571132, -0.211538, -1.11703, -0.998777, -0.0112437, -0.0112132, 0.0468167, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:55.970568] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8285] , 22.9654, -0.000638103, -0.21103, -1.11704, -0.998781, -0.011177, -0.0114451, 0.0466875, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:55.974692] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8286] , 22.9654, -0.000638103, -0.21103, -1.11704, -0.998781, -0.011177, -0.0114451, 0.0466875, -0.0066971, 0.0507332, 0, 0, -0.0472607, 0, 
[2025-02-03 17:05:55.976519] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8287] , 22.9754, -0.000638103, -0.21103, -1.11704, -0.998781, -0.011177, -0.0114451, 0.0466875, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:55.979190] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8289] , 22.9754, -0.000758424, -0.210553, -1.11718, -0.998792, -0.0112195, -0.0102565, 0.0467227, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:55.984842] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8290] , 22.9754, -0.000758424, -0.210553, -1.11718, -0.998792, -0.0112195, -0.0102565, 0.0467227, -0.0120321, 0.0477721, -0.0138458, 0, 0.237928, 0, 
[2025-02-03 17:05:55.986918] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8291] , 22.9854, -0.000758424, -0.210553, -1.11718, -0.998792, -0.0112195, -0.0102565, 0.0467227, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:55.989722] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8293] , 22.9854, -0.00147016, -0.210229, -1.11693, -0.99884, -0.0110453, -0.00771475, 0.0462255, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:55.992309] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8294] , 22.9854, -0.00147016, -0.210229, -1.11693, -0.99884, -0.0110453, -0.00771475, 0.0462255, -0.0711734, 0.0323382, 0.0248294, -0.0594378, 0.50501, -0.106128, 
[2025-02-03 17:05:55.996861] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8295] , 22.9954, -0.00147016, -0.210229, -1.11693, -0.99884, -0.0110453, -0.00771475, 0.0462255, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.000832] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8297] , 22.9954, -0.00132301, -0.209975, -1.1171, -0.998767, -0.0103489, -0.00797437, 0.0478898, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.002295] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8298] , 22.9954, -0.00132301, -0.209975, -1.1171, -0.998767, -0.0103489, -0.00797437, 0.0478898, 0.0147148, 0.0254167, -0.0168046, -0.13423, -0.0547461, 0.332837, 
[2025-02-03 17:05:56.004995] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8299] , 22.9954, -0.00132301, -0.209975, -1.1171, -0.998767, -0.0103489, -0.00797437, 0.0478898, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.007891] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8300] , 23.0054, -0.00112483, -0.209545, -1.11696, -0.998784, -0.00994292, -0.00733723, 0.0477247, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.010695] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8302] , 23.0054, -0.00112483, -0.209545, -1.11696, -0.998784, -0.00994292, -0.00733723, 0.0477247, 0.0198177, 0.0429808, 0.0141425, -0.0874758, 0.12304, -0.0350744, 
[2025-02-03 17:05:56.015199] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8303] , 23.0054, -0.00112483, -0.209545, -1.11696, -0.998784, -0.00994292, -0.00733723, 0.0477247, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.018093] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8305] , 23.0154, -0.00152884, -0.208799, -1.11691, -0.998807, -0.00880104, -0.00640736, 0.0475928, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.021090] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8306] , 23.0154, -0.00152884, -0.208799, -1.11691, -0.998807, -0.00880104, -0.00640736, 0.0475928, -0.0404005, 0.074628, 0.00485042, -0.237203, 0.174603, 0, 
[2025-02-03 17:05:56.023757] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8307] , 23.0154, -0.00152884, -0.208799, -1.11691, -0.998807, -0.00880104, -0.00640736, 0.0475928, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.029659] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8309] , 23.0254, -0.00152884, -0.208799, -1.11691, -0.998807, -0.00880104, -0.00640736, 0.0475928, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.030483] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8310] , 23.0254, -0.00168079, -0.208242, -1.11682, -0.998811, -0.00837922, -0.00593158, 0.04766, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.033685] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8311] , 23.0254, -0.00168079, -0.208242, -1.11682, -0.998811, -0.00837922, -0.00593158, 0.04766, -0.0151956, 0.0556682, 0.00874995, -0.0887632, 0.0911408, 0, 
[2025-02-03 17:05:56.036530] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8312] , 23.0354, -0.00168079, -0.208242, -1.11682, -0.998811, -0.00837922, -0.00593158, 0.04766, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.039322] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8314] , 23.0354, -0.00175785, -0.20771, -1.11688, -0.998832, -0.00763048, -0.00363733, 0.0475757, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.042211] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8315] , 23.0354, -0.00175785, -0.20771, -1.11688, -0.998832, -0.00763048, -0.00363733, 0.0475757, -0.00770601, 0.0532187, -0.0054879, -0.171566, 0.451042, 0, 
[2025-02-03 17:05:56.046815] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8316] , 23.0454, -0.00175785, -0.20771, -1.11688, -0.998832, -0.00763048, -0.00363733, 0.0475757, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.049693] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8318] , 23.0454, -0.0020963, -0.207247, -1.11682, -0.998815, -0.00693954, -0.00205853, 0.0481305, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.052332] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8319] , 23.0454, -0.0020963, -0.207247, -1.11682, -0.998815, -0.00693954, -0.00205853, 0.0481305, -0.0338444, 0.0463463, 0.00542985, -0.152874, 0.309598, 0.10833, 
[2025-02-03 17:05:56.055603] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8320] , 23.0454, -0.0020963, -0.207247, -1.11682, -0.998815, -0.00693954, -0.00205853, 0.0481305, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.057730] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8321] , 23.0554, -0.00196924, -0.206906, -1.1166, -0.998843, -0.00548624, 0.000541278, 0.0477656, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.062983] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8323] , 23.0554, -0.00196924, -0.206906, -1.1166, -0.998843, -0.00548624, 0.000541278, 0.0477656, 0.0127056, 0.0340683, 0.0221591, -0.315309, 0.504959, -0.076475, 
[2025-02-03 17:05:56.065268] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8324] , 23.0554, -0.00196924, -0.206906, -1.1166, -0.998843, -0.00548624, 0.000541278, 0.0477656, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.070087] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8326] , 23.0654, -0.00223594, -0.206458, -1.1162, -0.998818, -0.00408025, 0.00174418, 0.0483962, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.070995] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8327] , 23.0654, -0.00223594, -0.206458, -1.1162, -0.998818, -0.00408025, 0.00174418, 0.0483962, -0.0266693, 0.0447541, 0.0405914, -0.292611, 0.227377, 0.125548, 
[2025-02-03 17:05:56.073752] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8328] , 23.0654, -0.00223594, -0.206458, -1.1162, -0.998818, -0.00408025, 0.00174418, 0.0483962, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.078757] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8330] , 23.0754, -0.00223594, -0.206458, -1.1162, -0.998818, -0.00408025, 0.00174418, 0.0483962, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.081219] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8331] , 23.0754, -0.00237473, -0.205666, -1.11624, -0.998831, -0.00324258, 0.00223613, 0.0481783, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.084511] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8332] , 23.0754, -0.00237473, -0.205666, -1.11624, -0.998831, -0.00324258, 0.00223613, 0.0481783, -0.0138797, 0.0792449, -0.00413891, -0.171995, 0.0900317, -0.0435993, 
[2025-02-03 17:05:56.087181] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8333] , 23.0854, -0.00237473, -0.205666, -1.11624, -0.998831, -0.00324258, 0.00223613, 0.0481783, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.089969] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8335] , 23.0854, -0.00249452, -0.205175, -1.11602, -0.998817, -0.00214547, 0.00341484, 0.048465, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.094992] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8336] , 23.0854, -0.00249452, -0.205175, -1.11602, -0.998817, -0.00214547, 0.00341484, 0.048465, -0.0119787, 0.0491172, 0.0213966, -0.230718, 0.225012, 0.0575036, 
[2025-02-03 17:05:56.097653] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8337] , 23.0954, -0.00249452, -0.205175, -1.11602, -0.998817, -0.00214547, 0.00341484, 0.048465, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.100198] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8339] , 23.0954, -0.00255057, -0.204843, -1.11573, -0.998803, -0.000283326, 0.00503724, 0.0486503, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.103191] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8340] , 23.0954, -0.00255057, -0.204843, -1.11573, -0.998803, -0.000283326, 0.00503724, 0.0486503, -0.00560525, 0.0332161, 0.0291848, -0.387907, 0.306055, 0.0385091, 
[2025-02-03 17:05:56.106821] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8341] , 23.1054, -0.00255057, -0.204843, -1.11573, -0.998803, -0.000283326, 0.00503724, 0.0486503, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.110571] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8343] , 23.1054, -0.00257022, -0.204229, -1.11575, -0.998816, 0.000276336, 0.00565642, 0.0483143, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.113704] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8344] , 23.1054, -0.00257022, -0.204229, -1.11575, -0.998816, 0.000276336, 0.00565642, 0.0483143, 0, 0.0613454, 0, 628.201, 0.118281, -0.0665978, 
[2025-02-03 17:05:56.116663] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8345] , 23.1154, -0.00257022, -0.204229, -1.11575, -0.998816, 0.000276336, 0.00565642, 0.0483143, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.119266] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8347] , 23.1154, -0.0026825, -0.20389, -1.11523, -0.998788, 0.00176992, 0.00698113, 0.0486919, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.122097] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8348] , 23.1154, -0.0026825, -0.20389, -1.11523, -0.998788, 0.00176992, 0.00698113, 0.0486919, -0.0112288, 0.0339586, 0.0519902, -0.311732, 0.250044, 0.0779927, 
[2025-02-03 17:05:56.126658] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8349] , 23.1254, -0.0026825, -0.20389, -1.11523, -0.998788, 0.00176992, 0.00698113, 0.0486919, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.129224] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8351] , 23.1254, -0.00286074, -0.20319, -1.11532, -0.998785, 0.00209578, 0.00719993, 0.0486994, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.132547] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8352] , 23.1254, -0.00286074, -0.20319, -1.11532, -0.998785, 0.00209578, 0.00719993, 0.0486994, -0.0178235, 0.0699175, -0.00865923, -0.067234, 0.0405313, 0, 
[2025-02-03 17:05:56.135387] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8353] , 23.1254, -0.00286074, -0.20319, -1.11532, -0.998785, 0.00209578, 0.00719993, 0.0486994, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.138020] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8354] , 23.1354, -0.00272428, -0.202629, -1.11516, -0.998761, 0.00299714, 0.00756717, 0.0490852, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.142602] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8356] , 23.1354, -0.00272428, -0.202629, -1.11516, -0.998761, 0.00299714, 0.00756717, 0.0490852, 0.0136462, 0.0560988, 0.0158423, -0.184226, 0.064319, 0.0788145, 
[2025-02-03 17:05:56.145460] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8357] , 23.1354, -0.00272428, -0.202629, -1.11516, -0.998761, 0.00299714, 0.00756717, 0.0490852, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.148187] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8359] , 23.1454, -0.0027806, -0.202366, -1.11496, -0.998815, 0.00360867, 0.00904178, 0.047684, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.151090] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8360] , 23.1454, -0.0027806, -0.202366, -1.11496, -0.998815, 0.00360867, 0.00904178, 0.047684, -0.00563281, 0.0263915, 0.0202887, -0.134206, 0.289699, -0.278281, 
[2025-02-03 17:05:56.154752] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8361] , 23.1454, -0.0027806, -0.202366, -1.11496, -0.998815, 0.00360867, 0.00904178, 0.047684, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.158206] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8363] , 23.1554, -0.0027806, -0.202366, -1.11496, -0.998815, 0.00360867, 0.00904178, 0.047684, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.160803] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8364] , 23.1554, -0.00279391, -0.201938, -1.11486, -0.998749, 0.00405135, 0.00863577, 0.0490779, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.163828] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8365] , 23.1554, -0.00279391, -0.201938, -1.11486, -0.998749, 0.00405135, 0.00863577, 0.0490779, 0, 0.0427523, 0.00986454, -0.0869036, -0.0865825, 0.279484, 
[2025-02-03 17:05:56.166789] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8366] , 23.1654, -0.00279391, -0.201938, -1.11486, -0.998749, 0.00405135, 0.00863577, 0.0490779, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.169271] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8368] , 23.1654, -0.00262353, -0.201858, -1.11453, -0.998719, 0.00521702, 0.00991028, 0.049338, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.173905] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8369] , 23.1654, -0.00262353, -0.201858, -1.11453, -0.998719, 0.00521702, 0.00991028, 0.049338, 0.0170379, 0.00804506, 0.0324888, -0.245929, 0.242849, 0.0557207, 
[2025-02-03 17:05:56.177100] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8370] , 23.1754, -0.00262353, -0.201858, -1.11453, -0.998719, 0.00521702, 0.00991028, 0.049338, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.179715] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8372] , 23.1754, -0.00262984, -0.201213, -1.1147, -0.998736, 0.00524127, 0.00985258, 0.0490084, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.184078] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8373] , 23.1754, -0.00262984, -0.201213, -1.1147, -0.998736, 0.00524127, 0.00985258, 0.0490084, 0, 0.0644636, -0.0169198, 0, 0, -0.0660472, 
[2025-02-03 17:05:56.185551] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8374] , 23.1754, -0.00262984, -0.201213, -1.1147, -0.998736, 0.00524127, 0.00985258, 0.0490084, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.190190] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8376] , 23.1854, -0.00220643, -0.200877, -1.11452, -0.998717, 0.00589629, 0.0107548, 0.0491251, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.193137] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8377] , 23.1854, -0.00220643, -0.200877, -1.11452, -0.998717, 0.00589629, 0.0107548, 0.0491251, 0.042341, 0.0336046, 0.017774, -0.139999, 0.173659, 0, 
[2025-02-03 17:05:56.196416] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8378] , 23.1954, -0.00220643, -0.200877, -1.11452, -0.998717, 0.00589629, 0.0107548, 0.0491251, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.198794] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8380] , 23.1954, -0.00238271, -0.200559, -1.1146, -0.998703, 0.0057815, 0.0109017, 0.0493881, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.201620] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8381] , 23.1954, -0.00238271, -0.200559, -1.1146, -0.998703, 0.0057815, 0.0109017, 0.0493881, -0.0176279, 0.0317513, -0.00730038, 0, 0, 0.0526577, 
[2025-02-03 17:05:56.206299] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8382] , 23.2054, -0.00238271, -0.200559, -1.1146, -0.998703, 0.0057815, 0.0109017, 0.0493881, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.209738] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8384] , 23.2054, -0.00220754, -0.200251, -1.11451, -0.998691, 0.00586251, 0.0115511, 0.0494747, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:56.212187] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8385] , 23.2054, -0.00220754, -0.200251, -1.11451, -0.998691, 0.00586251, 0.0115511, 0.0494747, 0.0175175, 0.0307914, 0.0086241, 0, 0.128809, 0, 
[2025-02-03 17:05:56.214479] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8386] , 23.2054, -0.00220754, -0.200251, -1.11451, -0.998691, 0.00586251, 0.0115511, 0.0494747, 0, 0, 0, 0, 0, 0, 
