[2025-02-03 17:05:33.639958] [0x0000007f81912010] [MocapTag] [0x0000151c] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 17:05:33.644796] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [3] , 0, 0.0244532, -0.216681, -0.146754, -0.999765, -0.00195043, 0.00937357, 0.0194352, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.646905] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [4] , 0.645573, 0.0244532, -0.216681, -0.146754, -0.999765, -0.00195043, 0.00937357, 0.0194352, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.650819] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [5] , 0.645573, 0.0244532, -0.216681, -0.146754, -0.999765, -0.00195043, 0.00937357, 0.0194352, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.657433] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [6] , 0.655384, 0.0244553, -0.216682, -0.146754, -0.999765, -0.00194332, 0.00941831, 0.0194292, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.658022] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [7] , 0.655384, 0.0244553, -0.216682, -0.146754, -0.999765, -0.00194332, 0.00941831, 0.0194292, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.658781] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [8] , 0.655384, 0.0244553, -0.216682, -0.146754, -0.999765, -0.00194332, 0.00941831, 0.0194292, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.661300] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [9] , 0.655384, 0.024457, -0.216686, -0.146757, -0.999765, -0.00194691, 0.00942483, 0.0194315, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.664035] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [10] , 0.655384, 0.024457, -0.216686, -0.146757, -0.999765, -0.00194691, 0.00942483, 0.0194315, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.667968] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [11] , 0.665414, 0.024457, -0.216686, -0.146757, -0.999765, -0.00194691, 0.00942483, 0.0194315, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.670529] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [12] , 0.665414, 0.0244594, -0.216683, -0.146755, -0.999765, -0.00194292, 0.009436, 0.0194349, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.673898] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [13] , 0.665414, 0.0244594, -0.216683, -0.146755, -0.999765, -0.00194292, 0.009436, 0.0194349, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.676182] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [14] , 0.675404, 0.0244594, -0.216683, -0.146755, -0.999765, -0.00194292, 0.009436, 0.0194349, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.679050] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [15] , 0.675404, 0.0244594, -0.216683, -0.146755, -0.999765, -0.00194292, 0.009436, 0.0194349, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.683116] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [16] , 0.675404, 0.0244607, -0.216686, -0.146761, -0.999765, -0.00194867, 0.00942335, 0.0194381, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.686807] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [17] , 0.685415, 0.0244607, -0.216686, -0.146761, -0.999765, -0.00194867, 0.00942335, 0.0194381, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.689454] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [18] , 0.685415, 0.0244585, -0.216685, -0.146766, -0.999765, -0.00194895, 0.00943725, 0.0194385, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.693523] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [19] , 0.685415, 0.0244585, -0.216685, -0.146766, -0.999765, -0.00194895, 0.00943725, 0.0194385, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.694819] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [20] , 0.685415, 0.0244585, -0.216685, -0.146766, -0.999765, -0.00194895, 0.00943725, 0.0194385, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.698700] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [21] , 0.69541, 0.0244585, -0.216685, -0.146766, -0.999765, -0.00194895, 0.00943725, 0.0194385, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.701148] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [22] , 0.69541, 0.0244595, -0.216683, -0.14677, -0.999765, -0.00194664, 0.00941814, 0.0194333, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.704161] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [23] , 0.69541, 0.0244595, -0.216683, -0.14677, -0.999765, -0.00194664, 0.00941814, 0.0194333, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.706545] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [24] , 0.705427, 0.0244595, -0.216683, -0.14677, -0.999765, -0.00194664, 0.00941814, 0.0194333, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.709158] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [25] , 0.705427, 0.0244642, -0.216686, -0.146777, -0.999764, -0.00193963, 0.00947213, 0.0194455, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.713682] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [26] , 0.705427, 0.0244642, -0.216686, -0.146777, -0.999764, -0.00193963, 0.00947213, 0.0194455, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.716498] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [27] , 0.715414, 0.0244642, -0.216686, -0.146777, -0.999764, -0.00193963, 0.00947213, 0.0194455, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.718933] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [28] , 0.715414, 0.0244642, -0.216686, -0.146777, -0.999764, -0.00193963, 0.00947213, 0.0194455, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.721238] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [29] , 0.715414, 0.0244589, -0.216685, -0.146778, -0.999765, -0.0019427, 0.00943475, 0.0194366, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.724136] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [30] , 0.715414, 0.0244589, -0.216685, -0.146778, -0.999765, -0.0019427, 0.00943475, 0.0194366, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.726547] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [31] , 0.725408, 0.0244589, -0.216685, -0.146778, -0.999765, -0.0019427, 0.00943475, 0.0194366, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.730659] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [32] , 0.725408, 0.0244574, -0.216685, -0.146776, -0.999765, -0.00193578, 0.00942159, 0.0194362, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.733562] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [33] , 0.725408, 0.0244574, -0.216685, -0.146776, -0.999765, -0.00193578, 0.00942159, 0.0194362, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.737546] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [34] , 0.735408, 0.0244574, -0.216685, -0.146776, -0.999765, -0.00193578, 0.00942159, 0.0194362, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.738691] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [35] , 0.735408, 0.0244574, -0.216685, -0.146776, -0.999765, -0.00193578, 0.00942159, 0.0194362, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.741166] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [36] , 0.735408, 0.0244553, -0.216681, -0.146775, -0.999765, -0.00193892, 0.00939927, 0.0194354, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.749107] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [37] , 0.745412, 0.0244553, -0.216681, -0.146775, -0.999765, -0.00193892, 0.00939927, 0.0194354, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.749679] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [38] , 0.745412, 0.0244553, -0.216681, -0.146775, -0.999765, -0.00193892, 0.00939927, 0.0194354, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.751016] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [39] , 0.745412, 0.0244558, -0.216683, -0.146772, -0.999765, -0.00194743, 0.00939352, 0.0194375, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.753813] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [40] , 0.745412, 0.0244558, -0.216683, -0.146772, -0.999765, -0.00194743, 0.00939352, 0.0194375, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.756529] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [41] , 0.755399, 0.0244558, -0.216683, -0.146772, -0.999765, -0.00194743, 0.00939352, 0.0194375, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.758890] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [42] , 0.755399, 0.0244558, -0.216683, -0.146772, -0.999765, -0.00194743, 0.00939352, 0.0194375, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.762941] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [43] , 0.755399, 0.0244522, -0.216682, -0.146768, -0.999765, -0.00194805, 0.00937024, 0.0194328, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.766679] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [44] , 0.765399, 0.0244522, -0.216682, -0.146768, -0.999765, -0.00194805, 0.00937024, 0.0194328, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.768355] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [45] , 0.765399, 0.0244522, -0.216682, -0.146768, -0.999765, -0.00194805, 0.00937024, 0.0194328, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.770916] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [46] , 0.765399, 0.0244518, -0.216683, -0.14676, -0.999765, -0.00194308, 0.00937182, 0.0194369, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.773748] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [47] , 0.765399, 0.0244518, -0.216683, -0.14676, -0.999765, -0.00194308, 0.00937182, 0.0194369, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.779205] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [48] , 0.775404, 0.0244518, -0.216683, -0.14676, -0.999765, -0.00194308, 0.00937182, 0.0194369, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.781814] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [49] , 0.775404, 0.0244533, -0.216686, -0.146755, -0.999765, -0.00194293, 0.00937418, 0.0194376, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.784544] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [50] , 0.775404, 0.0244533, -0.216686, -0.146755, -0.999765, -0.00194293, 0.00937418, 0.0194376, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.787149] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [51] , 0.785405, 0.0244533, -0.216686, -0.146755, -0.999765, -0.00194293, 0.00937418, 0.0194376, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.789809] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [52] , 0.785405, 0.0244539, -0.216687, -0.146754, -0.999765, -0.00193836, 0.00940629, 0.0194328, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.794454] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [53] , 0.785405, 0.0244539, -0.216687, -0.146754, -0.999765, -0.00193836, 0.00940629, 0.0194328, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.797148] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [54] , 0.795403, 0.0244539, -0.216687, -0.146754, -0.999765, -0.00193836, 0.00940629, 0.0194328, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.799739] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [55] , 0.795403, 0.024455, -0.216684, -0.146754, -0.999765, -0.00193985, 0.00940192, 0.01944, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.802616] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [56] , 0.795403, 0.024455, -0.216684, -0.146754, -0.999765, -0.00193985, 0.00940192, 0.01944, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.804942] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [57] , 0.795403, 0.024455, -0.216684, -0.146754, -0.999765, -0.00193985, 0.00940192, 0.01944, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.809452] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [58] , 0.805409, 0.024455, -0.216684, -0.146754, -0.999765, -0.00193985, 0.00940192, 0.01944, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.812210] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [59] , 0.805409, 0.0244583, -0.216687, -0.146756, -0.999765, -0.00194913, 0.00941542, 0.0194384, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.814910] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [60] , 0.805409, 0.0244583, -0.216687, -0.146756, -0.999765, -0.00194913, 0.00941542, 0.0194384, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.817548] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [61] , 0.815403, 0.0244583, -0.216687, -0.146756, -0.999765, -0.00194913, 0.00941542, 0.0194384, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.821489] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [62] , 0.815403, 0.0244584, -0.216684, -0.146762, -0.999765, -0.00193582, 0.00945221, 0.0194381, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.824446] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [63] , 0.815403, 0.0244584, -0.216684, -0.146762, -0.999765, -0.00193582, 0.00945221, 0.0194381, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.827150] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [64] , 0.825406, 0.0244584, -0.216684, -0.146762, -0.999765, -0.00193582, 0.00945221, 0.0194381, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.829757] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [65] , 0.825406, 0.0244559, -0.216681, -0.146772, -0.999765, -0.00195492, 0.00943768, 0.0194436, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.832690] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [66] , 0.825406, 0.0244559, -0.216681, -0.146772, -0.999765, -0.00195492, 0.00943768, 0.0194436, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.836432] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [67] , 0.835418, 0.0244559, -0.216681, -0.146772, -0.999765, -0.00195492, 0.00943768, 0.0194436, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.839514] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [68] , 0.835418, 0.0244559, -0.216681, -0.146772, -0.999765, -0.00195492, 0.00943768, 0.0194436, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.843974] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [69] , 0.835418, 0.024456, -0.216681, -0.146774, -0.999765, -0.0019488, 0.00943044, 0.0194301, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.845123] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [70] , 0.835418, 0.024456, -0.216681, -0.146774, -0.999765, -0.0019488, 0.00943044, 0.0194301, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.850588] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [71] , 0.845419, 0.024456, -0.216681, -0.146774, -0.999765, -0.0019488, 0.00943044, 0.0194301, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.851158] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [72] , 0.845419, 0.0244564, -0.216678, -0.14677, -0.999765, -0.00195948, 0.0094102, 0.0194367, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.853144] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [73] , 0.845419, 0.0244564, -0.216678, -0.14677, -0.999765, -0.00195948, 0.0094102, 0.0194367, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.856187] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [74] , 0.855416, 0.0244564, -0.216678, -0.14677, -0.999765, -0.00195948, 0.0094102, 0.0194367, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.858910] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [75] , 0.855416, 0.0244564, -0.216678, -0.14677, -0.999765, -0.00195948, 0.0094102, 0.0194367, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.861523] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [76] , 0.855416, 0.0244557, -0.216682, -0.146777, -0.999765, -0.00194542, 0.00942703, 0.0194382, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.865624] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [77] , 0.855416, 0.0244557, -0.216682, -0.146777, -0.999765, -0.00194542, 0.00942703, 0.0194382, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.866995] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [78] , 0.865405, 0.0244557, -0.216682, -0.146777, -0.999765, -0.00194542, 0.00942703, 0.0194382, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.871288] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [79] , 0.865405, 0.0244543, -0.216687, -0.146778, -0.999765, -0.00193782, 0.0094255, 0.0194415, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.874284] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [80] , 0.865405, 0.0244543, -0.216687, -0.146778, -0.999765, -0.00193782, 0.0094255, 0.0194415, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.876883] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [81] , 0.87541, 0.0244543, -0.216687, -0.146778, -0.999765, -0.00193782, 0.0094255, 0.0194415, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.879470] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [82] , 0.87541, 0.0244534, -0.216688, -0.146776, -0.999765, -0.00194239, 0.00938728, 0.019437, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.882319] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [83] , 0.87541, 0.0244534, -0.216688, -0.146776, -0.999765, -0.00194239, 0.00938728, 0.019437, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.884759] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [84] , 0.87541, 0.0244534, -0.216688, -0.146776, -0.999765, -0.00194239, 0.00938728, 0.019437, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.888016] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [85] , 0.885414, 0.0244534, -0.216688, -0.146776, -0.999765, -0.00194239, 0.00938728, 0.019437, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.891406] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [86] , 0.885414, 0.0244524, -0.216687, -0.14677, -0.999765, -0.00194341, 0.00937007, 0.0194362, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.893494] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [87] , 0.885414, 0.0244524, -0.216687, -0.14677, -0.999765, -0.00194341, 0.00937007, 0.0194362, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.896067] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [88] , 0.895413, 0.0244524, -0.216687, -0.14677, -0.999765, -0.00194341, 0.00937007, 0.0194362, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.898640] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [89] , 0.895413, 0.0244524, -0.216687, -0.14677, -0.999765, -0.00194341, 0.00937007, 0.0194362, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.902921] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [90] , 0.895413, 0.0244497, -0.216691, -0.146771, -0.999765, -0.00194975, 0.00936531, 0.0194325, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.906051] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [91] , 0.90542, 0.0244497, -0.216691, -0.146771, -0.999765, -0.00194975, 0.00936531, 0.0194325, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.908811] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [92] , 0.90542, 0.0244497, -0.216691, -0.146771, -0.999765, -0.00194975, 0.00936531, 0.0194325, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.911403] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [93] , 0.90542, 0.0244531, -0.216689, -0.146761, -0.999766, -0.00194782, 0.00934488, 0.0194303, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.914134] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [94] , 0.90542, 0.0244531, -0.216689, -0.146761, -0.999766, -0.00194782, 0.00934488, 0.0194303, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.916785] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [95] , 0.915416, 0.0244531, -0.216689, -0.146761, -0.999766, -0.00194782, 0.00934488, 0.0194303, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.920494] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [96] , 0.915416, 0.0244527, -0.216687, -0.146756, -0.999765, -0.00194917, 0.00937005, 0.0194396, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.922807] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [97] , 0.915416, 0.0244527, -0.216687, -0.146756, -0.999765, -0.00194917, 0.00937005, 0.0194396, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.925413] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [98] , 0.915416, 0.0244527, -0.216687, -0.146756, -0.999765, -0.00194917, 0.00937005, 0.0194396, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.928682] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [99] , 0.925416, 0.0244527, -0.216687, -0.146756, -0.999765, -0.00194917, 0.00937005, 0.0194396, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.931286] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [100] , 0.925416, 0.0244539, -0.216685, -0.146756, -0.999765, -0.00194316, 0.00940679, 0.0194399, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.935048] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [101] , 0.925416, 0.0244539, -0.216685, -0.146756, -0.999765, -0.00194316, 0.00940679, 0.0194399, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.937902] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [102] , 0.935415, 0.0244539, -0.216685, -0.146756, -0.999765, -0.00194316, 0.00940679, 0.0194399, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.940728] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [103] , 0.935415, 0.0244575, -0.216681, -0.146752, -0.999765, -0.0019503, 0.00939523, 0.019431, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.943545] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [104] , 0.935415, 0.0244575, -0.216681, -0.146752, -0.999765, -0.0019503, 0.00939523, 0.019431, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.946784] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [105] , 0.945409, 0.0244575, -0.216681, -0.146752, -0.999765, -0.0019503, 0.00939523, 0.019431, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.950190] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [106] , 0.945409, 0.0244575, -0.216681, -0.146752, -0.999765, -0.0019503, 0.00939523, 0.019431, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.952783] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [107] , 0.945409, 0.0244613, -0.216678, -0.146759, -0.999765, -0.00195178, 0.00943678, 0.0194315, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.955724] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [108] , 0.945409, 0.0244613, -0.216678, -0.146759, -0.999765, -0.00195178, 0.00943678, 0.0194315, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.958250] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [109] , 0.955421, 0.0244613, -0.216678, -0.146759, -0.999765, -0.00195178, 0.00943678, 0.0194315, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.960856] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [110] , 0.955421, 0.0244619, -0.216679, -0.146763, -0.999765, -0.00195205, 0.00944048, 0.0194359, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.964626] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [111] , 0.955421, 0.0244619, -0.216679, -0.146763, -0.999765, -0.00195205, 0.00944048, 0.0194359, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.968399] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [112] , 0.965414, 0.0244619, -0.216679, -0.146763, -0.999765, -0.00195205, 0.00944048, 0.0194359, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:05:33.970152] [0x0000007f7ceeb9a0] [MocapTag] [0x0000151c] [113] , 0.965414, 0.0244612, -0.216681, -0.146769, -0.999764, -0.0019375, 0.00945465, 0.0194393, 0, 0, 0, 0, 0, 0, 
