[2025-02-03 14:25:21.083494] [0x0000007fa946e010] [MocapTag] [0x00003479] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 14:25:25.739845] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1523] , 4.7311, 0.00935509, -0.18367, -0.148167, -0.994673, 0.00998264, 0.00412818, -0.102512, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.742444] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1524] , 4.74111, 0.00900325, -0.183946, -0.148077, -0.99464, 0.00999354, 0.00347087, -0.102855, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.745283] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1525] , 4.74111, 0.00900325, -0.183946, -0.148077, -0.99464, 0.00999354, 0.00347087, -0.102855, -0.0351835, -0.0275785, 0.00906084, 0, -0.129879, -0.0701979, 
[2025-02-03 14:25:25.748114] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1526] , 4.74111, 0.00900325, -0.183946, -0.148077, -0.99464, 0.00999354, 0.00347087, -0.102855, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.750653] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1527] , 4.74111, 0.00900325, -0.183946, -0.148077, -0.99464, 0.00999354, 0.00347087, -0.102855, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.755870] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1528] , 4.75113, 0.00905975, -0.183891, -0.148073, -0.994647, 0.00993032, 0.00341957, -0.102794, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.758265] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1529] , 4.75113, 0.00905975, -0.183891, -0.148073, -0.994647, 0.00993032, 0.00341957, -0.102794, 0.0056499, 0.00545743, 0, 0, 0, 0, 
[2025-02-03 14:25:25.760949] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1530] , 4.75113, 0.00905975, -0.183891, -0.148073, -0.994647, 0.00993032, 0.00341957, -0.102794, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.763564] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1531] , 4.76113, 0.00927882, -0.183758, -0.14812, -0.994665, 0.00994917, 0.00356343, -0.102619, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.766410] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1532] , 4.76113, 0.00927882, -0.183758, -0.14812, -0.994665, 0.00994917, 0.00356343, -0.102619, 0.0219064, 0.0132898, -0.0046346, 0, 0, 0.0353724, 
[2025-02-03 14:25:25.771123] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1533] , 4.76113, 0.00927882, -0.183758, -0.14812, -0.994665, 0.00994917, 0.00356343, -0.102619, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.773815] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1534] , 4.77113, 0.00928563, -0.183734, -0.14812, -0.994664, 0.00990806, 0.00348164, -0.102631, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.777469] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1535] , 4.77113, 0.00928563, -0.183734, -0.14812, -0.994664, 0.00990806, 0.00348164, -0.102631, 0, 0.00247735, 0, 0, 0, 0, 
[2025-02-03 14:25:25.779287] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1536] , 4.77113, 0.00928563, -0.183734, -0.14812, -0.994664, 0.00990806, 0.00348164, -0.102631, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.781991] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1537] , 4.78111, 0.00923251, -0.183711, -0.148121, -0.994663, 0.00993379, 0.00419798, -0.102613, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.785694] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1538] , 4.78111, 0.00923251, -0.183711, -0.148121, -0.994663, 0.00993379, 0.00419798, -0.102613, -0.00531192, 0.00227498, 0, 0, 0.143002, 0, 
[2025-02-03 14:25:25.788353] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1539] , 4.78111, 0.00923251, -0.183711, -0.148121, -0.994663, 0.00993379, 0.00419798, -0.102613, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.791027] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1540] , 4.78111, 0.00923837, -0.183714, -0.148142, -0.994663, 0.00995545, 0.00423821, -0.102613, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.795300] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1541] , 4.79113, 0.00923837, -0.183714, -0.148142, -0.994663, 0.00995545, 0.00423821, -0.102613, 0, 0, -0.00215491, 0, 0, 0, 
[2025-02-03 14:25:25.796513] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1542] , 4.79113, 0.00923837, -0.183714, -0.148142, -0.994663, 0.00995545, 0.00423821, -0.102613, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.799461] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1543] , 4.79113, 0.00923837, -0.183714, -0.148142, -0.994663, 0.00995545, 0.00423821, -0.102613, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.804596] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1544] , 4.80112, 0.00934442, -0.183681, -0.148159, -0.994671, 0.00997552, 0.00447659, -0.10252, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.806670] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1545] , 4.80112, 0.00934442, -0.183681, -0.148159, -0.994671, 0.00997552, 0.00447659, -0.10252, 0.0106055, 0.00324551, 0, 0, 0.0476584, 0, 
[2025-02-03 14:25:25.810534] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1546] , 4.80112, 0.00934442, -0.183681, -0.148159, -0.994671, 0.00997552, 0.00447659, -0.10252, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.811992] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1547] , 4.81113, 0.00941318, -0.183852, -0.148386, -0.99465, 0.00973526, 0.00544603, -0.102693, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.814704] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1548] , 4.81113, 0.00941318, -0.183852, -0.148386, -0.99465, 0.00973526, 0.00544603, -0.102693, 0.00687552, -0.0170836, -0.022739, 0.0678778, 0.188258, 0, 
[2025-02-03 14:25:25.819101] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1549] , 4.81113, 0.00941318, -0.183852, -0.148386, -0.99465, 0.00973526, 0.00544603, -0.102693, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.821937] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1550] , 4.82112, 0.00922603, -0.183956, -0.14807, -0.994664, 0.0101081, 0.00458181, -0.102572, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.824855] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1551] , 4.82112, 0.00922603, -0.183956, -0.14807, -0.994664, 0.0101081, 0.00458181, -0.102572, -0.0187151, -0.0103692, 0.0316095, -0.0920296, -0.164507, 0, 
[2025-02-03 14:25:25.828593] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1552] , 4.82112, 0.00922603, -0.183956, -0.14807, -0.994664, 0.0101081, 0.00458181, -0.102572, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.830149] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1553] , 4.82112, 0.00922603, -0.183956, -0.14807, -0.994664, 0.0101081, 0.00458181, -0.102572, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.832870] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1554] , 4.8311, 0.0092374, -0.183948, -0.148075, -0.994664, 0.0101194, 0.004563, -0.102572, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.836293] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1555] , 4.8311, 0.0092374, -0.183948, -0.148075, -0.994664, 0.0101194, 0.004563, -0.102572, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.839126] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1556] , 4.8311, 0.0092374, -0.183948, -0.148075, -0.994664, 0.0101194, 0.004563, -0.102572, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.841501] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1557] , 4.84112, 0.00925137, -0.183888, -0.148092, -0.994666, 0.0100293, 0.00421814, -0.102577, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.844494] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1558] , 4.84112, 0.00925137, -0.183888, -0.148092, -0.994666, 0.0100293, 0.00421814, -0.102577, 0, 0.00592034, 0, 0, -0.0704464, 0, 
[2025-02-03 14:25:25.846923] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1559] , 4.84112, 0.00925137, -0.183888, -0.148092, -0.994666, 0.0100293, 0.00421814, -0.102577, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.851457] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1560] , 4.85113, 0.00925137, -0.183888, -0.148092, -0.994666, 0.0100293, 0.00421814, -0.102577, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.854565] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1561] , 4.85113, 0.00927009, -0.183859, -0.148084, -0.994659, 0.0100476, 0.00427543, -0.102636, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.857023] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1562] , 4.85113, 0.00927009, -0.183859, -0.148084, -0.994659, 0.0100476, 0.00427543, -0.102636, 0, 0.00296345, 0, 0, 0, 0, 
[2025-02-03 14:25:25.859553] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1563] , 4.85113, 0.00927009, -0.183859, -0.148084, -0.994659, 0.0100476, 0.00427543, -0.102636, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.862495] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1564] , 4.86111, 0.00937596, -0.183774, -0.148091, -0.994656, 0.0101196, 0.00445521, -0.102647, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.866721] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1565] , 4.86111, 0.00937596, -0.183774, -0.148091, -0.994656, 0.0101196, 0.00445521, -0.102647, 0.0105875, 0.00844453, 0, 0, 0.037263, 0, 
[2025-02-03 14:25:25.869721] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1566] , 4.86111, 0.00937596, -0.183774, -0.148091, -0.994656, 0.0101196, 0.00445521, -0.102647, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.872201] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1567] , 4.87111, 0.00933879, -0.183755, -0.148108, -0.994626, 0.0101852, 0.00448734, -0.10293, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.875213] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1568] , 4.87111, 0.00933879, -0.183755, -0.148108, -0.994626, 0.0101852, 0.00448734, -0.10293, -0.00371708, 0, 0, 0, 0, -0.056757, 
[2025-02-03 14:25:25.877782] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1569] , 4.87111, 0.00933879, -0.183755, -0.148108, -0.994626, 0.0101852, 0.00448734, -0.10293, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.880500] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1570] , 4.87111, 0.00933879, -0.183755, -0.148108, -0.994626, 0.0101852, 0.00448734, -0.10293, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.884203] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1571] , 4.88112, 0.00960937, -0.183496, -0.147962, -0.994728, 0.00968158, 0.00512177, -0.101963, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.888145] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1572] , 4.88112, 0.00960937, -0.183496, -0.147962, -0.994728, 0.00968158, 0.00512177, -0.101963, 0.0270581, 0.0259151, 0.0145698, 0.112057, 0.114077, 0.194816, 
[2025-02-03 14:25:25.889950] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1573] , 4.88112, 0.00960937, -0.183496, -0.147962, -0.994728, 0.00968158, 0.00512177, -0.101963, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.892805] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1574] , 4.89112, 0.0099453, -0.183844, -0.143361, -0.994829, 0.000688242, 0.0068031, -0.101332, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.895346] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1575] , 4.89112, 0.0099453, -0.183844, -0.143361, -0.994829, 0.000688242, 0.0068031, -0.101332, 0.0335929, -0.0347883, 0.460053, -626.496, 0.151159, 0.116634, 
[2025-02-03 14:25:25.900042] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1576] , 4.89112, 0.0099453, -0.183844, -0.143361, -0.994829, 0.000688242, 0.0068031, -0.101332, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.902849] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1577] , 4.90113, 0.010089, -0.183764, -0.143627, -0.994809, 0.000172713, 0.00743394, -0.101489, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.908244] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1578] , 4.90113, 0.010089, -0.183764, -0.143627, -0.994809, 0.000172713, 0.00743394, -0.101489, 0.0143703, 0.00795949, -0.0265315, 0.115609, 0.115055, 0, 
[2025-02-03 14:25:25.908800] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1579] , 4.90113, 0.010089, -0.183764, -0.143627, -0.994809, 0.000172713, 0.00743394, -0.101489, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.910683] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1580] , 4.90113, 0.010089, -0.183764, -0.143627, -0.994809, 0.000172713, 0.00743394, -0.101489, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.915471] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1581] , 4.91112, 0.0100885, -0.183768, -0.143651, -0.994809, 0.000211799, 0.00748472, -0.101487, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.918575] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1582] , 4.91112, 0.0100885, -0.183768, -0.143651, -0.994809, 0.000211799, 0.00748472, -0.101487, 0, 0, -0.00247948, 0, 0, 0, 
[2025-02-03 14:25:25.921301] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1583] , 4.91112, 0.0100914, -0.183768, -0.143667, -0.994808, 0.000226838, 0.00746366, -0.101497, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.924340] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1584] , 4.92113, 0.0100914, -0.183768, -0.143667, -0.994808, 0.000226838, 0.00746366, -0.101497, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.928159] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1585] , 4.92113, 0.0100914, -0.183768, -0.143667, -0.994808, 0.000226838, 0.00746366, -0.101497, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.932611] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1586] , 4.93111, 0.0100914, -0.183768, -0.143667, -0.994808, 0.000226838, 0.00746366, -0.101497, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.934164] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1587] , 4.93111, 0.0100891, -0.18377, -0.143681, -0.994809, 0.00018522, 0.00746576, -0.101481, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.938088] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1588] , 4.93111, 0.0100891, -0.18377, -0.143681, -0.994809, 0.00018522, 0.00746576, -0.101481, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.940228] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1589] , 4.93111, 0.0100891, -0.18377, -0.143681, -0.994809, 0.00018522, 0.00746576, -0.101481, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.942312] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1590] , 4.94111, 0.0100827, -0.183787, -0.143702, -0.994813, 0.00014468, 0.0073942, -0.101454, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.947083] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1591] , 4.94111, 0.0100827, -0.183787, -0.143702, -0.994813, 0.00014468, 0.0073942, -0.101454, 0, 0, -0.00210784, 0, 0, 0, 
[2025-02-03 14:25:25.949421] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1592] , 4.94111, 0.0100827, -0.183787, -0.143702, -0.994813, 0.00014468, 0.0073942, -0.101454, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.953568] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1593] , 4.95112, 0.0100493, -0.183831, -0.14375, -0.99482, 2.48462e-05, 0.00716227, -0.101398, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.954860] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1594] , 4.95112, 0.0100493, -0.183831, -0.14375, -0.99482, 2.48462e-05, 0.00716227, -0.101398, -0.00334254, -0.00443172, -0.00473246, 0, -0.0485715, 0, 
[2025-02-03 14:25:25.957519] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1595] , 4.95112, 0.0100493, -0.183831, -0.14375, -0.99482, 2.48462e-05, 0.00716227, -0.101398, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.962015] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1596] , 4.96111, 0.0100493, -0.183831, -0.14375, -0.99482, 2.48462e-05, 0.00716227, -0.101398, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.964588] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1597] , 4.96111, 0.0100214, -0.183867, -0.143785, -0.994832, -9.92937e-05, 0.00690945, -0.1013, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.967339] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1598] , 4.96111, 0.0100214, -0.183867, -0.143785, -0.994832, -9.92937e-05, 0.00690945, -0.1013, -0.00279297, -0.00360609, -0.00350146, 0, -0.0528064, 0, 
[2025-02-03 14:25:25.970355] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1599] , 4.96111, 0.0100214, -0.183867, -0.143785, -0.994832, -9.92937e-05, 0.00690945, -0.1013, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.972863] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1600] , 4.97111, 0.00998354, -0.183909, -0.143827, -0.994842, -0.000230178, 0.0066801, -0.10122, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.977440] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1601] , 4.97111, 0.00998354, -0.183909, -0.143827, -0.994842, -0.000230178, 0.0066801, -0.10122, -0.00378428, -0.00415455, -0.00425745, 0, -0.0482721, 0, 
[2025-02-03 14:25:25.980319] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1602] , 4.97111, 0.00998354, -0.183909, -0.143827, -0.994842, -0.000230178, 0.0066801, -0.10122, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.982979] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1603] , 4.98111, 0.0100944, -0.184556, -0.144104, -0.994864, -0.00090476, 0.00660236, -0.101002, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.985811] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1604] , 4.98111, 0.0100944, -0.184556, -0.144104, -0.994864, -0.00090476, 0.00660236, -0.101002, 0.0110877, -0.0647591, -0.0277156, 0.13237, 0, 0.0430629, 
[2025-02-03 14:25:25.988838] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1605] , 4.98111, 0.0100944, -0.184556, -0.144104, -0.994864, -0.00090476, 0.00660236, -0.101002, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.992839] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1606] , 4.99111, 0.010017, -0.184634, -0.144167, -0.994885, -0.00111025, 0.00631728, -0.100813, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:25.995709] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1607] , 4.99111, 0.010017, -0.184634, -0.144167, -0.994885, -0.00111025, 0.00631728, -0.100813, -0.00773982, -0.00772686, -0.00630471, 0, -0.0608117, 0.0380099, 
[2025-02-03 14:25:25.998174] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1608] , 4.99111, 0.010017, -0.184634, -0.144167, -0.994885, -0.00111025, 0.00631728, -0.100813, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:26.000779] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1609] , 4.99111, 0.010017, -0.184634, -0.144167, -0.994885, -0.00111025, 0.00631728, -0.100813, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:26.003380] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1610] , 5.00112, 0.00808938, -0.183391, -0.148409, -0.994809, 0.00609367, -0.00454999, -0.101479, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:26.006065] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1611] , 5.00112, 0.00808938, -0.183391, -0.148409, -0.994809, 0.00609367, -0.00454999, -0.101479, -0.192764, 0.124277, -0.424123, 626.665, -2.01624, -0.137122, 
[2025-02-03 14:25:26.009816] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1612] , 5.00112, 0.00808938, -0.183391, -0.148409, -0.994809, 0.00609367, -0.00454999, -0.101479, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:26.012366] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1613] , 5.01112, 0.00803374, -0.183458, -0.148468, -0.994825, 0.00595739, -0.00490144, -0.101313, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:26.015256] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1614] , 5.01112, 0.00803374, -0.183458, -0.148468, -0.994825, 0.00595739, -0.00490144, -0.101313, -0.0055637, -0.00675809, -0.00595473, 0, -0.0729075, 0, 
[2025-02-03 14:25:26.017908] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1615] , 5.01112, 0.00803374, -0.183458, -0.148468, -0.994825, 0.00595739, -0.00490144, -0.101313, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:26.020628] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1616] , 5.01112, 0.00803374, -0.183458, -0.148468, -0.994825, 0.00595739, -0.00490144, -0.101313, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:26.026618] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1617] , 5.02112, 0.00875565, -0.183107, -0.148328, -0.994724, 0.00632543, -0.00400406, -0.102309, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:26.028170] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1618] , 5.02112, 0.00875565, -0.183107, -0.148328, -0.994724, 0.00632543, -0.00400406, -0.102309, 0.0721906, 0.035102, 0.0140086, -0.0556946, 0.187352, -0.199156, 
[2025-02-03 14:25:26.030670] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1619] , 5.02112, 0.00875565, -0.183107, -0.148328, -0.994724, 0.00632543, -0.00400406, -0.102309, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:26.033351] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1620] , 5.03113, 0.0088566, -0.183101, -0.148284, -0.994723, 0.00637144, -0.00363675, -0.102335, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:26.036209] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1621] , 5.03113, 0.0088566, -0.183101, -0.148284, -0.994723, 0.00637144, -0.00363675, -0.102335, 0.0100949, 0, 0.00442686, 0, 0.0740495, 0, 
[2025-02-03 14:25:26.040854] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1622] , 5.03113, 0.0088566, -0.183101, -0.148284, -0.994723, 0.00637144, -0.00363675, -0.102335, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:26.043628] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1623] , 5.04115, 0.00900072, -0.183075, -0.148211, -0.994714, 0.00650858, -0.0030797, -0.102429, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:26.046429] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1624] , 5.04115, 0.00900072, -0.183075, -0.148211, -0.994714, 0.00650858, -0.0030797, -0.102429, 0.0144123, 0.0026007, 0.00731791, 0, 0.113759, 0, 
[2025-02-03 14:25:26.049094] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1625] , 5.04115, 0.00900072, -0.183075, -0.148211, -0.994714, 0.00650858, -0.0030797, -0.102429, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:26.052854] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1626] , 5.05112, 0.00814085, -0.182841, -0.150341, -0.994961, 0.00134433, 0.00244093, -0.100219, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:26.056360] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1627] , 5.05112, 0.00814085, -0.182841, -0.150341, -0.994961, 0.00134433, 0.00244093, -0.100219, -0.0859867, 0.023461, -0.213072, 1.13938, 0.992026, 0.448447, 
[2025-02-03 14:25:26.059015] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1628] , 5.05112, 0.00814085, -0.182841, -0.150341, -0.994961, 0.00134433, 0.00244093, -0.100219, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:26.061617] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1629] , 5.06113, 0.00819671, -0.182972, -0.150423, -0.994984, 0.0003443, 0.0017582, -0.100016, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:26.064440] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1630] , 5.06113, 0.00819671, -0.182972, -0.150423, -0.994984, 0.0003443, 0.0017582, -0.100016, 0.00558544, -0.0131209, -0.00811412, 0.185251, -0.155909, 0.0403672, 
[2025-02-03 14:25:26.066943] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1631] , 5.06113, 0.00819671, -0.182972, -0.150423, -0.994984, 0.0003443, 0.0017582, -0.100016, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:26.069939] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [1632] , 5.06113, 0.00819671, -0.182972, -0.150423, -0.994984, 0.0003443, 0.0017582, -0.100016, 0, 0, 0, 0, 0, 0, 
