[2025-02-03 14:25:21.083494] [0x0000007fa946e010] [MocapTag] [0x00003479] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 14:25:21.088575] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [3] , 0, 0.00884251, -0.183275, -0.148111, -0.994694, 0.00683877, -0.00440372, -0.102559, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.091942] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [4] , 0.0910873, 0.00884251, -0.183275, -0.148111, -0.994694, 0.00683877, -0.00440372, -0.102559, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.094429] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [5] , 0.0910873, 0.00884162, -0.183272, -0.148115, -0.994694, 0.00683932, -0.00440389, -0.102556, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.098861] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [6] , 0.0910873, 0.00884162, -0.183272, -0.148115, -0.994694, 0.00683932, -0.00440389, -0.102556, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.099806] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [7] , 0.0910873, 0.00884162, -0.183272, -0.148115, -0.994694, 0.00683932, -0.00440389, -0.102556, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.102424] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [8] , 0.101095, 0.00884448, -0.183271, -0.148114, -0.994694, 0.00684085, -0.00435268, -0.102554, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.105302] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [9] , 0.101095, 0.00884448, -0.183271, -0.148114, -0.994694, 0.00684085, -0.00435268, -0.102554, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.110496] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [10] , 0.101095, 0.00884448, -0.183271, -0.148114, -0.994694, 0.00684085, -0.00435268, -0.102554, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.113640] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [11] , 0.111187, 0.00884728, -0.183273, -0.148117, -0.994693, 0.0068257, -0.00437402, -0.102568, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.115940] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [12] , 0.111187, 0.00884728, -0.183273, -0.148117, -0.994693, 0.0068257, -0.00437402, -0.102568, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.118732] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [13] , 0.111187, 0.00884728, -0.183273, -0.148117, -0.994693, 0.0068257, -0.00437402, -0.102568, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.121365] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [14] , 0.111187, 0.00884728, -0.183273, -0.148117, -0.994693, 0.0068257, -0.00437402, -0.102568, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.126618] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [15] , 0.121128, 0.008846, -0.183268, -0.148123, -0.994694, 0.00682477, -0.00439351, -0.102561, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.129556] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [16] , 0.121128, 0.008846, -0.183268, -0.148123, -0.994694, 0.00682477, -0.00439351, -0.102561, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.132180] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [17] , 0.131124, 0.00884646, -0.183261, -0.14812, -0.994692, 0.00680333, -0.00440729, -0.102575, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.135009] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [18] , 0.131124, 0.00884646, -0.183261, -0.14812, -0.994692, 0.00680333, -0.00440729, -0.102575, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.137439] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [19] , 0.131124, 0.00884646, -0.183261, -0.14812, -0.994692, 0.00680333, -0.00440729, -0.102575, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.141804] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [20] , 0.141102, 0.00884646, -0.183261, -0.14812, -0.994692, 0.00680333, -0.00440729, -0.102575, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.144418] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [21] , 0.141102, 0.00884504, -0.183257, -0.148119, -0.994693, 0.00679612, -0.0044036, -0.102573, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.147344] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [22] , 0.141102, 0.00884504, -0.183257, -0.148119, -0.994693, 0.00679612, -0.0044036, -0.102573, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.149925] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [23] , 0.141102, 0.00884504, -0.183257, -0.148119, -0.994693, 0.00679612, -0.0044036, -0.102573, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.152832] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [24] , 0.151113, 0.00884993, -0.183261, -0.148117, -0.994693, 0.00679597, -0.00439782, -0.102572, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.156979] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [25] , 0.151113, 0.00884993, -0.183261, -0.148117, -0.994693, 0.00679597, -0.00439782, -0.102572, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.159573] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [26] , 0.151113, 0.00884993, -0.183261, -0.148117, -0.994693, 0.00679597, -0.00439782, -0.102572, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.162206] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [27] , 0.161102, 0.00915901, -0.183349, -0.147885, -0.994732, 0.00747376, -0.00172246, -0.102223, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.165215] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [28] , 0.161102, 0.00915901, -0.183349, -0.147885, -0.994732, 0.00747376, -0.00172246, -0.102223, 0.030908, -0.00878406, 0.023171, -0.0798702, 0.545606, 0.0742793, 
[2025-02-03 14:25:21.167703] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [29] , 0.161102, 0.00915901, -0.183349, -0.147885, -0.994732, 0.00747376, -0.00172246, -0.102223, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.171740] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [30] , 0.171108, 0.00915901, -0.183349, -0.147885, -0.994732, 0.00747376, -0.00172246, -0.102223, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.175591] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [31] , 0.171108, 0.00901925, -0.1834, -0.147914, -0.994723, 0.00745557, -0.00221232, -0.102306, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.177905] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [32] , 0.171108, 0.00901925, -0.1834, -0.147914, -0.994723, 0.00745557, -0.00221232, -0.102306, -0.0139756, -0.00516358, -0.00292178, 0, -0.0976991, 0, 
[2025-02-03 14:25:21.180161] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [33] , 0.171108, 0.00901925, -0.1834, -0.147914, -0.994723, 0.00745557, -0.00221232, -0.102306, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.182850] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [34] , 0.181106, 0.00901838, -0.183405, -0.14791, -0.994723, 0.00745795, -0.00225831, -0.102305, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.187656] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [35] , 0.181106, 0.00901838, -0.183405, -0.14791, -0.994723, 0.00745795, -0.00225831, -0.102305, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.190456] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [36] , 0.181106, 0.00901838, -0.183405, -0.14791, -0.994723, 0.00745795, -0.00225831, -0.102305, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.192943] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [37] , 0.19112, 0.00913543, -0.183376, -0.147872, -0.994732, 0.00745974, -0.00174572, -0.10222, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.197158] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [38] , 0.19112, 0.00913543, -0.183376, -0.147872, -0.994732, 0.00745974, -0.00174572, -0.10222, 0.0117051, 0.00283097, 0.00382191, 0, 0.101883, 0, 
[2025-02-03 14:25:21.198669] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [39] , 0.19112, 0.00913543, -0.183376, -0.147872, -0.994732, 0.00745974, -0.00174572, -0.10222, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.203215] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [40] , 0.20112, 0.00901402, -0.18341, -0.147906, -0.994723, 0.0074664, -0.00226498, -0.102304, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.206101] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [41] , 0.20112, 0.00901402, -0.18341, -0.147906, -0.994723, 0.0074664, -0.00226498, -0.102304, -0.0121412, -0.00338004, -0.003457, 0, -0.10304, 0, 
[2025-02-03 14:25:21.208668] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [42] , 0.20112, 0.00901402, -0.18341, -0.147906, -0.994723, 0.0074664, -0.00226498, -0.102304, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.211366] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [43] , 0.20112, 0.00901402, -0.18341, -0.147906, -0.994723, 0.0074664, -0.00226498, -0.102304, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.214073] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [44] , 0.21111, 0.00901303, -0.183408, -0.147902, -0.994722, 0.00746593, -0.00226646, -0.102312, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.219581] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [45] , 0.21111, 0.00901303, -0.183408, -0.147902, -0.994722, 0.00746593, -0.00226646, -0.102312, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.223615] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [46] , 0.221112, 0.00901303, -0.183408, -0.147902, -0.994722, 0.00746593, -0.00226646, -0.102312, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.224230] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [47] , 0.221112, 0.00901425, -0.183403, -0.1479, -0.994722, 0.00746695, -0.00227803, -0.102312, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.226966] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [48] , 0.221112, 0.00901425, -0.183403, -0.1479, -0.994722, 0.00746695, -0.00227803, -0.102312, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.229536] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [49] , 0.221112, 0.00901425, -0.183403, -0.1479, -0.994722, 0.00746695, -0.00227803, -0.102312, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.232242] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [50] , 0.231127, 0.00901609, -0.183397, -0.147898, -0.994722, 0.00747347, -0.00228227, -0.10231, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.235939] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [51] , 0.231127, 0.00901609, -0.183397, -0.147898, -0.994722, 0.00747347, -0.00228227, -0.10231, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.238707] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [52] , 0.231127, 0.00901609, -0.183397, -0.147898, -0.994722, 0.00747347, -0.00228227, -0.10231, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.241746] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [53] , 0.241118, 0.00901154, -0.183393, -0.147896, -0.994721, 0.00745352, -0.00231421, -0.102324, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.245697] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [54] , 0.241118, 0.00901154, -0.183393, -0.147896, -0.994721, 0.00745352, -0.00231421, -0.102324, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.246902] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [55] , 0.241118, 0.00901154, -0.183393, -0.147896, -0.994721, 0.00745352, -0.00231421, -0.102324, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.251390] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [56] , 0.241118, 0.00901154, -0.183393, -0.147896, -0.994721, 0.00745352, -0.00231421, -0.102324, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.254102] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [57] , 0.251106, 0.00901886, -0.183392, -0.147908, -0.994721, 0.0074718, -0.00225395, -0.102317, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.256920] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [58] , 0.251106, 0.00901886, -0.183392, -0.147908, -0.994721, 0.0074718, -0.00225395, -0.102317, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.259708] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [59] , 0.251106, 0.00901886, -0.183392, -0.147908, -0.994721, 0.0074718, -0.00225395, -0.102317, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.262310] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [60] , 0.261117, 0.009017, -0.183392, -0.147902, -0.994721, 0.00745998, -0.00227699, -0.102323, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.266992] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [61] , 0.261117, 0.009017, -0.183392, -0.147902, -0.994721, 0.00745998, -0.00227699, -0.102323, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.269411] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [62] , 0.261117, 0.009017, -0.183392, -0.147902, -0.994721, 0.00745998, -0.00227699, -0.102323, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.272053] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [63] , 0.271116, 0.00901854, -0.183394, -0.147907, -0.994721, 0.00745862, -0.00225473, -0.102316, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.274883] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [64] , 0.271116, 0.00901854, -0.183394, -0.147907, -0.994721, 0.00745862, -0.00225473, -0.102316, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.277410] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [65] , 0.271116, 0.00901854, -0.183394, -0.147907, -0.994721, 0.00745862, -0.00225473, -0.102316, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.280083] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [66] , 0.271116, 0.00901854, -0.183394, -0.147907, -0.994721, 0.00745862, -0.00225473, -0.102316, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.283560] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [67] , 0.281111, 0.0090206, -0.183396, -0.14791, -0.994721, 0.00744227, -0.00222615, -0.102317, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.286457] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [68] , 0.281111, 0.0090206, -0.183396, -0.14791, -0.994721, 0.00744227, -0.00222615, -0.102317, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.288922] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [69] , 0.281111, 0.0090206, -0.183396, -0.14791, -0.994721, 0.00744227, -0.00222615, -0.102317, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.291629] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [70] , 0.291112, 0.00901957, -0.1834, -0.147912, -0.994722, 0.00746305, -0.00223442, -0.102314, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.294550] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [71] , 0.291112, 0.00901957, -0.1834, -0.147912, -0.994722, 0.00746305, -0.00223442, -0.102314, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.300575] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [72] , 0.291112, 0.00901957, -0.1834, -0.147912, -0.994722, 0.00746305, -0.00223442, -0.102314, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.301587] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [73] , 0.301118, 0.00901658, -0.183404, -0.147917, -0.994723, 0.00744676, -0.00223037, -0.102301, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.304564] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [74] , 0.301118, 0.00901658, -0.183404, -0.147917, -0.994723, 0.00744676, -0.00223037, -0.102301, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.307155] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [75] , 0.301118, 0.00901658, -0.183404, -0.147917, -0.994723, 0.00744676, -0.00223037, -0.102301, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.309908] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [76] , 0.301118, 0.00901658, -0.183404, -0.147917, -0.994723, 0.00744676, -0.00223037, -0.102301, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.314588] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [77] , 0.311112, 0.00901862, -0.183397, -0.147912, -0.994723, 0.00744834, -0.00222686, -0.102305, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.317405] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [78] , 0.311112, 0.00901862, -0.183397, -0.147912, -0.994723, 0.00744834, -0.00222686, -0.102305, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.320332] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [79] , 0.311112, 0.00901862, -0.183397, -0.147912, -0.994723, 0.00744834, -0.00222686, -0.102305, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.322941] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [80] , 0.321107, 0.00901933, -0.183397, -0.147912, -0.994721, 0.00746395, -0.00224555, -0.102319, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.325817] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [81] , 0.321107, 0.00901933, -0.183397, -0.147912, -0.994721, 0.00746395, -0.00224555, -0.102319, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.330833] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [82] , 0.321107, 0.00901933, -0.183397, -0.147912, -0.994721, 0.00746395, -0.00224555, -0.102319, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.333719] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [83] , 0.331117, 0.00901481, -0.183402, -0.147913, -0.994722, 0.00745209, -0.00224289, -0.102313, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.336797] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [84] , 0.331117, 0.00901481, -0.183402, -0.147913, -0.994722, 0.00745209, -0.00224289, -0.102313, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.339677] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [85] , 0.331117, 0.00901481, -0.183402, -0.147913, -0.994722, 0.00745209, -0.00224289, -0.102313, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.342339] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [86] , 0.341097, 0.00901644, -0.183399, -0.147909, -0.994722, 0.00746255, -0.00224802, -0.102312, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.346956] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [87] , 0.341097, 0.00901644, -0.183399, -0.147909, -0.994722, 0.00746255, -0.00224802, -0.102312, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.349707] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [88] , 0.341097, 0.00901644, -0.183399, -0.147909, -0.994722, 0.00746255, -0.00224802, -0.102312, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.352302] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [89] , 0.351108, 0.00901604, -0.183402, -0.147902, -0.994722, 0.00745177, -0.00226665, -0.102309, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.355598] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [90] , 0.351108, 0.00901604, -0.183402, -0.147902, -0.994722, 0.00745177, -0.00226665, -0.102309, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.358332] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [91] , 0.351108, 0.00901604, -0.183402, -0.147902, -0.994722, 0.00745177, -0.00226665, -0.102309, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.363747] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [92] , 0.361125, 0.00901604, -0.183402, -0.147902, -0.994722, 0.00745177, -0.00226665, -0.102309, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.366594] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [93] , 0.361125, 0.00901381, -0.183399, -0.147904, -0.994722, 0.00746367, -0.0022617, -0.102308, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.369596] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [94] , 0.361125, 0.00901381, -0.183399, -0.147904, -0.994722, 0.00746367, -0.0022617, -0.102308, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.373579] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [95] , 0.371114, 0.00901986, -0.183396, -0.147897, -0.994722, 0.0074691, -0.00226051, -0.102313, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.375218] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [96] , 0.371114, 0.00901986, -0.183396, -0.147897, -0.994722, 0.0074691, -0.00226051, -0.102313, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.379034] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [97] , 0.371114, 0.00901986, -0.183396, -0.147897, -0.994722, 0.0074691, -0.00226051, -0.102313, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.382888] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [98] , 0.381115, 0.00915795, -0.183349, -0.147876, -0.994733, 0.00748172, -0.0017325, -0.102215, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.384763] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [99] , 0.381115, 0.00915795, -0.183349, -0.147876, -0.994733, 0.00748172, -0.0017325, -0.102215, 0.0138098, 0.00471925, 0.00212676, 0, 0.105152, 0, 
[2025-02-03 14:25:21.387533] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [100] , 0.381115, 0.00915795, -0.183349, -0.147876, -0.994733, 0.00748172, -0.0017325, -0.102215, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.390657] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [101] , 0.381115, 0.00915795, -0.183349, -0.147876, -0.994733, 0.00748172, -0.0017325, -0.102215, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.395088] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [102] , 0.391108, 0.00901912, -0.183398, -0.1479, -0.994722, 0.00746862, -0.00224819, -0.102311, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.397959] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [103] , 0.391108, 0.00901912, -0.183398, -0.1479, -0.994722, 0.00746862, -0.00224819, -0.102311, -0.0138836, -0.00491153, -0.00242447, 0, -0.102715, 0, 
[2025-02-03 14:25:21.401615] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [104] , 0.401106, 0.00901912, -0.183398, -0.1479, -0.994722, 0.00746862, -0.00224819, -0.102311, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.403625] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [105] , 0.401106, 0.00902215, -0.183395, -0.147902, -0.994723, 0.00747284, -0.00223801, -0.102303, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.406427] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [106] , 0.401106, 0.00902215, -0.183395, -0.147902, -0.994723, 0.00747284, -0.00223801, -0.102303, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.411369] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [107] , 0.401106, 0.00902215, -0.183395, -0.147902, -0.994723, 0.00747284, -0.00223801, -0.102303, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.413971] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [108] , 0.411121, 0.00902125, -0.183399, -0.147908, -0.994723, 0.00745856, -0.00225291, -0.102305, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.416797] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [109] , 0.411121, 0.00902125, -0.183399, -0.147908, -0.994723, 0.00745856, -0.00225291, -0.102305, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.419960] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [110] , 0.411121, 0.00902125, -0.183399, -0.147908, -0.994723, 0.00745856, -0.00225291, -0.102305, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.422433] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [111] , 0.421118, 0.0090237, -0.183399, -0.147911, -0.994722, 0.00747497, -0.00223598, -0.102315, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.428728] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [112] , 0.421118, 0.0090237, -0.183399, -0.147911, -0.994722, 0.00747497, -0.00223598, -0.102315, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.429802] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [113] , 0.421118, 0.0090237, -0.183399, -0.147911, -0.994722, 0.00747497, -0.00223598, -0.102315, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.432345] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [114] , 0.431123, 0.00901838, -0.1834, -0.147918, -0.994722, 0.00748236, -0.00222586, -0.102306, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:25:21.435289] [0x0000007fa4a479a0] [MocapTag] [0x00003479] [115] , 0.431123, 0.00901838, -0.1834, -0.147918, -0.994722, 0.00748236, -0.00222586, -0.102306, 0, 0, 0, 0, 0, 0, 
