[2025-02-03 17:21:28.432235] [0x0000007fb8648010] [MocapTag] [0x00002d98] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 17:21:41.336052] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4658] , 13.3267, -0.0754428, -0.261807, -1.08801, -0.999916, -0.0124453, 0.000764654, -0.00366224, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.338940] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4659] , 13.3367, -0.0754428, -0.261807, -1.08801, -0.999916, -0.0124453, 0.000764654, -0.00366224, 0.0232069, -0.0038042, -0.0753282, -0.122595, 0, -0.114418, 
[2025-02-03 17:21:41.341562] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4661] , 13.3367, -0.0754428, -0.261807, -1.08801, -0.999916, -0.0124453, 0.000764654, -0.00366224, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.344116] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4662] , 13.3367, -0.0756761, -0.261751, -1.08881, -0.999923, -0.0118845, 0.00157518, -0.00324723, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.347158] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4663] , 13.3467, -0.0756761, -0.261751, -1.08881, -0.999923, -0.0118845, 0.00157518, -0.00324723, -0.0233348, 0.00561237, -0.080186, -0.111699, 0.163491, 0.0811497, 
[2025-02-03 17:21:41.349405] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4664] , 13.3467, -0.0756761, -0.261751, -1.08881, -0.999923, -0.0118845, 0.00157518, -0.00324723, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.352998] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4666] , 13.3467, -0.0756761, -0.261751, -1.08881, -0.999923, -0.0118845, 0.00157518, -0.00324723, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.355552] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4667] , 13.3467, -0.0753867, -0.261871, -1.08939, -0.999924, -0.0117822, 0.00109258, -0.00336529, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.358684] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4668] , 13.3567, -0.0753867, -0.261871, -1.08939, -0.999924, -0.0117822, 0.00109258, -0.00336529, 0.0289454, -0.0119805, -0.0579583, 0, -0.0967245, 0, 
[2025-02-03 17:21:41.361194] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4670] , 13.3567, -0.0753867, -0.261871, -1.08939, -0.999924, -0.0117822, 0.00109258, -0.00336529, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.363787] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4671] , 13.3567, -0.0753262, -0.261666, -1.08988, -0.999931, -0.0112884, 0.000755121, -0.0031921, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.368580] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4672] , 13.3667, -0.0753262, -0.261666, -1.08988, -0.999931, -0.0112884, 0.000755121, -0.0031921, 0.00604829, 0.020467, -0.0494138, -0.0990152, -0.0667618, 0.0355018, 
[2025-02-03 17:21:41.371191] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4674] , 13.3667, -0.0753262, -0.261666, -1.08988, -0.999931, -0.0112884, 0.000755121, -0.0031921, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.373913] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4675] , 13.3667, -0.0752708, -0.261849, -1.09051, -0.999931, -0.0112701, 0.00110644, -0.00318997, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.376744] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4676] , 13.3667, -0.0752708, -0.261849, -1.09051, -0.999931, -0.0112701, 0.00110644, -0.00318997, 0.00554384, -0.018316, -0.0626897, 0, 0.0702745, 0, 
[2025-02-03 17:21:41.379437] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4678] , 13.3767, -0.0752708, -0.261849, -1.09051, -0.999931, -0.0112701, 0.00110644, -0.00318997, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.383927] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4679] , 13.3767, -0.0752708, -0.261849, -1.09051, -0.999931, -0.0112701, 0.00110644, -0.00318997, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.386503] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4680] , 13.3767, -0.0752461, -0.261717, -1.09088, -0.999937, -0.0108435, 0.000459033, -0.00300111, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.389565] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4682] , 13.3867, -0.0752461, -0.261717, -1.09088, -0.999937, -0.0108435, 0.000459033, -0.00300111, 0.00246481, 0.0132772, -0.0368765, -0.0857592, -0.128789, 0.0392656, 
[2025-02-03 17:21:41.392000] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4683] , 13.3867, -0.0752461, -0.261717, -1.09088, -0.999937, -0.0108435, 0.000459033, -0.00300111, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.394487] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4684] , 13.3867, -0.0750506, -0.261665, -1.09127, -0.999934, -0.0109411, 0.000584194, -0.00341282, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.397454] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4685] , 13.3967, -0.0750506, -0.261665, -1.09127, -0.999934, -0.0109411, 0.000584194, -0.00341282, 0.0195504, 0.00513158, -0.0393043, 0, 0, -0.082619, 
[2025-02-03 17:21:41.401087] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4687] , 13.3967, -0.0750506, -0.261665, -1.09127, -0.999934, -0.0109411, 0.000584194, -0.00341282, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.403649] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4688] , 13.3967, -0.0751145, -0.261645, -1.0918, -0.999938, -0.0106479, 0.000831698, -0.00307017, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.406354] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4689] , 13.3967, -0.0751145, -0.261645, -1.0918, -0.999938, -0.0106479, 0.000831698, -0.00307017, -0.00638692, 0.00205627, -0.0529439, -0.0585318, 0.0504281, 0.068031, 
[2025-02-03 17:21:41.409140] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4690] , 13.4067, -0.0751145, -0.261645, -1.0918, -0.999938, -0.0106479, 0.000831698, -0.00307017, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.411936] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4692] , 13.4067, -0.0751145, -0.261645, -1.0918, -0.999938, -0.0106479, 0.000831698, -0.00307017, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.416276] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4693] , 13.4067, -0.0750285, -0.261605, -1.09219, -0.999939, -0.0105533, 0.00157279, -0.0029696, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.419190] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4694] , 13.4167, -0.0750285, -0.261605, -1.09219, -0.999939, -0.0105533, 0.00157279, -0.0029696, 0.00859666, 0.0040138, -0.0391677, 0, 0.148481, 0, 
[2025-02-03 17:21:41.421815] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4696] , 13.4167, -0.0750285, -0.261605, -1.09219, -0.999939, -0.0105533, 0.00157279, -0.0029696, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.425381] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4697] , 13.4167, -0.0748621, -0.261574, -1.09246, -0.99994, -0.0104682, 0.00123347, -0.00313013, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.427143] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4698] , 13.4267, -0.0748621, -0.261574, -1.09246, -0.99994, -0.0104682, 0.00123347, -0.00313013, 0.0166435, 0.00310271, -0.0263676, 0, -0.068146, 0, 
[2025-02-03 17:21:41.431542] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4700] , 13.4267, -0.0748621, -0.261574, -1.09246, -0.99994, -0.0104682, 0.00123347, -0.00313013, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.434039] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4701] , 13.4267, -0.0749469, -0.261576, -1.09276, -0.999942, -0.0102447, 0.00169654, -0.00275903, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.437069] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4702] , 13.4367, -0.0749469, -0.261576, -1.09276, -0.999942, -0.0102447, 0.00169654, -0.00275903, -0.00847807, 0, -0.0307187, -0.0445366, 0.0935111, 0.0733193, 
[2025-02-03 17:21:41.439680] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4704] , 13.4367, -0.0749469, -0.261576, -1.09276, -0.999942, -0.0102447, 0.00169654, -0.00275903, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.442203] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4705] , 13.4367, -0.0745308, -0.261431, -1.09281, -0.999946, -0.00980018, 0.000995247, -0.0032281, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.445694] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4706] , 13.4367, -0.0745308, -0.261431, -1.09281, -0.999946, -0.00980018, 0.000995247, -0.0032281, 0.0416024, 0.0144572, -0.00469432, -0.0892162, -0.140925, -0.0922853, 
[2025-02-03 17:21:41.448608] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4707] , 13.4467, -0.0745308, -0.261431, -1.09281, -0.999946, -0.00980018, 0.000995247, -0.0032281, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.451155] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4709] , 13.4467, -0.0745308, -0.261431, -1.09281, -0.999946, -0.00980018, 0.000995247, -0.0032281, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.454541] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4710] , 13.4467, -0.0746579, -0.261427, -1.09307, -0.999951, -0.0094353, 0.000629302, -0.00279402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.456612] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4711] , 13.4467, -0.0746579, -0.261427, -1.09307, -0.999951, -0.0094353, 0.000629302, -0.00279402, -0.0127048, 0, -0.0259399, -0.073266, -0.0721299, 0.0875746, 
[2025-02-03 17:21:41.459272] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4712] , 13.4567, -0.0746579, -0.261427, -1.09307, -0.999951, -0.0094353, 0.000629302, -0.00279402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.464001] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4714] , 13.4567, -0.0746579, -0.261427, -1.09307, -0.999951, -0.0094353, 0.000629302, -0.00279402, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.466885] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4715] , 13.4567, -0.074482, -0.261311, -1.09326, -0.999956, -0.00875846, 0.00158253, -0.00291105, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.469300] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4716] , 13.4667, -0.074482, -0.261311, -1.09326, -0.999956, -0.00875846, 0.00158253, -0.00291105, 0.0175855, 0.0115636, -0.0187546, -0.134802, 0.190812, 0, 
[2025-02-03 17:21:41.471939] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4718] , 13.4667, -0.074482, -0.261311, -1.09326, -0.999956, -0.00875846, 0.00158253, -0.00291105, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.474483] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4719] , 13.4667, -0.0743904, -0.2613, -1.09347, -0.999958, -0.00875236, 0.0011229, -0.00266342, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.480423] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4721] , 13.4767, -0.0743904, -0.2613, -1.09347, -0.999958, -0.00875236, 0.0011229, -0.00266342, 0.00916208, 0, -0.021104, 0, -0.0914841, 0.050332, 
[2025-02-03 17:21:41.481407] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4722] , 13.4767, -0.0743904, -0.2613, -1.09347, -0.999958, -0.00875236, 0.0011229, -0.00266342, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.483985] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4723] , 13.4767, -0.074393, -0.261294, -1.0936, -0.999959, -0.00871386, 0.00123111, -0.00216482, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.486952] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4724] , 13.4767, -0.074393, -0.261294, -1.0936, -0.999959, -0.00871386, 0.00123111, -0.00216482, 0, 0, -0.012654, 0, 0, 0.0995364, 
[2025-02-03 17:21:41.489535] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4726] , 13.4867, -0.074393, -0.261294, -1.0936, -0.999959, -0.00871386, 0.00123111, -0.00216482, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.492188] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4727] , 13.4867, -0.074078, -0.261201, -1.09359, -0.999962, -0.00830555, 0.000596771, -0.00241588, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.497391] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4728] , 13.4967, -0.074078, -0.261201, -1.09359, -0.999962, -0.00830555, 0.000596771, -0.00241588, 0.0315024, 0.00928999, 0, -0.0819206, -0.127102, -0.0490567, 
[2025-02-03 17:21:41.501091] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4730] , 13.4967, -0.074078, -0.261201, -1.09359, -0.999962, -0.00830555, 0.000596771, -0.00241588, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.502406] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4731] , 13.4967, -0.074078, -0.261201, -1.09359, -0.999962, -0.00830555, 0.000596771, -0.00241588, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.504851] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4732] , 13.4967, -0.0742157, -0.261171, -1.09363, -0.999964, -0.00817731, 0.000730357, -0.00198794, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.509432] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4734] , 13.5067, -0.0742157, -0.261171, -1.09363, -0.999964, -0.00817731, 0.000730357, -0.00198794, -0.0137731, 0.00303323, -0.00480232, 0, 0, 0.0853819, 
[2025-02-03 17:21:41.512568] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4735] , 13.5067, -0.0742157, -0.261171, -1.09363, -0.999964, -0.00817731, 0.000730357, -0.00198794, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.515092] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4736] , 13.5067, -0.0739053, -0.261071, -1.09351, -0.999966, -0.00795996, -5.96819e-05, -0.00228934, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.518028] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4737] , 13.5167, -0.0739053, -0.261071, -1.09351, -0.999966, -0.00795996, -5.96819e-05, -0.00228934, 0.0310372, 0.0100082, 0.0126659, -0.0437737, -0.158396, -0.0589896, 
[2025-02-03 17:21:41.520951] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4739] , 13.5167, -0.0739053, -0.261071, -1.09351, -0.999966, -0.00795996, -5.96819e-05, -0.00228934, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.524416] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4740] , 13.5167, -0.0739906, -0.261066, -1.09344, -0.999966, -0.0080144, -8.2771e-06, -0.00174313, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.528150] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4741] , 13.5267, -0.0739906, -0.261066, -1.09344, -0.999966, -0.0080144, -8.2771e-06, -0.00174313, -0.00852967, 0, 0.00642292, 0, 0, 0.109158, 
[2025-02-03 17:21:41.532462] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4743] , 13.5267, -0.0739906, -0.261066, -1.09344, -0.999966, -0.0080144, -8.2771e-06, -0.00174313, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.533719] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4744] , 13.5267, -0.0736796, -0.260944, -1.09329, -0.999969, -0.00754103, -0.000159299, -0.00221663, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.536553] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4745] , 13.5267, -0.0736796, -0.260944, -1.09329, -0.999969, -0.00754103, -0.000159299, -0.00221663, 0.0310993, 0.0122198, 0.0153227, -0.0947475, 0, -0.0944725, 
[2025-02-03 17:21:41.539174] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4746] , 13.5367, -0.0736796, -0.260944, -1.09329, -0.999969, -0.00754103, -0.000159299, -0.00221663, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.543809] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4748] , 13.5367, -0.0736796, -0.260944, -1.09329, -0.999969, -0.00754103, -0.000159299, -0.00221663, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.546352] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4749] , 13.5367, -0.0738127, -0.260913, -1.09324, -0.999972, -0.00735537, 0.000307822, -0.00147515, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.549242] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4750] , 13.5467, -0.0738127, -0.260913, -1.09324, -0.999972, -0.00735537, 0.000307822, -0.00147515, -0.0133072, 0.00308145, 0.00520038, -0.0369787, 0.0945945, 0.147599, 
[2025-02-03 17:21:41.553306] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4752] , 13.5467, -0.0738127, -0.260913, -1.09324, -0.999972, -0.00735537, 0.000307822, -0.00147515, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.554595] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4753] , 13.5467, -0.0733652, -0.260778, -1.09289, -0.999972, -0.00719295, -0.000622764, -0.00191832, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.559094] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4754] , 13.5567, -0.0733652, -0.260778, -1.09289, -0.999972, -0.00719295, -0.000622764, -0.00191832, 0.0447562, 0.0134985, 0.0344087, 0, -0.186702, -0.0872833, 
[2025-02-03 17:21:41.561997] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4756] , 13.5567, -0.0733652, -0.260778, -1.09289, -0.999972, -0.00719295, -0.000622764, -0.00191832, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.564674] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4757] , 13.5567, -0.0735119, -0.260752, -1.09268, -0.999973, -0.00712442, -0.00147416, -0.00106369, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.567613] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4758] , 13.5667, -0.0735119, -0.260752, -1.09268, -0.999973, -0.00712442, -0.00147416, -0.00106369, -0.0146764, 0.00259982, 0.0217577, 0, -0.169032, 0.172125, 
[2025-02-03 17:21:41.570312] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4760] , 13.5667, -0.0735119, -0.260752, -1.09268, -0.999973, -0.00712442, -0.00147416, -0.00106369, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.572944] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4761] , 13.5667, -0.0733233, -0.260804, -1.09251, -0.999971, -0.00735166, -0.00146273, -0.00092749, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.576026] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4762] , 13.5667, -0.0733233, -0.260804, -1.09251, -0.999971, -0.00735166, -0.00146273, -0.00092749, 0.0188625, -0.00524713, 0.0162593, 0.0454903, 0, 0, 
[2025-02-03 17:21:41.579447] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4763] , 13.5767, -0.0733233, -0.260804, -1.09251, -0.999971, -0.00735166, -0.00146273, -0.00092749, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.583211] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4765] , 13.5767, -0.0733233, -0.260804, -1.09251, -0.999971, -0.00735166, -0.00146273, -0.00092749, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.584104] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4766] , 13.5767, -0.0732559, -0.260663, -1.09206, -0.999974, -0.0068969, -0.00215262, -0.000347318, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.586909] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4767] , 13.5767, -0.0732559, -0.260663, -1.09206, -0.999974, -0.0068969, -0.00215262, -0.000347318, 0.00673864, 0.0141075, 0.0457063, -0.0908375, -0.137092, 0.11685, 
[2025-02-03 17:21:41.591295] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4769] , 13.5867, -0.0732559, -0.260663, -1.09206, -0.999974, -0.0068969, -0.00215262, -0.000347318, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.594351] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4770] , 13.5867, -0.0731667, -0.26073, -1.09192, -0.99997, -0.00745448, -0.00196741, -0.000294553, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.597013] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4771] , 13.5967, -0.0731667, -0.26073, -1.09192, -0.99997, -0.00745448, -0.00196741, -0.000294553, 0.00891972, -0.00668551, 0.0140192, 0.111556, 0.0370831, 0, 
[2025-02-03 17:21:41.599303] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4772] , 13.5967, -0.0731667, -0.26073, -1.09192, -0.99997, -0.00745448, -0.00196741, -0.000294553, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.602070] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4774] , 13.5967, -0.0731667, -0.26073, -1.09192, -0.99997, -0.00745448, -0.00196741, -0.000294553, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.604515] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4775] , 13.5967, -0.0731273, -0.260624, -1.09145, -0.999969, -0.00735166, -0.00292445, 0.000199249, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.608412] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4776] , 13.6067, -0.0731273, -0.260624, -1.09145, -0.999969, -0.00735166, -0.00292445, 0.000199249, 0.00394093, 0.0105596, 0.0471778, 0, -0.190672, 0.100125, 
[2025-02-03 17:21:41.610872] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4778] , 13.6067, -0.0731273, -0.260624, -1.09145, -0.999969, -0.00735166, -0.00292445, 0.000199249, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.613626] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4779] , 13.6067, -0.0729426, -0.260541, -1.09102, -0.999965, -0.00776504, -0.00321016, 0.000362724, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.616555] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4780] , 13.6067, -0.0729426, -0.260541, -1.09102, -0.999965, -0.00776504, -0.00321016, 0.000362724, 0.0184704, 0.00830629, 0.0429241, 0.0828028, -0.0568678, 0, 
[2025-02-03 17:21:41.619134] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4781] , 13.6167, -0.0729426, -0.260541, -1.09102, -0.999965, -0.00776504, -0.00321016, 0.000362724, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.623671] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4783] , 13.6167, -0.0729426, -0.260541, -1.09102, -0.999965, -0.00776504, -0.00321016, 0.000362724, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.626287] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4784] , 13.6167, -0.0729148, -0.26057, -1.09068, -0.999955, -0.00838637, -0.00432656, 0.000934334, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.629303] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4785] , 13.6267, -0.0729148, -0.26057, -1.09068, -0.999955, -0.00838637, -0.00432656, 0.000934334, 0.00277651, -0.00286624, 0.0335791, 0.12486, -0.222267, 0.116593, 
[2025-02-03 17:21:41.631931] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4787] , 13.6267, -0.0729148, -0.26057, -1.09068, -0.999955, -0.00838637, -0.00432656, 0.000934334, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.634670] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4788] , 13.6267, -0.0725787, -0.260352, -1.09007, -0.999952, -0.00862071, -0.00458526, 0.0010129, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.641859] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4790] , 13.6367, -0.0725787, -0.260352, -1.09007, -0.999952, -0.00862071, -0.00458526, 0.0010129, 0.0336174, 0.0218119, 0.0605488, 0.0469923, -0.0515557, 0, 
[2025-02-03 17:21:41.642441] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4791] , 13.6367, -0.0725787, -0.260352, -1.09007, -0.999952, -0.00862071, -0.00458526, 0.0010129, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.644274] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4792] , 13.6367, -0.0726701, -0.260341, -1.08978, -0.999945, -0.00894469, -0.00514127, 0.00171575, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:41.647504] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4793] , 13.6467, -0.0726701, -0.260341, -1.08978, -0.999945, -0.00894469, -0.00514127, 0.00171575, -0.00914923, 0, 0.0298834, 0.0656605, -0.109873, 0.141864, 
