[2025-02-03 17:21:28.432235] [0x0000007fb8648010] [MocapTag] [0x00002d98] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 17:21:28.450387] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [3] , 0.446672, 0.0274522, -0.239119, -0.150471, -0.999295, 0.00171538, 0.00530102, 0.0371273, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.451016] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [4] , 0.446672, 0.0274494, -0.239141, -0.15048, -0.999296, 0.00172843, 0.00537162, 0.0371002, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.454561] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [5] , 0.446672, 0.0274494, -0.239141, -0.15048, -0.999296, 0.00172843, 0.00537162, 0.0371002, 0, -0.00222327, 0, 0, 0, 0, 
[2025-02-03 17:21:28.456090] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [6] , 0.446672, 0.0274494, -0.239141, -0.15048, -0.999296, 0.00172843, 0.00537162, 0.0371002, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.456930] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [7] , 0.446672, 0.0274494, -0.239141, -0.15048, -0.999296, 0.00172843, 0.00537162, 0.0371002, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.459582] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [8] , 0.456682, 0.0274314, -0.239132, -0.150455, -0.999295, 0.00168887, 0.00533268, 0.0371261, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.464249] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [9] , 0.456682, 0.0274314, -0.239132, -0.150455, -0.999295, 0.00168887, 0.00533268, 0.0371261, 0, 0, 0.00251516, 0, 0, 0, 
[2025-02-03 17:21:28.464845] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [10] , 0.456682, 0.0274314, -0.239132, -0.150455, -0.999295, 0.00168887, 0.00533268, 0.0371261, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.465454] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [11] , 0.456682, 0.0274188, -0.239138, -0.150462, -0.999292, 0.0017248, 0.00544503, 0.037173, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.466040] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [12] , 0.456682, 0.0274188, -0.239138, -0.150462, -0.999292, 0.0017248, 0.00544503, 0.037173, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.466561] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [13] , 0.456682, 0.0274188, -0.239138, -0.150462, -0.999292, 0.0017248, 0.00544503, 0.037173, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.467056] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [14] , 0.466681, 0.0274188, -0.239138, -0.150462, -0.999292, 0.0017248, 0.00544503, 0.037173, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.467500] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [15] , 0.466681, 0.0273946, -0.239119, -0.150445, -0.999294, 0.00173215, 0.00538782, 0.0371428, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.469095] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [16] , 0.466681, 0.0273946, -0.239119, -0.150445, -0.999294, 0.00173215, 0.00538782, 0.0371428, -0.00242433, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.471877] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [17] , 0.466681, 0.0273946, -0.239119, -0.150445, -0.999294, 0.00173215, 0.00538782, 0.0371428, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.475048] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [18] , 0.466681, 0.0274066, -0.239102, -0.150448, -0.999297, 0.00169036, 0.00543644, 0.0370425, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.477120] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [19] , 0.476676, 0.0274066, -0.239102, -0.150448, -0.999297, 0.00169036, 0.00543644, 0.0370425, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.480210] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [20] , 0.476676, 0.0274066, -0.239102, -0.150448, -0.999297, 0.00169036, 0.00543644, 0.0370425, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.482848] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [21] , 0.476676, 0.0274066, -0.239102, -0.150448, -0.999297, 0.00169036, 0.00543644, 0.0370425, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.485497] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [22] , 0.476676, 0.0273964, -0.239087, -0.150436, -0.999296, 0.0017695, 0.00537996, 0.0370931, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.488211] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [23] , 0.486672, 0.0273964, -0.239087, -0.150436, -0.999296, 0.0017695, 0.00537996, 0.0370931, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.490860] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [24] , 0.486672, 0.0273964, -0.239087, -0.150436, -0.999296, 0.0017695, 0.00537996, 0.0370931, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.496905] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [25] , 0.486672, 0.0274308, -0.239094, -0.150454, -0.999294, 0.00179367, 0.00546908, 0.0371271, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.498093] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [26] , 0.496668, 0.0274308, -0.239094, -0.150454, -0.999294, 0.00179367, 0.00546908, 0.0371271, 0.00343966, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.500713] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [27] , 0.496668, 0.0274308, -0.239094, -0.150454, -0.999294, 0.00179367, 0.00546908, 0.0371271, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.503254] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [28] , 0.496668, 0.0274134, -0.239121, -0.150485, -0.999295, 0.0018191, 0.00542508, 0.0370988, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.505977] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [29] , 0.496668, 0.0274134, -0.239121, -0.150485, -0.999295, 0.0018191, 0.00542508, 0.0370988, 0, -0.00263307, -0.00310295, 0, 0, 0, 
[2025-02-03 17:21:28.508763] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [30] , 0.506671, 0.0274134, -0.239121, -0.150485, -0.999295, 0.0018191, 0.00542508, 0.0370988, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.512134] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [31] , 0.506671, 0.0274134, -0.239121, -0.150485, -0.999295, 0.0018191, 0.00542508, 0.0370988, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.514758] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [32] , 0.506671, 0.0274302, -0.239103, -0.150456, -0.999295, 0.00173864, 0.00541392, 0.0371142, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.518876] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [33] , 0.516668, 0.0274302, -0.239103, -0.150456, -0.999295, 0.00173864, 0.00541392, 0.0371142, 0, 0, 0.00288133, 0, 0, 0, 
[2025-02-03 17:21:28.520079] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [34] , 0.516668, 0.0274302, -0.239103, -0.150456, -0.999295, 0.00173864, 0.00541392, 0.0371142, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.523168] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [35] , 0.516668, 0.0274302, -0.239103, -0.150456, -0.999295, 0.00173864, 0.00541392, 0.0371142, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.525379] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [36] , 0.516668, 0.0274153, -0.23911, -0.150456, -0.999294, 0.00176825, 0.00543678, 0.0371283, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.530121] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [37] , 0.526674, 0.0274153, -0.23911, -0.150456, -0.999294, 0.00176825, 0.00543678, 0.0371283, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.532853] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [38] , 0.526674, 0.0274153, -0.23911, -0.150456, -0.999294, 0.00176825, 0.00543678, 0.0371283, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.535429] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [39] , 0.526674, 0.0274095, -0.239117, -0.150461, -0.999293, 0.00175256, 0.00539516, 0.0371683, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.538227] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [40] , 0.53667, 0.0274095, -0.239117, -0.150461, -0.999293, 0.00175256, 0.00539516, 0.0371683, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.540973] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [41] , 0.53667, 0.0274095, -0.239117, -0.150461, -0.999293, 0.00175256, 0.00539516, 0.0371683, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.544124] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [42] , 0.53667, 0.0274109, -0.239106, -0.150458, -0.999295, 0.00169332, 0.00542926, 0.0371193, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.546991] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [43] , 0.546675, 0.0274109, -0.239106, -0.150458, -0.999295, 0.00169332, 0.00542926, 0.0371193, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.549624] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [44] , 0.546675, 0.0274109, -0.239106, -0.150458, -0.999295, 0.00169332, 0.00542926, 0.0371193, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.552526] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [45] , 0.546675, 0.0274109, -0.239106, -0.150458, -0.999295, 0.00169332, 0.00542926, 0.0371193, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.554955] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [46] , 0.546675, 0.0274038, -0.239098, -0.150456, -0.999296, 0.00172405, 0.00535329, 0.0370847, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.559245] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [47] , 0.556672, 0.0274038, -0.239098, -0.150456, -0.999296, 0.00172405, 0.00535329, 0.0370847, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.561907] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [48] , 0.556672, 0.0274038, -0.239098, -0.150456, -0.999296, 0.00172405, 0.00535329, 0.0370847, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.564500] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [49] , 0.556672, 0.0274006, -0.239085, -0.150453, -0.999295, 0.0017045, 0.00536667, 0.0371253, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.567357] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [50] , 0.566664, 0.0274006, -0.239085, -0.150453, -0.999295, 0.0017045, 0.00536667, 0.0371253, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.570020] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [51] , 0.566664, 0.0274006, -0.239085, -0.150453, -0.999295, 0.0017045, 0.00536667, 0.0371253, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.574022] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [52] , 0.566664, 0.0274006, -0.239085, -0.150453, -0.999295, 0.0017045, 0.00536667, 0.0371253, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.577729] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [53] , 0.576665, 0.0274169, -0.239081, -0.150451, -0.999295, 0.00166422, 0.00533879, 0.0371247, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.579459] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [54] , 0.576665, 0.0274169, -0.239081, -0.150451, -0.999295, 0.00166422, 0.00533879, 0.0371247, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.582244] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [55] , 0.576665, 0.0274169, -0.239081, -0.150451, -0.999295, 0.00166422, 0.00533879, 0.0371247, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.584838] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [56] , 0.576665, 0.0274224, -0.239088, -0.150453, -0.999293, 0.00169933, 0.00535805, 0.0371641, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.590360] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [57] , 0.586663, 0.0274224, -0.239088, -0.150453, -0.999293, 0.00169933, 0.00535805, 0.0371641, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.591900] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [58] , 0.586663, 0.0274224, -0.239088, -0.150453, -0.999293, 0.00169933, 0.00535805, 0.0371641, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.594463] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [59] , 0.586663, 0.0274203, -0.2391, -0.150453, -0.999294, 0.00173642, 0.0053604, 0.0371487, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.597482] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [60] , 0.596665, 0.0274203, -0.2391, -0.150453, -0.999294, 0.00173642, 0.0053604, 0.0371487, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.599849] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [61] , 0.596665, 0.0274203, -0.2391, -0.150453, -0.999294, 0.00173642, 0.0053604, 0.0371487, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.602591] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [62] , 0.596665, 0.0274203, -0.2391, -0.150453, -0.999294, 0.00173642, 0.0053604, 0.0371487, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.606588] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [63] , 0.596665, 0.0274254, -0.239117, -0.150454, -0.999295, 0.00173851, 0.00531858, 0.0371116, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.608649] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [64] , 0.606674, 0.0274254, -0.239117, -0.150454, -0.999295, 0.00173851, 0.00531858, 0.0371116, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.611386] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [65] , 0.606674, 0.0274254, -0.239117, -0.150454, -0.999295, 0.00173851, 0.00531858, 0.0371116, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.613987] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [66] , 0.606674, 0.02742, -0.239123, -0.150457, -0.999294, 0.00174891, 0.00540409, 0.037138, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.616704] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [67] , 0.606674, 0.02742, -0.239123, -0.150457, -0.999294, 0.00174891, 0.00540409, 0.037138, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.621887] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [68] , 0.616675, 0.02742, -0.239123, -0.150457, -0.999294, 0.00174891, 0.00540409, 0.037138, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.623478] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [69] , 0.616675, 0.027429, -0.239118, -0.150451, -0.999293, 0.00174342, 0.00546224, 0.0371454, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.626110] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [70] , 0.616675, 0.027429, -0.239118, -0.150451, -0.999293, 0.00174342, 0.00546224, 0.0371454, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.629213] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [71] , 0.626672, 0.027429, -0.239118, -0.150451, -0.999293, 0.00174342, 0.00546224, 0.0371454, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.631089] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [72] , 0.626672, 0.027429, -0.239118, -0.150451, -0.999293, 0.00174342, 0.00546224, 0.0371454, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.633608] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [73] , 0.626672, 0.0274114, -0.239115, -0.150455, -0.999295, 0.00177819, 0.00546991, 0.037107, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.638004] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [74] , 0.636664, 0.0274114, -0.239115, -0.150455, -0.999295, 0.00177819, 0.00546991, 0.037107, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.640475] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [75] , 0.636664, 0.0274114, -0.239115, -0.150455, -0.999295, 0.00177819, 0.00546991, 0.037107, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.643724] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [76] , 0.636664, 0.0274184, -0.239103, -0.150454, -0.999294, 0.00179062, 0.00548576, 0.0371284, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.645984] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [77] , 0.636664, 0.0274184, -0.239103, -0.150454, -0.999294, 0.00179062, 0.00548576, 0.0371284, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.648633] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [78] , 0.646671, 0.0274184, -0.239103, -0.150454, -0.999294, 0.00179062, 0.00548576, 0.0371284, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.653177] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [79] , 0.646671, 0.0274184, -0.239103, -0.150454, -0.999294, 0.00179062, 0.00548576, 0.0371284, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.655510] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [80] , 0.646671, 0.0274223, -0.239108, -0.150462, -0.999295, 0.00178864, 0.00539923, 0.0371151, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.658427] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [81] , 0.656671, 0.0274223, -0.239108, -0.150462, -0.999295, 0.00178864, 0.00539923, 0.0371151, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.661740] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [82] , 0.656671, 0.0274223, -0.239108, -0.150462, -0.999295, 0.00178864, 0.00539923, 0.0371151, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.663690] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [83] , 0.656671, 0.02743, -0.239115, -0.150476, -0.999295, 0.00178945, 0.0053663, 0.03712, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.666366] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [84] , 0.656671, 0.02743, -0.239115, -0.150476, -0.999295, 0.00178945, 0.0053663, 0.03712, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.669485] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [85] , 0.666668, 0.02743, -0.239115, -0.150476, -0.999295, 0.00178945, 0.0053663, 0.03712, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.672052] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [86] , 0.666668, 0.02743, -0.239115, -0.150476, -0.999295, 0.00178945, 0.0053663, 0.03712, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.674514] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [87] , 0.666668, 0.027455, -0.239113, -0.150469, -0.999294, 0.00176526, 0.00538925, 0.0371325, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.677265] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [88] , 0.676682, 0.027455, -0.239113, -0.150469, -0.999294, 0.00176526, 0.00538925, 0.0371325, 0.00250469, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.679748] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [89] , 0.676682, 0.027455, -0.239113, -0.150469, -0.999294, 0.00176526, 0.00538925, 0.0371325, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.682473] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [90] , 0.676682, 0.027455, -0.239113, -0.150469, -0.999294, 0.00176526, 0.00538925, 0.0371325, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.685970] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [91] , 0.676682, 0.0274438, -0.239115, -0.150469, -0.999294, 0.00171664, 0.00534715, 0.037142, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.688755] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [92] , 0.686668, 0.0274438, -0.239115, -0.150469, -0.999294, 0.00171664, 0.00534715, 0.037142, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.691221] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [93] , 0.686668, 0.0274438, -0.239115, -0.150469, -0.999294, 0.00171664, 0.00534715, 0.037142, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.693755] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [94] , 0.686668, 0.0274464, -0.239107, -0.150458, -0.999295, 0.00169263, 0.0052673, 0.0371334, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.696865] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [95] , 0.686668, 0.0274464, -0.239107, -0.150458, -0.999295, 0.00169263, 0.0052673, 0.0371334, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.700483] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [96] , 0.696665, 0.0274464, -0.239107, -0.150458, -0.999295, 0.00169263, 0.0052673, 0.0371334, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.702974] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [97] , 0.696665, 0.0274392, -0.239111, -0.150468, -0.999294, 0.00175082, 0.00534065, 0.0371462, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.705842] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [98] , 0.696665, 0.0274392, -0.239111, -0.150468, -0.999294, 0.00175082, 0.00534065, 0.0371462, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.708346] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [99] , 0.706666, 0.0274392, -0.239111, -0.150468, -0.999294, 0.00175082, 0.00534065, 0.0371462, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.710973] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [100] , 0.706666, 0.0274392, -0.239111, -0.150468, -0.999294, 0.00175082, 0.00534065, 0.0371462, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.715788] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [101] , 0.706666, 0.0274223, -0.239114, -0.150474, -0.999297, 0.00174396, 0.00525102, 0.0370904, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.718644] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [102] , 0.716666, 0.0274223, -0.239114, -0.150474, -0.999297, 0.00174396, 0.00525102, 0.0370904, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.721208] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [103] , 0.716666, 0.0274223, -0.239114, -0.150474, -0.999297, 0.00174396, 0.00525102, 0.0370904, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.723903] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [104] , 0.716666, 0.0274287, -0.239112, -0.150475, -0.999296, 0.00169417, 0.00528232, 0.0371089, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.726605] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [105] , 0.716666, 0.0274287, -0.239112, -0.150475, -0.999296, 0.00169417, 0.00528232, 0.0371089, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.732250] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [106] , 0.726671, 0.0274287, -0.239112, -0.150475, -0.999296, 0.00169417, 0.00528232, 0.0371089, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.734380] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [107] , 0.726671, 0.0274451, -0.239116, -0.150483, -0.999296, 0.00170525, 0.00534019, 0.0370917, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.740264] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [108] , 0.736665, 0.0274451, -0.239116, -0.150483, -0.999296, 0.00170525, 0.00534019, 0.0370917, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.740830] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [109] , 0.736665, 0.0274451, -0.239116, -0.150483, -0.999296, 0.00170525, 0.00534019, 0.0370917, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.742416] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [110] , 0.736665, 0.0274451, -0.239116, -0.150483, -0.999296, 0.00170525, 0.00534019, 0.0370917, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.746901] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [111] , 0.736665, 0.0274395, -0.239122, -0.150482, -0.999297, 0.00170531, 0.00533148, 0.0370804, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:21:28.749721] [0x0000007f9f7fd9a0] [MocapTag] [0x00002d98] [112] , 0.746667, 0.0274395, -0.239122, -0.150482, -0.999297, 0.00170531, 0.00533148, 0.0370804, 0, 0, 0, 0, 0, 0, 
