[2024-07-25 21:08:05.144425] [0x0000007f9da45010] [MocapTag] [0x0000624f] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-25 21:08:05.149205] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [3] , 0.148172, -3.10949, -0.43929, -0.170124, -0.999636, -0.0155272, -0.00674594, -0.0210015, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.152140] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [4] , 0.15106, -3.10949, -0.43929, -0.170124, -0.999636, -0.0155272, -0.00674594, -0.0210015, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.152475] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [5] , 0.15106, -3.10949, -0.43929, -0.170124, -0.999636, -0.0155272, -0.00674594, -0.0210015, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.156846] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [6] , 0.15106, -3.10948, -0.439281, -0.170112, -0.999634, -0.0155516, -0.00683496, -0.0210593, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.159287] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [7] , 0.15106, -3.10948, -0.439281, -0.170112, -0.999634, -0.0155516, -0.00683496, -0.0210593, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.162087] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [8] , 0.161064, -3.10948, -0.439281, -0.170112, -0.999634, -0.0155516, -0.00683496, -0.0210593, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.165213] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9] , 0.161064, -3.10951, -0.439285, -0.170097, -0.999636, -0.0155037, -0.00679585, -0.0210052, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.168503] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [10] , 0.161064, -3.10951, -0.439285, -0.170097, -0.999636, -0.0155037, -0.00679585, -0.0210052, -0.00227142, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.171882] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [11] , 0.171062, -3.10951, -0.439285, -0.170097, -0.999636, -0.0155037, -0.00679585, -0.0210052, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.174379] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [12] , 0.171062, -3.1095, -0.439288, -0.170111, -0.999636, -0.0154998, -0.00672532, -0.0210466, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.177096] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [13] , 0.171062, -3.1095, -0.439288, -0.170111, -0.999636, -0.0154998, -0.00672532, -0.0210466, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.179662] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [14] , 0.171062, -3.1095, -0.439288, -0.170111, -0.999636, -0.0154998, -0.00672532, -0.0210466, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.183487] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [15] , 0.181059, -3.1095, -0.439288, -0.170111, -0.999636, -0.0154998, -0.00672532, -0.0210466, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.184953] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [16] , 0.181059, -3.1095, -0.43929, -0.170112, -0.999637, -0.0154886, -0.00675726, -0.0210019, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.188512] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [17] , 0.181059, -3.1095, -0.43929, -0.170112, -0.999637, -0.0154886, -0.00675726, -0.0210019, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.191021] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [18] , 0.181059, -3.1095, -0.43929, -0.170112, -0.999637, -0.0154886, -0.00675726, -0.0210019, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.194237] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [19] , 0.191068, -3.10949, -0.4393, -0.170122, -0.999637, -0.0154561, -0.00674277, -0.0210059, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.197213] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [20] , 0.191068, -3.10949, -0.4393, -0.170122, -0.999637, -0.0154561, -0.00674277, -0.0210059, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.198965] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [21] , 0.191068, -3.10949, -0.4393, -0.170122, -0.999637, -0.0154561, -0.00674277, -0.0210059, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.203366] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [22] , 0.201066, -3.10949, -0.4393, -0.170122, -0.999637, -0.0154561, -0.00674277, -0.0210059, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.205970] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [23] , 0.201066, -3.10949, -0.439295, -0.17013, -0.999636, -0.0155074, -0.00674654, -0.0210368, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.208664] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [24] , 0.201066, -3.10949, -0.439295, -0.17013, -0.999636, -0.0155074, -0.00674654, -0.0210368, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.211479] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [25] , 0.211065, -3.10949, -0.439295, -0.17013, -0.999636, -0.0155074, -0.00674654, -0.0210368, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.214085] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [26] , 0.211065, -3.1095, -0.439304, -0.170132, -0.999635, -0.0154775, -0.00677313, -0.0210735, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.216481] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [27] , 0.211065, -3.1095, -0.439304, -0.170132, -0.999635, -0.0154775, -0.00677313, -0.0210735, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.219974] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [28] , 0.211065, -3.1095, -0.439304, -0.170132, -0.999635, -0.0154775, -0.00677313, -0.0210735, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.225752] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [29] , 0.221066, -3.1095, -0.439304, -0.170132, -0.999635, -0.0154775, -0.00677313, -0.0210735, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.226370] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [30] , 0.221066, -3.10949, -0.43929, -0.170138, -0.999635, -0.0155319, -0.00678062, -0.0210395, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.227715] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [31] , 0.221066, -3.10949, -0.43929, -0.170138, -0.999635, -0.0155319, -0.00678062, -0.0210395, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.230323] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [32] , 0.221066, -3.10949, -0.43929, -0.170138, -0.999635, -0.0155319, -0.00678062, -0.0210395, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.233756] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [33] , 0.231059, -3.10949, -0.43929, -0.170138, -0.999635, -0.0155319, -0.00678062, -0.0210395, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.236100] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [34] , 0.231059, -3.10951, -0.4393, -0.170127, -0.999636, -0.0154703, -0.00683278, -0.0210027, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.238782] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [35] , 0.231059, -3.10951, -0.4393, -0.170127, -0.999636, -0.0154703, -0.00683278, -0.0210027, -0.00213922, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.241762] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [36] , 0.241062, -3.10951, -0.4393, -0.170127, -0.999636, -0.0154703, -0.00683278, -0.0210027, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.244152] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [37] , 0.241062, -3.1095, -0.43943, -0.170332, -0.999625, -0.0161293, -0.00675406, -0.0210924, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.246828] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [38] , 0.241062, -3.1095, -0.43943, -0.170332, -0.999625, -0.0161293, -0.00675406, -0.0210924, 0, -0.0130408, -0.0204831, 0.131989, 0, 0, 
[2024-07-25 21:08:05.252478] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [39] , 0.251057, -3.1095, -0.43943, -0.170332, -0.999625, -0.0161293, -0.00675406, -0.0210924, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.254011] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [40] , 0.251057, -3.10949, -0.439294, -0.170135, -0.999634, -0.0155438, -0.00671207, -0.0210893, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.256286] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [41] , 0.251057, -3.10949, -0.439294, -0.170135, -0.999634, -0.0155438, -0.00671207, -0.0210893, 0, 0.0136679, 0.0196984, -0.11692, 0, 0, 
[2024-07-25 21:08:05.258825] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [42] , 0.251057, -3.10949, -0.439294, -0.170135, -0.999634, -0.0155438, -0.00671207, -0.0210893, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.261692] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [43] , 0.261061, -3.10949, -0.439294, -0.170135, -0.999634, -0.0155438, -0.00671207, -0.0210893, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.264060] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [44] , 0.261061, -3.10949, -0.439297, -0.170144, -0.999637, -0.0154828, -0.00669152, -0.0210298, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.267364] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [45] , 0.261061, -3.10949, -0.439297, -0.170144, -0.999637, -0.0154828, -0.00669152, -0.0210298, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.269637] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [46] , 0.261061, -3.10949, -0.439297, -0.170144, -0.999637, -0.0154828, -0.00669152, -0.0210298, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.272635] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [47] , 0.27106, -3.10949, -0.439297, -0.170144, -0.999637, -0.0154828, -0.00669152, -0.0210298, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.277213] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [48] , 0.27106, -3.10937, -0.439386, -0.170373, -0.999613, -0.0164691, -0.00721808, -0.0212363, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.277639] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [49] , 0.27106, -3.10937, -0.439386, -0.170373, -0.999613, -0.0164691, -0.00721808, -0.0212363, 0.0110324, -0.00891754, -0.0228813, 0.194764, -0.11008, -0.0382356, 
[2024-07-25 21:08:05.282233] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [50] , 0.281068, -3.10937, -0.439386, -0.170373, -0.999613, -0.0164691, -0.00721808, -0.0212363, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.284730] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [51] , 0.281068, -3.10925, -0.439348, -0.17044, -0.999601, -0.0168386, -0.00765982, -0.0213609, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.291857] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [52] , 0.291067, -3.10925, -0.439348, -0.17044, -0.999601, -0.0168386, -0.00765982, -0.0213609, 0.0121746, 0.00381871, -0.00671824, 0.0718594, -0.0902946, 0, 
[2024-07-25 21:08:05.292186] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [53] , 0.291067, -3.10925, -0.439348, -0.17044, -0.999601, -0.0168386, -0.00765982, -0.0213609, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.293893] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [54] , 0.291067, -3.10949, -0.439291, -0.170117, -0.999637, -0.0154664, -0.00680654, -0.0209995, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.298098] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [55] , 0.291067, -3.10949, -0.439291, -0.170117, -0.999637, -0.0154664, -0.00680654, -0.0209995, -0.023913, 0.00564461, 0.0322917, -0.270343, 0.17754, 0.0675488, 
[2024-07-25 21:08:05.301688] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [56] , 0.301061, -3.10949, -0.439291, -0.170117, -0.999637, -0.0154664, -0.00680654, -0.0209995, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.304326] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [57] , 0.301061, -3.10949, -0.4393, -0.170124, -0.999637, -0.015446, -0.00675375, -0.0210216, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.306360] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [58] , 0.301061, -3.10949, -0.4393, -0.170124, -0.999637, -0.015446, -0.00675375, -0.0210216, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.308481] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [59] , 0.301061, -3.10949, -0.4393, -0.170124, -0.999637, -0.015446, -0.00675375, -0.0210216, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.313366] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [60] , 0.311065, -3.10949, -0.4393, -0.170124, -0.999637, -0.015446, -0.00675375, -0.0210216, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.315753] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [61] , 0.311065, -3.1095, -0.439295, -0.170111, -0.999637, -0.0154708, -0.00678105, -0.0209803, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.318478] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [62] , 0.311065, -3.1095, -0.439295, -0.170111, -0.999637, -0.0154708, -0.00678105, -0.0209803, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.322632] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [63] , 0.321051, -3.1095, -0.439295, -0.170111, -0.999637, -0.0154708, -0.00678105, -0.0209803, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.323921] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [64] , 0.321051, -3.10951, -0.439367, -0.170167, -0.999634, -0.0156576, -0.00672517, -0.0210143, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.326365] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [65] , 0.321051, -3.10951, -0.439367, -0.170167, -0.999634, -0.0156576, -0.00672517, -0.0210143, 0, -0.00725032, -0.00553083, 0.0375509, 0, 0, 
[2024-07-25 21:08:05.329935] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [66] , 0.321051, -3.10951, -0.439367, -0.170167, -0.999634, -0.0156576, -0.00672517, -0.0210143, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.333030] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [67] , 0.331062, -3.10951, -0.439367, -0.170167, -0.999634, -0.0156576, -0.00672517, -0.0210143, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.335052] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [68] , 0.331062, -3.10951, -0.439286, -0.170098, -0.999637, -0.0154657, -0.00680979, -0.0209855, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.337735] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [69] , 0.331062, -3.10951, -0.439286, -0.170098, -0.999637, -0.0154657, -0.00680979, -0.0209855, 0, 0.0080989, 0.00687717, -0.0386953, 0, 0, 
[2024-07-25 21:08:05.340329] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [70] , 0.331062, -3.10951, -0.439286, -0.170098, -0.999637, -0.0154657, -0.00680979, -0.0209855, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.343281] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [71] , 0.341061, -3.1095, -0.439285, -0.17012, -0.999636, -0.0154917, -0.00680441, -0.0210056, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.346474] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [72] , 0.341061, -3.1095, -0.439285, -0.17012, -0.999636, -0.0154917, -0.00680441, -0.0210056, 0, 0, -0.00222093, 0, 0, 0, 
[2024-07-25 21:08:05.348908] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [73] , 0.341061, -3.1095, -0.439285, -0.17012, -0.999636, -0.0154917, -0.00680441, -0.0210056, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.351738] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [74] , 0.351066, -3.1095, -0.439285, -0.17012, -0.999636, -0.0154917, -0.00680441, -0.0210056, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.353938] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [75] , 0.351066, -3.1095, -0.439277, -0.170121, -0.999636, -0.0155264, -0.00679071, -0.0209988, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.356685] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [76] , 0.351066, -3.1095, -0.439277, -0.170121, -0.999636, -0.0155264, -0.00679071, -0.0209988, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.361890] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [77] , 0.36106, -3.1095, -0.439277, -0.170121, -0.999636, -0.0155264, -0.00679071, -0.0209988, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.364446] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [78] , 0.36106, -3.10951, -0.439288, -0.170123, -0.999636, -0.0155215, -0.00682855, -0.021001, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.366984] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [79] , 0.36106, -3.10951, -0.439288, -0.170123, -0.999636, -0.0155215, -0.00682855, -0.021001, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.369589] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [80] , 0.36106, -3.10951, -0.439288, -0.170123, -0.999636, -0.0155215, -0.00682855, -0.021001, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.372125] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [81] , 0.371055, -3.10951, -0.439288, -0.170123, -0.999636, -0.0155215, -0.00682855, -0.021001, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.377258] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [82] , 0.371055, -3.10949, -0.439286, -0.170128, -0.999636, -0.0155041, -0.00672418, -0.0210258, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.379801] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [83] , 0.371055, -3.10949, -0.439286, -0.170128, -0.999636, -0.0155041, -0.00672418, -0.0210258, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.383245] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [84] , 0.381063, -3.10949, -0.439286, -0.170128, -0.999636, -0.0155041, -0.00672418, -0.0210258, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.385007] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [85] , 0.381063, -3.10948, -0.439287, -0.170133, -0.999636, -0.0154839, -0.00677461, -0.0210263, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.387850] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [86] , 0.381063, -3.10948, -0.439287, -0.170133, -0.999636, -0.0154839, -0.00677461, -0.0210263, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.393536] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [87] , 0.391063, -3.10948, -0.439287, -0.170133, -0.999636, -0.0154839, -0.00677461, -0.0210263, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.395542] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [88] , 0.391063, -3.10949, -0.439295, -0.170135, -0.999637, -0.0154855, -0.00672906, -0.0210128, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.399594] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [89] , 0.391063, -3.10949, -0.439295, -0.170135, -0.999637, -0.0154855, -0.00672906, -0.0210128, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.401022] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [90] , 0.391063, -3.10949, -0.439295, -0.170135, -0.999637, -0.0154855, -0.00672906, -0.0210128, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.404351] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [91] , 0.401071, -3.10949, -0.439282, -0.170119, -0.999636, -0.0154835, -0.00676498, -0.0210286, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.408096] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [92] , 0.401071, -3.10949, -0.439282, -0.170119, -0.999636, -0.0154835, -0.00676498, -0.0210286, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.410782] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [93] , 0.401071, -3.10949, -0.439282, -0.170119, -0.999636, -0.0154835, -0.00676498, -0.0210286, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.413732] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [94] , 0.411065, -3.1095, -0.439287, -0.170121, -0.999635, -0.0154854, -0.00681695, -0.0210415, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.417376] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [95] , 0.411065, -3.1095, -0.439287, -0.170121, -0.999635, -0.0154854, -0.00681695, -0.0210415, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.418655] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [96] , 0.411065, -3.1095, -0.439287, -0.170121, -0.999635, -0.0154854, -0.00681695, -0.0210415, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.421262] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [97] , 0.421065, -3.1095, -0.439287, -0.170121, -0.999635, -0.0154854, -0.00681695, -0.0210415, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.424858] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [98] , 0.421065, -3.10948, -0.439305, -0.170126, -0.999636, -0.0154999, -0.00670987, -0.0210541, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.427414] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [99] , 0.421065, -3.10948, -0.439305, -0.170126, -0.999636, -0.0154999, -0.00670987, -0.0210541, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.429951] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [100] , 0.421065, -3.10948, -0.439305, -0.170126, -0.999636, -0.0154999, -0.00670987, -0.0210541, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.433327] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [101] , 0.431061, -3.10948, -0.439305, -0.170126, -0.999636, -0.0154999, -0.00670987, -0.0210541, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.434899] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [102] , 0.431061, -3.1095, -0.439297, -0.170109, -0.999637, -0.0154526, -0.00681067, -0.020986, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.437726] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [103] , 0.431061, -3.1095, -0.439297, -0.170109, -0.999637, -0.0154526, -0.00681067, -0.020986, -0.00225318, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.441149] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [104] , 0.431061, -3.1095, -0.439297, -0.170109, -0.999637, -0.0154526, -0.00681067, -0.020986, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.443577] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [105] , 0.441061, -3.10951, -0.439297, -0.170106, -0.999636, -0.0155052, -0.00676392, -0.0210248, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.446028] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [106] , 0.441061, -3.10951, -0.439297, -0.170106, -0.999636, -0.0155052, -0.00676392, -0.0210248, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.450512] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [107] , 0.441061, -3.10951, -0.439297, -0.170106, -0.999636, -0.0155052, -0.00676392, -0.0210248, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.451150] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [108] , 0.441061, -3.10951, -0.439297, -0.170106, -0.999636, -0.0155052, -0.00676392, -0.0210248, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.453814] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [109] , 0.451066, -3.1095, -0.439294, -0.170119, -0.999636, -0.0155074, -0.00674936, -0.0210153, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.458357] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [110] , 0.451066, -3.1095, -0.439294, -0.170119, -0.999636, -0.0155074, -0.00674936, -0.0210153, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.460817] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [111] , 0.451066, -3.1095, -0.439294, -0.170119, -0.999636, -0.0155074, -0.00674936, -0.0210153, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.463557] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [112] , 0.461056, -3.1095, -0.4393, -0.170127, -0.999637, -0.0154723, -0.00674794, -0.0210189, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.466226] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [113] , 0.461056, -3.1095, -0.4393, -0.170127, -0.999637, -0.0154723, -0.00674794, -0.0210189, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:05.468384] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [114] , 0.461056, -3.1095, -0.4393, -0.170127, -0.999637, -0.0154723, -0.00674794, -0.0210189, 0, 0, 0, 0, 0, 0, 
