[2024-07-25 21:08:05.144425] [0x0000007f9da45010] [MocapTag] [0x0000624f] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-25 21:08:28.902535] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9575] , 23.9011, 2.41459, -0.436401, -0.163971, -0.999925, -0.000696666, -0.00256215, -0.0119657, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:28.904083] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9576] , 23.9011, 2.41453, -0.436386, -0.163994, -0.999925, -0.00076583, -0.00302087, -0.0118123, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:28.907475] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9577] , 23.9011, 2.41453, -0.436386, -0.163994, -0.999925, -0.00076583, -0.00302087, -0.0118123, -0.00610211, 0, -0.00220871, 0, -0.0918806, 0, 
[2024-07-25 21:08:28.911370] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9578] , 23.9011, 2.41453, -0.436386, -0.163994, -0.999925, -0.00076583, -0.00302087, -0.0118123, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:28.913905] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9579] , 23.9111, 2.41464, -0.436317, -0.16405, -0.999926, -0.000999429, -0.00372398, -0.0115143, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:28.916588] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9580] , 23.9111, 2.41464, -0.436317, -0.16405, -0.999926, -0.000999429, -0.00372398, -0.0115143, 0.0117417, 0.00688149, -0.00565046, 0.0452757, -0.141109, 0.0598811, 
[2024-07-25 21:08:28.918934] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9581] , 23.9111, 2.41464, -0.436317, -0.16405, -0.999926, -0.000999429, -0.00372398, -0.0115143, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:28.921488] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9582] , 23.9111, 2.41464, -0.436317, -0.16405, -0.999926, -0.000999429, -0.00372398, -0.0115143, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:28.925775] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9583] , 23.9211, 2.41437, -0.4361, -0.164233, -0.999911, -0.0010828, -0.00630551, -0.0117174, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:28.929011] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9584] , 23.9211, 2.41437, -0.4361, -0.164233, -0.999911, -0.0010828, -0.00630551, -0.0117174, -0.027357, 0.0217324, -0.018325, 0, -0.51651, -0.0400996, 
[2024-07-25 21:08:28.931250] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9585] , 23.9211, 2.41437, -0.4361, -0.164233, -0.999911, -0.0010828, -0.00630551, -0.0117174, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:28.933895] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9586] , 23.9311, 2.41459, -0.436232, -0.164157, -0.999917, -0.00105279, -0.00581847, -0.0114506, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:28.936842] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9587] , 23.9311, 2.41459, -0.436232, -0.164157, -0.999917, -0.00105279, -0.00581847, -0.0114506, 0.0224186, -0.0131979, 0.00763673, 0, 0.0975251, 0.0532519, 
[2024-07-25 21:08:28.939204] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9588] , 23.9311, 2.41459, -0.436232, -0.164157, -0.999917, -0.00105279, -0.00581847, -0.0114506, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:28.942611] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9589] , 23.9411, 2.41459, -0.436232, -0.164157, -0.999917, -0.00105279, -0.00581847, -0.0114506, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:28.946818] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9590] , 23.9411, 2.41514, -0.436384, -0.164348, -0.999903, -0.0020742, -0.00367052, -0.0133022, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:28.947525] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9591] , 23.9411, 2.41514, -0.436384, -0.164348, -0.999903, -0.0020742, -0.00367052, -0.0133022, 0.0543372, -0.0152142, -0.0191559, 0.207806, 0.426477, -0.369994, 
[2024-07-25 21:08:28.951150] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9592] , 23.9411, 2.41514, -0.436384, -0.164348, -0.999903, -0.0020742, -0.00367052, -0.0133022, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:28.952700] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9593] , 23.9511, 2.41514, -0.436384, -0.164348, -0.999903, -0.0020742, -0.00367052, -0.0133022, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:28.957227] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9594] , 23.9511, 2.41544, -0.436362, -0.16438, -0.999906, -0.00186539, -0.00322825, -0.0131742, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:28.959829] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9595] , 23.9511, 2.41544, -0.436362, -0.16438, -0.999906, -0.00186539, -0.00322825, -0.0131742, 0.030474, 0.00222663, -0.00313354, -0.0404835, 0.0890494, 0, 
[2024-07-25 21:08:28.962466] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9596] , 23.9611, 2.41544, -0.436362, -0.16438, -0.999906, -0.00186539, -0.00322825, -0.0131742, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:28.964390] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9597] , 23.9611, 2.41572, -0.436395, -0.164375, -0.999906, -0.00120016, -0.0021303, -0.0134861, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:28.967692] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9598] , 23.9611, 2.41572, -0.436395, -0.164375, -0.999906, -0.00120016, -0.0021303, -0.0134861, 0.0281515, -0.0033155, 0, -0.130296, 0.22125, -0.0630688, 
[2024-07-25 21:08:28.969964] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9599] , 23.9611, 2.41572, -0.436395, -0.164375, -0.999906, -0.00120016, -0.0021303, -0.0134861, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:28.974814] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9600] , 23.9711, 2.41572, -0.436395, -0.164375, -0.999906, -0.00120016, -0.0021303, -0.0134861, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:28.976495] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9601] , 23.9711, 2.41607, -0.436382, -0.164292, -0.999912, -0.00138917, -0.00214357, -0.0130167, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:28.979697] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9602] , 23.9711, 2.41607, -0.436382, -0.164292, -0.999912, -0.00138917, -0.00214357, -0.0130167, 0.0347113, 0, 0.00829916, 0.0379801, 0, 0.0939768, 
[2024-07-25 21:08:28.981947] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9603] , 23.9811, 2.41607, -0.436382, -0.164292, -0.999912, -0.00138917, -0.00214357, -0.0130167, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:28.984359] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9604] , 23.9811, 2.41631, -0.43646, -0.164137, -0.999912, -0.00164535, -0.00220564, -0.0130129, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:28.986899] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9605] , 23.9811, 2.41631, -0.43646, -0.164137, -0.999912, -0.00164535, -0.00220564, -0.0130129, 0.0242078, -0.00778248, 0.0155375, 0.0510693, 0, 0, 
[2024-07-25 21:08:28.990319] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9606] , 23.9811, 2.41631, -0.43646, -0.164137, -0.999912, -0.00164535, -0.00220564, -0.0130129, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:28.992969] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9607] , 23.9911, 2.4162, -0.436382, -0.164047, -0.999923, -0.00148128, -0.00285664, -0.0120263, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:28.995583] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9608] , 23.9911, 2.4162, -0.436382, -0.164047, -0.999923, -0.00148128, -0.00285664, -0.0120263, -0.0112054, 0.00782985, 0.00896506, 0, -0.129478, 0.197452, 
[2024-07-25 21:08:28.998018] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9609] , 23.9911, 2.4162, -0.436382, -0.164047, -0.999923, -0.00148128, -0.00285664, -0.0120263, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.000721] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9610] , 23.9911, 2.4162, -0.436382, -0.164047, -0.999923, -0.00148128, -0.00285664, -0.0120263, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.003066] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9611] , 24.0011, 2.41624, -0.436296, -0.164078, -0.99993, -0.00121525, -0.00241558, -0.0115439, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.007554] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9612] , 24.0011, 2.41624, -0.436296, -0.164078, -0.99993, -0.00121525, -0.00241558, -0.0115439, 0.00392503, 0.00853208, -0.00307783, -0.0519037, 0.0889603, 0.0962343, 
[2024-07-25 21:08:29.010053] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9613] , 24.0011, 2.41624, -0.436296, -0.164078, -0.99993, -0.00121525, -0.00241558, -0.0115439, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.012683] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9614] , 24.0111, 2.41624, -0.436296, -0.164078, -0.99993, -0.00121525, -0.00241558, -0.0115439, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.014905] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9615] , 24.0111, 2.41642, -0.436385, -0.164169, -0.999918, -0.00168124, -0.00255017, -0.0124086, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.017708] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9616] , 24.0111, 2.41642, -0.436385, -0.164169, -0.999918, -0.00168124, -0.00255017, -0.0124086, 0.0176852, -0.00888381, -0.00905009, 0.0924349, 0, -0.172683, 
[2024-07-25 21:08:29.021473] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9617] , 24.0211, 2.41642, -0.436385, -0.164169, -0.999918, -0.00168124, -0.00255017, -0.0124086, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.024201] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9618] , 24.0211, 2.41626, -0.436356, -0.164113, -0.999922, -0.00152645, -0.00288227, -0.0120346, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.026819] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9619] , 24.0211, 2.41626, -0.436356, -0.164113, -0.999922, -0.00152645, -0.00288227, -0.0120346, -0.0158929, 0.00296421, 0.00560636, 0, -0.0659182, 0.0748187, 
[2024-07-25 21:08:29.029394] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9620] , 24.0211, 2.41626, -0.436356, -0.164113, -0.999922, -0.00152645, -0.00288227, -0.0120346, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.032291] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9621] , 24.0311, 2.41626, -0.436356, -0.164113, -0.999922, -0.00152645, -0.00288227, -0.0120346, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.035103] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9622] , 24.0311, 2.41628, -0.436248, -0.164237, -0.999928, -0.00126413, -0.00214429, -0.011716, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.037752] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9623] , 24.0311, 2.41628, -0.436248, -0.164237, -0.999928, -0.00126413, -0.00214429, -0.011716, 0.00205388, 0.0107764, -0.0124264, -0.0505447, 0.148295, 0.0633975, 
[2024-07-25 21:08:29.040123] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9624] , 24.0311, 2.41628, -0.436248, -0.164237, -0.999928, -0.00126413, -0.00214429, -0.011716, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.042798] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9625] , 24.0411, 2.41628, -0.436248, -0.164237, -0.999928, -0.00126413, -0.00214429, -0.011716, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.045250] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9626] , 24.0411, 2.4157, -0.436208, -0.163866, -0.999929, -0.00110091, -0.00252036, -0.0116, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.049687] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9627] , 24.0411, 2.4157, -0.436208, -0.163866, -0.999929, -0.00110091, -0.00252036, -0.0116, -0.0580467, 0.00397976, 0.0371402, 0, -0.0748013, 0, 
[2024-07-25 21:08:29.050227] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9628] , 24.0411, 2.4157, -0.436208, -0.163866, -0.999929, -0.00110091, -0.00252036, -0.0116, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.058445] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9629] , 24.0511, 2.41563, -0.43624, -0.163988, -0.999929, -0.00111481, -0.00339094, -0.0113876, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.059009] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9630] , 24.0511, 2.41563, -0.43624, -0.163988, -0.999929, -0.00111481, -0.00339094, -0.0113876, -0.00677236, -0.00321821, -0.0122805, 0, -0.174092, 0.0426708, 
[2024-07-25 21:08:29.060129] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9631] , 24.0511, 2.41563, -0.43624, -0.163988, -0.999929, -0.00111481, -0.00339094, -0.0113876, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.062787] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9632] , 24.0611, 2.41563, -0.43624, -0.163988, -0.999929, -0.00111481, -0.00339094, -0.0113876, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.064411] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9633] , 24.0611, 2.41548, -0.436326, -0.164089, -0.999929, -0.00105788, -0.00430067, -0.0110661, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.069456] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9634] , 24.0611, 2.41548, -0.436326, -0.164089, -0.999929, -0.00105788, -0.00430067, -0.0110661, -0.0150368, -0.00859179, -0.010072, 0, -0.181742, 0.0644367, 
[2024-07-25 21:08:29.072071] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9635] , 24.0711, 2.41548, -0.436326, -0.164089, -0.999929, -0.00105788, -0.00430067, -0.0110661, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.073985] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9636] , 24.0711, 2.41515, -0.436203, -0.163975, -0.999925, -0.00101584, -0.00396156, -0.0115592, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.078677] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9637] , 24.0711, 2.41515, -0.436203, -0.163975, -0.999925, -0.00101584, -0.00396156, -0.0115592, -0.0328914, 0.0123534, 0.011405, 0, 0.0678149, -0.098718, 
[2024-07-25 21:08:29.079737] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9638] , 24.0711, 2.41515, -0.436203, -0.163975, -0.999925, -0.00101584, -0.00396156, -0.0115592, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.084089] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9639] , 24.0811, 2.41515, -0.436203, -0.163975, -0.999925, -0.00101584, -0.00396156, -0.0115592, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.086604] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9640] , 24.0811, 2.41513, -0.436298, -0.164137, -0.999926, -0.000822838, -0.00478139, -0.0111449, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.089428] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9641] , 24.0811, 2.41513, -0.436298, -0.164137, -0.999926, -0.000822838, -0.00478139, -0.0111449, -0.00240038, -0.00953679, -0.0162284, -0.0400782, -0.163447, 0.0828298, 
[2024-07-25 21:08:29.092333] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9642] , 24.0911, 2.41513, -0.436298, -0.164137, -0.999926, -0.000822838, -0.00478139, -0.0111449, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.094175] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9643] , 24.0911, 2.41496, -0.436297, -0.164115, -0.999924, -0.000876846, -0.00522955, -0.0111664, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.097316] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9644] , 24.0911, 2.41496, -0.436297, -0.164115, -0.999924, -0.000876846, -0.00522955, -0.0111664, -0.0170746, 0, 0.00221516, 0, -0.0897511, 0, 
[2024-07-25 21:08:29.101191] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9645] , 24.0911, 2.41496, -0.436297, -0.164115, -0.999924, -0.000876846, -0.00522955, -0.0111664, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.104869] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9646] , 24.1011, 2.41474, -0.436188, -0.164031, -0.999919, -0.00112523, -0.00510855, -0.0116326, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.106416] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9647] , 24.1011, 2.41474, -0.436188, -0.164031, -0.999919, -0.00112523, -0.00510855, -0.0116326, -0.0217686, 0.0108898, 0.00837034, 0.0494719, 0, -0.0930004, 
[2024-07-25 21:08:29.108759] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9648] , 24.1011, 2.41474, -0.436188, -0.164031, -0.999919, -0.00112523, -0.00510855, -0.0116326, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.112003] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9649] , 24.111, 2.41474, -0.436188, -0.164031, -0.999919, -0.00112523, -0.00510855, -0.0116326, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.116311] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9650] , 24.111, 2.4148, -0.436279, -0.164142, -0.99992, -0.001135, -0.00571551, -0.0112172, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.119016] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9651] , 24.111, 2.4148, -0.436279, -0.164142, -0.99992, -0.001135, -0.00571551, -0.0112172, 0.00563832, -0.00906769, -0.0110898, 0, -0.121319, 0.0832064, 
[2024-07-25 21:08:29.121919] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9652] , 24.121, 2.4148, -0.436279, -0.164142, -0.99992, -0.001135, -0.00571551, -0.0112172, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.124229] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9653] , 24.121, 2.41495, -0.436372, -0.164225, -0.99991, -0.00148806, -0.00562123, -0.0121031, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.126705] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9654] , 24.121, 2.41495, -0.436372, -0.164225, -0.99991, -0.00148806, -0.00562123, -0.0121031, 0.0155238, -0.00931095, -0.0082339, 0.0698328, 0, -0.176817, 
[2024-07-25 21:08:29.129135] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9655] , 24.121, 2.41495, -0.436372, -0.164225, -0.99991, -0.00148806, -0.00562123, -0.0121031, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.133737] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9656] , 24.1311, 2.41495, -0.436372, -0.164225, -0.99991, -0.00148806, -0.00562123, -0.0121031, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.135145] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9657] , 24.1311, 2.41498, -0.436384, -0.16426, -0.99991, -0.00136304, -0.00552666, -0.0121427, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.138064] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9658] , 24.1311, 2.41498, -0.436384, -0.16426, -0.99991, -0.00136304, -0.00552666, -0.0121427, 0.00243284, 0, -0.00356466, 0, 0, 0, 
[2024-07-25 21:08:29.140662] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9659] , 24.1311, 2.41498, -0.436384, -0.16426, -0.99991, -0.00136304, -0.00552666, -0.0121427, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.143318] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9660] , 24.1411, 2.41501, -0.436408, -0.164217, -0.999911, -0.0014675, -0.00547216, -0.0120934, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.147714] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9661] , 24.1411, 2.41501, -0.436408, -0.164217, -0.999911, -0.0014675, -0.00547216, -0.0120934, 0.00382525, -0.00248602, 0.00431805, 0, 0, 0, 
[2024-07-25 21:08:29.150161] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9662] , 24.1411, 2.41501, -0.436408, -0.164217, -0.999911, -0.0014675, -0.00547216, -0.0120934, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.152748] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9663] , 24.1511, 2.41501, -0.436408, -0.164217, -0.999911, -0.0014675, -0.00547216, -0.0120934, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.155145] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9664] , 24.1511, 2.41493, -0.436297, -0.164162, -0.999921, -0.00108629, -0.00541442, -0.0112681, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.157769] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9665] , 24.1511, 2.41493, -0.436297, -0.164162, -0.999921, -0.00108629, -0.00541442, -0.0112681, -0.00871847, 0.011118, 0.00554896, -0.0751972, 0, 0.164654, 
[2024-07-25 21:08:29.160599] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9666] , 24.1511, 2.41493, -0.436297, -0.164162, -0.999921, -0.00108629, -0.00541442, -0.0112681, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.164250] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9667] , 24.1611, 2.41507, -0.436301, -0.164162, -0.999923, -0.000987984, -0.00512672, -0.0112654, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.167088] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9668] , 24.1611, 2.41507, -0.436301, -0.164162, -0.999923, -0.000987984, -0.00512672, -0.0112654, 0.0141645, 0, 0, 0, 0.0577587, 0, 
[2024-07-25 21:08:29.169434] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9669] , 24.1611, 2.41507, -0.436301, -0.164162, -0.999923, -0.000987984, -0.00512672, -0.0112654, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.172129] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9670] , 24.1711, 2.41507, -0.436301, -0.164162, -0.999923, -0.000987984, -0.00512672, -0.0112654, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.174701] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9671] , 24.1711, 2.41523, -0.436277, -0.164172, -0.999925, -0.000971156, -0.00477967, -0.0112494, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.177567] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9672] , 24.1711, 2.41523, -0.436277, -0.164172, -0.999925, -0.000971156, -0.00477967, -0.0112494, 0.0164997, 0.00237202, 0, 0, 0.0694463, 0, 
[2024-07-25 21:08:29.181776] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9673] , 24.1811, 2.41523, -0.436277, -0.164172, -0.999925, -0.000971156, -0.00477967, -0.0112494, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.184724] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9674] , 24.1811, 2.41536, -0.436304, -0.164145, -0.999926, -0.000997609, -0.00458119, -0.0112456, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.186930] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9675] , 24.1811, 2.41536, -0.436304, -0.164145, -0.999926, -0.000997609, -0.00458119, -0.0112456, 0.0127969, -0.00274468, 0.00271858, 0, 0.0396356, 0, 
[2024-07-25 21:08:29.189272] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9676] , 24.1811, 2.41536, -0.436304, -0.164145, -0.999926, -0.000997609, -0.00458119, -0.0112456, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.191950] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9677] , 24.1911, 2.41536, -0.436304, -0.164145, -0.999926, -0.000997609, -0.00458119, -0.0112456, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.196058] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9678] , 24.1911, 2.41554, -0.436303, -0.164137, -0.999927, -0.00101516, -0.00415821, -0.0112885, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.199803] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9679] , 24.1911, 2.41554, -0.436303, -0.164137, -0.999927, -0.00101516, -0.00415821, -0.0112885, 0.0183603, 0, 0, 0, 0.0845446, 0, 
[2024-07-25 21:08:29.201481] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9680] , 24.2011, 2.41554, -0.436303, -0.164137, -0.999927, -0.00101516, -0.00415821, -0.0112885, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.204182] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9681] , 24.2011, 2.41605, -0.436362, -0.164351, -0.999914, -0.00163557, -0.00323036, -0.012584, 0, 0, 0, 0, 0, 0, 
[2024-07-25 21:08:29.206516] [0x0000007f9901e9a0] [MocapTag] [0x0000624f] [9682] , 24.2011, 2.41605, -0.436362, -0.164351, -0.999914, -0.00163557, -0.00323036, -0.012584, 0.0507599, -0.00587034, -0.0214042, 0.125337, 0.183745, -0.258879, 
