[2024-07-23 13:58:09.542888] [0x0000007fa7966010] [LogDataTag] [0x00003de4] [1] , Controller Time [s], Algorithm Execution Time [us], Mode [-], Switch button [-], Coefficient of Lift Upper wing [-], Coefficient of Lift Lower wing [-], Coefficient of Lift Left stabilizer [-], Coefficient of Lift Right stabilizer [-], Coefficient of Drag Upper wing [-], Coefficient of Drag Lower wing [-], Coefficient of Drag Left stabilizer [-], Coefficient of Drag Right stabilizer [-], Coefficient of Aero Moment Upper wing [-], Coefficient of Aero Moment Lower wing [-], Coefficient of Aero Moment Left stabilizer [-], Coefficient of Aero Moment Right stabilizer [-], Aero F_x in Quadcopter Frame [N], Aero F_y in Quadcopter Frame [N], Aero F_z in Quadcopter Frame [N], Aero Moment_x in Chosen Frame [Nm], Aero Moment_y in Chosen Frame [Nm], Aero Moment_z in Chosen Frame [Nm], Squared Norm of Velocity [-], Position x [m], Position y [m], Position z [m], Velocity x [m/s], Velocity y [m/s], Velocity z [m/s], Reference Position x [m], Reference Position y [m], Reference Position z [m], Reference Velocity x [m/s], Reference Velocity y [m/s], Reference Velocity z [m/s], Reference Acceleration x [m/s^2], Reference Acceleration y [m/s^2], Reference Acceleration z [m/s^2], User Position x [m], User Position y [m], User Position z [m], User Velocity x [m/s], User Velocity y [m/s], User Velocity z [m/s], User Acceleration x [m/s^2], User Acceleration y [m/s^2], User Acceleration z [m/s^2], Error in x [m], Error in y [m], Error in z [m], Error in vx [m/s], Error in vy [m/s], Error in vz [m/s], Integral Error in x [m], Integral Error in y [m], Integral Error in z [m], Reference Error in x [m], Reference Error in y [m], Reference Error in z [m], Integral Reference Error in x [m], Integral Reference Error in y [m], Integral Reference Error in z [m], Reference Command in x [-], Reference Command in y [-], Reference Command in z [-], mu_baseline x [N], mu_baseline y [N], mu_baseline z [N], mu_adaptive x [N], mu_adaptive y [N], mu_adaptive z [N], mu in Body x [N], mu in Body y [N], mu in Body z [N], Desired Phi [rad], Desired Theta [rad], Desired Psi [rad], Desired Phi Rate [rad/s], Desired Theta Rate [rad/s], Desired Psi Rate [rad/s], Phi in Use [rad], Theta in Use [rad], Psi in Use [rad], Phi Quadcopter [rad], Theta Quadcopter [rad], Psi Quadcopter [rad], Phi Biplane [rad], Theta Biplane [rad], Psi Biplane [rad], Phi Rate in use [rad/s], Theta Rate in use [rad/s], Psi Rate in use [rad/s], Error in Phi [rad], Error in Theta [rad], Error in Psi [rad], Integral Error in Phi [rad], Integral Error in Theta [rad], Integral Error in Psi [rad], Error in Phi Rate [rad/s], Error in Theta Rate [rad/s], Error in Psi Rate [rad/s], Omega Cmd x [-], Omega Cmd y [-], Omega Cmd z [-], Reference Error in omega x [rad/s], Reference Error in omega y [rad/s], Reference Error in omega z [rad/s], Integral Reference Error in omega x [rad/s], Integral Reference Error in omega y [rad/s], Integral Reference Error in omega z [rad/s], Reference omega x [rad/s], Reference omega y [rad/s], Reference omega z [rad/s], Referemce angular acceleration x [rad/s^2], Referemce angular acceleration y [rad/s^2], Referemce angular acceleration z [rad/s^2], omega x [rad/s], omega y [rad/s], omega z [rad/s], tau_baseline x [Nm], tau_baseline y [Nm], tau_baseline z [Nm], tau_adaptive x [Nm], tau_adaptive y [Nm], tau_adaptive z [Nm], Control input 1 [N], Control input 2 [N], Control input 3 [N], Control input 4 [N], Thrust Motor 1 [N], Thrust Motor 2 [N], Thrust Motor 3 [N], Thrust Motor 4 [N], Normalized Thrust 1 [-], Normalized Thrust 2 [-], Normalized Thrust 3 [-], Normalized Thrust 4 [-], error in Omega x [rad/s], error in Omega y [rad/s], error in Omega z [rad/s], 
[2024-07-23 13:58:31.113720] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [8510] , 22.1116, 1496, 0, 0, -134.268, -134.364, -0.00510793, -0.00882416, -0.658545, -0.661822, 0.00470584, 0.00470664, -0.3, -0.3, -7.01884e-05, -0.0292168, 0.000240151, 0.00129494, 0, 0, 0, 0, 0.0168388, -0.014018, 0.00182953, -0.0384808, -0.0301745, -0.0053039, 0.126096, 0, 0, -0.0393568, 0, 0, 0.171048, 0, 0, -0.449002, 0, 0, -0.0476302, 0, 0, 0.180485, 0, 0, 0.180485, -0.014018, 0.00182953, 0.000876027, -0.0301745, -0.0053039, -0.0449523, -0.206937, -0.0501037, 0.486922, 0, 0, 0.00827339, 0, 0, 0.00744132, 0, 0, -2.47326, 1.791, 0.201399, -21.8149, 0, 0, 0, 3.45847, 0.487918, -21.6088, 0.0222922, -0.158703, 0, 0.124832, -0.0388228, 0, -0.00931164, 0.0772918, -0.0477664, -0.00931164, 0.0772918, -0.0477664, 0.0237032, 1.64847, -0.0237032, -0.44151, -0.124605, 0.285397, -0.0316038, 0.235995, -0.0477664, -0.501224, 0.585616, -0.633044, -0.566342, -0.0857822, 0.285397, 0.128966, -0.0621653, 0.00542309, -0.0611957, -0.100673, 0.00220738, -0.000768975, 0.0122377, 0.0230334, 0.0677701, -0.162838, 0.00763047, 0.539564, 1.3084, -0.0453533, -0.463547, -0.127249, 0.283372, 0.102496, -0.0804628, -0.0748845, 0, 0, 0, 21.8892, 0.102496, -0.0804628, -0.0748845, 4.85043, 5.72601, 5.68159, 5.63118, 0.370692, 0.416202, 0.413972, 0.411434, -0.531317, 0.035589, 0.275741, 
[2024-07-23 13:58:31.123666] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [8514] , 22.1216, 1428, 0, 0, -134.268, -134.364, -0.00510793, -0.00882416, -0.658545, -0.661822, 0.00470584, 0.00470664, -0.3, -0.3, -7.01884e-05, -0.0292168, 0.000240151, 0.00129494, 0, 0, 0, 0, 0.0168388, -0.014018, 0.00182953, -0.0384808, -0.0301745, -0.0053039, 0.126096, 0, 0, -0.0376464, 0, 0, 0.166558, 0, 0, -0.445477, 0, 0, -0.0458467, 0, 0, 0.176145, 0, 0, 0.176145, -0.014018, 0.00182953, -0.000834456, -0.0301745, -0.0053039, -0.0404622, -0.207077, -0.0500854, 0.486931, 0, 0, 0.00820036, 0, 0, 0.00752405, 0, 0, -2.31082, 1.7915, 0.201335, -21.8023, 0, 0, 0, 3.45799, 0.48776, -21.5962, 0.0222977, -0.158773, 0, -0.0123508, -0.15522, 0, -0.00931164, 0.0772918, -0.0477664, -0.00931164, 0.0772918, -0.0477664, 0.0237032, 1.64847, -0.0237032, -0.44151, -0.124605, 0.285397, -0.0316093, 0.236065, -0.0477664, -0.50154, 0.587976, -0.633521, -0.429159, 0.0306153, 0.285397, -0.00821571, -0.178572, 0.00434293, 0.0813815, 0.0288181, 0.00283401, -0.00138093, 0.011231, 0.0230555, 0.0731658, -0.149754, 0.00717694, -1.89853, -0.821664, -0.103381, -0.463547, -0.127249, 0.283372, 0.059169, -0.103056, -0.0749514, 0, 0, 0, 21.8767, 0.059169, -0.103056, -0.0749514, 4.88707, 5.68279, 5.52284, 5.78401, 0.372668, 0.414033, 0.405942, 0.4191, -0.536712, 0.0225049, 0.276195, 
[2024-07-23 13:58:31.133718] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [8518] , 22.1316, 1529, 0, 0, -134.492, -8.5375, -0.00483288, -0.00680908, -0.666136, -0.671246, 0.0047058, 0.00470615, -0.3, -0.3, -6.64089e-05, -9.35641e-05, 6.75741e-05, 0.000670061, 0, 0, 0, 0, 0.0112462, -0.0148249, 0.00219102, -0.0351491, -0.0400454, -0.00243217, 0.0981662, 0, 0, -0.0359808, 0, 0, 0.162103, 0, 0, -0.442109, 0, 0, -0.0441128, 0, 0, 0.171853, 0, 0, 0.171853, -0.0148249, 0.00219102, 0.000831638, -0.0400454, -0.00243217, -0.0639372, -0.207217, -0.0500672, 0.486923, 0, 0, 0.00813204, 0, 0, 0.00760606, 0, 0, -2.15519, 2.00399, 0.133672, -21.3318, 0, 0, 0, 3.59032, 0.57386, -21.1154, 0.0267863, -0.168422, 0, -0.0706468, -0.182709, 0, -0.0169692, 0.0750327, -0.0408907, -0.0169692, 0.0750327, -0.0408907, 0.0201269, 1.64694, -0.0201269, -0.31283, -0.106844, 0.247887, -0.0437556, 0.243455, -0.0408907, -0.501856, 0.590337, -0.633999, -0.242183, 0.075865, 0.247887, -0.0653938, -0.206756, 0.00236525, 0.119574, 0.0487853, 0.00377788, -0.000567117, 0.0115192, 0.0230838, 0.0541805, -0.157971, 0.00614313, -2.81698, -1.31483, -0.0983767, -0.331412, -0.111023, 0.245341, 0.0238496, -0.11548, -0.0644102, 0, 0, 0, 21.4262, 0.0238496, -0.11548, -0.0644102, 4.84827, 5.54815, 5.27267, 5.75709, 0.370575, 0.407229, 0.393068, 0.417756, -0.385593, 0.0469477, 0.239198, 
[2024-07-23 13:58:31.143579] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [8522] , 22.1416, 1366, 0, 0, -134.492, -8.5375, -0.00483288, -0.00680908, -0.666136, -0.671246, 0.0047058, 0.00470615, -0.3, -0.3, -6.64089e-05, -9.35641e-05, 6.75741e-05, 0.000670061, 0, 0, 0, 0, 0.0112462, -0.0148249, 0.00219102, -0.0351491, -0.0400454, -0.00243217, 0.0981662, 0, 0, -0.0343597, 0, 0, 0.157682, 0, 0, -0.438104, 0, 0, -0.0424119, 0, 0, 0.16757, 0, 0, 0.16757, -0.0148249, 0.00219102, -0.000789397, -0.0400454, -0.00243217, -0.0595161, -0.207365, -0.0500452, 0.486931, 0, 0, 0.00805211, 0, 0, 0.00768738, 0, 0, -2.00481, 2.00451, 0.133595, -21.3227, 0, 0, 0, 3.59015, 0.573649, -21.1063, 0.0267878, -0.168486, 0, -0.0131754, -0.31996, 0, -0.0169692, 0.0750327, -0.0408907, -0.0169692, 0.0750327, -0.0408907, 0.0201269, 1.64694, -0.0201269, -0.31283, -0.106844, 0.247887, -0.043757, 0.243519, -0.0408907, -0.502293, 0.592771, -0.634408, -0.299655, 0.213116, 0.247887, -0.00792104, -0.344002, 3.93311e-05, 0.0339318, 0.172883, 0.00512003, 0.000628626, 0.012007, 0.0231216, 0.0260107, -0.171119, 0.00515936, -2.27972, -3.2603, -0.151766, -0.331412, -0.111023, 0.245341, 0.0174238, -0.137738, -0.0644119, 0, 0, 0, 21.4171, 0.0174238, -0.137738, -0.0644119, 4.80345, 5.58844, 5.19883, 5.82641, 0.36815, 0.409273, 0.389215, 0.42121, -0.357423, 0.060096, 0.240181, 
[2024-07-23 13:58:31.153666] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [8527] , 22.1516, 1428, 0, 0, -134.317, -134.382, -0.353518, -0.355891, -0.660213, -0.662409, 0.00471322, 0.00471599, -0.3, -0.3, 0.0429346, 0.0427746, 0.000752356, 0.00108218, 0, 0, 0, 0, 0.0134386, -0.0150966, 0.00221042, -0.0341428, -0.0296454, -0.0228603, 0.109714, 0, 0, -0.0327829, 0, 0, 0.153301, 0, 0, -0.43411, 0, 0, -0.0407559, 0, 0, 0.163327, 0, 0, 0.163327, -0.0150966, 0.00221042, -0.00135987, -0.0296454, -0.0228603, -0.0435873, -0.207513, -0.0500233, 0.486923, 0, 0, 0.00797298, 0, 0, 0.0077679, 0, 0, -1.86069, 1.82211, 0.511288, -21.6676, 0, 0, 0, 3.40583, 0.981898, -21.4593, 0.0451599, -0.157398, 0, 0.0142436, -0.330183, 0, -0.0187127, 0.0743477, -0.0380251, -0.0187127, 0.0743477, -0.0380251, 0.0186646, 1.64648, -0.0186646, -0.182027, -0.0639629, 0.322511, -0.0638726, 0.231746, -0.0380251, -0.502731, 0.595206, -0.634817, -0.196271, 0.266221, 0.322511, 0.021318, -0.353171, -0.000785634, -0.0181045, 0.149449, 0.00442734, 0.000967944, 0.0137359, 0.0231728, 0.0032135, -0.203722, 0.0036417, -1.77978, -3.12939, -0.11348, -0.205983, -0.0699697, 0.320367, 0.00972385, -0.141512, -0.102998, 0, 0, 0, 21.7501, 0.00972385, -0.141512, -0.102998, 4.79956, 5.56912, 5.34986, 6.03157, 0.367939, 0.408293, 0.397069, 0.431325, -0.209197, 0.133752, 0.316726, 
[2024-07-23 13:58:31.163798] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [8531] , 22.1616, 1491, 0, 0, -134.418, -134.508, -0.353656, -0.357869, -0.663648, -0.666705, 0.00471337, 0.00471861, -0.3, -0.3, 0.0429253, 0.0426413, 0.000627361, 0.00100359, 0, 0, 0, 0, 0.0104289, -0.0157897, 0.00244267, -0.0323142, -0.0326089, -0.0213582, 0.0943894, 0, 0, -0.0312499, 0, 0, 0.14896, 0, 0, -0.430019, 0, 0, -0.0391427, 0, 0, 0.159122, 0, 0, 0.159122, -0.0157897, 0.00244267, -0.00106426, -0.0326089, -0.0213582, -0.0545709, -0.207664, -0.0500012, 0.48691, 0, 0, 0.00789279, 0, 0, 0.00784763, 0, 0, -1.72256, 1.90253, 0.474133, -21.4097, 0, 0, 0, 3.44255, 1.02332, -21.1972, 0.0476158, -0.161, 0, 0.317982, -0.104442, 0, -0.0229235, 0.0730163, -0.0332819, -0.0229235, 0.0730163, -0.0332819, 0.0162223, 1.64576, -0.0162223, -0.247712, -0.0647565, 0.285764, -0.0705393, 0.234016, -0.0332819, -0.50337, 0.597524, -0.635197, -0.565694, 0.0396852, 0.285764, 0.325673, -0.127692, 0.00280574, -0.340258, -0.107324, -0.000298838, 0.000786899, 0.0152304, 0.0232171, -0.0145843, -0.235016, 0.0025069, 2.75242, -0.325043, -0.0826409, -0.268559, -0.0712722, 0.283443, 0.0904377, -0.125905, -0.0905706, 0, 0, 0, 21.4993, 0.0904377, -0.125905, -0.0905706, 4.62511, 5.67924, 5.47892, 5.716, 0.358398, 0.413855, 0.403701, 0.4157, -0.253975, 0.163744, 0.280936, 
[2024-07-23 13:58:31.173860] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [8536] , 22.1716, 1613, 0, 0, -134.418, -134.508, -0.353656, -0.357869, -0.663648, -0.666705, 0.00471337, 0.00471861, -0.3, -0.3, 0.0429253, 0.0426413, 0.000627361, 0.00100359, 0, 0, 0, 0, 0.0104289, -0.0157897, 0.00244267, -0.0323142, -0.0326089, -0.0213582, 0.0943894, 0, 0, -0.0297603, 0, 0, 0.14466, 0, 0, -0.425929, 0, 0, -0.0375742, 0, 0, 0.154961, 0, 0, 0.154961, -0.0157897, 0.00244267, -0.00255386, -0.0326089, -0.0213582, -0.0502707, -0.207822, -0.0499768, 0.486899, 0, 0, 0.00781392, 0, 0, 0.00792655, 0, 0, -1.59052, 1.90309, 0.474048, -21.4062, 0, 0, 0, 3.44285, 1.02317, -21.1937, 0.0476165, -0.16104, 0, 0.440045, -0.046039, 0, -0.0229235, 0.0730163, -0.0332819, -0.0229235, 0.0730163, -0.0332819, 0.0162223, 1.64576, -0.0162223, -0.247712, -0.0647565, 0.285764, -0.07054, 0.234056, -0.0332819, -0.504075, 0.599864, -0.63553, -0.687757, -0.0187175, 0.285764, 0.447738, -0.0693169, 0.0041468, -0.434798, -0.16895, -0.00246631, -0.00261568, 0.0141571, 0.0232141, 0.01294, -0.238266, 0.00168049, 4.82169, 0.560372, -0.0604953, -0.268559, -0.0712722, 0.283443, 0.137891, -0.117439, -0.0904819, 0, 0, 0, 21.4959, 0.137891, -0.117439, -0.0904819, 4.53901, 5.76408, 5.60673, 5.58605, 0.353631, 0.418105, 0.410199, 0.409152, -0.281499, 0.166994, 0.281763, 
[2024-07-23 13:58:31.183658] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [8540] , 22.1816, 1408, 0, 0, -8.53514, -8.55261, -0.349089, -0.350846, -0.670307, -0.677246, 0.00470918, 0.00471061, -0.3, -0.3, 0.0432333, 0.0431147, 1.33832e-05, 7.79208e-05, 0, 0, 0, 0, 0.00997664, -0.0164899, 0.00256075, -0.0306824, -0.0457384, -0.0125432, 0.0879051, 0, 0, -0.0283137, 0, 0, 0.140401, 0, 0, -0.421522, 0, 0, -0.0360432, 0, 0, 0.150829, 0, 0, 0.150829, -0.0164899, 0.00256075, -0.00236865, -0.0457384, -0.0125432, -0.0524957, -0.20798, -0.0499524, 0.486873, 0, 0, 0.00772945, 0, 0, 0.00800469, 0, 0, -1.46388, 2.17218, 0.305918, -21.3554, 0, 0, 0, 3.70256, 0.897071, -21.127, 0.0417991, -0.173491, 0, 0.423356, -0.0136157, 0, -0.0250084, 0.0724477, -0.0288705, -0.0250084, 0.0724477, -0.0288705, 0.0139821, 1.64553, -0.0139821, -0.246857, -0.112371, 0.274684, -0.0668076, 0.245939, -0.0288705, -0.50478, 0.602205, -0.635863, -0.670214, -0.0987551, 0.274684, 0.430726, -0.0379873, 0.00470102, -0.369569, -0.194675, -0.00362548, -0.00696366, 0.0124676, 0.0231894, 0.0611569, -0.232663, 0.00107554, 5.98453, 2.19452, -0.0200726, -0.26674, -0.119186, 0.271068, 0.19299, -0.0881543, -0.0900947, 0, 0, 0, 21.4677, 0.19299, -0.0881543, -0.0900947, 4.48356, 5.80736, 5.79828, 5.37853, 0.350541, 0.420263, 0.41981, 0.398549, -0.327897, 0.113476, 0.269992, 
[2024-07-23 13:58:31.193616] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [8544] , 22.1916, 1403, 0, 0, -8.53514, -8.55261, -0.349089, -0.350846, -0.670307, -0.677246, 0.00470918, 0.00471061, -0.3, -0.3, 0.0432333, 0.0431147, 1.33832e-05, 7.79208e-05, 0, 0, 0, 0, 0.00997664, -0.0164899, 0.00256075, -0.0306824, -0.0457384, -0.0125432, 0.0879051, 0, 0, -0.0269097, 0, 0, 0.136186, 0, 0, -0.417151, 0, 0, -0.0345567, 0, 0, 0.146745, 0, 0, 0.146745, -0.0164899, 0.00256075, -0.00377266, -0.0457384, -0.0125432, -0.0482804, -0.208145, -0.0499268, 0.48685, 0, 0, 0.00764697, 0, 0, 0.00808199, 0, 0, -1.34317, 2.17276, 0.305828, -21.355, 0, 0, 0, 3.70311, 0.896988, -21.1266, 0.0417959, -0.17352, 0, 0.255199, -0.196382, 0, -0.0250084, 0.0724477, -0.0288705, -0.0250084, 0.0724477, -0.0288705, 0.0139821, 1.64553, -0.0139821, -0.246857, -0.112371, 0.274684, -0.0668043, 0.245967, -0.0288705, -0.505448, 0.604664, -0.636151, -0.502056, 0.0840114, 0.274684, 0.26257, -0.220708, 0.000132815, -0.141568, 0.00999035, 0.000741998, -0.0106593, 0.0105209, 0.0231532, 0.121002, -0.210718, 0.000874812, 4.77961, 0.967678, -0.0431889, -0.26674, -0.119186, 0.271068, 0.214801, -0.0816859, -0.0900524, 0, 0, 0, 21.4674, 0.214801, -0.0816859, -0.0900524, 4.4509, 5.84007, 5.86394, 5.3125, 0.348714, 0.421888, 0.423072, 0.395136, -0.387742, 0.0915313, 0.270193, 
[2024-07-23 13:58:31.203705] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [8549] , 22.2016, 1480, 0, 0, -8.56355, -8.58718, -0.348016, -0.0132527, -0.681597, -0.690992, 0.00470843, 0.00470816, -0.3, -0.3, 0.0433056, -0.028996, 4.70235e-06, 6.23213e-05, 0, 0, 0, 0, 0.00586976, -0.0168502, 0.00262828, -0.0299479, -0.0492778, -0.00702454, 0.0582419, 0, 0, -0.0255478, 0, 0, 0.132014, 0, 0, -0.412597, 0, 0, -0.0331097, 0, 0, 0.1427, 0, 0, 0.1427, -0.0168502, 0.00262828, -0.00440005, -0.0492778, -0.00702454, -0.0737721, -0.20831, -0.0499012, 0.486812, 0, 0, 0.00756188, 0, 0, 0.00815846, 0, 0, -1.22789, 2.25191, 0.200788, -20.6768, 0, 0, 0, 3.71979, 0.820875, -20.4482, 0.0394754, -0.179945, 0, 0.140325, -0.245837, 0, -0.0273799, 0.0716292, -0.0266694, -0.0273799, 0.0716292, -0.0266694, 0.0128442, 1.64516, -0.0128442, -0.161029, -0.0875139, 0.21004, -0.0668553, 0.251574, -0.0266694, -0.506116, 0.607124, -0.63644, -0.301354, 0.158323, 0.21004, 0.147711, -0.270656, -0.00179981, 0.0210874, 0.0696153, 0.00224273, -0.012075, 0.0106208, 0.0231606, 0.168798, -0.201041, 0.000442923, 3.14814, 1.02596, -0.0102647, -0.176061, -0.0932165, 0.207027, 0.194525, -0.0759644, -0.0614412, 0, 0, 0, 20.8, 0.194525, -0.0759644, -0.0614412, 4.41485, 5.68309, 5.59563, 5.10645, 0.34669, 0.414048, 0.409637, 0.384359, -0.344859, 0.107824, 0.206584, 
[2024-07-23 13:58:31.213593] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [8552] , 22.2116, 1384, 0, 0, -8.58737, -8.59459, -0.00293314, -0.00339164, -0.691068, -0.693942, 0.00470557, 0.00470561, -0.3, -0.3, -4.03045e-05, -4.66048e-05, -3.68644e-06, 5.72206e-05, 0, 0, 0, 0, 0.00482884, -0.0175675, 0.00262938, -0.028742, -0.0508264, 0.000101256, 0.0473868, 0, 0, -0.0242277, 0, 0, 0.127888, 0, 0, -0.407936, 0, 0, -0.0317035, 0, 0, 0.138698, 0, 0, 0.138698, -0.0175675, 0.00262938, -0.00451434, -0.0508264, 0.000101256, -0.0805013, -0.208478, -0.0498749, 0.486768, 0, 0, 0.00747577, 0, 0, 0.00823408, 0, 0, -1.11806, 2.30705, 0.0686082, -20.4943, 0, 0, 0, 3.75104, 0.721765, -20.267, 0.0350037, -0.18301, 0, 0.0302009, -0.331069, 0, -0.0296595, 0.0709033, -0.0224701, -0.0296595, 0.0709033, -0.0224701, 0.010709, 1.64488, -0.010709, -0.358544, -0.0170793, 0.217198, -0.0646632, 0.253913, -0.0224701, -0.506785, 0.609639, -0.636707, -0.388745, 0.31399, 0.217198, 0.0374017, -0.356062, -0.00503216, 0.162878, 0.165281, 0.00537243, -0.0118642, 0.0113169, 0.023183, 0.20028, -0.190781, 0.000340276, 0.234552, -0.704036, -0.113878, -0.373931, -0.0234966, 0.216051, 0.16927, -0.103077, -0.0694473, 0, 0, 0, 20.6239, 0.16927, -0.103077, -0.0694473, 4.33866, 5.63183, 5.44472, 5.20864, 0.34239, 0.411467, 0.401951, 0.389728, -0.574211, 0.167285, 0.21571, 
[2024-07-23 13:58:31.223775] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [8557] , 22.2216, 1508, 0, 0, -8.53549, -8.572, -0.445006, -4.81272, -0.670447, -0.684955, -0.791471, -0.794398, -0.3, -0.3, -0.3, -0.3, 3.91395e-05, 5.90372e-05, 0, 0, 0, 0, 0.00644126, -0.0179067, 0.00263008, -0.0282845, -0.0366095, -0.0355933, 0.0619203, 0, 0, -0.0229488, 0, 0, 0.123809, 0, 0, -0.403067, 0, 0, -0.0303349, 0, 0, 0.134734, 0, 0, 0.134734, -0.0179067, 0.00263008, -0.00533567, -0.0366095, -0.0355933, -0.0618884, -0.208654, -0.0498486, 0.486723, 0, 0, 0.00738612, 0, 0, 0.00830883, 0, 0, -1.01339, 2.05645, 0.729923, -20.8862, 0, 0, 0, 3.48934, 1.40671, -20.6602, 0.0670364, -0.167314, 0, -0.0946321, -0.36464, 0, -0.03068, 0.0696414, -0.0206791, -0.03068, 0.0696414, -0.0206791, 0.00980513, 1.64388, -0.00980513, -0.0743304, -0.154781, 0.214509, -0.0977164, 0.236955, -0.0206791, -0.507432, 0.612178, -0.636931, 0.0203017, 0.209859, 0.214509, -0.0844449, -0.388094, -0.00641221, 0.28707, 0.190273, 0.0056137, -0.0102354, 0.0129697, 0.0232368, 0.202625, -0.197822, -0.000798509, -3.17531, -1.9355, -0.0427085, -0.089257, -0.161273, 0.209141, 0.0666669, -0.10533, -0.0703786, 0, 0, 0, 20.9999, 0.0666669, -0.10533, -0.0703786, 4.65635, 5.4976, 5.30351, 5.54246, 0.360118, 0.404655, 0.39467, 0.40694, -0.291882, 0.036549, 0.209939, 
[2024-07-23 13:58:31.233650] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [8562] , 22.2316, 1485, 0, 0, -8.54673, -8.59901, -4.82601, -4.82599, -0.67491, -0.6957, -0.796447, -0.796444, -0.3, -0.3, -0.3, -0.3, 2.65154e-05, 5.99919e-05, 0, 0, 0, 0, 0.0050733, -0.0184794, 0.00254115, -0.0275027, -0.0399108, -0.0280826, 0.0518825, 0, 0, -0.0217107, 0, 0, 0.119778, 0, 0, -0.398193, 0, 0, -0.0290085, 0, 0, 0.130822, 0, 0, 0.130822, -0.0184794, 0.00254115, -0.00579201, -0.0399108, -0.0280826, -0.0678955, -0.208833, -0.0498223, 0.486669, 0, 0, 0.00729777, 0, 0, 0.0083827, 0, 0, -0.914126, 2.1389, 0.594194, -20.6978, 0, 0, 0, 3.50779, 1.28869, -20.4783, 0.0619468, -0.169646, 0, 0.378106, -0.0699271, 0, -0.0320994, 0.0669246, -0.0171556, -0.0320994, 0.0669246, -0.0171556, 0.0080405, 1.64158, -0.0080405, -0.144336, -0.174045, 0.182201, -0.0940462, 0.236571, -0.0171556, -0.508409, 0.614548, -0.637138, -0.522442, -0.104118, 0.182201, 0.387986, -0.0934955, 0.00242865, -0.217113, -0.123681, -0.00365425, -0.00736467, 0.0148725, 0.0232929, 0.170872, -0.217177, -0.00122559, 1.03077, 0.742889, -0.0426609, -0.156521, -0.17979, 0.176114, 0.0899748, -0.0962526, -0.0589341, 0, 0, 0, 20.8165, 0.0899748, -0.0962526, -0.0589341, 4.60926, 5.50925, 5.30544, 5.39256, 0.357523, 0.405249, 0.39477, 0.399271, -0.327393, 0.0373864, 0.17734, 
[2024-07-23 13:58:31.243822] [0x0000007f8defc9a0] [LogDataTag] [0x00003de4] [8566] , 22.2416, 1582, 0, 0, -8.54673, -8.59901, -4.82601, -4.82599, -0.67491, -0.6957, -0.796447, -0.796444, -0.3, -0.3, -0.3, -0.3, 2.65154e-05, 5.99919e-05, 0, 0, 0, 0, 0.0050733, -0.0184794, 0.00254115, -0.0275027, -0.0399108, -0.0280826, 0.0518825, 0, 0, -0.020513, 0, 0, 0.115796, 0, 0, -0.393121, 0, 0, -0.0277191, 0, 0, 0.12695, 0, 0, 0.12695, -0.0184794, 0.00254115, -0.00698979, -0.0399108, -0.0280826, -0.0639136, -0.209018, -0.0497969, 0.486611, 0, 0, 0.00720612, 0, 0, 0.00845567, 0, 0, -0.819811, 2.13955, 0.594104, -20.7041, 0, 0, 0, 3.50886, 1.28881, -20.4846, 0.0619338, -0.169646, 0, 0.44418, 0.0336093, 0, -0.0320994, 0.0669246, -0.0171556, -0.0320994, 0.0669246, -0.0171556, 0.0080405, 1.64158, -0.0080405, -0.144336, -0.174045, 0.182201, -0.0940332, 0.236571, -0.0171556, -0.509349, 0.616914, -0.63731, -0.588516, -0.207655, 0.182201, 0.454061, 0.00997923, 0.00575264, -0.272882, -0.219727, -0.00740485, -0.00953581, 0.0136357, 0.0232563, 0.18118, -0.209748, -0.0016522, 0.224766, 1.12835, -0.044832, -0.156521, -0.17979, 0.176114, 0.0543623, -0.101344, -0.0589947, 0, 0, 0, 20.8229, 0.0543623, -0.101344, -0.0589947, 4.67808, 5.44331, 5.21369, 5.48779, 0.361311, 0.401878, 0.389992, 0.404154, -0.337701, 0.0299575, 0.177766, 
