[2025-02-03 17:53:05.855926] [0x0000007f808d0010] [MocapTag] [0x00005f2f] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 17:53:06.153852] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [100] , 1.14431, -0.0307903, -0.203039, -0.149346, -0.999698, 0.00591911, 0.00991705, 0.0216819, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.155398] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [101] , 1.1543, -0.0308011, -0.203042, -0.149344, -0.999698, 0.00593867, 0.00990795, 0.0216742, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.158142] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [102] , 1.1543, -0.0308011, -0.203042, -0.149344, -0.999698, 0.00593867, 0.00990795, 0.0216742, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.160900] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [103] , 1.1543, -0.0308011, -0.203042, -0.149344, -0.999698, 0.00593867, 0.00990795, 0.0216742, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.163681] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [104] , 1.1543, -0.0307849, -0.203041, -0.149339, -0.999699, 0.00591187, 0.00990397, 0.0216688, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.167983] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [105] , 1.16432, -0.0307849, -0.203041, -0.149339, -0.999699, 0.00591187, 0.00990397, 0.0216688, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.170661] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [106] , 1.16432, -0.0307849, -0.203041, -0.149339, -0.999699, 0.00591187, 0.00990397, 0.0216688, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.173290] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [107] , 1.16432, -0.030772, -0.20305, -0.149343, -0.999699, 0.00591831, 0.00991342, 0.0216579, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.176191] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [108] , 1.17432, -0.030772, -0.20305, -0.149343, -0.999699, 0.00591831, 0.00991342, 0.0216579, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.178604] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [109] , 1.17432, -0.030772, -0.20305, -0.149343, -0.999699, 0.00591831, 0.00991342, 0.0216579, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.183052] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [110] , 1.17432, -0.030772, -0.20305, -0.149343, -0.999699, 0.00591831, 0.00991342, 0.0216579, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.185675] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [111] , 1.1843, -0.0307759, -0.203058, -0.149355, -0.999699, 0.00591151, 0.00988759, 0.0216541, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.188476] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [112] , 1.1843, -0.0307759, -0.203058, -0.149355, -0.999699, 0.00591151, 0.00988759, 0.0216541, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.191175] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [113] , 1.1843, -0.0307759, -0.203058, -0.149355, -0.999699, 0.00591151, 0.00988759, 0.0216541, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.194041] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [114] , 1.1843, -0.0307763, -0.203051, -0.149354, -0.999699, 0.00591574, 0.00991676, 0.0216639, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.197038] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [115] , 1.19435, -0.0307763, -0.203051, -0.149354, -0.999699, 0.00591574, 0.00991676, 0.0216639, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.200953] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [116] , 1.19435, -0.0307763, -0.203051, -0.149354, -0.999699, 0.00591574, 0.00991676, 0.0216639, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.203039] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [117] , 1.19435, -0.0307763, -0.203051, -0.149354, -0.999699, 0.00591574, 0.00991676, 0.0216639, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.205955] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [118] , 1.20436, -0.0307875, -0.203039, -0.149358, -0.999699, 0.00591878, 0.00994094, 0.0216561, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.208566] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [119] , 1.20436, -0.0307875, -0.203039, -0.149358, -0.999699, 0.00591878, 0.00994094, 0.0216561, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.211439] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [120] , 1.20436, -0.0307875, -0.203039, -0.149358, -0.999699, 0.00591878, 0.00994094, 0.0216561, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.215638] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [121] , 1.21438, -0.0307953, -0.203027, -0.149345, -0.999699, 0.0059373, 0.00992026, 0.0216308, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.218030] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [122] , 1.21438, -0.0307953, -0.203027, -0.149345, -0.999699, 0.0059373, 0.00992026, 0.0216308, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.220550] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [123] , 1.21438, -0.0307953, -0.203027, -0.149345, -0.999699, 0.0059373, 0.00992026, 0.0216308, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.223357] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [124] , 1.21438, -0.0308022, -0.203029, -0.149363, -0.999699, 0.00594911, 0.00991233, 0.0216261, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.226045] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [125] , 1.22436, -0.0308022, -0.203029, -0.149363, -0.999699, 0.00594911, 0.00991233, 0.0216261, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.230665] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [126] , 1.22436, -0.0308022, -0.203029, -0.149363, -0.999699, 0.00594911, 0.00991233, 0.0216261, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.234475] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [127] , 1.22436, -0.0307992, -0.203033, -0.149367, -0.999699, 0.00593257, 0.00993214, 0.0216308, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.236273] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [128] , 1.23438, -0.0307992, -0.203033, -0.149367, -0.999699, 0.00593257, 0.00993214, 0.0216308, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.239092] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [129] , 1.23438, -0.0307992, -0.203033, -0.149367, -0.999699, 0.00593257, 0.00993214, 0.0216308, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.242001] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [130] , 1.23438, -0.0307992, -0.203033, -0.149367, -0.999699, 0.00593257, 0.00993214, 0.0216308, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.245774] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [131] , 1.24435, -0.0307993, -0.203044, -0.149367, -0.999699, 0.00596183, 0.00996211, 0.0216249, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.248783] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [132] , 1.24435, -0.0307993, -0.203044, -0.149367, -0.999699, 0.00596183, 0.00996211, 0.0216249, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.251316] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [133] , 1.24435, -0.0307993, -0.203044, -0.149367, -0.999699, 0.00596183, 0.00996211, 0.0216249, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.256151] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [134] , 1.25432, -0.0307973, -0.203051, -0.149362, -0.999698, 0.00596522, 0.00998932, 0.0216444, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.256793] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [135] , 1.25432, -0.0307973, -0.203051, -0.149362, -0.999698, 0.00596522, 0.00998932, 0.0216444, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.261667] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [136] , 1.25432, -0.0307973, -0.203051, -0.149362, -0.999698, 0.00596522, 0.00998932, 0.0216444, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.263942] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [137] , 1.25432, -0.0308012, -0.20305, -0.149349, -0.999698, 0.00596116, 0.0099833, 0.0216469, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.266948] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [138] , 1.26432, -0.0308012, -0.20305, -0.149349, -0.999698, 0.00596116, 0.0099833, 0.0216469, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.269631] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [139] , 1.26432, -0.0308012, -0.20305, -0.149349, -0.999698, 0.00596116, 0.0099833, 0.0216469, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.272470] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [140] , 1.26432, -0.0308012, -0.20305, -0.149349, -0.999698, 0.00596116, 0.0099833, 0.0216469, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.276659] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [141] , 1.27432, -0.0308062, -0.20305, -0.149331, -0.999698, 0.0059503, 0.0100151, 0.0216373, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.281704] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [142] , 1.27432, -0.0308062, -0.20305, -0.149331, -0.999698, 0.0059503, 0.0100151, 0.0216373, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.282573] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [143] , 1.27432, -0.0308062, -0.20305, -0.149331, -0.999698, 0.0059503, 0.0100151, 0.0216373, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.289063] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [144] , 1.28431, -0.0307985, -0.203048, -0.14932, -0.999698, 0.00594795, 0.00996774, 0.0216598, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.290807] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [145] , 1.28431, -0.0307985, -0.203048, -0.14932, -0.999698, 0.00594795, 0.00996774, 0.0216598, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.293415] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [146] , 1.28431, -0.0307985, -0.203048, -0.14932, -0.999698, 0.00594795, 0.00996774, 0.0216598, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.295097] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [147] , 1.2943, -0.030782, -0.203048, -0.149327, -0.999698, 0.00592889, 0.0099767, 0.0216487, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.298043] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [148] , 1.2943, -0.030782, -0.203048, -0.149327, -0.999698, 0.00592889, 0.0099767, 0.0216487, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.300443] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [149] , 1.2943, -0.030782, -0.203048, -0.149327, -0.999698, 0.00592889, 0.0099767, 0.0216487, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.303541] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [150] , 1.2943, -0.0307859, -0.20304, -0.149329, -0.999698, 0.00595615, 0.0100003, 0.0216497, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.305953] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [151] , 1.3043, -0.0307859, -0.20304, -0.149329, -0.999698, 0.00595615, 0.0100003, 0.0216497, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.311167] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [152] , 1.3043, -0.0307859, -0.20304, -0.149329, -0.999698, 0.00595615, 0.0100003, 0.0216497, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.311835] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [153] , 1.3043, -0.0307859, -0.20304, -0.149329, -0.999698, 0.00595615, 0.0100003, 0.0216497, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.314547] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [154] , 1.3143, -0.0307903, -0.203033, -0.149339, -0.999698, 0.00598058, 0.00998371, 0.0216512, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.317574] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [155] , 1.3143, -0.0307903, -0.203033, -0.149339, -0.999698, 0.00598058, 0.00998371, 0.0216512, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.319975] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [156] , 1.3143, -0.0307903, -0.203033, -0.149339, -0.999698, 0.00598058, 0.00998371, 0.0216512, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.325927] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [157] , 1.32429, -0.0307903, -0.203033, -0.149339, -0.999698, 0.00598058, 0.00998371, 0.0216512, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.326929] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [158] , 1.32429, -0.0308029, -0.20303, -0.149339, -0.999698, 0.00596752, 0.00994531, 0.0216539, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.329783] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [159] , 1.32429, -0.0308029, -0.20303, -0.149339, -0.999698, 0.00596752, 0.00994531, 0.0216539, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.333295] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [160] , 1.32429, -0.0308029, -0.20303, -0.149339, -0.999698, 0.00596752, 0.00994531, 0.0216539, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.335131] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [161] , 1.3343, -0.0308066, -0.203029, -0.149351, -0.999698, 0.00598, 0.00995666, 0.0216507, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.340175] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [162] , 1.3343, -0.0308066, -0.203029, -0.149351, -0.999698, 0.00598, 0.00995666, 0.0216507, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.342326] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [163] , 1.3343, -0.0308066, -0.203029, -0.149351, -0.999698, 0.00598, 0.00995666, 0.0216507, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.345122] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [164] , 1.3443, -0.0308029, -0.203036, -0.149362, -0.999698, 0.00597186, 0.00994297, 0.0216558, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.348040] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [165] , 1.3443, -0.0308029, -0.203036, -0.149362, -0.999698, 0.00597186, 0.00994297, 0.0216558, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.350785] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [166] , 1.3443, -0.0308029, -0.203036, -0.149362, -0.999698, 0.00597186, 0.00994297, 0.0216558, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.353202] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [167] , 1.3443, -0.0308034, -0.203042, -0.149362, -0.999698, 0.00596872, 0.00994688, 0.0216594, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.358824] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [168] , 1.35431, -0.0308034, -0.203042, -0.149362, -0.999698, 0.00596872, 0.00994688, 0.0216594, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.359671] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [169] , 1.35431, -0.0308034, -0.203042, -0.149362, -0.999698, 0.00596872, 0.00994688, 0.0216594, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.362364] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [170] , 1.35431, -0.0308034, -0.203042, -0.149362, -0.999698, 0.00596872, 0.00994688, 0.0216594, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.365101] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [171] , 1.3643, -0.0307961, -0.203064, -0.149372, -0.999698, 0.00594097, 0.00993197, 0.0216598, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.367920] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [172] , 1.3643, -0.0307961, -0.203064, -0.149372, -0.999698, 0.00594097, 0.00993197, 0.0216598, 0, -0.00216431, 0, 0, 0, 0, 
[2025-02-03 17:53:06.372344] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [173] , 1.3643, -0.0307961, -0.203064, -0.149372, -0.999698, 0.00594097, 0.00993197, 0.0216598, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.374862] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [174] , 1.37431, -0.0307967, -0.203067, -0.149373, -0.999698, 0.00593535, 0.00992641, 0.0216628, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.377766] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [175] , 1.37431, -0.0307967, -0.203067, -0.149373, -0.999698, 0.00593535, 0.00992641, 0.0216628, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.380397] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [176] , 1.37431, -0.0307967, -0.203067, -0.149373, -0.999698, 0.00593535, 0.00992641, 0.0216628, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.383125] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [177] , 1.37431, -0.0308, -0.203062, -0.149371, -0.999699, 0.00592981, 0.00991768, 0.0216654, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.387894] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [178] , 1.38432, -0.0308, -0.203062, -0.149371, -0.999699, 0.00592981, 0.00991768, 0.0216654, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.390089] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [179] , 1.38432, -0.0308, -0.203062, -0.149371, -0.999699, 0.00592981, 0.00991768, 0.0216654, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.392541] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [180] , 1.38432, -0.0308, -0.203062, -0.149371, -0.999699, 0.00592981, 0.00991768, 0.0216654, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.395099] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [181] , 1.39433, -0.0308008, -0.203039, -0.14936, -0.999698, 0.00592457, 0.00995181, 0.0216614, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.397751] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [182] , 1.39433, -0.0308008, -0.203039, -0.14936, -0.999698, 0.00592457, 0.00995181, 0.0216614, 0, 0.00228276, 0, 0, 0, 0, 
[2025-02-03 17:53:06.400187] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [183] , 1.39433, -0.0308008, -0.203039, -0.14936, -0.999698, 0.00592457, 0.00995181, 0.0216614, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.405178] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [184] , 1.40432, -0.0308008, -0.203039, -0.14936, -0.999698, 0.00592457, 0.00995181, 0.0216614, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.407846] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [185] , 1.40432, -0.0307921, -0.20302, -0.149351, -0.999698, 0.00593109, 0.00995515, 0.0216514, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.411120] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [186] , 1.40432, -0.0307921, -0.20302, -0.149351, -0.999698, 0.00593109, 0.00995515, 0.0216514, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.413928] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [187] , 1.40432, -0.0307958, -0.203001, -0.149331, -0.999699, 0.00590923, 0.00993669, 0.0216355, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.416256] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [188] , 1.41433, -0.0307958, -0.203001, -0.149331, -0.999699, 0.00590923, 0.00993669, 0.0216355, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.421259] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [189] , 1.41433, -0.0307958, -0.203001, -0.149331, -0.999699, 0.00590923, 0.00993669, 0.0216355, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.423827] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [190] , 1.41433, -0.0307941, -0.203001, -0.149327, -0.999698, 0.00595343, 0.00995777, 0.0216427, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.426587] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [191] , 1.42433, -0.0307941, -0.203001, -0.149327, -0.999698, 0.00595343, 0.00995777, 0.0216427, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.429249] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [192] , 1.42433, -0.0307941, -0.203001, -0.149327, -0.999698, 0.00595343, 0.00995777, 0.0216427, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.431966] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [193] , 1.42433, -0.0307941, -0.203001, -0.149327, -0.999698, 0.00595343, 0.00995777, 0.0216427, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.436406] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [194] , 1.43432, -0.0308087, -0.203011, -0.149324, -0.999699, 0.00596847, 0.00995408, 0.0216382, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.439201] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [195] , 1.43432, -0.0308087, -0.203011, -0.149324, -0.999699, 0.00596847, 0.00995408, 0.0216382, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.442151] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [196] , 1.43432, -0.0308087, -0.203011, -0.149324, -0.999699, 0.00596847, 0.00995408, 0.0216382, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.444780] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [197] , 1.44433, -0.0307983, -0.203022, -0.149333, -0.999698, 0.0059626, 0.00996196, 0.0216446, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.447576] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [198] , 1.44433, -0.0307983, -0.203022, -0.149333, -0.999698, 0.0059626, 0.00996196, 0.0216446, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.453674] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [199] , 1.44433, -0.0307983, -0.203022, -0.149333, -0.999698, 0.0059626, 0.00996196, 0.0216446, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.454582] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [200] , 1.45434, -0.030799, -0.203035, -0.149333, -0.999698, 0.00595922, 0.00997497, 0.0216381, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.457896] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [201] , 1.45434, -0.030799, -0.203035, -0.149333, -0.999698, 0.00595922, 0.00997497, 0.0216381, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.460939] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [202] , 1.45434, -0.030799, -0.203035, -0.149333, -0.999698, 0.00595922, 0.00997497, 0.0216381, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.462525] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [203] , 1.45434, -0.030799, -0.203035, -0.149333, -0.999698, 0.00595922, 0.00997497, 0.0216381, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.465432] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [204] , 1.46433, -0.0307978, -0.203049, -0.149347, -0.999698, 0.00596824, 0.00998694, 0.0216406, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.468849] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [205] , 1.46433, -0.0307978, -0.203049, -0.149347, -0.999698, 0.00596824, 0.00998694, 0.0216406, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.471986] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [206] , 1.46433, -0.0307978, -0.203049, -0.149347, -0.999698, 0.00596824, 0.00998694, 0.0216406, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.474068] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [207] , 1.46433, -0.0308002, -0.203043, -0.149333, -0.999699, 0.00595142, 0.00991309, 0.0216407, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.476914] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [208] , 1.47433, -0.0308002, -0.203043, -0.149333, -0.999699, 0.00595142, 0.00991309, 0.0216407, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.479461] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [209] , 1.47433, -0.0308002, -0.203043, -0.149333, -0.999699, 0.00595142, 0.00991309, 0.0216407, 0, 0, 0, 0, 0, 0, 
[2025-02-03 17:53:06.483796] [0x0000007f5fea89a0] [MocapTag] [0x00005f2f] [210] , 1.47433, -0.0308002, -0.203043, -0.149333, -0.999699, 0.00595142, 0.00991309, 0.0216407, 0, 0, 0, 0, 0, 0, 
