[2025-02-03 14:35:07.608734] [0x0000007f9a42d010] [MocapTag] [0x000043c1] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 14:35:23.376281] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5862] , 16.3725, -0.0138786, -0.197759, -1.07255, -0.998051, -0.00734035, 0.0128505, -0.0606155, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.380786] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5863] , 16.3725, -0.0138786, -0.197759, -1.07255, -0.998051, -0.00734035, 0.0128505, -0.0606155, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.383500] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5864] , 16.3825, -0.0130275, -0.197294, -1.07246, -0.99812, -0.00638406, 0.0101274, -0.0601149, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.386327] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5866] , 16.3825, -0.0130275, -0.197294, -1.07246, -0.99812, -0.00638406, 0.0101274, -0.0601149, 0.0851116, 0.0465034, 0.00888914, -0.225091, -0.531318, 0.107274, 
[2025-02-03 14:35:23.389024] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5867] , 16.3825, -0.0130275, -0.197294, -1.07246, -0.99812, -0.00638406, 0.0101274, -0.0601149, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.391972] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5868] , 16.3825, -0.0119333, -0.197084, -1.07315, -0.998141, -0.0048844, 0.00842801, -0.0601602, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.396320] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5870] , 16.3925, -0.0119333, -0.197084, -1.07315, -0.998141, -0.0048844, 0.00842801, -0.0601602, 0.109423, 0.0210814, -0.0687882, -0.319839, -0.321271, 0, 
[2025-02-03 14:35:23.398832] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5871] , 16.3925, -0.0119333, -0.197084, -1.07315, -0.998141, -0.0048844, 0.00842801, -0.0601602, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.401654] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5872] , 16.3925, -0.0111176, -0.196875, -1.07321, -0.998163, -0.00479633, 0.00669077, -0.060016, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.405308] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5873] , 16.4025, -0.0111176, -0.196875, -1.07321, -0.998163, -0.00479633, 0.00669077, -0.060016, 0.0815707, 0.0208895, -0.00596411, -0.0387192, -0.345611, 0, 
[2025-02-03 14:35:23.407165] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5875] , 16.4025, -0.0111176, -0.196875, -1.07321, -0.998163, -0.00479633, 0.00669077, -0.060016, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.412175] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5876] , 16.4025, -0.0111176, -0.196875, -1.07321, -0.998163, -0.00479633, 0.00669077, -0.060016, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.415039] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5877] , 16.4125, -0.0099084, -0.197017, -1.07386, -0.998149, -0.0053999, 0.00507932, -0.0603601, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.417803] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5879] , 16.4125, -0.0099084, -0.197017, -1.07386, -0.998149, -0.0053999, 0.00507932, -0.0603601, 0.120917, -0.0142279, -0.064852, 0.101447, -0.32935, -0.0676468, 
[2025-02-03 14:35:23.420555] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5880] , 16.4125, -0.00898859, -0.196858, -1.07427, -0.998149, -0.00428253, 0.00377778, -0.0605494, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.423504] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5881] , 16.4225, -0.00898859, -0.196858, -1.07427, -0.998149, -0.00428253, 0.00377778, -0.0605494, 0.0919806, 0.0158564, -0.0416446, -0.238657, -0.246509, -0.0355594, 
[2025-02-03 14:35:23.428227] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5883] , 16.4225, -0.00898859, -0.196858, -1.07427, -0.998149, -0.00428253, 0.00377778, -0.0605494, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.430889] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5884] , 16.4225, -0.00898859, -0.196858, -1.07427, -0.998149, -0.00428253, 0.00377778, -0.0605494, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.433807] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5885] , 16.4325, -0.00808132, -0.196701, -1.07459, -0.998152, -0.003727, 0.00181673, -0.0606262, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.436575] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5887] , 16.4325, -0.00808132, -0.196701, -1.07459, -0.998152, -0.003727, 0.00181673, -0.0606262, 0.0907274, 0.0157204, -0.0313856, -0.134659, -0.384818, 0, 
[2025-02-03 14:35:23.439514] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5888] , 16.4325, -0.00808132, -0.196701, -1.07459, -0.998152, -0.003727, 0.00181673, -0.0606262, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.444312] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5889] , 16.4425, -0.0073276, -0.196571, -1.07469, -0.998169, -0.00269931, -0.000766708, -0.0604154, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.449466] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5891] , 16.4425, -0.0073276, -0.196571, -1.07469, -0.998169, -0.00269931, -0.000766708, -0.0604154, 0.075372, 0.0129914, -0.0104124, -0.23644, -0.503161, 0.0440031, 
[2025-02-03 14:35:23.450039] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5892] , 16.4425, -0.0073276, -0.196571, -1.07469, -0.998169, -0.00269931, -0.000766708, -0.0604154, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.452628] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5893] , 16.4425, -0.00647816, -0.196471, -1.07495, -0.998174, -0.00239597, -0.00285841, -0.0602818, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.455577] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5895] , 16.4525, -0.00647816, -0.196471, -1.07495, -0.998174, -0.00239597, -0.00285841, -0.0602818, 0.0849444, 0.0100322, -0.0262338, -0.0857592, -0.413852, 0, 
[2025-02-03 14:35:23.460331] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5896] , 16.4525, -0.00647816, -0.196471, -1.07495, -0.998174, -0.00239597, -0.00285841, -0.0602818, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.463118] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5897] , 16.4625, -0.00425053, -0.19816, -1.07703, -0.998265, -0.00356514, -0.00686735, -0.0583738, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.467012] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5899] , 16.4625, -0.00425053, -0.19816, -1.07703, -0.998265, -0.00356514, -0.00686735, -0.0583738, 0.222763, -0.168929, -0.207414, 0.187826, -0.813227, 0.385133, 
[2025-02-03 14:35:23.468768] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5900] , 16.4625, -0.00425053, -0.19816, -1.07703, -0.998265, -0.00356514, -0.00686735, -0.0583738, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.471320] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5901] , 16.4625, -0.00359187, -0.198137, -1.07728, -0.998252, -0.004061, -0.00954089, -0.0581827, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.476028] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5903] , 16.4725, -0.00359187, -0.198137, -1.07728, -0.998252, -0.004061, -0.00954089, -0.0581827, 0.0658661, 0.00234538, -0.0254003, 0.0682116, -0.539467, 0.0403941, 
[2025-02-03 14:35:23.478684] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5904] , 16.4725, -0.00359187, -0.198137, -1.07728, -0.998252, -0.004061, -0.00954089, -0.0581827, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.481359] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5905] , 16.4725, -0.00282593, -0.198035, -1.07773, -0.998242, -0.00373849, -0.0113241, -0.0580564, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.484512] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5906] , 16.4825, -0.00282593, -0.198035, -1.07773, -0.998242, -0.00373849, -0.0113241, -0.0580564, 0.0765938, 0.0101671, -0.0450591, -0.0848293, -0.35222, 0, 
[2025-02-03 14:35:23.486924] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5908] , 16.4825, -0.00282593, -0.198035, -1.07773, -0.998242, -0.00373849, -0.0113241, -0.0580564, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.491032] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5909] , 16.4825, -0.00282593, -0.198035, -1.07773, -0.998242, -0.00373849, -0.0113241, -0.0580564, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.493928] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5910] , 16.4925, -0.00208216, -0.197876, -1.07773, -0.998227, -0.00401692, -0.0122821, -0.0581014, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.496894] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5912] , 16.4925, -0.00208216, -0.197876, -1.07773, -0.998227, -0.00401692, -0.0122821, -0.0581014, 0.0743769, 0.0159278, 0, 0.0443935, -0.194567, 0, 
[2025-02-03 14:35:23.499516] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5913] , 16.4925, -0.00208216, -0.197876, -1.07773, -0.998227, -0.00401692, -0.0122821, -0.0581014, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.502102] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5914] , 16.4925, -0.00136671, -0.197783, -1.07782, -0.998215, -0.00396908, -0.0129507, -0.0581587, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.506107] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5916] , 16.5025, -0.00136671, -0.197783, -1.07782, -0.998215, -0.00396908, -0.0129507, -0.0581587, 0.0715451, 0.00923872, -0.00926574, 0, -0.132978, 0, 
[2025-02-03 14:35:23.508924] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5917] , 16.5025, -0.00136671, -0.197783, -1.07782, -0.998215, -0.00396908, -0.0129507, -0.0581587, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.511512] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5918] , 16.5025, -0.000811535, -0.197866, -1.07802, -0.998204, -0.00470603, -0.0143253, -0.0579771, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.515065] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5919] , 16.5125, -0.000811535, -0.197866, -1.07802, -0.998204, -0.00470603, -0.0143253, -0.0579771, 0.0555175, -0.00824113, -0.0198145, 0.131774, -0.282906, 0.0389501, 
[2025-02-03 14:35:23.517304] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5921] , 16.5125, -0.000811535, -0.197866, -1.07802, -0.998204, -0.00470603, -0.0143253, -0.0579771, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.522551] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5922] , 16.5125, -0.000811535, -0.197866, -1.07802, -0.998204, -0.00470603, -0.0143253, -0.0579771, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.525303] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5924] , 16.5225, -0.000272318, -0.197613, -1.07773, -0.998178, -0.00403676, -0.0169956, -0.0577542, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.528337] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5925] , 16.5225, -0.000272318, -0.197613, -1.07773, -0.998178, -0.00403676, -0.0169956, -0.0577542, 0.0539217, 0.0252368, 0.0284658, -0.163817, -0.525335, 0.0434384, 
[2025-02-03 14:35:23.530990] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5926] , 16.5225, 0.000163187, -0.197708, -1.07788, -0.998162, -0.00481033, -0.0188462, -0.0574039, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.534075] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5927] , 16.5325, 0.000163187, -0.197708, -1.07788, -0.998162, -0.00481033, -0.0188462, -0.0574039, 0.0435505, -0.00947368, -0.0145473, 0.13454, -0.378234, 0.0734881, 
[2025-02-03 14:35:23.538080] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5929] , 16.5325, 0.000163187, -0.197708, -1.07788, -0.998162, -0.00481033, -0.0188462, -0.0574039, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.540778] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5930] , 16.5325, 0.000647669, -0.197697, -1.07789, -0.998156, -0.00457023, -0.0188522, -0.0575261, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.543777] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5931] , 16.5425, 0.000647669, -0.197697, -1.07789, -0.998156, -0.00457023, -0.0188522, -0.0575261, 0.0484482, 0, 0, -0.0484943, 0, 0, 
[2025-02-03 14:35:23.546622] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5933] , 16.5425, 0.000647669, -0.197697, -1.07789, -0.998156, -0.00457023, -0.0188522, -0.0575261, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.549011] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5934] , 16.5425, 0.000647669, -0.197697, -1.07789, -0.998156, -0.00457023, -0.0188522, -0.0575261, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.553694] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5935] , 16.5525, 0.00112151, -0.197433, -1.07772, -0.998137, -0.004534, -0.0205571, -0.0572657, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.556361] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5937] , 16.5525, 0.00112151, -0.197433, -1.07772, -0.998137, -0.004534, -0.0205571, -0.0572657, 0.0473838, 0.0264736, 0.0169777, 0, -0.339884, 0.0524357, 
[2025-02-03 14:35:23.559354] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5938] , 16.5525, 0.00112151, -0.197433, -1.07772, -0.998137, -0.004534, -0.0205571, -0.0572657, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.561936] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5939] , 16.5525, 0.00152927, -0.197785, -1.07782, -0.998145, -0.00499415, -0.0196693, -0.0573926, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.565149] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5940] , 16.5625, 0.00152927, -0.197785, -1.07782, -0.998145, -0.00499415, -0.0196693, -0.0573926, 0.0407759, -0.0352409, -0.00985594, 0.101566, 0.171944, 0, 
[2025-02-03 14:35:23.569287] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5942] , 16.5625, 0.00152927, -0.197785, -1.07782, -0.998145, -0.00499415, -0.0196693, -0.0573926, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.571893] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5943] , 16.5625, 0.00185333, -0.197847, -1.07776, -0.998158, -0.0047905, -0.018916, -0.0574516, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.574981] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5944] , 16.5725, 0.00185333, -0.197847, -1.07776, -0.998158, -0.0047905, -0.018916, -0.0574516, 0.032406, -0.00618131, 0.00548119, 0, 0.152721, 0, 
[2025-02-03 14:35:23.577555] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5946] , 16.5725, 0.00185333, -0.197847, -1.07776, -0.998158, -0.0047905, -0.018916, -0.0574516, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.580296] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5947] , 16.5725, 0.00185333, -0.197847, -1.07776, -0.998158, -0.0047905, -0.018916, -0.0574516, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.583060] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5948] , 16.5825, 0.00214418, -0.197903, -1.07774, -0.99815, -0.00482772, -0.0197238, -0.057309, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.590190] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5950] , 16.5825, 0.00214418, -0.197903, -1.07774, -0.99815, -0.00482772, -0.0197238, -0.057309, 0.0290859, -0.005654, 0, 0, -0.161646, 0, 
[2025-02-03 14:35:23.590940] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5951] , 16.5825, 0.00238978, -0.197762, -1.07738, -0.998142, -0.004556, -0.0207618, -0.0570992, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.593934] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5952] , 16.5925, 0.00238978, -0.197762, -1.07738, -0.998142, -0.004556, -0.0207618, -0.0570992, 0.0245593, 0.0141618, 0.0360058, -0.065279, -0.204039, 0.041195, 
[2025-02-03 14:35:23.596706] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5954] , 16.5925, 0.00238978, -0.197762, -1.07738, -0.998142, -0.004556, -0.0207618, -0.0570992, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.600804] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5955] , 16.5925, 0.00238978, -0.197762, -1.07738, -0.998142, -0.004556, -0.0207618, -0.0570992, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.603501] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5956] , 16.6025, 0.00133888, -0.196393, -1.07553, -0.998075, -0.0030743, -0.0186161, -0.0590836, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.606264] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5958] , 16.6025, 0.00133888, -0.196393, -1.07553, -0.998075, -0.0030743, -0.0186161, -0.0590836, -0.10509, 0.136835, 0.18533, -0.279021, 0.444636, -0.403821, 
[2025-02-03 14:35:23.609023] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5959] , 16.6025, 0.00133888, -0.196393, -1.07553, -0.998075, -0.0030743, -0.0186161, -0.0590836, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.611753] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5960] , 16.6025, 0.00138277, -0.196271, -1.07519, -0.998076, -0.0023386, -0.0191154, -0.0589378, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.616923] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5962] , 16.6125, 0.00138277, -0.196271, -1.07519, -0.998076, -0.0023386, -0.0191154, -0.0589378, 0.00438932, 0.0122282, 0.0342063, -0.152302, -0.0909764, 0, 
[2025-02-03 14:35:23.619170] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5963] , 16.6125, 0.00138277, -0.196271, -1.07519, -0.998076, -0.0023386, -0.0191154, -0.0589378, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.621862] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5964] , 16.6125, 0.00158278, -0.196333, -1.07506, -0.998064, -0.00232994, -0.018937, -0.0591882, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.624954] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5965] , 16.6226, 0.00158278, -0.196333, -1.07506, -0.998064, -0.00232994, -0.018937, -0.0591882, 0.0200011, -0.00622169, 0.0127321, 0, 0.0356741, -0.0501893, 
[2025-02-03 14:35:23.627419] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5967] , 16.6226, 0.00158278, -0.196333, -1.07506, -0.998064, -0.00232994, -0.018937, -0.0591882, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.630176] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5968] , 16.6226, 0.00158278, -0.196333, -1.07506, -0.998064, -0.00232994, -0.018937, -0.0591882, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.633776] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5969] , 16.6325, 0.0015843, -0.196746, -1.07518, -0.99808, -0.00329022, -0.0179869, -0.0591758, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.636562] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5971] , 16.6325, 0.0015843, -0.196746, -1.07518, -0.99808, -0.00329022, -0.0179869, -0.0591758, 0, -0.0412672, -0.0114026, 0.203109, 0.178354, 0, 
[2025-02-03 14:35:23.639132] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5972] , 16.6325, 0.0015843, -0.196746, -1.07518, -0.99808, -0.00329022, -0.0179869, -0.0591758, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.641752] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5973] , 16.6325, 0.0015217, -0.196711, -1.07487, -0.998092, -0.00286203, -0.018966, -0.0586893, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.645086] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5974] , 16.6426, 0.0015217, -0.196711, -1.07487, -0.998092, -0.00286203, -0.018966, -0.0586893, -0.00626056, 0.00351614, 0.0307002, -0.0952482, -0.19028, 0.0958882, 
[2025-02-03 14:35:23.649170] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5976] , 16.6426, 0.0015217, -0.196711, -1.07487, -0.998092, -0.00286203, -0.018966, -0.0586893, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.651718] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5977] , 16.6426, 0.00235648, -0.197426, -1.0764, -0.998069, -0.00438699, -0.0259798, -0.0562562, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.654808] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5978] , 16.6525, 0.00235648, -0.197426, -1.0764, -0.998069, -0.00438699, -0.0259798, -0.0562562, 0.0834782, -0.0715312, -0.153208, 0.235271, -1.41718, 0.494325, 
[2025-02-03 14:35:23.658073] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5980] , 16.6525, 0.00235648, -0.197426, -1.0764, -0.998069, -0.00438699, -0.0259798, -0.0562562, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.660817] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5981] , 16.6525, 0.00235648, -0.197426, -1.0764, -0.998069, -0.00438699, -0.0259798, -0.0562562, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.665328] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5983] , 16.6625, 0.00113426, -0.197095, -1.07441, -0.998149, -0.0027368, -0.0162366, -0.0585487, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.668389] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5984] , 16.6625, 0.00113426, -0.197095, -1.07441, -0.998149, -0.0027368, -0.0162366, -0.0585487, -0.122222, 0.0331586, 0.199305, -0.227809, 1.96373, -0.466405, 
[2025-02-03 14:35:23.672000] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5985] , 16.6625, 0.00118404, -0.197209, -1.07424, -0.998154, -0.00267475, -0.0153643, -0.0586903, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.674072] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5986] , 16.6725, 0.00118404, -0.197209, -1.07424, -0.998154, -0.00267475, -0.0153643, -0.0586903, 0.00497819, -0.0114269, 0.0165808, 0, 0.17485, 0, 
[2025-02-03 14:35:23.676621] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5988] , 16.6725, 0.00118404, -0.197209, -1.07424, -0.998154, -0.00267475, -0.0153643, -0.0586903, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.681047] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5989] , 16.6725, 0.00118404, -0.197209, -1.07424, -0.998154, -0.00267475, -0.0153643, -0.0586903, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.683763] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5990] , 16.6825, 0.00138621, -0.197341, -1.07427, -0.998196, -0.00298214, -0.0145388, -0.058181, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.686592] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5992] , 16.6825, 0.00138621, -0.197341, -1.07427, -0.998196, -0.00298214, -0.0145388, -0.058181, 0.0202174, -0.0132507, -0.00299664, 0.0725746, 0.161448, 0.102955, 
[2025-02-03 14:35:23.689137] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5993] , 16.6825, 0.00138621, -0.197341, -1.07427, -0.998196, -0.00298214, -0.0145388, -0.058181, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.691765] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5994] , 16.6825, 0.00206423, -0.198942, -1.07596, -0.998235, -0.00559493, -0.0177148, -0.0564113, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.696023] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5996] , 16.6925, 0.00206423, -0.198942, -1.07596, -0.998235, -0.00559493, -0.0177148, -0.0564113, 0.0678018, -0.160113, -0.168635, 0.491405, -0.662958, 0.36412, 
[2025-02-03 14:35:23.699814] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5997] , 16.6925, 0.00206423, -0.198942, -1.07596, -0.998235, -0.00559493, -0.0177148, -0.0564113, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.701239] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5998] , 16.6925, 0.000184862, -0.198902, -1.07374, -0.99763, 0.00529489, -0.0302323, -0.061581, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.704566] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5999] , 16.7025, 0.000184862, -0.198902, -1.07374, -0.99763, 0.00529489, -0.0302323, -0.061581, -0.187937, 0.0040945, 0.221631, 625.969, -2.36986, -1.09888, 
[2025-02-03 14:35:23.707171] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [6001] , 16.7025, 0.000184862, -0.198902, -1.07374, -0.99763, 0.00529489, -0.0302323, -0.061581, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:23.711328] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [6002] , 16.7025, 0.000184862, -0.198902, -1.07374, -0.99763, 0.00529489, -0.0302323, -0.061581, 0, 0, 0, 0, 0, 0, 
