[2025-02-03 14:35:07.608734] [0x0000007f9a42d010] [MocapTag] [0x000043c1] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 14:35:07.613443] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [3] , 0, 0.0212055, -0.179894, -0.1437, -0.999868, -0.00372748, 0.0129708, 0.00906749, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.616663] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [4] , 0.614326, 0.0212055, -0.179894, -0.1437, -0.999868, -0.00372748, 0.0129708, 0.00906749, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.619783] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [5] , 0.614326, 0.0212055, -0.179894, -0.1437, -0.999868, -0.00372748, 0.0129708, 0.00906749, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.621754] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [6] , 0.614326, 0.0212335, -0.179896, -0.143688, -0.999868, -0.0037117, 0.0129616, 0.00905569, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.624826] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [7] , 0.622506, 0.0212335, -0.179896, -0.143688, -0.999868, -0.0037117, 0.0129616, 0.00905569, 0.00280453, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.627150] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [8] , 0.622506, 0.0212335, -0.179896, -0.143688, -0.999868, -0.0037117, 0.0129616, 0.00905569, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.629720] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [9] , 0.622506, 0.0212335, -0.179896, -0.143688, -0.999868, -0.0037117, 0.0129616, 0.00905569, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.633404] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [10] , 0.632501, 0.0212238, -0.179894, -0.143689, -0.999868, -0.00371548, 0.0129572, 0.00904424, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.636125] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [11] , 0.632501, 0.0212238, -0.179894, -0.143689, -0.999868, -0.00371548, 0.0129572, 0.00904424, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.638700] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [12] , 0.632501, 0.0212238, -0.179894, -0.143689, -0.999868, -0.00371548, 0.0129572, 0.00904424, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.641221] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [13] , 0.632501, 0.0212238, -0.179894, -0.143689, -0.999868, -0.00371548, 0.0129572, 0.00904424, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.644063] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [14] , 0.642511, 0.0212274, -0.179888, -0.143708, -0.999868, -0.00371, 0.0129445, 0.00905117, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.648549] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [15] , 0.642511, 0.0212274, -0.179888, -0.143708, -0.999868, -0.00371, 0.0129445, 0.00905117, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.651429] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [16] , 0.642511, 0.0212274, -0.179888, -0.143708, -0.999868, -0.00371, 0.0129445, 0.00905117, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.655359] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [17] , 0.652508, 0.0212168, -0.179895, -0.143725, -0.999868, -0.00371109, 0.0129318, 0.00905873, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.656728] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [18] , 0.652508, 0.0212168, -0.179895, -0.143725, -0.999868, -0.00371109, 0.0129318, 0.00905873, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.659477] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [19] , 0.652508, 0.0212168, -0.179895, -0.143725, -0.999868, -0.00371109, 0.0129318, 0.00905873, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.662095] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [20] , 0.652508, 0.021206, -0.179886, -0.14374, -0.999868, -0.00372002, 0.012992, 0.00906742, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.665919] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [21] , 0.662509, 0.021206, -0.179886, -0.14374, -0.999868, -0.00372002, 0.012992, 0.00906742, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.668572] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [22] , 0.662509, 0.021206, -0.179886, -0.14374, -0.999868, -0.00372002, 0.012992, 0.00906742, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.671108] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [23] , 0.662509, 0.021206, -0.179886, -0.14374, -0.999868, -0.00372002, 0.012992, 0.00906742, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.673631] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [24] , 0.672517, 0.0212416, -0.179886, -0.143749, -0.999868, -0.00371424, 0.0129837, 0.00907341, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.677285] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [25] , 0.672517, 0.0212416, -0.179886, -0.143749, -0.999868, -0.00371424, 0.0129837, 0.00907341, 0.00355983, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.681129] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [26] , 0.672517, 0.0212416, -0.179886, -0.143749, -0.999868, -0.00371424, 0.0129837, 0.00907341, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.683802] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [27] , 0.682515, 0.0212264, -0.179872, -0.143749, -0.999869, -0.0037458, 0.0129103, 0.00907091, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.686618] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [28] , 0.682515, 0.0212264, -0.179872, -0.143749, -0.999869, -0.0037458, 0.0129103, 0.00907091, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.689474] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [29] , 0.682515, 0.0212264, -0.179872, -0.143749, -0.999869, -0.0037458, 0.0129103, 0.00907091, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.693798] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [30] , 0.692515, 0.0212025, -0.179882, -0.143736, -0.999868, -0.00376365, 0.0129406, 0.00907524, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.697295] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [31] , 0.692515, 0.0212025, -0.179882, -0.143736, -0.999868, -0.00376365, 0.0129406, 0.00907524, -0.00238913, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.699771] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [32] , 0.692515, 0.0212025, -0.179882, -0.143736, -0.999868, -0.00376365, 0.0129406, 0.00907524, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.702506] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [33] , 0.692515, 0.0212155, -0.179883, -0.143735, -0.999869, -0.00376212, 0.0128749, 0.00907892, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.706286] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [34] , 0.702511, 0.0212155, -0.179883, -0.143735, -0.999869, -0.00376212, 0.0128749, 0.00907892, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.708618] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [35] , 0.702511, 0.0212155, -0.179883, -0.143735, -0.999869, -0.00376212, 0.0128749, 0.00907892, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.714157] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [36] , 0.712525, 0.0212155, -0.179883, -0.143735, -0.999869, -0.00376212, 0.0128749, 0.00907892, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.715935] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [37] , 0.712525, 0.0212119, -0.179896, -0.143729, -0.999869, -0.00376094, 0.0128874, 0.00908768, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.718751] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [38] , 0.712525, 0.0212119, -0.179896, -0.143729, -0.999869, -0.00376094, 0.0128874, 0.00908768, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.721644] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [39] , 0.712525, 0.0212119, -0.179896, -0.143729, -0.999869, -0.00376094, 0.0128874, 0.00908768, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.724167] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [40] , 0.722517, 0.0211988, -0.179899, -0.143735, -0.999868, -0.00377914, 0.0128939, 0.00908772, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.728862] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [41] , 0.722517, 0.0211988, -0.179899, -0.143735, -0.999868, -0.00377914, 0.0128939, 0.00908772, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.732469] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [42] , 0.722517, 0.0211988, -0.179899, -0.143735, -0.999868, -0.00377914, 0.0128939, 0.00908772, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.734532] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [43] , 0.732516, 0.0211988, -0.1799, -0.143745, -0.999868, -0.00376612, 0.0129431, 0.00908554, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.736990] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [44] , 0.732516, 0.0211988, -0.1799, -0.143745, -0.999868, -0.00376612, 0.0129431, 0.00908554, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.739652] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [45] , 0.732516, 0.0211988, -0.1799, -0.143745, -0.999868, -0.00376612, 0.0129431, 0.00908554, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.744167] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [46] , 0.742517, 0.0211827, -0.179897, -0.14375, -0.999867, -0.00377612, 0.0129974, 0.00908696, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.746996] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [47] , 0.742517, 0.0211827, -0.179897, -0.14375, -0.999867, -0.00377612, 0.0129974, 0.00908696, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.749667] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [48] , 0.742517, 0.0211827, -0.179897, -0.14375, -0.999867, -0.00377612, 0.0129974, 0.00908696, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.752255] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [49] , 0.742517, 0.0212135, -0.179904, -0.143756, -0.999867, -0.0037448, 0.013014, 0.0090789, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.755260] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [50] , 0.752521, 0.0212135, -0.179904, -0.143756, -0.999867, -0.0037448, 0.013014, 0.0090789, 0.00307608, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.759338] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [51] , 0.752521, 0.0212135, -0.179904, -0.143756, -0.999867, -0.0037448, 0.013014, 0.0090789, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.761895] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [52] , 0.752521, 0.0212347, -0.179888, -0.14375, -0.999867, -0.00374595, 0.0130185, 0.00907898, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.765181] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [53] , 0.762516, 0.0212347, -0.179888, -0.14375, -0.999867, -0.00374595, 0.0130185, 0.00907898, 0.00212535, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.767727] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [54] , 0.762516, 0.0212347, -0.179888, -0.14375, -0.999867, -0.00374595, 0.0130185, 0.00907898, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.770264] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [55] , 0.762516, 0.0212347, -0.179888, -0.14375, -0.999867, -0.00374595, 0.0130185, 0.00907898, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.774825] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [56] , 0.772526, 0.021212, -0.17988, -0.143736, -0.999867, -0.00375379, 0.0130025, 0.00906837, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.777406] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [57] , 0.772526, 0.021212, -0.17988, -0.143736, -0.999867, -0.00375379, 0.0130025, 0.00906837, -0.00226702, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.780035] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [58] , 0.772526, 0.021212, -0.17988, -0.143736, -0.999867, -0.00375379, 0.0130025, 0.00906837, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.783433] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [59] , 0.782509, 0.0211919, -0.179881, -0.143722, -0.999867, -0.00373962, 0.0130136, 0.00907829, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.785361] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [60] , 0.782509, 0.0211919, -0.179881, -0.143722, -0.999867, -0.00373962, 0.0130136, 0.00907829, -0.00200854, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.789894] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [61] , 0.782509, 0.0211919, -0.179881, -0.143722, -0.999867, -0.00373962, 0.0130136, 0.00907829, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.792472] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [62] , 0.782509, 0.0212083, -0.179881, -0.143705, -0.999868, -0.00373968, 0.012957, 0.00906913, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.796267] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [63] , 0.792515, 0.0212083, -0.179881, -0.143705, -0.999868, -0.00373968, 0.012957, 0.00906913, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.798522] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [64] , 0.792515, 0.0212083, -0.179881, -0.143705, -0.999868, -0.00373968, 0.012957, 0.00906913, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.800445] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [65] , 0.792515, 0.0212083, -0.179881, -0.143705, -0.999868, -0.00373968, 0.012957, 0.00906913, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.803177] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [66] , 0.80252, 0.021205, -0.179872, -0.14371, -0.999869, -0.00371877, 0.0128865, 0.00905592, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.807103] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [67] , 0.80252, 0.021205, -0.179872, -0.14371, -0.999869, -0.00371877, 0.0128865, 0.00905592, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.809515] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [68] , 0.80252, 0.021205, -0.179872, -0.14371, -0.999869, -0.00371877, 0.0128865, 0.00905592, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.812000] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [69] , 0.80252, 0.0212198, -0.179878, -0.143707, -0.999869, -0.00371191, 0.0128762, 0.00905637, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.814956] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [70] , 0.812515, 0.0212198, -0.179878, -0.143707, -0.999869, -0.00371191, 0.0128762, 0.00905637, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.817391] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [71] , 0.812515, 0.0212198, -0.179878, -0.143707, -0.999869, -0.00371191, 0.0128762, 0.00905637, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.821901] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [72] , 0.812515, 0.0212198, -0.179878, -0.143707, -0.999869, -0.00371191, 0.0128762, 0.00905637, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.824537] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [73] , 0.822519, 0.0212339, -0.179887, -0.143717, -0.99987, -0.0037, 0.0127932, 0.00904936, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.827349] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [74] , 0.822519, 0.0212339, -0.179887, -0.143717, -0.99987, -0.0037, 0.0127932, 0.00904936, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.831441] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [75] , 0.822519, 0.0212339, -0.179887, -0.143717, -0.99987, -0.0037, 0.0127932, 0.00904936, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.832742] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [76] , 0.832525, 0.0212152, -0.179899, -0.143728, -0.999869, -0.00370723, 0.0128908, 0.00906627, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.835500] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [77] , 0.832525, 0.0212152, -0.179899, -0.143728, -0.999869, -0.00370723, 0.0128908, 0.00906627, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.838385] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [78] , 0.832525, 0.0212152, -0.179899, -0.143728, -0.999869, -0.00370723, 0.0128908, 0.00906627, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.841424] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [79] , 0.832525, 0.0212152, -0.179899, -0.143728, -0.999869, -0.00370723, 0.0128908, 0.00906627, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.844034] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [80] , 0.842509, 0.0211795, -0.17989, -0.143741, -0.999869, -0.00372193, 0.0129083, 0.00906551, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.846738] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [81] , 0.842509, 0.0211795, -0.17989, -0.143741, -0.999869, -0.00372193, 0.0129083, 0.00906551, -0.00356972, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.849265] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [82] , 0.842509, 0.0211795, -0.17989, -0.143741, -0.999869, -0.00372193, 0.0129083, 0.00906551, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.853919] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [83] , 0.852523, 0.0212332, -0.179898, -0.143746, -0.999869, -0.00369614, 0.0128943, 0.00905773, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.856622] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [84] , 0.852523, 0.0212332, -0.179898, -0.143746, -0.999869, -0.00369614, 0.0128943, 0.00905773, 0.00537119, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.860372] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [85] , 0.852523, 0.0212332, -0.179898, -0.143746, -0.999869, -0.00369614, 0.0128943, 0.00905773, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.861790] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [86] , 0.852523, 0.0212011, -0.179891, -0.143755, -0.999869, -0.00372279, 0.0128694, 0.00905343, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.864535] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [87] , 0.862508, 0.0212011, -0.179891, -0.143755, -0.999869, -0.00372279, 0.0128694, 0.00905343, -0.00321468, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.867273] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [88] , 0.862508, 0.0212011, -0.179891, -0.143755, -0.999869, -0.00372279, 0.0128694, 0.00905343, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.871165] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [89] , 0.862508, 0.0212011, -0.179891, -0.143755, -0.999869, -0.00372279, 0.0128694, 0.00905343, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.873786] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [90] , 0.87251, 0.0212356, -0.179893, -0.143738, -0.999869, -0.00372827, 0.0129005, 0.00905296, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.876794] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [91] , 0.87251, 0.0212356, -0.179893, -0.143738, -0.999869, -0.00372827, 0.0129005, 0.00905296, 0.00345566, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.879301] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [92] , 0.87251, 0.0212356, -0.179893, -0.143738, -0.999869, -0.00372827, 0.0129005, 0.00905296, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.881865] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [93] , 0.87251, 0.0212022, -0.179891, -0.143733, -0.999867, -0.00376933, 0.0129837, 0.00908493, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.886543] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [94] , 0.882512, 0.0212022, -0.179891, -0.143733, -0.999867, -0.00376933, 0.0129837, 0.00908493, -0.0033391, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.889066] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [95] , 0.882512, 0.0212022, -0.179891, -0.143733, -0.999867, -0.00376933, 0.0129837, 0.00908493, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.892142] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [96] , 0.882512, 0.0212022, -0.179891, -0.143733, -0.999867, -0.00376933, 0.0129837, 0.00908493, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.894821] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [97] , 0.892506, 0.0212099, -0.179891, -0.14373, -0.999867, -0.00379152, 0.0129851, 0.00908925, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.898611] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [98] , 0.892506, 0.0212099, -0.179891, -0.14373, -0.999867, -0.00379152, 0.0129851, 0.00908925, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.902403] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [99] , 0.892506, 0.0212099, -0.179891, -0.14373, -0.999867, -0.00379152, 0.0129851, 0.00908925, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.904975] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [100] , 0.902504, 0.0212184, -0.179884, -0.143732, -0.999867, -0.00380239, 0.0129922, 0.00909509, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.908517] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [101] , 0.902504, 0.0212184, -0.179884, -0.143732, -0.999867, -0.00380239, 0.0129922, 0.00909509, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.910359] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [102] , 0.902504, 0.0212184, -0.179884, -0.143732, -0.999867, -0.00380239, 0.0129922, 0.00909509, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.913383] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [103] , 0.912502, 0.0212091, -0.179889, -0.143743, -0.999866, -0.00380745, 0.0130457, 0.00911859, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.917725] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [104] , 0.912502, 0.0212091, -0.179889, -0.143743, -0.999866, -0.00380745, 0.0130457, 0.00911859, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.920508] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [105] , 0.912502, 0.0212091, -0.179889, -0.143743, -0.999866, -0.00380745, 0.0130457, 0.00911859, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.923260] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [106] , 0.922503, 0.0212299, -0.179893, -0.143746, -0.999867, -0.00379372, 0.0129946, 0.00912252, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.926121] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [107] , 0.922503, 0.0212299, -0.179893, -0.143746, -0.999867, -0.00379372, 0.0129946, 0.00912252, 0.00207801, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.930498] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [108] , 0.922503, 0.0212299, -0.179893, -0.143746, -0.999867, -0.00379372, 0.0129946, 0.00912252, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.933042] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [109] , 0.932493, 0.0212299, -0.179893, -0.143746, -0.999867, -0.00379372, 0.0129946, 0.00912252, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.935719] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [110] , 0.932493, 0.0212218, -0.179888, -0.143754, -0.999867, -0.00377253, 0.0129667, 0.00909421, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.938395] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [111] , 0.932493, 0.0212218, -0.179888, -0.143754, -0.999867, -0.00377253, 0.0129667, 0.00909421, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.941088] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [112] , 0.932493, 0.0212218, -0.179888, -0.143754, -0.999867, -0.00377253, 0.0129667, 0.00909421, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.944024] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [113] , 0.942509, 0.0212394, -0.179888, -0.143751, -0.999868, -0.00373224, 0.0129494, 0.00908526, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.948101] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [114] , 0.942509, 0.0212394, -0.179888, -0.143751, -0.999868, -0.00373224, 0.0129494, 0.00908526, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:35:07.950750] [0x0000007f917f99a0] [MocapTag] [0x000043c1] [115] , 0.942509, 0.0212394, -0.179888, -0.143751, -0.999868, -0.00373224, 0.0129494, 0.00908526, 0, 0, 0, 0, 0, 0, 
