[2025-02-03 14:05:23.182870] [0x0000007fa9c7c010] [MocapTag] [0x000015aa] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 14:05:23.193473] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [3] , 0.188765, 0.0147346, -0.184052, -0.14503, -0.999987, -0.000178388, 0.00262569, 0.00431122, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.194141] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [4] , 0.188765, 0.0147346, -0.184052, -0.14503, -0.999987, -0.000178388, 0.00262569, 0.00431122, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.194754] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [5] , 0.188765, 0.0147394, -0.184047, -0.145047, -0.999987, -0.000178912, 0.00259651, 0.00431759, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.195414] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [6] , 0.188765, 0.0147394, -0.184047, -0.145047, -0.999987, -0.000178912, 0.00259651, 0.00431759, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.196176] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [7] , 0.188765, 0.0147394, -0.184047, -0.145047, -0.999987, -0.000178912, 0.00259651, 0.00431759, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.196837] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8] , 0.196015, 0.0147394, -0.184047, -0.145047, -0.999987, -0.000178912, 0.00259651, 0.00431759, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.197416] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [9] , 0.196015, 0.0147436, -0.184051, -0.145052, -0.999987, -0.000177758, 0.00260551, 0.00431485, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.197897] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [10] , 0.196015, 0.0147436, -0.184051, -0.145052, -0.999987, -0.000177758, 0.00260551, 0.00431485, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.200288] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [11] , 0.196015, 0.0147436, -0.184051, -0.145052, -0.999987, -0.000177758, 0.00260551, 0.00431485, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.206636] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [12] , 0.206011, 0.0147367, -0.184054, -0.145052, -0.999987, -0.000178028, 0.0026198, 0.0043111, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.207434] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [13] , 0.206011, 0.0147367, -0.184054, -0.145052, -0.999987, -0.000178028, 0.0026198, 0.0043111, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.210318] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [14] , 0.206011, 0.0147367, -0.184054, -0.145052, -0.999987, -0.000178028, 0.0026198, 0.0043111, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.212981] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [15] , 0.206011, 0.0147391, -0.184049, -0.145057, -0.999987, -0.000171778, 0.00258853, 0.00431165, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.215591] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [16] , 0.206011, 0.0147391, -0.184049, -0.145057, -0.999987, -0.000171778, 0.00258853, 0.00431165, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.218299] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [17] , 0.216026, 0.0147391, -0.184049, -0.145057, -0.999987, -0.000171778, 0.00258853, 0.00431165, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.221888] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [18] , 0.216026, 0.0147391, -0.184049, -0.145057, -0.999987, -0.000171778, 0.00258853, 0.00431165, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.224470] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [19] , 0.216026, 0.0147376, -0.184059, -0.145055, -0.999987, -0.000174646, 0.00259507, 0.00432007, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.227191] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [20] , 0.226023, 0.0147376, -0.184059, -0.145055, -0.999987, -0.000174646, 0.00259507, 0.00432007, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.229793] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [21] , 0.226023, 0.0147376, -0.184059, -0.145055, -0.999987, -0.000174646, 0.00259507, 0.00432007, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.235198] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [22] , 0.226023, 0.0147408, -0.184061, -0.145044, -0.999987, -0.00017842, 0.00262905, 0.00432475, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.237357] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [23] , 0.236029, 0.0147408, -0.184061, -0.145044, -0.999987, -0.00017842, 0.00262905, 0.00432475, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.240086] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [24] , 0.236029, 0.0147408, -0.184061, -0.145044, -0.999987, -0.00017842, 0.00262905, 0.00432475, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.243047] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [25] , 0.236029, 0.0147285, -0.184068, -0.145033, -0.999987, -0.000179171, 0.00258803, 0.00430568, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.245409] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [26] , 0.236029, 0.0147285, -0.184068, -0.145033, -0.999987, -0.000179171, 0.00258803, 0.00430568, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.248062] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [27] , 0.246018, 0.0147285, -0.184068, -0.145033, -0.999987, -0.000179171, 0.00258803, 0.00430568, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.252608] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [28] , 0.246018, 0.0147285, -0.184068, -0.145033, -0.999987, -0.000179171, 0.00258803, 0.00430568, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.255166] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [29] , 0.246018, 0.0147256, -0.184066, -0.145032, -0.999987, -0.000171525, 0.00260502, 0.00431678, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.257937] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [30] , 0.256028, 0.0147256, -0.184066, -0.145032, -0.999987, -0.000171525, 0.00260502, 0.00431678, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.260583] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [31] , 0.256028, 0.0147256, -0.184066, -0.145032, -0.999987, -0.000171525, 0.00260502, 0.00431678, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.264059] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [32] , 0.256028, 0.0147209, -0.184071, -0.145025, -0.999987, -0.000174233, 0.00258566, 0.0043254, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.269615] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [33] , 0.266026, 0.0147209, -0.184071, -0.145025, -0.999987, -0.000174233, 0.00258566, 0.0043254, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.270147] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [34] , 0.266026, 0.0147209, -0.184071, -0.145025, -0.999987, -0.000174233, 0.00258566, 0.0043254, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.272054] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [35] , 0.266026, 0.0147209, -0.184071, -0.145025, -0.999987, -0.000174233, 0.00258566, 0.0043254, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.274651] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [36] , 0.266026, 0.0147145, -0.184058, -0.145012, -0.999987, -0.000179599, 0.0026351, 0.00431573, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.277480] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [37] , 0.276024, 0.0147145, -0.184058, -0.145012, -0.999987, -0.000179599, 0.0026351, 0.00431573, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.280234] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [38] , 0.276024, 0.0147145, -0.184058, -0.145012, -0.999987, -0.000179599, 0.0026351, 0.00431573, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.284888] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [39] , 0.276024, 0.0147214, -0.18406, -0.145022, -0.999987, -0.000169599, 0.00257468, 0.00429901, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.287449] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [40] , 0.286023, 0.0147214, -0.18406, -0.145022, -0.999987, -0.000169599, 0.00257468, 0.00429901, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.290215] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [41] , 0.286023, 0.0147214, -0.18406, -0.145022, -0.999987, -0.000169599, 0.00257468, 0.00429901, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.294179] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [42] , 0.286023, 0.0147204, -0.184053, -0.145026, -0.999987, -0.000181515, 0.00256936, 0.00432318, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.295671] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [43] , 0.286023, 0.0147204, -0.184053, -0.145026, -0.999987, -0.000181515, 0.00256936, 0.00432318, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.300367] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [44] , 0.296038, 0.0147204, -0.184053, -0.145026, -0.999987, -0.000181515, 0.00256936, 0.00432318, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.303120] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [45] , 0.296038, 0.0147239, -0.184051, -0.145034, -0.999987, -0.000173419, 0.00256258, 0.00431456, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.305963] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [46] , 0.296038, 0.0147239, -0.184051, -0.145034, -0.999987, -0.000173419, 0.00256258, 0.00431456, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.308587] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [47] , 0.306035, 0.0147239, -0.184051, -0.145034, -0.999987, -0.000173419, 0.00256258, 0.00431456, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.312090] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [48] , 0.306035, 0.0147239, -0.184051, -0.145034, -0.999987, -0.000173419, 0.00256258, 0.00431456, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.314162] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [49] , 0.306035, 0.0147275, -0.184051, -0.145024, -0.999987, -0.000187302, 0.00261433, 0.00429538, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.317835] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [50] , 0.316026, 0.0147275, -0.184051, -0.145024, -0.999987, -0.000187302, 0.00261433, 0.00429538, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.320756] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [51] , 0.316026, 0.0147275, -0.184051, -0.145024, -0.999987, -0.000187302, 0.00261433, 0.00429538, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.323447] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [52] , 0.316026, 0.0147316, -0.184049, -0.14503, -0.999987, -0.000185432, 0.0026041, 0.00431084, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.326369] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [53] , 0.316026, 0.0147316, -0.184049, -0.14503, -0.999987, -0.000185432, 0.0026041, 0.00431084, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.328977] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [54] , 0.32603, 0.0147316, -0.184049, -0.14503, -0.999987, -0.000185432, 0.0026041, 0.00431084, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.334232] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [55] , 0.32603, 0.0147316, -0.184049, -0.14503, -0.999987, -0.000185432, 0.0026041, 0.00431084, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.335923] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [56] , 0.32603, 0.0147264, -0.184052, -0.145038, -0.999987, -0.000186261, 0.00260674, 0.00430913, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.338845] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [57] , 0.336042, 0.0147264, -0.184052, -0.145038, -0.999987, -0.000186261, 0.00260674, 0.00430913, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.341525] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [58] , 0.336042, 0.0147264, -0.184052, -0.145038, -0.999987, -0.000186261, 0.00260674, 0.00430913, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.344059] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [59] , 0.336042, 0.0147334, -0.184059, -0.145043, -0.999987, -0.000164704, 0.00262504, 0.00432828, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.348763] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [60] , 0.346031, 0.0147334, -0.184059, -0.145043, -0.999987, -0.000164704, 0.00262504, 0.00432828, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.351408] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [61] , 0.346031, 0.0147334, -0.184059, -0.145043, -0.999987, -0.000164704, 0.00262504, 0.00432828, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.354099] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [62] , 0.346031, 0.0147361, -0.184057, -0.145042, -0.999987, -0.000183544, 0.00262413, 0.00432918, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.356838] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [63] , 0.356023, 0.0147361, -0.184057, -0.145042, -0.999987, -0.000183544, 0.00262413, 0.00432918, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.359358] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [64] , 0.356023, 0.0147361, -0.184057, -0.145042, -0.999987, -0.000183544, 0.00262413, 0.00432918, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.362179] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [65] , 0.356023, 0.0147361, -0.184057, -0.145042, -0.999987, -0.000183544, 0.00262413, 0.00432918, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.367574] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [66] , 0.366022, 0.0147362, -0.184055, -0.145048, -0.999987, -0.000174509, 0.00261245, 0.00430353, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.369360] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [67] , 0.366022, 0.0147362, -0.184055, -0.145048, -0.999987, -0.000174509, 0.00261245, 0.00430353, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.372107] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [68] , 0.366022, 0.0147362, -0.184055, -0.145048, -0.999987, -0.000174509, 0.00261245, 0.00430353, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.374636] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [69] , 0.366022, 0.0147232, -0.184054, -0.145035, -0.999987, -0.000184863, 0.00260459, 0.00430292, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.377359] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [70] , 0.376007, 0.0147232, -0.184054, -0.145035, -0.999987, -0.000184863, 0.00260459, 0.00430292, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.381125] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [71] , 0.376007, 0.0147232, -0.184054, -0.145035, -0.999987, -0.000184863, 0.00260459, 0.00430292, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.383703] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [72] , 0.376007, 0.0147367, -0.184051, -0.145041, -0.999987, -0.000170186, 0.00258487, 0.00430264, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.386567] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [73] , 0.38603, 0.0147367, -0.184051, -0.145041, -0.999987, -0.000170186, 0.00258487, 0.00430264, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.389167] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [74] , 0.38603, 0.0147367, -0.184051, -0.145041, -0.999987, -0.000170186, 0.00258487, 0.00430264, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.393166] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [75] , 0.38603, 0.0147367, -0.184051, -0.145041, -0.999987, -0.000170186, 0.00258487, 0.00430264, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.396435] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [76] , 0.396036, 0.0147333, -0.184057, -0.14504, -0.999987, -0.000165338, 0.00259513, 0.00431647, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.399187] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [77] , 0.396036, 0.0147333, -0.184057, -0.14504, -0.999987, -0.000165338, 0.00259513, 0.00431647, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.401975] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [78] , 0.396036, 0.0147333, -0.184057, -0.14504, -0.999987, -0.000165338, 0.00259513, 0.00431647, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.404450] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [79] , 0.396036, 0.0147292, -0.184059, -0.145028, -0.999987, -0.000177967, 0.00261648, 0.0043015, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.407189] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [80] , 0.406025, 0.0147292, -0.184059, -0.145028, -0.999987, -0.000177967, 0.00261648, 0.0043015, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.409978] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [81] , 0.406025, 0.0147292, -0.184059, -0.145028, -0.999987, -0.000177967, 0.00261648, 0.0043015, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.415272] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [82] , 0.406025, 0.0147292, -0.184059, -0.145028, -0.999987, -0.000177967, 0.00261648, 0.0043015, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.416348] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [83] , 0.416033, 0.0147329, -0.184057, -0.145026, -0.999987, -0.000184193, 0.00261206, 0.00431354, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.418983] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [84] , 0.416033, 0.0147329, -0.184057, -0.145026, -0.999987, -0.000184193, 0.00261206, 0.00431354, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.422082] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [85] , 0.416033, 0.0147329, -0.184057, -0.145026, -0.999987, -0.000184193, 0.00261206, 0.00431354, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.424298] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [86] , 0.416033, 0.014729, -0.184059, -0.145019, -0.999987, -0.000172363, 0.00261415, 0.00431256, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.428789] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [87] , 0.426025, 0.014729, -0.184059, -0.145019, -0.999987, -0.000172363, 0.00261415, 0.00431256, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.431363] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [88] , 0.426025, 0.014729, -0.184059, -0.145019, -0.999987, -0.000172363, 0.00261415, 0.00431256, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.434052] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [89] , 0.426025, 0.0147314, -0.184062, -0.145025, -0.999987, -0.000185905, 0.00259215, 0.00431361, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.437034] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [90] , 0.436021, 0.0147314, -0.184062, -0.145025, -0.999987, -0.000185905, 0.00259215, 0.00431361, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.439519] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [91] , 0.436021, 0.0147314, -0.184062, -0.145025, -0.999987, -0.000185905, 0.00259215, 0.00431361, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.444245] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [92] , 0.436021, 0.0147314, -0.184062, -0.145025, -0.999987, -0.000185905, 0.00259215, 0.00431361, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.446820] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [93] , 0.44602, 0.0147221, -0.184056, -0.14503, -0.999987, -0.000188504, 0.00261256, 0.00429684, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.450090] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [94] , 0.44602, 0.0147221, -0.184056, -0.14503, -0.999987, -0.000188504, 0.00261256, 0.00429684, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.452559] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [95] , 0.44602, 0.0147221, -0.184056, -0.14503, -0.999987, -0.000188504, 0.00261256, 0.00429684, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.454775] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [96] , 0.44602, 0.0147178, -0.184055, -0.145032, -0.999987, -0.000188989, 0.00262287, 0.0043041, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.459258] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [97] , 0.456026, 0.0147178, -0.184055, -0.145032, -0.999987, -0.000188989, 0.00262287, 0.0043041, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.460791] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [98] , 0.456026, 0.0147178, -0.184055, -0.145032, -0.999987, -0.000188989, 0.00262287, 0.0043041, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.463427] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [99] , 0.456026, 0.0147304, -0.184059, -0.145044, -0.999987, -0.000175571, 0.00259493, 0.00432545, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.466364] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [100] , 0.466013, 0.0147304, -0.184059, -0.145044, -0.999987, -0.000175571, 0.00259493, 0.00432545, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.470217] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [101] , 0.466013, 0.0147304, -0.184059, -0.145044, -0.999987, -0.000175571, 0.00259493, 0.00432545, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.471627] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [102] , 0.466013, 0.0147304, -0.184059, -0.145044, -0.999987, -0.000175571, 0.00259493, 0.00432545, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.477049] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [103] , 0.476018, 0.0147272, -0.184056, -0.145042, -0.999987, -0.000181826, 0.0026222, 0.00433351, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.478839] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [104] , 0.476018, 0.0147272, -0.184056, -0.145042, -0.999987, -0.000181826, 0.0026222, 0.00433351, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.481740] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [105] , 0.476018, 0.0147272, -0.184056, -0.145042, -0.999987, -0.000181826, 0.0026222, 0.00433351, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.484225] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [106] , 0.476018, 0.014726, -0.184051, -0.145045, -0.999987, -0.000181187, 0.00258337, 0.00429653, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.487084] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [107] , 0.486023, 0.014726, -0.184051, -0.145045, -0.999987, -0.000181187, 0.00258337, 0.00429653, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.489669] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [108] , 0.486023, 0.014726, -0.184051, -0.145045, -0.999987, -0.000181187, 0.00258337, 0.00429653, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.492979] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [109] , 0.486023, 0.014726, -0.184051, -0.145045, -0.999987, -0.000181187, 0.00258337, 0.00429653, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.495427] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [110] , 0.486023, 0.0147262, -0.184051, -0.145035, -0.999987, -0.000176769, 0.00260639, 0.00430568, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.498346] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [111] , 0.49603, 0.0147262, -0.184051, -0.145035, -0.999987, -0.000176769, 0.00260639, 0.00430568, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.500839] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [112] , 0.49603, 0.0147262, -0.184051, -0.145035, -0.999987, -0.000176769, 0.00260639, 0.00430568, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.503425] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [113] , 0.49603, 0.0147296, -0.184061, -0.145034, -0.999987, -0.000162449, 0.00256199, 0.00432769, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.508097] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [114] , 0.506021, 0.0147296, -0.184061, -0.145034, -0.999987, -0.000162449, 0.00256199, 0.00432769, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:23.510672] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [115] , 0.506021, 0.0147296, -0.184061, -0.145034, -0.999987, -0.000162449, 0.00256199, 0.00432769, 0, 0, 0, 0, 0, 0, 
