[2025-02-03 14:05:23.182870] [0x0000007fa9c7c010] [MocapTag] [0x000015aa] [2] , Controller time [s], Mocap Position x [m], Mocap Position y [m], Mocap Position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-02-03 14:05:45.863005] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8736] , 22.856, 0.000886953, -0.193332, -1.1165, -0.999185, -0.00298767, 0.00263296, -0.0401584, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.871251] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8738] , 22.866, 0.000886953, -0.193332, -1.1165, -0.999185, -0.00298767, 0.00263296, -0.0401584, -0.00880308, -0.0100112, 0, -0.118804, -0.128855, -0.0508316, 
[2025-02-03 14:05:45.871939] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8739] , 22.866, 0.000886953, -0.193332, -1.1165, -0.999185, -0.00298767, 0.00263296, -0.0401584, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.872486] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8740] , 22.866, 0.000591128, -0.193569, -1.11656, -0.999202, -0.00222564, 0.0026115, -0.0398064, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.876267] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8741] , 22.866, 0.000591128, -0.193569, -1.11656, -0.999202, -0.00222564, 0.0026115, -0.0398064, -0.0295825, -0.0236383, -0.00549417, -0.152636, 0, 0.070861, 
[2025-02-03 14:05:45.879039] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8743] , 22.876, 0.000591128, -0.193569, -1.11656, -0.999202, -0.00222564, 0.0026115, -0.0398064, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.883144] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8744] , 22.876, 0.000612975, -0.193349, -1.11685, -0.999171, -0.00116604, 0.00266226, -0.0406171, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.884557] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8745] , 22.876, 0.000612975, -0.193349, -1.11685, -0.999171, -0.00116604, 0.00266226, -0.0406171, 0.00218473, 0.0220013, -0.0292624, -0.210929, 0, -0.161753, 
[2025-02-03 14:05:45.887362] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8746] , 22.886, 0.000612975, -0.193349, -1.11685, -0.999171, -0.00116604, 0.00266226, -0.0406171, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.893374] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8748] , 22.886, 0.000612975, -0.193349, -1.11685, -0.999171, -0.00116604, 0.00266226, -0.0406171, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.894740] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8749] , 22.886, 0.000119767, -0.193701, -1.11669, -0.999195, -0.000471966, 0.00316319, -0.0399958, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.897758] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8750] , 22.896, 0.000119767, -0.193701, -1.11669, -0.999195, -0.000471966, 0.00316319, -0.0399958, -0.0493208, -0.0352345, 0.0158284, -0.135016, 0.105818, 0.124645, 
[2025-02-03 14:05:45.900862] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8752] , 22.896, 0.000119767, -0.193701, -1.11669, -0.999195, -0.000471966, 0.00316319, -0.0399958, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.903757] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8753] , 22.896, -4.1466e-05, -0.193823, -1.1167, -0.9992, 0.00014149, 0.00309315, -0.0398718, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.909205] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8755] , 22.906, -4.1466e-05, -0.193823, -1.1167, -0.9992, 0.00014149, 0.00309315, -0.0398718, -0.0161234, -0.0122363, 0, 628.195, 0, 0, 
[2025-02-03 14:05:45.911279] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8756] , 22.906, 0.000187551, -0.193795, -1.11673, -0.999165, 0.00129397, 0.00240125, -0.0407692, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.914189] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8757] , 22.906, 0.000187551, -0.193795, -1.11673, -0.999165, 0.00129397, 0.00240125, -0.0407692, 0.0229017, 0.00281614, -0.0030157, -0.235391, -0.128865, -0.179028, 
[2025-02-03 14:05:45.916956] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8758] , 22.916, 0.000187551, -0.193795, -1.11673, -0.999165, 0.00129397, 0.00240125, -0.0407692, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.919811] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8760] , 22.916, 0.000187551, -0.193795, -1.11673, -0.999165, 0.00129397, 0.00240125, -0.0407692, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.924006] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8761] , 22.916, -0.000276025, -0.194155, -1.11707, -0.999186, 0.00187648, 0.00345246, -0.0401396, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.926948] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8762] , 22.926, -0.000276025, -0.194155, -1.11707, -0.999186, 0.00187648, 0.00345246, -0.0401396, -0.0463576, -0.0360113, -0.0332916, -0.10829, 0.2146, 0.126616, 
[2025-02-03 14:05:45.930249] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8764] , 22.926, -0.000276025, -0.194155, -1.11707, -0.999186, 0.00187648, 0.00345246, -0.0401396, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.932987] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8765] , 22.926, -0.000400843, -0.194238, -1.11696, -0.999179, 0.00191402, 0.00377746, -0.0402892, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.935558] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8766] , 22.926, -0.000400843, -0.194238, -1.11696, -0.999179, 0.00191402, 0.00377746, -0.0402892, -0.0124818, -0.00831417, 0.0101286, 0, 0.0653008, 0, 
[2025-02-03 14:05:45.940861] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8768] , 22.936, -0.000400843, -0.194238, -1.11696, -0.999179, 0.00191402, 0.00377746, -0.0402892, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.943493] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8769] , 22.936, -0.000163145, -0.193987, -1.11699, -0.999141, 0.00257538, 0.00363007, -0.0412056, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.946402] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8770] , 22.946, -0.000163145, -0.193987, -1.11699, -0.999141, 0.00257538, 0.00363007, -0.0412056, 0.0237698, 0.025154, -0.00253696, -0.13268, 0, -0.182983, 
[2025-02-03 14:05:45.949576] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8772] , 22.946, -0.000163145, -0.193987, -1.11699, -0.999141, 0.00257538, 0.00363007, -0.0412056, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.953006] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8773] , 22.946, -0.000451094, -0.194375, -1.11692, -0.999163, 0.00235412, 0.00430086, -0.0406223, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.958314] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8774] , 22.956, -0.000451094, -0.194375, -1.11692, -0.999163, 0.00235412, 0.00430086, -0.0406223, -0.0287949, -0.0388231, 0.00724997, 0.0492334, 0.131967, 0.116852, 
[2025-02-03 14:05:45.960613] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8776] , 22.956, -0.000451094, -0.194375, -1.11692, -0.999163, 0.00235412, 0.00430086, -0.0406223, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.963215] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8777] , 22.956, -0.000139956, -0.194122, -1.11719, -0.999108, 0.00319461, 0.0043529, -0.0418716, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.966061] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8778] , 22.956, -0.000139956, -0.194122, -1.11719, -0.999108, 0.00319461, 0.0043529, -0.0418716, 0.0311137, 0.025262, -0.0275288, -0.166416, 0, -0.249313, 
[2025-02-03 14:05:45.970731] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8780] , 22.966, -0.000139956, -0.194122, -1.11719, -0.999108, 0.00319461, 0.0043529, -0.0418716, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.975385] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8781] , 22.966, -0.000503138, -0.194762, -1.11731, -0.999132, 0.00242967, 0.00423369, -0.041361, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.976555] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8782] , 22.976, -0.000503138, -0.194762, -1.11731, -0.999132, 0.00242967, 0.00423369, -0.041361, -0.0363182, -0.0639366, -0.0115828, 0.15142, 0, 0.101487, 
[2025-02-03 14:05:45.979439] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8784] , 22.976, -0.000503138, -0.194762, -1.11731, -0.999132, 0.00242967, 0.00423369, -0.041361, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.982248] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8785] , 22.976, -0.000510567, -0.194852, -1.11729, -0.999123, 0.00243701, 0.00359479, -0.0416525, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.986971] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8786] , 22.986, -0.000510567, -0.194852, -1.11729, -0.999123, 0.00243701, 0.00359479, -0.0416525, 0, -0.00903959, 0, 0, -0.127477, -0.0585891, 
[2025-02-03 14:05:45.989706] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8788] , 22.986, -0.000510567, -0.194852, -1.11729, -0.999123, 0.00243701, 0.00359479, -0.0416525, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.992400] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8789] , 22.986, -0.000131458, -0.194591, -1.11708, -0.999101, 0.00167458, 0.00337847, -0.0422232, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:45.995749] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8790] , 22.986, -0.000131458, -0.194591, -1.11708, -0.999101, 0.00167458, 0.00337847, -0.0422232, 0.0379109, 0.0261499, 0.021254, 0.150943, -0.0494028, -0.114853, 
[2025-02-03 14:05:45.998253] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8791] , 22.996, -0.000131458, -0.194591, -1.11708, -0.999101, 0.00167458, 0.00337847, -0.0422232, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.003814] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8793] , 22.996, -0.000226353, -0.195157, -1.11751, -0.999085, 0.00211802, 0.00411647, -0.0425198, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.006088] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8794] , 22.996, -0.000226353, -0.195157, -1.11751, -0.999085, 0.00211802, 0.00411647, -0.0425198, -0.00948949, -0.0565836, -0.0434516, -0.0821352, 0.151328, -0.0588462, 
[2025-02-03 14:05:46.008838] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8796] , 23.006, -0.000226353, -0.195157, -1.11751, -0.999085, 0.00211802, 0.00411647, -0.0425198, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.011728] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8797] , 23.006, -0.000690305, -0.195575, -1.11768, -0.999122, 0.00100614, 0.00399169, -0.0417003, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.014701] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8798] , 23.006, -0.000690305, -0.195575, -1.11768, -0.999122, 0.00100614, 0.00399169, -0.0417003, -0.0463952, -0.0418811, -0.0169035, 0.220466, 0, 0.163122, 
[2025-02-03 14:05:46.019484] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8800] , 23.016, -0.000690305, -0.195575, -1.11768, -0.999122, 0.00100614, 0.00399169, -0.0417003, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.023019] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8801] , 23.016, 2.46542e-05, -0.195625, -1.11809, -0.999067, -0.000572718, 0.00541693, -0.0428443, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.028048] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8802] , 23.026, 2.46542e-05, -0.195625, -1.11809, -0.999067, -0.000572718, 0.00541693, -0.0428443, 0.0714959, -0.0049749, -0.0402557, -627.99, 0.271451, -0.230612, 
[2025-02-03 14:05:46.028663] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8803] , 23.026, 2.46542e-05, -0.195625, -1.11809, -0.999067, -0.000572718, 0.00541693, -0.0428443, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.030492] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8805] , 23.026, -0.00021529, -0.195915, -1.11817, -0.999085, -0.00125949, 0.0056941, -0.0423644, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.035414] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8806] , 23.026, -0.00021529, -0.195915, -1.11817, -0.999085, -0.00125949, 0.0056941, -0.0423644, -0.0239944, -0.029023, -0.00807278, 0.13907, 0.0496425, 0.0952333, 
[2025-02-03 14:05:46.038241] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8807] , 23.036, -0.00021529, -0.195915, -1.11817, -0.999085, -0.00125949, 0.0056941, -0.0423644, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.040834] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8809] , 23.036, -0.000179117, -0.196252, -1.11857, -0.999081, -0.00144288, 0.00539805, -0.0424887, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.043629] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8810] , 23.036, -0.000179117, -0.196252, -1.11857, -0.999081, -0.00144288, 0.00539805, -0.0424887, 0.00361729, -0.0336785, -0.0406206, 0, -0.060754, 0, 
[2025-02-03 14:05:46.046206] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8811] , 23.036, -0.000179117, -0.196252, -1.11857, -0.999081, -0.00144288, 0.00539805, -0.0424887, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.050994] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8813] , 23.046, -0.000179117, -0.196252, -1.11857, -0.999081, -0.00144288, 0.00539805, -0.0424887, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.053682] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8814] , 23.046, -0.000292276, -0.196451, -1.11827, -0.9991, -0.00137365, 0.00440382, -0.0421727, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.056614] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8815] , 23.0561, -0.000292276, -0.196451, -1.11827, -0.9991, -0.00137365, 0.00440382, -0.0421727, -0.0113159, -0.0198797, 0.0300346, 0, -0.197982, 0.0637196, 
[2025-02-03 14:05:46.059513] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8817] , 23.0561, -0.000292276, -0.196451, -1.11827, -0.9991, -0.00137365, 0.00440382, -0.0421727, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.063150] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8818] , 23.0561, -0.000167228, -0.196709, -1.11835, -0.999095, -0.00202737, 0.00393509, -0.0423038, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.069596] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8820] , 23.066, -0.000167228, -0.196709, -1.11835, -0.999095, -0.00202737, 0.00393509, -0.0423038, 0.0125048, -0.0257873, -0.00831533, 0.126791, -0.0992361, 0, 
[2025-02-03 14:05:46.070961] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8821] , 23.066, -0.000167228, -0.196709, -1.11835, -0.999095, -0.00202737, 0.00393509, -0.0423038, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.072680] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8822] , 23.066, 1.64805e-05, -0.196679, -1.11857, -0.999077, -0.00189278, 0.00348938, -0.0427655, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.079465] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8824] , 23.076, 1.64805e-05, -0.196679, -1.11857, -0.999077, -0.00189278, 0.00348938, -0.0427655, 0.0183708, 0.00301534, -0.0219673, 0, -0.0881109, -0.0921048, 
[2025-02-03 14:05:46.082340] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8825] , 23.076, 1.64805e-05, -0.196679, -1.11857, -0.999077, -0.00189278, 0.00348938, -0.0427655, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.083197] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8826] , 23.076, 4.0715e-05, -0.197068, -1.11856, -0.999088, -0.00249519, 0.00383121, -0.0424536, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.086139] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8827] , 23.076, 4.0715e-05, -0.197068, -1.11856, -0.999088, -0.00249519, 0.00383121, -0.0424536, 0.00242345, -0.0389197, 0, 0.123072, 0.0633151, 0.061813, 
[2025-02-03 14:05:46.088870] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8829] , 23.086, 4.0715e-05, -0.197068, -1.11856, -0.999088, -0.00249519, 0.00383121, -0.0424536, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.091933] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8830] , 23.086, 0.000171067, -0.197235, -1.1186, -0.999088, -0.00312238, 0.00316467, -0.0424705, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.094294] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8831] , 23.086, 0.000171067, -0.197235, -1.1186, -0.999088, -0.00312238, 0.00316467, -0.0424705, 0.0130352, -0.01671, -0.0039229, 0.119662, -0.138526, 0, 
[2025-02-03 14:05:46.099326] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8833] , 23.096, 0.000171067, -0.197235, -1.1186, -0.999088, -0.00312238, 0.00316467, -0.0424705, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.103143] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8834] , 23.096, 0.000414842, -0.197434, -1.11887, -0.99907, -0.00283016, 0.0039728, -0.0428466, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.107385] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8835] , 23.106, 0.000414842, -0.197434, -1.11887, -0.99907, -0.00283016, 0.0039728, -0.0428466, 0.0243775, -0.0198892, -0.0273192, -0.0512362, 0.163737, -0.0756472, 
[2025-02-03 14:05:46.108066] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8836] , 23.106, 0.000414842, -0.197434, -1.11887, -0.99907, -0.00283016, 0.0039728, -0.0428466, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.110475] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8838] , 23.106, 0.000414842, -0.197434, -1.11887, -0.99907, -0.00283016, 0.0039728, -0.0428466, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.114882] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8839] , 23.106, 0.000483872, -0.197642, -1.11884, -0.999082, -0.00325347, 0.0036116, -0.0425619, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.118013] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8840] , 23.116, 0.000483872, -0.197642, -1.11884, -0.999082, -0.00325347, 0.0036116, -0.0425619, 0.00690304, -0.0208414, 0.00242306, 0.0813007, -0.0756065, 0.0569344, 
[2025-02-03 14:05:46.120632] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8842] , 23.116, 0.00105505, -0.197701, -1.11895, -0.999051, -0.00327336, 0.00235732, -0.0433636, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.123445] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8843] , 23.116, 0.00105505, -0.197701, -1.11895, -0.999051, -0.00327336, 0.00235732, -0.0433636, 0.057118, -0.00588031, -0.010509, 0, -0.251339, -0.159586, 
[2025-02-03 14:05:46.126424] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8844] , 23.126, 0.00105505, -0.197701, -1.11895, -0.999051, -0.00327336, 0.00235732, -0.0433636, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.130794] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8846] , 23.126, 0.00105505, -0.197701, -1.11895, -0.999051, -0.00327336, 0.00235732, -0.0433636, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.133484] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8847] , 23.126, 0.000861207, -0.198046, -1.11907, -0.999078, -0.00327162, 0.00293006, -0.0426988, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.136336] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8848] , 23.126, 0.000861207, -0.198046, -1.11907, -0.999078, -0.00327162, 0.00293006, -0.0426988, -0.0193846, -0.034511, -0.0123779, 0, 0.114907, 0.132672, 
[2025-02-03 14:05:46.139157] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8850] , 23.136, 0.000861207, -0.198046, -1.11907, -0.999078, -0.00327162, 0.00293006, -0.0426988, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.142182] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8851] , 23.136, 0.00165419, -0.197895, -1.11911, -0.999037, -0.00280275, 0.00328798, -0.0436708, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.146869] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8852] , 23.146, 0.00165419, -0.197895, -1.11911, -0.999037, -0.00280275, 0.00328798, -0.0436708, 0.0792983, 0.0151646, -0.00395114, -0.0900269, 0.0749496, -0.194535, 
[2025-02-03 14:05:46.149552] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8854] , 23.146, 0.00165419, -0.197895, -1.11911, -0.999037, -0.00280275, 0.00328798, -0.0436708, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.152195] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8855] , 23.146, 0.00126149, -0.198486, -1.11919, -0.999078, -0.00320885, 0.00207027, -0.0427704, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.155038] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8856] , 23.146, 0.00126149, -0.198486, -1.11919, -0.999078, -0.00320885, 0.00207027, -0.0427704, -0.0392698, -0.0591037, -0.00791766, 0.0701427, -0.246262, 0.180846, 
[2025-02-03 14:05:46.158041] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8857] , 23.156, 0.00126149, -0.198486, -1.11919, -0.999078, -0.00320885, 0.00207027, -0.0427704, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.162280] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8859] , 23.156, 0.00126149, -0.198486, -1.11919, -0.999078, -0.00320885, 0.00207027, -0.0427704, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.164184] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8860] , 23.156, 0.00211221, -0.198004, -1.11904, -0.999024, -0.00336844, 0.000901818, -0.0440374, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.167393] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8861] , 23.166, 0.00211221, -0.198004, -1.11904, -0.999024, -0.00336844, 0.000901818, -0.0440374, 0.085072, 0.0481377, 0.0156424, 0, -0.235704, -0.252866, 
[2025-02-03 14:05:46.170175] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8863] , 23.166, 0.00211221, -0.198004, -1.11904, -0.999024, -0.00336844, 0.000901818, -0.0440374, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.172702] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8864] , 23.166, 0.00180855, -0.198869, -1.11944, -0.999064, -0.00309664, 0.00282028, -0.0430476, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.177397] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8865] , 23.176, 0.00180855, -0.198869, -1.11944, -0.999064, -0.00309664, 0.00282028, -0.0430476, -0.030366, -0.0864806, -0.0407404, -0.0379324, 0.386351, 0.196911, 
[2025-02-03 14:05:46.180603] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8867] , 23.176, 0.00180855, -0.198869, -1.11944, -0.999064, -0.00309664, 0.00282028, -0.0430476, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.182718] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8868] , 23.176, 0.00249062, -0.198591, -1.11905, -0.999032, -0.00225328, 0.0020205, -0.0438894, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.185516] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8869] , 23.176, 0.00249062, -0.198591, -1.11905, -0.999032, -0.00225328, 0.0020205, -0.0438894, 0.068207, 0.0277706, 0.0395192, -0.175095, -0.152941, -0.167651, 
[2025-02-03 14:05:46.188368] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8870] , 23.186, 0.00249062, -0.198591, -1.11905, -0.999032, -0.00225328, 0.0020205, -0.0438894, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.192894] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8872] , 23.186, 0.00249712, -0.198633, -1.11873, -0.999054, -0.00240587, 0.0008607, -0.0434176, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.195701] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8873] , 23.186, 0.00249712, -0.198633, -1.11873, -0.999054, -0.00240587, 0.0008607, -0.0434176, 0, -0.00412873, 0.0316857, 0, -0.232844, 0.0949822, 
[2025-02-03 14:05:46.198471] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8874] , 23.196, 0.00249712, -0.198633, -1.11873, -0.999054, -0.00240587, 0.0008607, -0.0434176, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.200981] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8876] , 23.196, 0.00279541, -0.198838, -1.11901, -0.999042, -0.00170811, 0.00197187, -0.0436786, 0, 0, 0, 0, 0, 0, 
[2025-02-03 14:05:46.203886] [0x0000007fa52559a0] [MocapTag] [0x000015aa] [8877] , 23.196, 0.00279541, -0.198838, -1.11901, -0.999042, -0.00170811, 0.00197187, -0.0436786, 0.0298293, -0.0205711, -0.027929, -0.129676, 0.22799, -0.0525571, 
